"tag","country_name_en","country_name_fr_if_available","active_1776","world_region","world_subregion","capital_or_primary_region","country_type","country_tier","subject_type","overlord_tag","government_form","distribution_of_power","religion_state","primary_cultures","ruler_name","ruler_age","ruler_title","ruler_source","ruler_generated","character_history_source","shared_monarch","regency","historical_packet_batch","historical_status","government_status","title_status","constitutional_status","colonial_or_company_status","map_dependency","research_required","recommended_next_action","notes"
"SC4","Río de la Plata","Río de la Plata","YES","SOUTH_AMERICA","LA_PLATA","STATE_BUENOS_AIRES","colonial","kingdom","colony","SPA","law_colonial_administration","law_oligarchy","law_state_religion","spanish","Engine-generated ruler (name not captured)","","Engine-generated title (not runtime-captured)","ENGINE_GENERATED","YES","No explicit starting ruler in effective common/history/characters VFS","NO","NO","NONE","ENGINE_GENERATED_RESEARCH_REQUIRED","RULER_AND_GOVERNMENT_RESEARCH_REQUIRED","TITLE_RESEARCH_REQUIRED","CONSTITUTIONAL_RESEARCH_REQUIRED","COLONIAL_EXECUTIVE_RESEARCH_REQUIRED","MAJOR","YES","P1 research historical ruler, title and constitution before implementation.","Static 1776 setup audit; no external historical research performed."
"SEL","Selangor","Selangor","YES","SOUTHEAST_ASIA","INDOCHINA","STATE_MALAYA","unrecognized","principality","INDEPENDENT","","law_monarchy","law_autocracy","law_state_religion","malay","Engine-generated ruler (name not captured)","","Engine-generated title (not runtime-captured)","ENGINE_GENERATED","YES","No explicit starting ruler in effective common/history/characters VFS","NO","NO","NONE","ENGINE_GENERATED_RESEARCH_REQUIRED","RULER_AND_GOVERNMENT_RESEARCH_REQUIRED","TITLE_RESEARCH_REQUIRED","CONSTITUTIONAL_RESEARCH_REQUIRED","NOT_COLONIAL_OR_COMPANY","NO","YES","P1 research historical ruler, title and constitution before implementation.","Static 1776 setup audit; no external historical research performed."
"SGU","Segou","Segou","YES","WEST_AFRICA","WEST_AFRICA","STATE_WESTERN_MALI","unrecognized","principality","INDEPENDENT","","law_monarchy","law_autocracy","law_state_religion","bambara","Engine-generated ruler (name not captured)","","Engine-generated title (not runtime-captured)","ENGINE_GENERATED","YES","No explicit starting ruler in effective common/history/characters VFS","NO","NO","NONE","ENGINE_GENERATED_RESEARCH_REQUIRED","RULER_AND_GOVERNMENT_RESEARCH_REQUIRED","TITLE_RESEARCH_REQUIRED","CONSTITUTIONAL_RESEARCH_REQUIRED","NOT_COLONIAL_OR_COMPANY","NO","YES","P1 research historical ruler, title and constitution before implementation.","Static 1776 setup audit; no external historical research performed."
"SHS","Shan","Shan","YES","SOUTHEAST_ASIA","INDOCHINA","STATE_SHAN_STATES","unrecognized","principality","vassal","BUR","law_monarchy","law_autocracy","law_state_religion","shan","Engine-generated ruler (name not captured)","","Engine-generated title (not runtime-captured)","ENGINE_GENERATED","YES","No explicit starting ruler in effective common/history/characters VFS","NO","NO","NONE","ENGINE_GENERATED_RESEARCH_REQUIRED","RULER_AND_GOVERNMENT_RESEARCH_REQUIRED","TITLE_RESEARCH_REQUIRED","CONSTITUTIONAL_RESEARCH_REQUIRED","DEPENDENCY_RULER_RELATION_RESEARCH_REQUIRED","MINOR","YES","P1 research historical ruler, title and constitution before implementation.","Static 1776 setup audit; no external historical research performed."
"SIA","Siam","Siam","YES","SOUTHEAST_ASIA","INDOCHINA","STATE_BANGKOK","unrecognized","kingdom","INDEPENDENT","","law_monarchy","law_autocracy","law_state_religion","thai","Engine-generated ruler (name not captured)","","Engine-generated title (not runtime-captured)","ENGINE_GENERATED","YES","No explicit starting ruler in effective common/history/characters VFS","NO","NO","NONE","ENGINE_GENERATED_RESEARCH_REQUIRED","RULER_AND_GOVERNMENT_RESEARCH_REQUIRED","TITLE_RESEARCH_REQUIRED","CONSTITUTIONAL_RESEARCH_REQUIRED","NOT_COLONIAL_OR_COMPANY","NO","YES","P1 research historical ruler, title and constitution before implementation.","Static 1776 setup audit; no external historical research performed."
"SIK","Sikkim","Sikkim","YES","SOUTH_ASIA","HIMALAYAS","STATE_EASTERN_HIMALAYAS","unrecognized","principality","INDEPENDENT","","law_monarchy","law_autocracy","law_state_religion","tibetan","Engine-generated ruler (name not captured)","","Engine-generated title (not runtime-captured)","ENGINE_GENERATED","YES","No explicit starting ruler in effective common/history/characters VFS","NO","NO","NONE","ENGINE_GENERATED_RESEARCH_REQUIRED","RULER_AND_GOVERNMENT_RESEARCH_REQUIRED","TITLE_RESEARCH_REQUIRED","CONSTITUTIONAL_RESEARCH_REQUIRED","NOT_COLONIAL_OR_COMPANY","NO","YES","P1 research historical ruler, title and constitution before implementation.","Static 1776 setup audit; no external historical research performed."
"SIL","Sierra Leone","Sierra Leone","YES","WEST_AFRICA","WEST_AFRICA","STATE_SIERRA_LEONE","colonial","principality","colony","GBR","law_colonial_administration","law_autocracy","law_state_religion","british","Engine-generated ruler (name not captured)","","Engine-generated title (not runtime-captured)","ENGINE_GENERATED","YES","No explicit starting ruler in effective common/history/characters VFS","NO","NO","NONE","ENGINE_GENERATED_RESEARCH_REQUIRED","RULER_AND_GOVERNMENT_RESEARCH_REQUIRED","TITLE_RESEARCH_REQUIRED","CONSTITUTIONAL_RESEARCH_REQUIRED","COLONIAL_EXECUTIVE_RESEARCH_REQUIRED","MAJOR","YES","P1 research historical ruler, title and constitution before implementation.","Static 1776 setup audit; no external historical research performed."
"SIN","Sindh","Sindh","YES","INDIA","NORTH_INDIA","STATE_SINDH","unrecognized","principality","vassal","DUR","law_monarchy","law_oligarchy","law_state_religion","sindi","Engine-generated ruler (name not captured)","","Engine-generated title (not runtime-captured)","ENGINE_GENERATED","YES","No explicit starting ruler in effective common/history/characters VFS","NO","NO","NONE","ENGINE_GENERATED_RESEARCH_REQUIRED","RULER_AND_GOVERNMENT_RESEARCH_REQUIRED","TITLE_RESEARCH_REQUIRED","CONSTITUTIONAL_RESEARCH_REQUIRED","DEPENDENCY_RULER_RELATION_RESEARCH_REQUIRED","MINOR","YES","P1 research historical ruler, title and constitution before implementation.","Static 1776 setup audit; no external historical research performed."
"SMB","Sambas","Sambas","YES","SOUTHEAST_ASIA","INDONESIA","STATE_WEST_BORNEO","unrecognized","principality","INDEPENDENT","","law_monarchy","law_autocracy","law_state_religion","bornean","Engine-generated ruler (name not captured)","","Engine-generated title (not runtime-captured)","ENGINE_GENERATED","YES","No explicit starting ruler in effective common/history/characters VFS","NO","NO","NONE","ENGINE_GENERATED_RESEARCH_REQUIRED","RULER_AND_GOVERNMENT_RESEARCH_REQUIRED","TITLE_RESEARCH_REQUIRED","CONSTITUTIONAL_RESEARCH_REQUIRED","NOT_COLONIAL_OR_COMPANY","NO","YES","P1 research historical ruler, title and constitution before implementation.","Static 1776 setup audit; no external historical research performed."
"SOK","Sokoto","Sokoto","YES","WEST_AFRICA","WEST_AFRICA","STATE_HAUSALAND","unrecognized","kingdom","INDEPENDENT","","law_monarchy","law_autocracy","law_state_religion","hausa;fulbe","Engine-generated ruler (name not captured)","","Engine-generated title (not runtime-captured)","ENGINE_GENERATED","YES","No explicit starting ruler in effective common/history/characters VFS","NO","NO","NONE","ENGINE_GENERATED_RESEARCH_REQUIRED","RULER_AND_GOVERNMENT_RESEARCH_REQUIRED","TITLE_RESEARCH_REQUIRED","CONSTITUTIONAL_RESEARCH_REQUIRED","NOT_COLONIAL_OR_COMPANY","NO","YES","P1 research historical ruler, title and constitution before implementation.","Static 1776 setup audit; no external historical research performed."
"SRK","Surakarta","Surakarta","YES","SOUTHEAST_ASIA","INDONESIA","STATE_CENTRAL_JAVA","unrecognized","principality","puppet","DEI","law_monarchy","law_autocracy","law_state_religion","javan","Engine-generated ruler (name not captured)","","Engine-generated title (not runtime-captured)","ENGINE_GENERATED","YES","No explicit starting ruler in effective common/history/characters VFS","NO","NO","NONE","ENGINE_GENERATED_RESEARCH_REQUIRED","RULER_AND_GOVERNMENT_RESEARCH_REQUIRED","TITLE_RESEARCH_REQUIRED","CONSTITUTIONAL_RESEARCH_REQUIRED","DEPENDENCY_RULER_RELATION_RESEARCH_REQUIRED","MINOR","YES","P1 research historical ruler, title and constitution before implementation.","Static 1776 setup audit; no external historical research performed."
"STG","Sintang","Sintang","YES","SOUTHEAST_ASIA","INDONESIA","STATE_WEST_BORNEO","unrecognized","principality","INDEPENDENT","","law_monarchy","law_autocracy","law_state_religion","bornean","Engine-generated ruler (name not captured)","","Engine-generated title (not runtime-captured)","ENGINE_GENERATED","YES","No explicit starting ruler in effective common/history/characters VFS","NO","NO","NONE","ENGINE_GENERATED_RESEARCH_REQUIRED","RULER_AND_GOVERNMENT_RESEARCH_REQUIRED","TITLE_RESEARCH_REQUIRED","CONSTITUTIONAL_RESEARCH_REQUIRED","NOT_COLONIAL_OR_COMPANY","NO","YES","P1 research historical ruler, title and constitution before implementation.","Static 1776 setup audit; no external historical research performed."
"SUL","Sulu","Sulu","YES","SOUTHEAST_ASIA","INDONESIA","STATE_MINDANAO","unrecognized","principality","INDEPENDENT","","law_monarchy","law_autocracy","law_state_religion","moro","Engine-generated ruler (name not captured)","","Engine-generated title (not runtime-captured)","ENGINE_GENERATED","YES","No explicit starting ruler in effective common/history/characters VFS","NO","NO","NONE","ENGINE_GENERATED_RESEARCH_REQUIRED","RULER_AND_GOVERNMENT_RESEARCH_REQUIRED","TITLE_RESEARCH_REQUIRED","CONSTITUTIONAL_RESEARCH_REQUIRED","NOT_COLONIAL_OR_COMPANY","NO","YES","P1 research historical ruler, title and constitution before implementation.","Static 1776 setup audit; no external historical research performed."
"SWZ","Swaziland","Swaziland","YES","SOUTHERN_AFRICA","SOUTHERN_AFRICA","STATE_TRANSVAAL","unrecognized","principality","INDEPENDENT","","law_monarchy","law_autocracy","law_state_religion","nguni","Engine-generated ruler (name not captured)","","Engine-generated title (not runtime-captured)","ENGINE_GENERATED","YES","No explicit starting ruler in effective common/history/characters VFS","NO","NO","NONE","ENGINE_GENERATED_RESEARCH_REQUIRED","RULER_AND_GOVERNMENT_RESEARCH_REQUIRED","TITLE_RESEARCH_REQUIRED","CONSTITUTIONAL_RESEARCH_REQUIRED","NOT_COLONIAL_OR_COMPANY","NO","YES","P1 research historical ruler, title and constitution before implementation.","Static 1776 setup audit; no external historical research performed."
"TGI","Tungi","Tungi","YES","EAST_AFRICA","EAST_AFRICA","STATE_MOCAMBIQUE","unrecognized","principality","INDEPENDENT","","law_monarchy","law_autocracy","law_state_religion","swahili","Engine-generated ruler (name not captured)","","Engine-generated title (not runtime-captured)","ENGINE_GENERATED","YES","No explicit starting ruler in effective common/history/characters VFS","NO","NO","NONE","ENGINE_GENERATED_RESEARCH_REQUIRED","RULER_AND_GOVERNMENT_RESEARCH_REQUIRED","TITLE_RESEARCH_REQUIRED","CONSTITUTIONAL_RESEARCH_REQUIRED","NOT_COLONIAL_OR_COMPANY","NO","YES","P1 research historical ruler, title and constitution before implementation.","Static 1776 setup audit; no external historical research performed."
"TIB","Tibet","Tibet","YES","SOUTH_ASIA","HIMALAYAS","STATE_LHASA","unrecognized","kingdom","vassal","CHI","law_theocracy","law_autocracy","law_state_religion","tibetan","Engine-generated ruler (name not captured)","","Engine-generated title (not runtime-captured)","ENGINE_GENERATED","YES","No explicit starting ruler in effective common/history/characters VFS","NO","NO","NONE","ENGINE_GENERATED_RESEARCH_REQUIRED","RULER_AND_GOVERNMENT_RESEARCH_REQUIRED","TITLE_RESEARCH_REQUIRED","CONSTITUTIONAL_RESEARCH_REQUIRED","DEPENDENCY_RULER_RELATION_RESEARCH_REQUIRED","MINOR","YES","P1 research historical ruler, title and constitution before implementation.","Static 1776 setup audit; no external historical research performed."
"TID","Tidore","Tidore","YES","SOUTHEAST_ASIA","INDONESIA","STATE_MOLUCCAS","unrecognized","principality","INDEPENDENT","","law_monarchy","law_autocracy","law_state_religion","moluccan","Engine-generated ruler (name not captured)","","Engine-generated title (not runtime-captured)","ENGINE_GENERATED","YES","No explicit starting ruler in effective common/history/characters VFS","NO","NO","NONE","ENGINE_GENERATED_RESEARCH_REQUIRED","RULER_AND_GOVERNMENT_RESEARCH_REQUIRED","TITLE_RESEARCH_REQUIRED","CONSTITUTIONAL_RESEARCH_REQUIRED","NOT_COLONIAL_OR_COMPANY","NO","YES","P1 research historical ruler, title and constitution before implementation.","Static 1776 setup audit; no external historical research performed."
"TRA","Travancore","Travancore","YES","INDIA","SOUTH_INDIA","STATE_TRAVANCORE","unrecognized","principality","INDEPENDENT","","law_monarchy","law_autocracy","law_state_religion","malayalam","Engine-generated ruler (name not captured)","","Engine-generated title (not runtime-captured)","ENGINE_GENERATED","YES","No explicit starting ruler in effective common/history/characters VFS","NO","NO","NONE","ENGINE_GENERATED_RESEARCH_REQUIRED","RULER_AND_GOVERNMENT_RESEARCH_REQUIRED","TITLE_RESEARCH_REQUIRED","CONSTITUTIONAL_RESEARCH_REQUIRED","NOT_COLONIAL_OR_COMPANY","NO","YES","P1 research historical ruler, title and constitution before implementation.","Static 1776 setup audit; no external historical research performed."
"TRI","Tripolitania","Tripolitaine","YES","NORTH_AFRICA","NORTH_AFRICA","STATE_TRIPOLI","unrecognized","principality","puppet","TUR","law_monarchy","law_autocracy","law_state_religion","maghrebi","Engine-generated ruler (name not captured)","","Engine-generated title (not runtime-captured)","ENGINE_GENERATED","YES","No explicit starting ruler in effective common/history/characters VFS","NO","NO","NONE","ENGINE_GENERATED_RESEARCH_REQUIRED","RULER_AND_GOVERNMENT_RESEARCH_REQUIRED","TITLE_RESEARCH_REQUIRED","CONSTITUTIONAL_RESEARCH_REQUIRED","DEPENDENCY_RULER_RELATION_RESEARCH_REQUIRED","MINOR","YES","P1 research historical ruler, title and constitution before implementation.","Static 1776 setup audit; no external historical research performed."
"TRN","Transvaal","Transvaal","YES","SOUTHERN_AFRICA","SOUTHERN_AFRICA","STATE_TRANSVAAL","unrecognized","principality","INDEPENDENT","","law_presidential_republic","law_wealth_voting","law_state_religion","boer","Engine-generated ruler (name not captured)","","Engine-generated title (not runtime-captured)","ENGINE_GENERATED","YES","No explicit starting ruler in effective common/history/characters VFS","NO","NO","NONE","ENGINE_GENERATED_RESEARCH_REQUIRED","RULER_AND_GOVERNMENT_RESEARCH_REQUIRED","TITLE_RESEARCH_REQUIRED","CONSTITUTIONAL_RESEARCH_REQUIRED","NOT_COLONIAL_OR_COMPANY","NO","YES","P1 research historical ruler, title and constitution before implementation.","Static 1776 setup audit; no external historical research performed."
"TUG","Touggourt","Touggourt","YES","NORTH_AFRICA","NORTH_AFRICA","STATE_EAST_SAHARA","unrecognized","principality","INDEPENDENT","","law_monarchy","law_autocracy","law_state_religion","berber","Engine-generated ruler (name not captured)","","Engine-generated title (not runtime-captured)","ENGINE_GENERATED","YES","No explicit starting ruler in effective common/history/characters VFS","NO","NO","NONE","ENGINE_GENERATED_RESEARCH_REQUIRED","RULER_AND_GOVERNMENT_RESEARCH_REQUIRED","TITLE_RESEARCH_REQUIRED","CONSTITUTIONAL_RESEARCH_REQUIRED","NOT_COLONIAL_OR_COMPANY","NO","YES","P1 research historical ruler, title and constitution before implementation.","Static 1776 setup audit; no external historical research performed."
"TUN","Tunis","Tunis","YES","NORTH_AFRICA","NORTH_AFRICA","STATE_TUNISIA","unrecognized","kingdom","puppet","TUR","law_monarchy","law_autocracy","law_state_religion","maghrebi","Engine-generated ruler (name not captured)","","Engine-generated title (not runtime-captured)","ENGINE_GENERATED","YES","No explicit starting ruler in effective common/history/characters VFS","NO","NO","NONE","ENGINE_GENERATED_RESEARCH_REQUIRED","RULER_AND_GOVERNMENT_RESEARCH_REQUIRED","TITLE_RESEARCH_REQUIRED","CONSTITUTIONAL_RESEARCH_REQUIRED","DEPENDENCY_RULER_RELATION_RESEARCH_REQUIRED","MINOR","YES","P1 research historical ruler, title and constitution before implementation.","Static 1776 setup audit; no external historical research performed."
"UNT","United Tribes","Tribus unies","YES","OCEANIA","PACIFIC","STATE_NORTH_ISLAND","unrecognized","principality","INDEPENDENT","","law_monarchy","law_oligarchy","law_freedom_of_conscience","maori","Engine-generated ruler (name not captured)","","Engine-generated title (not runtime-captured)","ENGINE_GENERATED","YES","No explicit starting ruler in effective common/history/characters VFS","NO","NO","NONE","ENGINE_GENERATED_RESEARCH_REQUIRED","RULER_AND_GOVERNMENT_RESEARCH_REQUIRED","TITLE_RESEARCH_REQUIRED","CONSTITUTIONAL_RESEARCH_REQUIRED","NOT_COLONIAL_OR_COMPANY","NO","YES","P1 research historical ruler, title and constitution before implementation.","Static 1776 setup audit; no external historical research performed."
"USA","America","Amérique","YES","NORTH_AMERICA","ATLANTIC_COAST","STATE_DISTRICT_OF_COLUMBIA","colonial","kingdom","colony","GBR","law_presidential_republic","law_wealth_voting","law_state_religion","yankee;dixie","George Washington","43","President","PRE_EXISTING_HISTORICAL_SCRIPTED","NO","common/history/characters/usa.txt","NO","NO","NONE","SCRIPTED_ANACHRONISTIC_CANDIDATE","RULER_AND_GOVERNMENT_RESEARCH_REQUIRED","TITLE_RESEARCH_REQUIRED","CONSTITUTIONAL_RESEARCH_REQUIRED","COLONIAL_EXECUTIVE_RESEARCH_REQUIRED","MAJOR","YES","P0 resolve manifest static anachronism before implementation.","Local setup conflict: presidential ruler is scripted while USA is a GBR colony; historical and constitutional resolution required."
"UZH","Uly Zhuz","Grande jüz","YES","CENTRAL_ASIA","CENTRAL_ASIA","STATE_AKMOLINSK","unrecognized","principality","protectorate","RUS","law_monarchy","law_autocracy","law_state_religion","kazak","Engine-generated ruler (name not captured)","","Engine-generated title (not runtime-captured)","ENGINE_GENERATED","YES","No explicit starting ruler in effective common/history/characters VFS","NO","NO","NONE","ENGINE_GENERATED_RESEARCH_REQUIRED","RULER_AND_GOVERNMENT_RESEARCH_REQUIRED","TITLE_RESEARCH_REQUIRED","CONSTITUTIONAL_RESEARCH_REQUIRED","DEPENDENCY_RULER_RELATION_RESEARCH_REQUIRED","MINOR","YES","P1 research historical ruler, title and constitution before implementation.","Static 1776 setup audit; no external historical research performed."
"WAD","Wadai","Wadai","YES","CENTRAL_AFRICA","EQUATORIAL_AFRICA","STATE_WADDAI","unrecognized","principality","INDEPENDENT","","law_monarchy","law_autocracy","law_state_religion","fur","Engine-generated ruler (name not captured)","","Engine-generated title (not runtime-captured)","ENGINE_GENERATED","YES","No explicit starting ruler in effective common/history/characters VFS","NO","NO","NONE","ENGINE_GENERATED_RESEARCH_REQUIRED","RULER_AND_GOVERNMENT_RESEARCH_REQUIRED","TITLE_RESEARCH_REQUIRED","CONSTITUTIONAL_RESEARCH_REQUIRED","NOT_COLONIAL_OR_COMPANY","NO","YES","P1 research historical ruler, title and constitution before implementation.","Static 1776 setup audit; no external historical research performed."
"WBL","Griqualand","Griqualand","YES","SOUTHERN_AFRICA","SOUTHERN_AFRICA","STATE_NORTHERN_CAPE","unrecognized","principality","INDEPENDENT","","law_monarchy","law_autocracy","law_state_religion","griqua","Engine-generated ruler (name not captured)","","Engine-generated title (not runtime-captured)","ENGINE_GENERATED","YES","No explicit starting ruler in effective common/history/characters VFS","NO","NO","NONE","ENGINE_GENERATED_RESEARCH_REQUIRED","RULER_AND_GOVERNMENT_RESEARCH_REQUIRED","TITLE_RESEARCH_REQUIRED","CONSTITUTIONAL_RESEARCH_REQUIRED","NOT_COLONIAL_OR_COMPANY","NO","YES","P1 research historical ruler, title and constitution before implementation.","Static 1776 setup audit; no external historical research performed."
"WSG","Warsangali","Warsangali","YES","HORN_OF_AFRICA","HORN_OF_AFRICA","STATE_SOMALILAND","unrecognized","principality","INDEPENDENT","","law_monarchy","law_autocracy","law_state_religion","somali","Engine-generated ruler (name not captured)","","Engine-generated title (not runtime-captured)","ENGINE_GENERATED","YES","No explicit starting ruler in effective common/history/characters VFS","NO","NO","NONE","ENGINE_GENERATED_RESEARCH_REQUIRED","RULER_AND_GOVERNMENT_RESEARCH_REQUIRED","TITLE_RESEARCH_REQUIRED","CONSTITUTIONAL_RESEARCH_REQUIRED","NOT_COLONIAL_OR_COMPANY","NO","YES","P1 research historical ruler, title and constitution before implementation.","Static 1776 setup audit; no external historical research performed."
"WTU","Witu","Witu","YES","EAST_AFRICA","EAST_AFRICA","STATE_KENYA","unrecognized","principality","INDEPENDENT","","law_monarchy","law_autocracy","law_state_religion","swahili","Engine-generated ruler (name not captured)","","Engine-generated title (not runtime-captured)","ENGINE_GENERATED","YES","No explicit starting ruler in effective common/history/characters VFS","NO","NO","NONE","ENGINE_GENERATED_RESEARCH_REQUIRED","RULER_AND_GOVERNMENT_RESEARCH_REQUIRED","TITLE_RESEARCH_REQUIRED","CONSTITUTIONAL_RESEARCH_REQUIRED","NOT_COLONIAL_OR_COMPANY","NO","YES","P1 research historical ruler, title and constitution before implementation.","Static 1776 setup audit; no external historical research performed."
"YOG","Yogyakarta","Yogyakarta","YES","SOUTHEAST_ASIA","INDONESIA","STATE_CENTRAL_JAVA","unrecognized","principality","puppet","DEI","law_monarchy","law_autocracy","law_state_religion","javan","Engine-generated ruler (name not captured)","","Engine-generated title (not runtime-captured)","ENGINE_GENERATED","YES","No explicit starting ruler in effective common/history/characters VFS","NO","NO","NONE","ENGINE_GENERATED_RESEARCH_REQUIRED","RULER_AND_GOVERNMENT_RESEARCH_REQUIRED","TITLE_RESEARCH_REQUIRED","CONSTITUTIONAL_RESEARCH_REQUIRED","DEPENDENCY_RULER_RELATION_RESEARCH_REQUIRED","MINOR","YES","P1 research historical ruler, title and constitution before implementation.","Static 1776 setup audit; no external historical research performed."
"ZAI","Azal","Azal","YES","ARABIAN_PENINSULA","ARABIA","STATE_YEMEN","unrecognized","principality","INDEPENDENT","","law_theocracy","law_autocracy","law_state_religion","yemenite;bedouin","Engine-generated ruler (name not captured)","","Engine-generated title (not runtime-captured)","ENGINE_GENERATED","YES","No explicit starting ruler in effective common/history/characters VFS","NO","NO","NONE","ENGINE_GENERATED_RESEARCH_REQUIRED","RULER_AND_GOVERNMENT_RESEARCH_REQUIRED","TITLE_RESEARCH_REQUIRED","CONSTITUTIONAL_RESEARCH_REQUIRED","NOT_COLONIAL_OR_COMPANY","NO","YES","P1 research historical ruler, title and constitution before implementation.","Static 1776 setup audit; no external historical research performed."
