country_tag,country_name,character_id,name,role,is_ruler,is_ig_leader,is_general,is_admiral,other_role,birth_date,age_field,computed_age_1776,death_date,home_region,culture,religion,historical_status,actual_1776_holder,problem_type,date_quality,likely_1836_inheritance,priority,confidence,source_file,source_line_or_block,template_source,historical_source_1,historical_source_2,recommended_action
RUS,Russia,RUS_sergei_uvarov,Sergei Uvarov,IG_LEADER,NO,YES,NO,NO,,1786.9.5,,-11,,,primary_culture,,ANACHRONISTIC_BY_1836_PROVENANCE,UNVERIFIED,NEGATIVE_AGE;BORN_AFTER_START;LIKELY_1836_INHERITANCE,EXACT_DATE_WEAKLY_SOURCED,YES,P0_CRITICAL,HIGH,vanilla:common/history/characters/rus - russia.txt,21,common/character_templates/country_rus.txt:213,,,REMOVE_ANACHRONISTIC_CHARACTER
RUS,Russia,RUS_vasily_zavoyko,Vasily Zavoyko,ADMIRAL,NO,NO,NO,YES,,1809.7.15,,-34,,region_dnieper,cu:ukrainian,,ANACHRONISTIC_BY_1836_PROVENANCE,UNVERIFIED,NEGATIVE_AGE;BORN_AFTER_START;LIKELY_1836_INHERITANCE,EXACT_DATE_WEAKLY_SOURCED,YES,P0_CRITICAL,HIGH,vanilla:common/history/characters/rus - russia.txt,45,common/character_templates/country_rus.txt:1599,,,REMOVE_ANACHRONISTIC_CHARACTER
RUS,Russia,RUS_yevhen_hrebinka,Yevhen Hrebinka,IG_LEADER,NO,YES,NO,NO,,1812.2.2,,-37,,,cu:ukrainian,,ANACHRONISTIC_BY_1836_PROVENANCE,UNVERIFIED,NEGATIVE_AGE;BORN_AFTER_START;LIKELY_1836_INHERITANCE,EXACT_DATE_WEAKLY_SOURCED,YES,P0_CRITICAL,HIGH,vanilla:common/history/characters/rus - russia.txt,33,common/character_templates/country_rus.txt:257,,,REMOVE_ANACHRONISTIC_CHARACTER
RWD,Rwanda,UNSCRIPTED_RULER_RWD,Engine-generated or unresolved ruler,RULER_UNSCRIPTED,YES,NO,NO,NO,,,,,,,,,UNCERTAIN,RESEARCH_REQUIRED,NO_SCRIPTED_RULER,UNKNOWN,NO,P2_MEDIUM,LOW,effective 1776 state ownership; no create_character ruler found,,,,,RESEARCH_MORE
RYU,Ryukyu,RYU_sho_iku,Iku Shō,RULER,YES,NO,NO,NO,,1813.8.19,,-38,,STATE_RYUKYU_ISLANDS,cu:ryukyuan,confucian,ANACHRONISTIC,RESEARCH_REQUIRED,NEGATIVE_AGE;BORN_AFTER_START;LIKELY_1836_INHERITANCE;ANACHRONISTIC_RULER,EXACT_DATE_WEAKLY_SOURCED,YES,P0_CRITICAL,HIGH,vanilla:common/history/characters/ryu - ryukyu.txt,4,vanilla:common/character_templates/country_ryu.txt:7,,,REPLACE_CHARACTER
SAK,Siak,SAK_ismail_abdul_jalil_syaifuddin,Ismail Abdul Jalil Syaifuddin,RULER,YES,NO,NO,NO,,1802.1.2,,-27,,STATE_NORTH_SUMATRA,primary_culture,,ANACHRONISTIC,RESEARCH_REQUIRED,NEGATIVE_AGE;BORN_AFTER_START;LIKELY_1836_INHERITANCE;ANACHRONISTIC_RULER,EXACT_DATE_WEAKLY_SOURCED,YES,P0_CRITICAL,HIGH,vanilla:common/history/characters/sak - siak.txt,3,vanilla:common/character_templates/country_sak.txt:1,,,REPLACE_CHARACTER
SAK,Siak,SAK_kassim_abdul_jalil_syaifuddin,Kassim Abdul Jalil Syaifuddin,HEIR,NO,NO,NO,NO,HEIR,1826.9.9,,-51,,STATE_NORTH_SUMATRA,primary_culture,,ANACHRONISTIC_BY_1836_PROVENANCE,UNVERIFIED,NEGATIVE_AGE;BORN_AFTER_START;LIKELY_1836_INHERITANCE,EXACT_DATE_WEAKLY_SOURCED,YES,P0_CRITICAL,HIGH,vanilla:common/history/characters/sak - siak.txt,7,vanilla:common/character_templates/country_sak.txt:15,,,REMOVE_ANACHRONISTIC_CHARACTER
SAN,San,UNSCRIPTED_RULER_SAN,Engine-generated or unresolved ruler,RULER_UNSCRIPTED,YES,NO,NO,NO,,,,,,,,,UNCERTAIN,RESEARCH_REQUIRED,NO_SCRIPTED_RULER,UNKNOWN,NO,P2_MEDIUM,LOW,effective 1776 state ownership; no create_character ruler found,,,,,RESEARCH_MORE
SAR,Sardinia-Piedmont,sar_charles_albert_sardinia_template,Carlo Alberto di Savoia,RULER;GENERAL,YES,NO,YES,NO,,1798.10.2,,-23,,,primary_culture,,ANACHRONISTIC,RESEARCH_REQUIRED,NEGATIVE_AGE;BORN_AFTER_START;LIKELY_1836_INHERITANCE;ANACHRONISTIC_RULER,EXACT_DATE_WEAKLY_SOURCED,YES,P0_CRITICAL,HIGH,vanilla:common/history/characters/sar - sardinia-piedmont.txt,3,common/character_templates/historical_leaders_europe.txt:196,,,REPLACE_CHARACTER
SAR,Sardinia-Piedmont,SAR_alessandro_di_saluzzo,Alessandro Di Saluzzo,IG_LEADER;GENERAL,NO,YES,YES,NO,,1775.10.12,,0,,STATE_PIEDMONT,primary_culture,,ANACHRONISTIC_BY_1836_PROVENANCE,UNVERIFIED,LIKELY_1836_INHERITANCE,EXACT_DATE_WEAKLY_SOURCED,YES,P2_MEDIUM,MEDIUM,vanilla:common/history/characters/sar - sardinia-piedmont.txt,11,vanilla:common/character_templates/country_sar.txt:1,,,RESEARCH_MORE
SAR,Sardinia-Piedmont,SAR_clemente_solaro_della_margarita,Clemente Solaro della Margarita,IG_LEADER,NO,YES,NO,NO,,1792.11.21,,-17,,STATE_PIEDMONT,primary_culture,,ANACHRONISTIC_BY_1836_PROVENANCE,UNVERIFIED,NEGATIVE_AGE;BORN_AFTER_START;LIKELY_1836_INHERITANCE,EXACT_DATE_WEAKLY_SOURCED,YES,P0_CRITICAL,HIGH,vanilla:common/history/characters/sar - sardinia-piedmont.txt,23,vanilla:common/character_templates/country_sar.txt:49,,,REMOVE_ANACHRONISTIC_CHARACTER
SAR,Sardinia-Piedmont,SAR_emanuele_pes,Emanuele Pes,GENERAL,NO,NO,YES,NO,,,59,,,STATE_PIEDMONT,primary_culture,,ANACHRONISTIC_BY_1836_PROVENANCE,UNVERIFIED,LIKELY_1836_INHERITANCE,APPROXIMATION_NOT_DOCUMENTED,YES,P2_MEDIUM,MEDIUM,vanilla:common/history/characters/sar - sardinia-piedmont.txt,27,vanilla:common/character_templates/country_sar.txt:65,,,RESEARCH_MORE
SAR,Sardinia-Piedmont,SAR_giuseppe_albini,Giuseppe Albini,ADMIRAL,NO,NO,NO,YES,,,56,,,STATE_PIEDMONT,primary_culture,,ANACHRONISTIC_BY_1836_PROVENANCE,UNVERIFIED,LIKELY_1836_INHERITANCE,APPROXIMATION_NOT_DOCUMENTED,YES,P2_MEDIUM,MEDIUM,vanilla:common/history/characters/sar - sardinia-piedmont.txt,31,vanilla:common/character_templates/country_sar.txt:78,,,RESEARCH_MORE
SAR,Sardinia-Piedmont,agitator_giuseppe_mazzini,Giuseppe Mazzini,OTHER,NO,NO,NO,NO,,1805.6.22,,-30,,,cu:north_italian,,ANACHRONISTIC_BY_1836_PROVENANCE,UNVERIFIED,NEGATIVE_AGE;BORN_AFTER_START;LIKELY_1836_INHERITANCE,EXACT_DATE_WEAKLY_SOURCED,YES,P0_CRITICAL,HIGH,vanilla:common/history/characters/sar - sardinia-piedmont.txt,51,common/character_templates/historical_agitators.txt:1377,,,REMOVE_ANACHRONISTIC_CHARACTER
SAR,Sardinia-Piedmont,SAR_lodovico_sauli_d_igliano,Lodovico Sauli d’Igliano,IG_LEADER,NO,YES,NO,NO,,1787.11.10,,-12,,STATE_PIEDMONT,primary_culture,,ANACHRONISTIC_BY_1836_PROVENANCE,UNVERIFIED,NEGATIVE_AGE;BORN_AFTER_START;LIKELY_1836_INHERITANCE,EXACT_DATE_WEAKLY_SOURCED,YES,P0_CRITICAL,HIGH,vanilla:common/history/characters/sar - sardinia-piedmont.txt,19,vanilla:common/character_templates/country_sar.txt:33,,,REMOVE_ANACHRONISTIC_CHARACTER
SAR,Sardinia-Piedmont,SAR_massimo_d_azeglio,Massimo d’Azeglio,IG_LEADER,NO,YES,NO,NO,,1798.10.24,,-23,,STATE_PIEDMONT,primary_culture,,ANACHRONISTIC_BY_1836_PROVENANCE,UNVERIFIED,NEGATIVE_AGE;BORN_AFTER_START;LIKELY_1836_INHERITANCE,EXACT_DATE_WEAKLY_SOURCED,YES,P0_CRITICAL,HIGH,vanilla:common/history/characters/sar - sardinia-piedmont.txt,15,vanilla:common/character_templates/country_sar.txt:17,,,REMOVE_ANACHRONISTIC_CHARACTER
SAR,Sardinia-Piedmont,sar_victor_emmanuel_template,Vittorio Emanuele di Savoia,HEIR,NO,NO,NO,NO,HEIR,1820.3.14,,-45,,,primary_culture,,ANACHRONISTIC_BY_1836_PROVENANCE,UNVERIFIED,NEGATIVE_AGE;BORN_AFTER_START;LIKELY_1836_INHERITANCE,EXACT_DATE_WEAKLY_SOURCED,YES,P0_CRITICAL,HIGH,vanilla:common/history/characters/sar - sardinia-piedmont.txt,7,common/character_templates/historical_leaders_europe.txt:217,,,REMOVE_ANACHRONISTIC_CHARACTER
SAT,Satara,SAT_pratap_singh_bhonsle_template,Pratap Singh Bhonsle,RULER,YES,NO,NO,NO,,1793.1.1,,-17,,STATE_BOMBAY,cu:marathi,,ANACHRONISTIC,RESEARCH_REQUIRED,NEGATIVE_AGE;BORN_AFTER_START;LIKELY_1836_INHERITANCE;ANACHRONISTIC_RULER,EXACT_DATE_WEAKLY_SOURCED,YES,P0_CRITICAL,HIGH,vanilla:common/history/characters/sat - satara.txt,4,vanilla:common/character_templates/indian_princely_states.txt:1858,,,REPLACE_CHARACTER
SAT,Satara,SAT_shahaji_bhonsle_template,Shahaji Bhonsle,HEIR,NO,NO,NO,NO,HEIR,1802.4.4,,-27,,STATE_BOMBAY,cu:marathi,,ANACHRONISTIC_BY_1836_PROVENANCE,UNVERIFIED,NEGATIVE_AGE;BORN_AFTER_START;LIKELY_1836_INHERITANCE,EXACT_DATE_WEAKLY_SOURCED,YES,P0_CRITICAL,HIGH,vanilla:common/history/characters/sat - satara.txt,7,vanilla:common/character_templates/indian_princely_states.txt:1877,,,REMOVE_ANACHRONISTIC_CHARACTER
SAX,Saxony,SAX_anton_von_wettin,Anton von Wettin,RULER,YES,NO,NO,NO,,,81,,,STATE_SAXONY,primary_culture,rel:catholic,ANACHRONISTIC,RESEARCH_REQUIRED,LIKELY_1836_INHERITANCE;ANACHRONISTIC_RULER,APPROXIMATION_NOT_DOCUMENTED,YES,P1_HIGH,MEDIUM,vanilla:common/history/characters/sax - saxony.txt,3,vanilla:common/character_templates/country_sax.txt:1,,,REPLACE_CHARACTER
SAX,Saxony,SAX_friedrich_august_von_wettin,Friedrich August von Wettin,HEIR,NO,NO,NO,NO,HEIR,,29,,,STATE_SAXONY,primary_culture,rel:catholic,ANACHRONISTIC_BY_1836_PROVENANCE,UNVERIFIED,LIKELY_1836_INHERITANCE,APPROXIMATION_NOT_DOCUMENTED,YES,P2_MEDIUM,MEDIUM,vanilla:common/history/characters/sax - saxony.txt,7,vanilla:common/character_templates/country_sax.txt:20,,,RESEARCH_MORE
SAX,Saxony,SAX_gustav_von_nostitz_wallwitz,Gustav von Nostitz Wallwitz,GENERAL,NO,NO,YES,NO,,1789.10.4,,-14,,STATE_SAXONY,cu:north_german,,ANACHRONISTIC_BY_1836_PROVENANCE,UNVERIFIED,NEGATIVE_AGE;BORN_AFTER_START;LIKELY_1836_INHERITANCE,EXACT_DATE_WEAKLY_SOURCED,YES,P0_CRITICAL,HIGH,vanilla:common/history/characters/sax - saxony.txt,11,vanilla:common/character_templates/country_sax.txt:39,,,REMOVE_ANACHRONISTIC_CHARACTER
SC1,Nueva España,UNSCRIPTED_RULER_SC1,Engine-generated or unresolved ruler,RULER_UNSCRIPTED,YES,NO,NO,NO,,,,,,,,,UNCERTAIN,RESEARCH_REQUIRED,NO_SCRIPTED_RULER,UNKNOWN,NO,P2_MEDIUM,LOW,effective 1776 state ownership; no create_character ruler found,,,,,RESEARCH_MORE
SC2,Nueva Granada,UNSCRIPTED_RULER_SC2,Engine-generated or unresolved ruler,RULER_UNSCRIPTED,YES,NO,NO,NO,,,,,,,,,UNCERTAIN,RESEARCH_REQUIRED,NO_SCRIPTED_RULER,UNKNOWN,NO,P2_MEDIUM,LOW,effective 1776 state ownership; no create_character ruler found,,,,,RESEARCH_MORE
SC3,Perú,UNSCRIPTED_RULER_SC3,Engine-generated or unresolved ruler,RULER_UNSCRIPTED,YES,NO,NO,NO,,,,,,,,,UNCERTAIN,RESEARCH_REQUIRED,NO_SCRIPTED_RULER,UNKNOWN,NO,P2_MEDIUM,LOW,effective 1776 state ownership; no create_character ruler found,,,,,RESEARCH_MORE
SC4,Río de la Plata,UNSCRIPTED_RULER_SC4,Engine-generated or unresolved ruler,RULER_UNSCRIPTED,YES,NO,NO,NO,,,,,,,,,UNCERTAIN,RESEARCH_REQUIRED,NO_SCRIPTED_RULER,UNKNOWN,NO,P2_MEDIUM,LOW,effective 1776 state ownership; no create_character ruler found,,,,,RESEARCH_MORE
SCH,Schleswig,UNSCRIPTED_RULER_SCH,Engine-generated or unresolved ruler,RULER_UNSCRIPTED,YES,NO,NO,NO,,,,,,,,,UNCERTAIN,RESEARCH_REQUIRED,NO_SCRIPTED_RULER,UNKNOWN,NO,P2_MEDIUM,LOW,effective 1776 state ownership; no create_character ruler found,,,,,RESEARCH_MORE
SCM,Schaumburg-Lippe,SCM_georg_wilhelm_von_schaumburg_lippe,Georg Wilhelm von Schaumburg-Lippe,RULER,YES,NO,NO,NO,,,51,,,STATE_WESTPHALIA,primary_culture,,ANACHRONISTIC,RESEARCH_REQUIRED,LIKELY_1836_INHERITANCE;ANACHRONISTIC_RULER,APPROXIMATION_NOT_DOCUMENTED,YES,P1_HIGH,MEDIUM,vanilla:common/history/characters/scm - schaumburg-lippe.txt,3,vanilla:common/character_templates/country_scm.txt:1,,,REPLACE_CHARACTER
SCM,Schaumburg-Lippe,SCM_adolf_von_schaumburg_lippe,Adolf von Schaumburg-Lippe,HEIR,NO,NO,NO,NO,HEIR,,18,,,STATE_WESTPHALIA,primary_culture,,ANACHRONISTIC_BY_1836_PROVENANCE,UNVERIFIED,LIKELY_1836_INHERITANCE,APPROXIMATION_NOT_DOCUMENTED,YES,P2_MEDIUM,MEDIUM,vanilla:common/history/characters/scm - schaumburg-lippe.txt,7,vanilla:common/character_templates/country_scm.txt:15,,,RESEARCH_MORE
SCT,Sip Song Chau Tai,UNSCRIPTED_RULER_SCT,Engine-generated or unresolved ruler,RULER_UNSCRIPTED,YES,NO,NO,NO,,,,,,,,,UNCERTAIN,RESEARCH_REQUIRED,NO_SCRIPTED_RULER,UNKNOWN,NO,P2_MEDIUM,LOW,effective 1776 state ownership; no create_character ruler found,,,,,RESEARCH_MORE
SCW,Schwarzburg,SCW_albert_von_schwarzburg,Albert von Schwarzburg,RULER,YES,NO,NO,NO,,,37,,,STATE_SAXONY,primary_culture,,ANACHRONISTIC,RESEARCH_REQUIRED,LIKELY_1836_INHERITANCE;ANACHRONISTIC_RULER,APPROXIMATION_NOT_DOCUMENTED,YES,P1_HIGH,MEDIUM,vanilla:common/history/characters/scw - schwarzburg.txt,3,vanilla:common/character_templates/country_scw.txt:1,,,REPLACE_CHARACTER
SD1,The Sudan,UNSCRIPTED_RULER_SD1,Engine-generated or unresolved ruler,RULER_UNSCRIPTED,YES,NO,NO,NO,,,,,,,,,UNCERTAIN,RESEARCH_REQUIRED,NO_SCRIPTED_RULER,UNKNOWN,NO,P2_MEDIUM,LOW,effective 1776 state ownership; no create_character ruler found,,,,,RESEARCH_MORE
SEL,Selangor,SEL_muhammad_shah_opu_daeng_celak,Muhammad Shah Opu Daeng Celak,RULER,YES,NO,NO,NO,,1772.2.6,,3,,STATE_MALAYA,primary_culture,,ANACHRONISTIC,RESEARCH_REQUIRED,LIKELY_1836_INHERITANCE;ANACHRONISTIC_RULER,EXACT_DATE_WEAKLY_SOURCED,YES,P1_HIGH,MEDIUM,vanilla:common/history/characters/sel - selangor.txt,3,vanilla:common/character_templates/country_sel.txt:1,,,REPLACE_CHARACTER
SEL,Selangor,SEL_abdul_samad_opu_daeng_celak,Abdul Samad Opu Daeng Celak,HEIR,NO,NO,NO,NO,HEIR,1804.3.3,,-29,,STATE_MALAYA,primary_culture,,ANACHRONISTIC_BY_1836_PROVENANCE,UNVERIFIED,NEGATIVE_AGE;BORN_AFTER_START;LIKELY_1836_INHERITANCE,EXACT_DATE_WEAKLY_SOURCED,YES,P0_CRITICAL,HIGH,vanilla:common/history/characters/sel - selangor.txt,7,vanilla:common/character_templates/country_sel.txt:15,,,REMOVE_ANACHRONISTIC_CHARACTER
SGU,Segou,SGU_tiefolo_diarra,Tiéfolo Diarra,RULER,YES,NO,NO,NO,,,51,,,STATE_WESTERN_MALI,cu:bambara,rel:sunni,ANACHRONISTIC,RESEARCH_REQUIRED,LIKELY_1836_INHERITANCE;ANACHRONISTIC_RULER,APPROXIMATION_NOT_DOCUMENTED,YES,P1_HIGH,MEDIUM,vanilla:common/history/characters/sgu - segou.txt,4,vanilla:common/character_templates/country_sgu.txt:3,,,REPLACE_CHARACTER
SHS,Shan,UNSCRIPTED_RULER_SHS,Engine-generated or unresolved ruler,RULER_UNSCRIPTED,YES,NO,NO,NO,,,,,,,,,UNCERTAIN,RESEARCH_REQUIRED,NO_SCRIPTED_RULER,UNKNOWN,NO,P2_MEDIUM,LOW,effective 1776 state ownership; no create_character ruler found,,,,,RESEARCH_MORE
SIA,Siam,SIA_nangklao_chakri,Nangklao Chakri,RULER,YES,NO,NO,NO,,,48,,,STATE_BANGKOK,primary_culture,,ANACHRONISTIC,RESEARCH_REQUIRED,LIKELY_1836_INHERITANCE;ANACHRONISTIC_RULER,APPROXIMATION_NOT_DOCUMENTED,YES,P1_HIGH,MEDIUM,vanilla:common/history/characters/sia - siam.txt,3,vanilla:common/character_templates/country_sia.txt:5,,,REPLACE_CHARACTER
SIA,Siam,SIA_pinklao_chakri,Pinklao Chakri,HEIR,NO,NO,NO,NO,HEIR,,28,,,STATE_BANGKOK,primary_culture,,ANACHRONISTIC_BY_1836_PROVENANCE,UNVERIFIED,LIKELY_1836_INHERITANCE,APPROXIMATION_NOT_DOCUMENTED,YES,P2_MEDIUM,MEDIUM,vanilla:common/history/characters/sia - siam.txt,7,vanilla:common/character_templates/country_sia.txt:21,,,RESEARCH_MORE
SIC,Two Sicilies,inline_SIC_sic - naples sicily_3,Ferdinand de Bourbon,RULER,YES,NO,NO,NO,,1751.1.12,,24,,,primary_culture,,CORRECT_BUT_DUPLICATED,Ferdinand IV of Naples / III of Sicily,MULTIPLE_SCRIPTED_RULERS,EXACT_DATE_WEAKLY_SOURCED,NO,P1_HIGH,HIGH,common/history/characters/sic - naples sicily.txt,3,,https://www.britishmuseum.org/collection/term/BIOG69450,https://www.museodelprado.es/en/the-collection/art-work/fernando-iv-king-of-naples/08c55f28-8cd3-4947-bfaa-41a97f7d7773,KEEP;OTHER
SIC,Two Sicilies,SIC_ferdinando_di_borbone_delle_due_sicilie,Ferdinando di Borbone delle Due Sicilie,RULER,YES,NO,NO,NO,,1810.1.12,,-35,,STATE_CAMPANIA,primary_culture,,ANACHRONISTIC,Ferdinand IV of Naples / III of Sicily,NEGATIVE_AGE;BORN_AFTER_START;MULTIPLE_SCRIPTED_RULERS;LIKELY_1836_INHERITANCE;ANACHRONISTIC_RULER,EXACT_DATE_WEAKLY_SOURCED,YES,P0_CRITICAL,HIGH,vanilla:common/history/characters/sic - two sicilies.txt,3,vanilla:common/character_templates/country_ita.txt:449,https://www.britishmuseum.org/collection/term/BIOG69450,https://www.museodelprado.es/en/the-collection/art-work/fernando-iv-king-of-naples/08c55f28-8cd3-4947-bfaa-41a97f7d7773,REPLACE_CHARACTER
SIC,Two Sicilies,SIC_carlo_filangieri,Carlo Filangieri,GENERAL,NO,NO,YES,NO,,,52,,,STATE_CAMPANIA,primary_culture,,ANACHRONISTIC_BY_1836_PROVENANCE,UNVERIFIED,LIKELY_1836_INHERITANCE,APPROXIMATION_NOT_DOCUMENTED,YES,P2_MEDIUM,MEDIUM,vanilla:common/history/characters/sic - two sicilies.txt,14,vanilla:common/character_templates/country_ita.txt:488,,,RESEARCH_MORE
SIC,Two Sicilies,SIC_francesco_di_borbone_delle_due_sicilie,Francesco di Borbone delle Due Sicilie,HEIR,NO,NO,NO,NO,HEIR,,0,,,STATE_CAMPANIA,primary_culture,,ANACHRONISTIC_BY_1836_PROVENANCE,UNVERIFIED,LIKELY_1836_INHERITANCE,APPROXIMATION_NOT_DOCUMENTED,YES,P2_MEDIUM,MEDIUM,vanilla:common/history/characters/sic - two sicilies.txt,10,vanilla:common/character_templates/country_ita.txt:469,,,RESEARCH_MORE
SIC,Two Sicilies,SIC_prince_leopoldo_di_borbone_delle_due_sicilie,Prince Leopoldo di Borbone delle Due Sicilie,GENERAL,NO,NO,YES,NO,,,46,,,STATE_CAMPANIA,primary_culture,,ANACHRONISTIC_BY_1836_PROVENANCE,UNVERIFIED,LIKELY_1836_INHERITANCE,APPROXIMATION_NOT_DOCUMENTED,YES,P2_MEDIUM,MEDIUM,vanilla:common/history/characters/sic - two sicilies.txt,18,vanilla:common/character_templates/country_ita.txt:501,,,RESEARCH_MORE
SIC,Two Sicilies,SIC_raffaele_de_cosa,Raffaele de Cosa,ADMIRAL,NO,NO,NO,YES,,1778.4.24,,-3,,STATE_CAMPANIA,primary_culture,,ANACHRONISTIC_BY_1836_PROVENANCE,UNVERIFIED,NEGATIVE_AGE;BORN_AFTER_START;LIKELY_1836_INHERITANCE,EXACT_DATE_WEAKLY_SOURCED,YES,P0_CRITICAL,HIGH,vanilla:common/history/characters/sic - two sicilies.txt,22,vanilla:common/character_templates/country_ita.txt:517,,,REMOVE_ANACHRONISTIC_CHARACTER
SIK,Sikkim,SIK_tsugphud_namgyal,Tsugphud Namgyal,RULER,YES,NO,NO,NO,,,51,,,STATE_EASTERN_HIMALAYAS,primary_culture,,ANACHRONISTIC,RESEARCH_REQUIRED,LIKELY_1836_INHERITANCE;ANACHRONISTIC_RULER,APPROXIMATION_NOT_DOCUMENTED,YES,P1_HIGH,MEDIUM,vanilla:common/history/characters/sik - sikkim.txt,3,vanilla:common/character_templates/country_sik.txt:1,,,REPLACE_CHARACTER
SIK,Sikkim,SIK_sidkeong_namgyal,Sidkeong Namgyal,HEIR,NO,NO,NO,NO,HEIR,,17,,,STATE_EASTERN_HIMALAYAS,primary_culture,,ANACHRONISTIC_BY_1836_PROVENANCE,UNVERIFIED,LIKELY_1836_INHERITANCE,APPROXIMATION_NOT_DOCUMENTED,YES,P2_MEDIUM,MEDIUM,vanilla:common/history/characters/sik - sikkim.txt,7,vanilla:common/character_templates/country_sik.txt:16,,,RESEARCH_MORE
SIL,Sierra Leone,SIL_henry_campbell,Henry Campbell,RULER,YES,NO,NO,NO,,,38,,,STATE_SIERRA_LEONE,cu:british,,ANACHRONISTIC,RESEARCH_REQUIRED,LIKELY_1836_INHERITANCE;ANACHRONISTIC_RULER,APPROXIMATION_NOT_DOCUMENTED,YES,P1_HIGH,MEDIUM,vanilla:common/history/characters/sil - sierra leone.txt,3,vanilla:common/character_templates/country_sil.txt:1,,,REPLACE_CHARACTER
SIN,Sindh,SIN_mir_sher_talpur,Mir Sher Talpur,RULER,YES,NO,NO,NO,,,26,,,STATE_SINDH,primary_culture,,ANACHRONISTIC,RESEARCH_REQUIRED,LIKELY_1836_INHERITANCE;ANACHRONISTIC_RULER,APPROXIMATION_NOT_DOCUMENTED,YES,P1_HIGH,MEDIUM,vanilla:common/history/characters/sin - sindh.txt,3,vanilla:common/character_templates/country_sin.txt:1,,,REPLACE_CHARACTER
SKH,Evenki,UNSCRIPTED_RULER_SKH,Engine-generated or unresolved ruler,RULER_UNSCRIPTED,YES,NO,NO,NO,,,,,,,,,UNCERTAIN,RESEARCH_REQUIRED,NO_SCRIPTED_RULER,UNKNOWN,NO,P2_MEDIUM,LOW,effective 1776 state ownership; no create_character ruler found,,,,,RESEARCH_MORE
SKM,Usukuma,UNSCRIPTED_RULER_SKM,Engine-generated or unresolved ruler,RULER_UNSCRIPTED,YES,NO,NO,NO,,,,,,,,,UNCERTAIN,RESEARCH_REQUIRED,NO_SCRIPTED_RULER,UNKNOWN,NO,P2_MEDIUM,LOW,effective 1776 state ownership; no create_character ruler found,,,,,RESEARCH_MORE
SKY,Sakuye,UNSCRIPTED_RULER_SKY,Engine-generated or unresolved ruler,RULER_UNSCRIPTED,YES,NO,NO,NO,,,,,,,,,UNCERTAIN,RESEARCH_REQUIRED,NO_SCRIPTED_RULER,UNKNOWN,NO,P2_MEDIUM,LOW,effective 1776 state ownership; no create_character ruler found,,,,,RESEARCH_MORE
SLK,Selk’nam,UNSCRIPTED_RULER_SLK,Engine-generated or unresolved ruler,RULER_UNSCRIPTED,YES,NO,NO,NO,,,,,,,,,UNCERTAIN,RESEARCH_REQUIRED,NO_SCRIPTED_RULER,UNKNOWN,NO,P2_MEDIUM,LOW,effective 1776 state ownership; no create_character ruler found,,,,,RESEARCH_MORE
SLS,Séliš,UNSCRIPTED_RULER_SLS,Engine-generated or unresolved ruler,RULER_UNSCRIPTED,YES,NO,NO,NO,,,,,,,,,UNCERTAIN,RESEARCH_REQUIRED,NO_SCRIPTED_RULER,UNKNOWN,NO,P2_MEDIUM,LOW,effective 1776 state ownership; no create_character ruler found,,,,,RESEARCH_MORE
SLW,Sulawesi,SLW_la_mappaseling_bone,La Mappaseling of Bone,RULER,YES,NO,NO,NO,,1779.1.12,,-4,,STATE_CELEBES,primary_culture,,ANACHRONISTIC,RESEARCH_REQUIRED,NEGATIVE_AGE;BORN_AFTER_START;LIKELY_1836_INHERITANCE;ANACHRONISTIC_RULER,EXACT_DATE_WEAKLY_SOURCED,YES,P0_CRITICAL,HIGH,vanilla:common/history/characters/slw - sulawesi.txt,3,vanilla:common/character_templates/country_slw.txt:1,,,REPLACE_CHARACTER
SLW,Sulawesi,SLW_la_parenrengi_bone,La Parenrengi of Bone,HEIR,NO,NO,NO,NO,HEIR,1806.10.9,,-31,,STATE_CELEBES,primary_culture,,ANACHRONISTIC_BY_1836_PROVENANCE,UNVERIFIED,NEGATIVE_AGE;BORN_AFTER_START;LIKELY_1836_INHERITANCE,EXACT_DATE_WEAKLY_SOURCED,YES,P0_CRITICAL,HIGH,vanilla:common/history/characters/slw - sulawesi.txt,7,vanilla:common/character_templates/country_slw.txt:15,,,REMOVE_ANACHRONISTIC_CHARACTER
SMB,Sambas,SMB_umar_aqamaddin_sambas,Umar Aqamaddin of Sambas,RULER,YES,NO,NO,NO,,1772.1.5,,3,,STATE_WEST_BORNEO,primary_culture,,ANACHRONISTIC,RESEARCH_REQUIRED,LIKELY_1836_INHERITANCE;ANACHRONISTIC_RULER,EXACT_DATE_WEAKLY_SOURCED,YES,P1_HIGH,MEDIUM,vanilla:common/history/characters/smb - sambas.txt,3,vanilla:common/character_templates/country_smb.txt:1,,,REPLACE_CHARACTER
SMB,Sambas,SMB_abu_bakar_sambas,Abu Bakar of Sambas,HEIR,NO,NO,NO,NO,HEIR,1801.1.2,,-26,,STATE_WEST_BORNEO,primary_culture,,ANACHRONISTIC_BY_1836_PROVENANCE,UNVERIFIED,NEGATIVE_AGE;BORN_AFTER_START;LIKELY_1836_INHERITANCE,EXACT_DATE_WEAKLY_SOURCED,YES,P0_CRITICAL,HIGH,vanilla:common/history/characters/smb - sambas.txt,7,vanilla:common/character_templates/country_smb.txt:15,,,REMOVE_ANACHRONISTIC_CHARACTER
