"id","subsystem","diagnostic_type","normalized_message","raw_example","script_path","script_line","occurrences","fork_file","current_vanilla_homologue","present_in_previous_cleanup","previous_classification","root_cause","attribution","safe_fix","patch_applied","notes"
"LOG13-R1387","pdx_localize.cpp","DUPLICATE_LOCALIZATION_KEY","Duplicate localization key. Key 'je_taming_the_north_additional_goal_completed' is defined in both 'localization/french/ep2_02_l_french.yml' and 'localization/french/hotfix_hokkaido_l_french.yml'.","Duplicate localization key. Key 'je_taming_the_north_additional_goal_completed' is defined in both 'localization/french/ep2_02_l_french.yml' and 'localization/french/hotfix_hokkaido_l_french.yml'.","localization/french/ep2_02_l_french.yml | localization/french/hotfix_hokkaido_l_french.yml","","1","YES","MIXED_OR_NOT_APPLICABLE","NO","","CANONICALLY_PROTECTED_SUBSYSTEM","PROTECTED_SYSTEM","NONE_IN_LOG_CLEANUP_13","NO","Final global reindex attribution."
"LOG13-R1388","pdx_localize.cpp","DUPLICATE_LOCALIZATION_KEY","Duplicate localization key. Key 'je_taming_the_north_additional_goal_pre' is defined in both 'localization/french/ep2_02_l_french.yml' and 'localization/french/hotfix_hokkaido_l_french.yml'.","Duplicate localization key. Key 'je_taming_the_north_additional_goal_pre' is defined in both 'localization/french/ep2_02_l_french.yml' and 'localization/french/hotfix_hokkaido_l_french.yml'.","localization/french/ep2_02_l_french.yml | localization/french/hotfix_hokkaido_l_french.yml","","1","YES","MIXED_OR_NOT_APPLICABLE","NO","","CANONICALLY_PROTECTED_SUBSYSTEM","PROTECTED_SYSTEM","NONE_IN_LOG_CLEANUP_13","NO","Final global reindex attribution."
"LOG13-R1389","pdx_localize.cpp","DUPLICATE_LOCALIZATION_KEY","Duplicate localization key. Key 'je_taming_the_north_reason' is defined in both 'localization/french/ep2_02_l_french.yml' and 'localization/french/hotfix_hokkaido_l_french.yml'.","Duplicate localization key. Key 'je_taming_the_north_reason' is defined in both 'localization/french/ep2_02_l_french.yml' and 'localization/french/hotfix_hokkaido_l_french.yml'.","localization/french/ep2_02_l_french.yml | localization/french/hotfix_hokkaido_l_french.yml","","1","YES","MIXED_OR_NOT_APPLICABLE","NO","","CANONICALLY_PROTECTED_SUBSYSTEM","PROTECTED_SYSTEM","NONE_IN_LOG_CLEANUP_13","NO","Final global reindex attribution."
"LOG13-R1390","pdx_localize.cpp","DUPLICATE_LOCALIZATION_KEY","Duplicate localization key. Key 'modifier_ainu_heritage_aknowleged' is defined in both 'localization/french/ep2_02_l_french.yml' and 'localization/french/hotfix_hokkaido_l_french.yml'.","Duplicate localization key. Key 'modifier_ainu_heritage_aknowleged' is defined in both 'localization/french/ep2_02_l_french.yml' and 'localization/french/hotfix_hokkaido_l_french.yml'.","localization/french/ep2_02_l_french.yml | localization/french/hotfix_hokkaido_l_french.yml","","1","YES","MIXED_OR_NOT_APPLICABLE","NO","","CANONICALLY_PROTECTED_SUBSYSTEM","PROTECTED_SYSTEM","NONE_IN_LOG_CLEANUP_13","NO","Final global reindex attribution."
"LOG13-R1391","pdx_localize.cpp","DUPLICATE_LOCALIZATION_KEY","Duplicate localization key. Key 'modifier_breaking_new_ground' is defined in both 'localization/french/ep2_02_l_french.yml' and 'localization/french/hotfix_hokkaido_l_french.yml'.","Duplicate localization key. Key 'modifier_breaking_new_ground' is defined in both 'localization/french/ep2_02_l_french.yml' and 'localization/french/hotfix_hokkaido_l_french.yml'.","localization/french/ep2_02_l_french.yml | localization/french/hotfix_hokkaido_l_french.yml","","1","YES","MIXED_OR_NOT_APPLICABLE","NO","","CANONICALLY_PROTECTED_SUBSYSTEM","PROTECTED_SYSTEM","NONE_IN_LOG_CLEANUP_13","NO","Final global reindex attribution."
"LOG13-R1392","pdx_localize.cpp","DUPLICATE_LOCALIZATION_KEY","Duplicate localization key. Key 'modifier_call_of_the_frontier' is defined in both 'localization/french/ep2_02_l_french.yml' and 'localization/french/hotfix_hokkaido_l_french.yml'.","Duplicate localization key. Key 'modifier_call_of_the_frontier' is defined in both 'localization/french/ep2_02_l_french.yml' and 'localization/french/hotfix_hokkaido_l_french.yml'.","localization/french/ep2_02_l_french.yml | localization/french/hotfix_hokkaido_l_french.yml","","1","YES","MIXED_OR_NOT_APPLICABLE","NO","","CANONICALLY_PROTECTED_SUBSYSTEM","PROTECTED_SYSTEM","NONE_IN_LOG_CLEANUP_13","NO","Final global reindex attribution."
"LOG13-R1393","pdx_localize.cpp","DUPLICATE_LOCALIZATION_KEY","Duplicate localization key. Key 'modifier_domestic_applications' is defined in both 'localization/french/ep2_02_l_french.yml' and 'localization/french/hotfix_hokkaido_l_french.yml'.","Duplicate localization key. Key 'modifier_domestic_applications' is defined in both 'localization/french/ep2_02_l_french.yml' and 'localization/french/hotfix_hokkaido_l_french.yml'.","localization/french/ep2_02_l_french.yml | localization/french/hotfix_hokkaido_l_french.yml","","1","YES","MIXED_OR_NOT_APPLICABLE","NO","","CANONICALLY_PROTECTED_SUBSYSTEM","PROTECTED_SYSTEM","NONE_IN_LOG_CLEANUP_13","NO","Final global reindex attribution."
"LOG13-R1394","pdx_localize.cpp","DUPLICATE_LOCALIZATION_KEY","Duplicate localization key. Key 'modifier_external_applications' is defined in both 'localization/french/ep2_02_l_french.yml' and 'localization/french/hotfix_hokkaido_l_french.yml'.","Duplicate localization key. Key 'modifier_external_applications' is defined in both 'localization/french/ep2_02_l_french.yml' and 'localization/french/hotfix_hokkaido_l_french.yml'.","localization/french/ep2_02_l_french.yml | localization/french/hotfix_hokkaido_l_french.yml","","1","YES","MIXED_OR_NOT_APPLICABLE","NO","","CANONICALLY_PROTECTED_SUBSYSTEM","PROTECTED_SYSTEM","NONE_IN_LOG_CLEANUP_13","NO","Final global reindex attribution."
"LOG13-R1395","pdx_localize.cpp","DUPLICATE_LOCALIZATION_KEY","Duplicate localization key. Key 'modifier_go_north_young_man' is defined in both 'localization/french/ep2_02_l_french.yml' and 'localization/french/hotfix_hokkaido_l_french.yml'.","Duplicate localization key. Key 'modifier_go_north_young_man' is defined in both 'localization/french/ep2_02_l_french.yml' and 'localization/french/hotfix_hokkaido_l_french.yml'.","localization/french/ep2_02_l_french.yml | localization/french/hotfix_hokkaido_l_french.yml","","1","YES","MIXED_OR_NOT_APPLICABLE","NO","","CANONICALLY_PROTECTED_SUBSYSTEM","PROTECTED_SYSTEM","NONE_IN_LOG_CLEANUP_13","NO","Final global reindex attribution."
"LOG13-R1396","pdx_localize.cpp","DUPLICATE_LOCALIZATION_KEY","Duplicate localization key. Key 'modifier_hokkaido_naval_connections' is defined in both 'localization/french/ep2_02_l_french.yml' and 'localization/french/hotfix_hokkaido_l_french.yml'.","Duplicate localization key. Key 'modifier_hokkaido_naval_connections' is defined in both 'localization/french/ep2_02_l_french.yml' and 'localization/french/hotfix_hokkaido_l_french.yml'.","localization/french/ep2_02_l_french.yml | localization/french/hotfix_hokkaido_l_french.yml","","1","YES","MIXED_OR_NOT_APPLICABLE","NO","","CANONICALLY_PROTECTED_SUBSYSTEM","PROTECTED_SYSTEM","NONE_IN_LOG_CLEANUP_13","NO","Final global reindex attribution."
"LOG13-R1397","pdx_localize.cpp","DUPLICATE_LOCALIZATION_KEY","Duplicate localization key. Key 'modifier_immigration_burst' is defined in both 'localization/french/ep2_02_l_french.yml' and 'localization/french/hotfix_hokkaido_l_french.yml'.","Duplicate localization key. Key 'modifier_immigration_burst' is defined in both 'localization/french/ep2_02_l_french.yml' and 'localization/french/hotfix_hokkaido_l_french.yml'.","localization/french/ep2_02_l_french.yml | localization/french/hotfix_hokkaido_l_french.yml","","1","YES","MIXED_OR_NOT_APPLICABLE","NO","","CANONICALLY_PROTECTED_SUBSYSTEM","PROTECTED_SYSTEM","NONE_IN_LOG_CLEANUP_13","NO","Final global reindex attribution."
"LOG13-R1398","pdx_localize.cpp","DUPLICATE_LOCALIZATION_KEY","Duplicate localization key. Key 'modifier_introducing_new_crops' is defined in both 'localization/french/ep2_02_l_french.yml' and 'localization/french/hotfix_hokkaido_l_french.yml'.","Duplicate localization key. Key 'modifier_introducing_new_crops' is defined in both 'localization/french/ep2_02_l_french.yml' and 'localization/french/hotfix_hokkaido_l_french.yml'.","localization/french/ep2_02_l_french.yml | localization/french/hotfix_hokkaido_l_french.yml","","1","YES","MIXED_OR_NOT_APPLICABLE","NO","","CANONICALLY_PROTECTED_SUBSYSTEM","PROTECTED_SYSTEM","NONE_IN_LOG_CLEANUP_13","NO","Final global reindex attribution."
"LOG13-R1399","pdx_localize.cpp","DUPLICATE_LOCALIZATION_KEY","Duplicate localization key. Key 'modifier_lost_northern_investments' is defined in both 'localization/french/ep2_02_l_french.yml' and 'localization/french/hotfix_hokkaido_l_french.yml'.","Duplicate localization key. Key 'modifier_lost_northern_investments' is defined in both 'localization/french/ep2_02_l_french.yml' and 'localization/french/hotfix_hokkaido_l_french.yml'.","localization/french/ep2_02_l_french.yml | localization/french/hotfix_hokkaido_l_french.yml","","1","YES","MIXED_OR_NOT_APPLICABLE","NO","","CANONICALLY_PROTECTED_SUBSYSTEM","PROTECTED_SYSTEM","NONE_IN_LOG_CLEANUP_13","NO","Final global reindex attribution."
"LOG13-R1400","pdx_localize.cpp","DUPLICATE_LOCALIZATION_KEY","Duplicate localization key. Key 'modifier_northern_learnings' is defined in both 'localization/french/ep2_02_l_french.yml' and 'localization/french/hotfix_hokkaido_l_french.yml'.","Duplicate localization key. Key 'modifier_northern_learnings' is defined in both 'localization/french/ep2_02_l_french.yml' and 'localization/french/hotfix_hokkaido_l_french.yml'.","localization/french/ep2_02_l_french.yml | localization/french/hotfix_hokkaido_l_french.yml","","1","YES","MIXED_OR_NOT_APPLICABLE","NO","","CANONICALLY_PROTECTED_SUBSYSTEM","PROTECTED_SYSTEM","NONE_IN_LOG_CLEANUP_13","NO","Final global reindex attribution."
"LOG13-R1401","pdx_localize.cpp","DUPLICATE_LOCALIZATION_KEY","Duplicate localization key. Key 'modifier_old_swords_in_new_lands' is defined in both 'localization/french/ep2_02_l_french.yml' and 'localization/french/hotfix_hokkaido_l_french.yml'.","Duplicate localization key. Key 'modifier_old_swords_in_new_lands' is defined in both 'localization/french/ep2_02_l_french.yml' and 'localization/french/hotfix_hokkaido_l_french.yml'.","localization/french/ep2_02_l_french.yml | localization/french/hotfix_hokkaido_l_french.yml","","1","YES","MIXED_OR_NOT_APPLICABLE","NO","","CANONICALLY_PROTECTED_SUBSYSTEM","PROTECTED_SYSTEM","NONE_IN_LOG_CLEANUP_13","NO","Final global reindex attribution."
"LOG13-R1402","pdx_localize.cpp","DUPLICATE_LOCALIZATION_KEY","Duplicate localization key. Key 'modifier_open_to_business' is defined in both 'localization/french/ep2_02_l_french.yml' and 'localization/french/hotfix_hokkaido_l_french.yml'.","Duplicate localization key. Key 'modifier_open_to_business' is defined in both 'localization/french/ep2_02_l_french.yml' and 'localization/french/hotfix_hokkaido_l_french.yml'.","localization/french/ep2_02_l_french.yml | localization/french/hotfix_hokkaido_l_french.yml","","1","YES","MIXED_OR_NOT_APPLICABLE","NO","","CANONICALLY_PROTECTED_SUBSYSTEM","PROTECTED_SYSTEM","NONE_IN_LOG_CLEANUP_13","NO","Final global reindex attribution."
"LOG13-R1403","pdx_localize.cpp","DUPLICATE_LOCALIZATION_KEY","Duplicate localization key. Key 'modifier_opimizing_existing_variants' is defined in both 'localization/french/ep2_02_l_french.yml' and 'localization/french/hotfix_hokkaido_l_french.yml'.","Duplicate localization key. Key 'modifier_opimizing_existing_variants' is defined in both 'localization/french/ep2_02_l_french.yml' and 'localization/french/hotfix_hokkaido_l_french.yml'.","localization/french/ep2_02_l_french.yml | localization/french/hotfix_hokkaido_l_french.yml","","1","YES","MIXED_OR_NOT_APPLICABLE","NO","","CANONICALLY_PROTECTED_SUBSYSTEM","PROTECTED_SYSTEM","NONE_IN_LOG_CLEANUP_13","NO","Final global reindex attribution."
"LOG13-R1404","pdx_localize.cpp","DUPLICATE_LOCALIZATION_KEY","Duplicate localization key. Key 'modifier_opimizing_existing_variants_tt' is defined in both 'localization/french/ep2_02_l_french.yml' and 'localization/french/hotfix_hokkaido_l_french.yml'.","Duplicate localization key. Key 'modifier_opimizing_existing_variants_tt' is defined in both 'localization/french/ep2_02_l_french.yml' and 'localization/french/hotfix_hokkaido_l_french.yml'.","localization/french/ep2_02_l_french.yml | localization/french/hotfix_hokkaido_l_french.yml","","1","YES","MIXED_OR_NOT_APPLICABLE","NO","","CANONICALLY_PROTECTED_SUBSYSTEM","PROTECTED_SYSTEM","NONE_IN_LOG_CLEANUP_13","NO","Final global reindex attribution."
"LOG13-R1405","pdx_localize.cpp","DUPLICATE_LOCALIZATION_KEY","Duplicate localization key. Key 'modifier_opposes_ainu_rights' is defined in both 'localization/french/ep2_02_l_french.yml' and 'localization/french/hotfix_hokkaido_l_french.yml'.","Duplicate localization key. Key 'modifier_opposes_ainu_rights' is defined in both 'localization/french/ep2_02_l_french.yml' and 'localization/french/hotfix_hokkaido_l_french.yml'.","localization/french/ep2_02_l_french.yml | localization/french/hotfix_hokkaido_l_french.yml","","1","YES","MIXED_OR_NOT_APPLICABLE","NO","","CANONICALLY_PROTECTED_SUBSYSTEM","PROTECTED_SYSTEM","NONE_IN_LOG_CLEANUP_13","NO","Final global reindex attribution."
"LOG13-R1406","pdx_localize.cpp","DUPLICATE_LOCALIZATION_KEY","Duplicate localization key. Key 'modifier_peasant_settlements' is defined in both 'localization/french/ep2_02_l_french.yml' and 'localization/french/hotfix_hokkaido_l_french.yml'.","Duplicate localization key. Key 'modifier_peasant_settlements' is defined in both 'localization/french/ep2_02_l_french.yml' and 'localization/french/hotfix_hokkaido_l_french.yml'.","localization/french/ep2_02_l_french.yml | localization/french/hotfix_hokkaido_l_french.yml","","1","YES","MIXED_OR_NOT_APPLICABLE","NO","","CANONICALLY_PROTECTED_SUBSYSTEM","PROTECTED_SYSTEM","NONE_IN_LOG_CLEANUP_13","NO","Final global reindex attribution."
"LOG13-R1407","pdx_localize.cpp","DUPLICATE_LOCALIZATION_KEY","Duplicate localization key. Key 'modifier_restricted_settlements' is defined in both 'localization/french/ep2_02_l_french.yml' and 'localization/french/hotfix_hokkaido_l_french.yml'.","Duplicate localization key. Key 'modifier_restricted_settlements' is defined in both 'localization/french/ep2_02_l_french.yml' and 'localization/french/hotfix_hokkaido_l_french.yml'.","localization/french/ep2_02_l_french.yml | localization/french/hotfix_hokkaido_l_french.yml","","1","YES","MIXED_OR_NOT_APPLICABLE","NO","","CANONICALLY_PROTECTED_SUBSYSTEM","PROTECTED_SYSTEM","NONE_IN_LOG_CLEANUP_13","NO","Final global reindex attribution."
"LOG13-R1408","pdx_localize.cpp","DUPLICATE_LOCALIZATION_KEY","Duplicate localization key. Key 'modifier_sapporo_expanded_agricultural_faculty' is defined in both 'localization/french/ep2_02_l_french.yml' and 'localization/french/hotfix_hokkaido_l_french.yml'.","Duplicate localization key. Key 'modifier_sapporo_expanded_agricultural_faculty' is defined in both 'localization/french/ep2_02_l_french.yml' and 'localization/french/hotfix_hokkaido_l_french.yml'.","localization/french/ep2_02_l_french.yml | localization/french/hotfix_hokkaido_l_french.yml","","1","YES","MIXED_OR_NOT_APPLICABLE","NO","","CANONICALLY_PROTECTED_SUBSYSTEM","PROTECTED_SYSTEM","NONE_IN_LOG_CLEANUP_13","NO","Final global reindex attribution."
"LOG13-R1409","pdx_localize.cpp","DUPLICATE_LOCALIZATION_KEY","Duplicate localization key. Key 'modifier_sapporo_expanded_engineering_faculty' is defined in both 'localization/french/ep2_02_l_french.yml' and 'localization/french/hotfix_hokkaido_l_french.yml'.","Duplicate localization key. Key 'modifier_sapporo_expanded_engineering_faculty' is defined in both 'localization/french/ep2_02_l_french.yml' and 'localization/french/hotfix_hokkaido_l_french.yml'.","localization/french/ep2_02_l_french.yml | localization/french/hotfix_hokkaido_l_french.yml","","1","YES","MIXED_OR_NOT_APPLICABLE","NO","","CANONICALLY_PROTECTED_SUBSYSTEM","PROTECTED_SYSTEM","NONE_IN_LOG_CLEANUP_13","NO","Final global reindex attribution."
"LOG13-R1410","pdx_localize.cpp","DUPLICATE_LOCALIZATION_KEY","Duplicate localization key. Key 'modifier_sapporo_humanities_faculty' is defined in both 'localization/french/ep2_02_l_french.yml' and 'localization/french/hotfix_hokkaido_l_french.yml'.","Duplicate localization key. Key 'modifier_sapporo_humanities_faculty' is defined in both 'localization/french/ep2_02_l_french.yml' and 'localization/french/hotfix_hokkaido_l_french.yml'.","localization/french/ep2_02_l_french.yml | localization/french/hotfix_hokkaido_l_french.yml","","1","YES","MIXED_OR_NOT_APPLICABLE","NO","","CANONICALLY_PROTECTED_SUBSYSTEM","PROTECTED_SYSTEM","NONE_IN_LOG_CLEANUP_13","NO","Final global reindex attribution."
"LOG13-R1411","pdx_localize.cpp","DUPLICATE_LOCALIZATION_KEY","Duplicate localization key. Key 'modifier_supports_ainu_rights' is defined in both 'localization/french/ep2_02_l_french.yml' and 'localization/french/hotfix_hokkaido_l_french.yml'.","Duplicate localization key. Key 'modifier_supports_ainu_rights' is defined in both 'localization/french/ep2_02_l_french.yml' and 'localization/french/hotfix_hokkaido_l_french.yml'.","localization/french/ep2_02_l_french.yml | localization/french/hotfix_hokkaido_l_french.yml","","1","YES","MIXED_OR_NOT_APPLICABLE","NO","","CANONICALLY_PROTECTED_SUBSYSTEM","PROTECTED_SYSTEM","NONE_IN_LOG_CLEANUP_13","NO","Final global reindex attribution."
"LOG13-R1412","pdx_localize.cpp","DUPLICATE_LOCALIZATION_KEY","Duplicate localization key. Key 'modifier_tamed_north' is defined in both 'localization/french/ep2_02_l_french.yml' and 'localization/french/hotfix_hokkaido_l_french.yml'.","Duplicate localization key. Key 'modifier_tamed_north' is defined in both 'localization/french/ep2_02_l_french.yml' and 'localization/french/hotfix_hokkaido_l_french.yml'.","localization/french/ep2_02_l_french.yml | localization/french/hotfix_hokkaido_l_french.yml","","1","YES","MIXED_OR_NOT_APPLICABLE","NO","","CANONICALLY_PROTECTED_SUBSYSTEM","PROTECTED_SYSTEM","NONE_IN_LOG_CLEANUP_13","NO","Final global reindex attribution."
"LOG13-R1413","pdx_localize.cpp","DUPLICATE_LOCALIZATION_KEY","Duplicate localization key. Key 'modifier_tondenhei_settlements' is defined in both 'localization/french/ep2_02_l_french.yml' and 'localization/french/hotfix_hokkaido_l_french.yml'.","Duplicate localization key. Key 'modifier_tondenhei_settlements' is defined in both 'localization/french/ep2_02_l_french.yml' and 'localization/french/hotfix_hokkaido_l_french.yml'.","localization/french/ep2_02_l_french.yml | localization/french/hotfix_hokkaido_l_french.yml","","1","YES","MIXED_OR_NOT_APPLICABLE","NO","","CANONICALLY_PROTECTED_SUBSYSTEM","PROTECTED_SYSTEM","NONE_IN_LOG_CLEANUP_13","NO","Final global reindex attribution."
"LOG13-R1414","pdx_localize.cpp","DUPLICATE_LOCALIZATION_KEY","Duplicate localization key. Key 'sapporo_partner_positive_catalyst_tt' is defined in both 'localization/french/ep2_02_l_french.yml' and 'localization/french/hotfix_hokkaido_l_french.yml'.","Duplicate localization key. Key 'sapporo_partner_positive_catalyst_tt' is defined in both 'localization/french/ep2_02_l_french.yml' and 'localization/french/hotfix_hokkaido_l_french.yml'.","localization/french/ep2_02_l_french.yml | localization/french/hotfix_hokkaido_l_french.yml","","1","YES","MIXED_OR_NOT_APPLICABLE","NO","","CANONICALLY_PROTECTED_SUBSYSTEM","PROTECTED_SYSTEM","NONE_IN_LOG_CLEANUP_13","NO","Final global reindex attribution."
"LOG13-R1415","pdx_localize.cpp","DUPLICATE_LOCALIZATION_KEY","Duplicate localization key. Key 'taming_the_north_agriculture_arable_goal_tt' is defined in both 'localization/french/ep2_02_l_french.yml' and 'localization/french/hotfix_hokkaido_l_french.yml'.","Duplicate localization key. Key 'taming_the_north_agriculture_arable_goal_tt' is defined in both 'localization/french/ep2_02_l_french.yml' and 'localization/french/hotfix_hokkaido_l_french.yml'.","localization/french/ep2_02_l_french.yml | localization/french/hotfix_hokkaido_l_french.yml","","1","YES","MIXED_OR_NOT_APPLICABLE","NO","","CANONICALLY_PROTECTED_SUBSYSTEM","PROTECTED_SYSTEM","NONE_IN_LOG_CLEANUP_13","NO","Final global reindex attribution."
"LOG13-R1416","pdx_localize.cpp","DUPLICATE_LOCALIZATION_KEY","Duplicate localization key. Key 'taming_the_north_agriculture_potentials_goal_tt' is defined in both 'localization/french/ep2_02_l_french.yml' and 'localization/french/hotfix_hokkaido_l_french.yml'.","Duplicate localization key. Key 'taming_the_north_agriculture_potentials_goal_tt' is defined in both 'localization/french/ep2_02_l_french.yml' and 'localization/french/hotfix_hokkaido_l_french.yml'.","localization/french/ep2_02_l_french.yml | localization/french/hotfix_hokkaido_l_french.yml","","1","YES","MIXED_OR_NOT_APPLICABLE","NO","","CANONICALLY_PROTECTED_SUBSYSTEM","PROTECTED_SYSTEM","NONE_IN_LOG_CLEANUP_13","NO","Final global reindex attribution."
"LOG13-R1417","pdx_localize.cpp","DUPLICATE_LOCALIZATION_KEY","Duplicate localization key. Key 'taming_the_north_colonies_goal_tt' is defined in both 'localization/french/ep2_02_l_french.yml' and 'localization/french/hotfix_hokkaido_l_french.yml'.","Duplicate localization key. Key 'taming_the_north_colonies_goal_tt' is defined in both 'localization/french/ep2_02_l_french.yml' and 'localization/french/hotfix_hokkaido_l_french.yml'.","localization/french/ep2_02_l_french.yml | localization/french/hotfix_hokkaido_l_french.yml","","1","YES","MIXED_OR_NOT_APPLICABLE","NO","","CANONICALLY_PROTECTED_SUBSYSTEM","PROTECTED_SYSTEM","NONE_IN_LOG_CLEANUP_13","NO","Final global reindex attribution."
"LOG13-R1418","pdx_localize.cpp","DUPLICATE_LOCALIZATION_KEY","Duplicate localization key. Key 'the_ainu_will_appreciate_this_tt' is defined in both 'localization/french/ep2_02_l_french.yml' and 'localization/french/hotfix_hokkaido_l_french.yml'.","Duplicate localization key. Key 'the_ainu_will_appreciate_this_tt' is defined in both 'localization/french/ep2_02_l_french.yml' and 'localization/french/hotfix_hokkaido_l_french.yml'.","localization/french/ep2_02_l_french.yml | localization/french/hotfix_hokkaido_l_french.yml","","1","YES","MIXED_OR_NOT_APPLICABLE","NO","","CANONICALLY_PROTECTED_SUBSYSTEM","PROTECTED_SYSTEM","NONE_IN_LOG_CLEANUP_13","NO","Final global reindex attribution."
"LOG13-R1419","pdx_localize.cpp","DUPLICATE_LOCALIZATION_KEY","Duplicate localization key. Key 'government_ig_dislikes_sakoku_tt' is defined in both 'localization/french/ep2_04_l_french.yml' and 'localization/french/hotfix_sakoku_morrison_l_french.yml'.","Duplicate localization key. Key 'government_ig_dislikes_sakoku_tt' is defined in both 'localization/french/ep2_04_l_french.yml' and 'localization/french/hotfix_sakoku_morrison_l_french.yml'.","localization/french/ep2_04_l_french.yml | localization/french/hotfix_sakoku_morrison_l_french.yml","","1","YES","MIXED_OR_NOT_APPLICABLE","NO","","CANONICALLY_PROTECTED_SUBSYSTEM","PROTECTED_SYSTEM","NONE_IN_LOG_CLEANUP_13","NO","Final global reindex attribution."
"LOG13-R1420","pdx_localize.cpp","DUPLICATE_LOCALIZATION_KEY","Duplicate localization key. Key 'amendment_zaibatsu_oligopoly_1_tt' is defined in both 'localization/french/ep2_04_l_french.yml' and 'localization/french/hotfix_zaibatsu_l_french.yml'.","Duplicate localization key. Key 'amendment_zaibatsu_oligopoly_1_tt' is defined in both 'localization/french/ep2_04_l_french.yml' and 'localization/french/hotfix_zaibatsu_l_french.yml'.","localization/french/ep2_04_l_french.yml | localization/french/hotfix_zaibatsu_l_french.yml","","1","YES","MIXED_OR_NOT_APPLICABLE","NO","","CANONICALLY_PROTECTED_SUBSYSTEM","PROTECTED_SYSTEM","NONE_IN_LOG_CLEANUP_13","NO","Final global reindex attribution."
"LOG13-R1421","pdx_localize.cpp","DUPLICATE_LOCALIZATION_KEY","Duplicate localization key. Key 'amendment_zaibatsu_oligopoly_2_tt' is defined in both 'localization/french/ep2_04_l_french.yml' and 'localization/french/hotfix_zaibatsu_l_french.yml'.","Duplicate localization key. Key 'amendment_zaibatsu_oligopoly_2_tt' is defined in both 'localization/french/ep2_04_l_french.yml' and 'localization/french/hotfix_zaibatsu_l_french.yml'.","localization/french/ep2_04_l_french.yml | localization/french/hotfix_zaibatsu_l_french.yml","","1","YES","MIXED_OR_NOT_APPLICABLE","NO","","CANONICALLY_PROTECTED_SUBSYSTEM","PROTECTED_SYSTEM","NONE_IN_LOG_CLEANUP_13","NO","Final global reindex attribution."
"LOG13-R1422","pdx_localize.cpp","DUPLICATE_LOCALIZATION_KEY","Duplicate localization key. Key 'command_economy_or_cooperative_ownership_tt' is defined in both 'localization/french/ep2_04_l_french.yml' and 'localization/french/hotfix_zaibatsu_l_french.yml'.","Duplicate localization key. Key 'command_economy_or_cooperative_ownership_tt' is defined in both 'localization/french/ep2_04_l_french.yml' and 'localization/french/hotfix_zaibatsu_l_french.yml'.","localization/french/ep2_04_l_french.yml | localization/french/hotfix_zaibatsu_l_french.yml","","1","YES","MIXED_OR_NOT_APPLICABLE","NO","","CANONICALLY_PROTECTED_SUBSYSTEM","PROTECTED_SYSTEM","NONE_IN_LOG_CLEANUP_13","NO","Final global reindex attribution."
"LOG13-R1423","pdx_localize.cpp","DUPLICATE_LOCALIZATION_KEY","Duplicate localization key. Key 'country_electoral_confidence_over_time' is defined in both 'localization/french/ep2_04_l_french.yml' and 'localization/french/hotfix_zaibatsu_l_french.yml'.","Duplicate localization key. Key 'country_electoral_confidence_over_time' is defined in both 'localization/french/ep2_04_l_french.yml' and 'localization/french/hotfix_zaibatsu_l_french.yml'.","localization/french/ep2_04_l_french.yml | localization/french/hotfix_zaibatsu_l_french.yml","","1","YES","MIXED_OR_NOT_APPLICABLE","NO","","CANONICALLY_PROTECTED_SUBSYSTEM","PROTECTED_SYSTEM","NONE_IN_LOG_CLEANUP_13","NO","Final global reindex attribution."
"LOG13-R1424","pdx_localize.cpp","DUPLICATE_LOCALIZATION_KEY","Duplicate localization key. Key 'country_electoral_confidence_over_time_desc' is defined in both 'localization/french/ep2_04_l_french.yml' and 'localization/french/hotfix_zaibatsu_l_french.yml'.","Duplicate localization key. Key 'country_electoral_confidence_over_time_desc' is defined in both 'localization/french/ep2_04_l_french.yml' and 'localization/french/hotfix_zaibatsu_l_french.yml'.","localization/french/ep2_04_l_french.yml | localization/french/hotfix_zaibatsu_l_french.yml","","1","YES","MIXED_OR_NOT_APPLICABLE","NO","","CANONICALLY_PROTECTED_SUBSYSTEM","PROTECTED_SYSTEM","NONE_IN_LOG_CLEANUP_13","NO","Final global reindex attribution."
"LOG13-R1425","pdx_localize.cpp","DUPLICATE_LOCALIZATION_KEY","Duplicate localization key. Key 'country_levels_owned_by_zaibatsu_100_tt' is defined in both 'localization/french/ep2_04_l_french.yml' and 'localization/french/hotfix_zaibatsu_l_french.yml'.","Duplicate localization key. Key 'country_levels_owned_by_zaibatsu_100_tt' is defined in both 'localization/french/ep2_04_l_french.yml' and 'localization/french/hotfix_zaibatsu_l_french.yml'.","localization/french/ep2_04_l_french.yml | localization/french/hotfix_zaibatsu_l_french.yml","","1","YES","MIXED_OR_NOT_APPLICABLE","NO","","CANONICALLY_PROTECTED_SUBSYSTEM","PROTECTED_SYSTEM","NONE_IN_LOG_CLEANUP_13","NO","Final global reindex attribution."
