"id","script_path","line","raw_message","legacy_region_key","script_context","API_or_trigger","left_scope","expected_object_type","runtime_observed","runtime_occurrences_if_script_system","fork_file","vanilla_homologue","modern_object","migration_rule","classification","safe_fix","patch_applied","notes"
"RGN-151","common/journal_entries/00_player_objectives_great_game.txt","1436","[18:43:47][eventtargetlinks.cpp:136]: Invalid database object key 'region_persia' file location: common/journal_entries/00_player_objectives_great_game.txt:1436","region_persia","region = sr:region_persia","region comparison","state-compatible scope","geographic_region","NO","","YES","Victoria 3 1.13.9 defines geographic_region_persia_old.","is_in_geographic_region = geographic_region_persia_old","STATE_REGION_COMPARISON_TO_EXACT_GEOGRAPHIC_TRIGGER","FORK_ATTRIBUTABLE_FIXABLE","YES","YES","Exact legacy footprint preserved."
"RGN-152","common/journal_entries/00_player_objectives_great_game.txt","1447","[18:43:47][eventtargetlinks.cpp:136]: Invalid database object key 'region_persia' file location: common/journal_entries/00_player_objectives_great_game.txt:1447","region_persia","region = sr:region_persia","region comparison","state-compatible scope","geographic_region","NO","","YES","Victoria 3 1.13.9 defines geographic_region_persia_old.","is_in_geographic_region = geographic_region_persia_old","STATE_REGION_COMPARISON_TO_EXACT_GEOGRAPHIC_TRIGGER","FORK_ATTRIBUTABLE_FIXABLE","YES","YES","Exact legacy footprint preserved."
"RGN-153","common/journal_entries/00_player_objectives_great_game.txt","1461","[18:43:47][eventtargetlinks.cpp:136]: Invalid database object key 'region_persia' file location: common/journal_entries/00_player_objectives_great_game.txt:1461","region_persia","region = sr:region_persia","region comparison","state-compatible scope","geographic_region","NO","","YES","Victoria 3 1.13.9 defines geographic_region_persia_old.","is_in_geographic_region = geographic_region_persia_old","STATE_REGION_COMPARISON_TO_EXACT_GEOGRAPHIC_TRIGGER","FORK_ATTRIBUTABLE_FIXABLE","YES","YES","Exact legacy footprint preserved."
"RGN-154","common/journal_entries/00_player_objectives_great_game.txt","1555","[18:43:47][eventtargetlinks.cpp:136]: Invalid database object key 'region_persia' file location: common/journal_entries/00_player_objectives_great_game.txt:1555","region_persia","region = sr:region_persia","region comparison","state-compatible scope","geographic_region","NO","","YES","Victoria 3 1.13.9 defines geographic_region_persia_old.","is_in_geographic_region = geographic_region_persia_old","STATE_REGION_COMPARISON_TO_EXACT_GEOGRAPHIC_TRIGGER","FORK_ATTRIBUTABLE_FIXABLE","YES","YES","Exact legacy footprint preserved."
"RGN-155","common/journal_entries/00_player_objectives_great_game.txt","1612","[18:43:47][eventtargetlinks.cpp:136]: Invalid database object key 'region_persia' file location: common/journal_entries/00_player_objectives_great_game.txt:1612","region_persia","region = sr:region_persia","region comparison","state-compatible scope","geographic_region","NO","","YES","Victoria 3 1.13.9 defines geographic_region_persia_old.","is_in_geographic_region = geographic_region_persia_old","STATE_REGION_COMPARISON_TO_EXACT_GEOGRAPHIC_TRIGGER","FORK_ATTRIBUTABLE_FIXABLE","YES","YES","Exact legacy footprint preserved."
"RGN-156","common/journal_entries/00_player_objectives_great_game.txt","1649","[18:43:47][eventtargetlinks.cpp:136]: Invalid database object key 'region_persia' file location: common/journal_entries/00_player_objectives_great_game.txt:1649","region_persia","region = sr:region_persia","region comparison","state-compatible scope","geographic_region","NO","","YES","Victoria 3 1.13.9 defines geographic_region_persia_old.","is_in_geographic_region = geographic_region_persia_old","STATE_REGION_COMPARISON_TO_EXACT_GEOGRAPHIC_TRIGGER","FORK_ATTRIBUTABLE_FIXABLE","YES","YES","Exact legacy footprint preserved."
"RGN-157","common/journal_entries/00_poland.txt","27","[18:43:47][eventtargetlinks.cpp:136]: Invalid database object key 'region_poland' file location: common/journal_entries/00_poland.txt:27","region_poland","sr:region_poland = {","strategic_region_scope","enclosing script scope","current strategic region or geographic iterator","NO","","YES","Exact Victoria 3 1.13.9 file homologue or generated geographic-region iterator.","any_state_in_poland_old","LEGACY_STRATEGIC_SCOPE_TO_EXACT_GEOGRAPHIC_ITERATOR","FORK_ATTRIBUTABLE_SEMANTIC_REWRITE","YES","YES","Structural migration locally proven."
"RGN-158","common/journal_entries/00_poland.txt","47","[18:43:47][eventtargetlinks.cpp:136]: Invalid database object key 'region_poland' file location: common/journal_entries/00_poland.txt:47","region_poland","sr:region_poland = {","strategic_region_scope","enclosing script scope","current strategic region or geographic iterator","NO","","YES","Exact Victoria 3 1.13.9 file homologue or generated geographic-region iterator.","any_state_in_poland_old","LEGACY_STRATEGIC_SCOPE_TO_EXACT_GEOGRAPHIC_ITERATOR","FORK_ATTRIBUTABLE_SEMANTIC_REWRITE","YES","YES","Structural migration locally proven."
"RGN-159","common/journal_entries/00_reunify_china.txt","55","[18:43:47][eventtargetlinks.cpp:136]: Invalid database object key 'region_manchuria' file location: common/journal_entries/00_reunify_china.txt:55","region_manchuria","capital.region = sr:region_manchuria","capital.region comparison","country.capital state","geographic_region","NO","","YES","Victoria 3 1.13.9 defines geographic_region_manchuria_old and uses the capital-state trigger pattern.","capital = { is_in_geographic_region = geographic_region_manchuria_old }","CAPITAL_REGION_COMPARISON_TO_EXACT_GEOGRAPHIC_TRIGGER","FORK_ATTRIBUTABLE_FIXABLE","YES","YES","Exact legacy footprint preserved."
"RGN-160","common/journal_entries/00_reunify_china.txt","101","[18:43:47][eventtargetlinks.cpp:136]: Invalid database object key 'region_manchuria' file location: common/journal_entries/00_reunify_china.txt:101","region_manchuria","capital.region = sr:region_manchuria","capital.region comparison","country.capital state","geographic_region","NO","","YES","Victoria 3 1.13.9 defines geographic_region_manchuria_old and uses the capital-state trigger pattern.","capital = { is_in_geographic_region = geographic_region_manchuria_old }","CAPITAL_REGION_COMPARISON_TO_EXACT_GEOGRAPHIC_TRIGGER","FORK_ATTRIBUTABLE_FIXABLE","YES","YES","Exact legacy footprint preserved."
"RGN-161","common/journal_entries/03_afghanistan.txt","1834","[18:43:47][eventtargetlinks.cpp:136]: Invalid database object key 'region_persia' file location: common/journal_entries/03_afghanistan.txt:1834","region_persia","region = sr:region_persia","region comparison","state-compatible scope","geographic_region","YES","1","YES","Victoria 3 1.13.9 defines geographic_region_persia_old.","is_in_geographic_region = geographic_region_persia_old","STATE_REGION_COMPARISON_TO_EXACT_GEOGRAPHIC_TRIGGER","FORK_ATTRIBUTABLE_FIXABLE","YES","YES","Exact legacy footprint preserved."
"RGN-162","common/journal_entries/03_afghanistan.txt","1847","[18:43:47][eventtargetlinks.cpp:136]: Invalid database object key 'region_persia' file location: common/journal_entries/03_afghanistan.txt:1847","region_persia","region = sr:region_persia","region comparison","state-compatible scope","geographic_region","NO","","YES","Victoria 3 1.13.9 defines geographic_region_persia_old.","is_in_geographic_region = geographic_region_persia_old","STATE_REGION_COMPARISON_TO_EXACT_GEOGRAPHIC_TRIGGER","FORK_ATTRIBUTABLE_FIXABLE","YES","YES","Exact legacy footprint preserved."
"RGN-163","common/journal_entries/03_russia.txt","373","[18:43:47][eventtargetlinks.cpp:136]: Invalid database object key 'region_caucasus' file location: common/journal_entries/03_russia.txt:373","region_caucasus","region = sr:region_caucasus","region comparison","state-compatible scope","geographic_region","NO","","YES","Victoria 3 1.13.9 defines geographic_region_caucasus_old.","is_in_geographic_region = geographic_region_caucasus_old","STATE_REGION_COMPARISON_TO_EXACT_GEOGRAPHIC_TRIGGER","FORK_ATTRIBUTABLE_FIXABLE","YES","YES","Exact legacy footprint preserved."
"RGN-164","common/journal_entries/03_russia.txt","420","[18:43:47][eventtargetlinks.cpp:136]: Invalid database object key 'region_caucasus' file location: common/journal_entries/03_russia.txt:420","region_caucasus","region = sr:region_caucasus","region comparison","state-compatible scope","geographic_region","NO","","YES","Victoria 3 1.13.9 defines geographic_region_caucasus_old.","is_in_geographic_region = geographic_region_caucasus_old","STATE_REGION_COMPARISON_TO_EXACT_GEOGRAPHIC_TRIGGER","FORK_ATTRIBUTABLE_FIXABLE","YES","YES","Exact legacy footprint preserved."
"RGN-165","common/journal_entries/05_balkan_wars.txt","376","[18:43:47][eventtargetlinks.cpp:136]: Invalid database object key 'region_danubia' file location: common/journal_entries/05_balkan_wars.txt:376","region_danubia","region = sr:region_danubia","region comparison","state-compatible scope","geographic_region","NO","","YES","Victoria 3 1.13.9 defines geographic_region_danubia_old.","is_in_geographic_region = geographic_region_danubia_old","STATE_REGION_COMPARISON_TO_EXACT_GEOGRAPHIC_TRIGGER","FORK_ATTRIBUTABLE_FIXABLE","YES","YES","Exact legacy footprint preserved."
"RGN-166","common/journal_entries/05_balkan_wars.txt","456","[18:43:47][eventtargetlinks.cpp:136]: Invalid database object key 'region_danubia' file location: common/journal_entries/05_balkan_wars.txt:456","region_danubia","region = sr:region_danubia","region comparison","state-compatible scope","geographic_region","NO","","YES","Victoria 3 1.13.9 defines geographic_region_danubia_old.","is_in_geographic_region = geographic_region_danubia_old","STATE_REGION_COMPARISON_TO_EXACT_GEOGRAPHIC_TRIGGER","FORK_ATTRIBUTABLE_FIXABLE","YES","YES","Exact legacy footprint preserved."
"RGN-167","common/journal_entries/05_danubian_federation.txt","88","[18:43:47][eventtargetlinks.cpp:136]: Invalid database object key 'region_danubia' file location: common/journal_entries/05_danubian_federation.txt:88","region_danubia","region = sr:region_danubia","region comparison","state-compatible scope","geographic_region","NO","","YES","Victoria 3 1.13.9 defines geographic_region_danubia_old.","is_in_geographic_region = geographic_region_danubia_old","STATE_REGION_COMPARISON_TO_EXACT_GEOGRAPHIC_TRIGGER","FORK_ATTRIBUTABLE_FIXABLE","YES","YES","Exact legacy footprint preserved."
"RGN-168","common/journal_entries/05_danubian_federation.txt","89","[18:43:47][eventtargetlinks.cpp:136]: Invalid database object key 'region_poland' file location: common/journal_entries/05_danubian_federation.txt:89","region_poland","region = sr:region_poland","region comparison","state-compatible scope","geographic_region","NO","","YES","Victoria 3 1.13.9 defines geographic_region_poland_old.","is_in_geographic_region = geographic_region_poland_old","STATE_REGION_COMPARISON_TO_EXACT_GEOGRAPHIC_TRIGGER","FORK_ATTRIBUTABLE_FIXABLE","YES","YES","Exact legacy footprint preserved."
"RGN-169","common/journal_entries/05_danubian_federation.txt","91","[18:43:47][eventtargetlinks.cpp:136]: Invalid database object key 'region_south_germany' file location: common/journal_entries/05_danubian_federation.txt:91","region_south_germany","region = sr:region_south_germany","region comparison","state-compatible scope","geographic_region","NO","","YES","Victoria 3 1.13.9 defines geographic_region_south_germany_old.","is_in_geographic_region = geographic_region_south_germany_old","STATE_REGION_COMPARISON_TO_EXACT_GEOGRAPHIC_TRIGGER","FORK_ATTRIBUTABLE_FIXABLE","YES","YES","Exact legacy footprint preserved."
"RGN-170","common/journal_entries/05_danubian_federation.txt","107","[18:43:47][eventtargetlinks.cpp:136]: Invalid database object key 'region_danubia' file location: common/journal_entries/05_danubian_federation.txt:107","region_danubia","region = sr:region_danubia","region comparison","state-compatible scope","geographic_region","NO","","YES","Victoria 3 1.13.9 defines geographic_region_danubia_old.","is_in_geographic_region = geographic_region_danubia_old","STATE_REGION_COMPARISON_TO_EXACT_GEOGRAPHIC_TRIGGER","FORK_ATTRIBUTABLE_FIXABLE","YES","YES","Exact legacy footprint preserved."
"RGN-171","common/journal_entries/05_danubian_federation.txt","108","[18:43:47][eventtargetlinks.cpp:136]: Invalid database object key 'region_poland' file location: common/journal_entries/05_danubian_federation.txt:108","region_poland","region = sr:region_poland","region comparison","state-compatible scope","geographic_region","NO","","YES","Victoria 3 1.13.9 defines geographic_region_poland_old.","is_in_geographic_region = geographic_region_poland_old","STATE_REGION_COMPARISON_TO_EXACT_GEOGRAPHIC_TRIGGER","FORK_ATTRIBUTABLE_FIXABLE","YES","YES","Exact legacy footprint preserved."
"RGN-172","common/journal_entries/05_danubian_federation.txt","110","[18:43:47][eventtargetlinks.cpp:136]: Invalid database object key 'region_south_germany' file location: common/journal_entries/05_danubian_federation.txt:110","region_south_germany","region = sr:region_south_germany","region comparison","state-compatible scope","geographic_region","NO","","YES","Victoria 3 1.13.9 defines geographic_region_south_germany_old.","is_in_geographic_region = geographic_region_south_germany_old","STATE_REGION_COMPARISON_TO_EXACT_GEOGRAPHIC_TRIGGER","FORK_ATTRIBUTABLE_FIXABLE","YES","YES","Exact legacy footprint preserved."
"RGN-173","common/journal_entries/05_danubian_federation.txt","153","[18:43:47][eventtargetlinks.cpp:136]: Invalid database object key 'region_danubia' file location: common/journal_entries/05_danubian_federation.txt:153","region_danubia","region = sr:region_danubia","region comparison","state-compatible scope","geographic_region","NO","","YES","Victoria 3 1.13.9 defines geographic_region_danubia_old.","is_in_geographic_region = geographic_region_danubia_old","STATE_REGION_COMPARISON_TO_EXACT_GEOGRAPHIC_TRIGGER","FORK_ATTRIBUTABLE_FIXABLE","YES","YES","Exact legacy footprint preserved."
"RGN-174","common/journal_entries/05_danubian_federation.txt","154","[18:43:47][eventtargetlinks.cpp:136]: Invalid database object key 'region_poland' file location: common/journal_entries/05_danubian_federation.txt:154","region_poland","region = sr:region_poland","region comparison","state-compatible scope","geographic_region","NO","","YES","Victoria 3 1.13.9 defines geographic_region_poland_old.","is_in_geographic_region = geographic_region_poland_old","STATE_REGION_COMPARISON_TO_EXACT_GEOGRAPHIC_TRIGGER","FORK_ATTRIBUTABLE_FIXABLE","YES","YES","Exact legacy footprint preserved."
"RGN-175","common/journal_entries/05_danubian_federation.txt","156","[18:43:47][eventtargetlinks.cpp:136]: Invalid database object key 'region_south_germany' file location: common/journal_entries/05_danubian_federation.txt:156","region_south_germany","region = sr:region_south_germany","region comparison","state-compatible scope","geographic_region","NO","","YES","Victoria 3 1.13.9 defines geographic_region_south_germany_old.","is_in_geographic_region = geographic_region_south_germany_old","STATE_REGION_COMPARISON_TO_EXACT_GEOGRAPHIC_TRIGGER","FORK_ATTRIBUTABLE_FIXABLE","YES","YES","Exact legacy footprint preserved."
"RGN-176","common/journal_entries/05_danubian_federation.txt","175","[18:43:47][eventtargetlinks.cpp:136]: Invalid database object key 'region_danubia' file location: common/journal_entries/05_danubian_federation.txt:175","region_danubia","region = sr:region_danubia","region comparison","state-compatible scope","geographic_region","NO","","YES","Victoria 3 1.13.9 defines geographic_region_danubia_old.","is_in_geographic_region = geographic_region_danubia_old","STATE_REGION_COMPARISON_TO_EXACT_GEOGRAPHIC_TRIGGER","FORK_ATTRIBUTABLE_FIXABLE","YES","YES","Exact legacy footprint preserved."
"RGN-177","common/journal_entries/05_danubian_federation.txt","176","[18:43:47][eventtargetlinks.cpp:136]: Invalid database object key 'region_poland' file location: common/journal_entries/05_danubian_federation.txt:176","region_poland","region = sr:region_poland","region comparison","state-compatible scope","geographic_region","NO","","YES","Victoria 3 1.13.9 defines geographic_region_poland_old.","is_in_geographic_region = geographic_region_poland_old","STATE_REGION_COMPARISON_TO_EXACT_GEOGRAPHIC_TRIGGER","FORK_ATTRIBUTABLE_FIXABLE","YES","YES","Exact legacy footprint preserved."
"RGN-178","common/journal_entries/05_danubian_federation.txt","178","[18:43:47][eventtargetlinks.cpp:136]: Invalid database object key 'region_south_germany' file location: common/journal_entries/05_danubian_federation.txt:178","region_south_germany","region = sr:region_south_germany","region comparison","state-compatible scope","geographic_region","NO","","YES","Victoria 3 1.13.9 defines geographic_region_south_germany_old.","is_in_geographic_region = geographic_region_south_germany_old","STATE_REGION_COMPARISON_TO_EXACT_GEOGRAPHIC_TRIGGER","FORK_ATTRIBUTABLE_FIXABLE","YES","YES","Exact legacy footprint preserved."
"RGN-179","common/journal_entries/05_danubian_federation.txt","368","[18:43:47][eventtargetlinks.cpp:136]: Invalid database object key 'region_danubia' file location: common/journal_entries/05_danubian_federation.txt:368","region_danubia","region = sr:region_danubia","region comparison","state-compatible scope","geographic_region","NO","","YES","Victoria 3 1.13.9 defines geographic_region_danubia_old.","is_in_geographic_region = geographic_region_danubia_old","STATE_REGION_COMPARISON_TO_EXACT_GEOGRAPHIC_TRIGGER","FORK_ATTRIBUTABLE_FIXABLE","YES","YES","Exact legacy footprint preserved."
"RGN-180","common/journal_entries/05_danubian_federation.txt","369","[18:43:47][eventtargetlinks.cpp:136]: Invalid database object key 'region_poland' file location: common/journal_entries/05_danubian_federation.txt:369","region_poland","region = sr:region_poland","region comparison","state-compatible scope","geographic_region","NO","","YES","Victoria 3 1.13.9 defines geographic_region_poland_old.","is_in_geographic_region = geographic_region_poland_old","STATE_REGION_COMPARISON_TO_EXACT_GEOGRAPHIC_TRIGGER","FORK_ATTRIBUTABLE_FIXABLE","YES","YES","Exact legacy footprint preserved."
"RGN-181","common/journal_entries/05_danubian_federation.txt","371","[18:43:47][eventtargetlinks.cpp:136]: Invalid database object key 'region_south_germany' file location: common/journal_entries/05_danubian_federation.txt:371","region_south_germany","region = sr:region_south_germany","region comparison","state-compatible scope","geographic_region","NO","","YES","Victoria 3 1.13.9 defines geographic_region_south_germany_old.","is_in_geographic_region = geographic_region_south_germany_old","STATE_REGION_COMPARISON_TO_EXACT_GEOGRAPHIC_TRIGGER","FORK_ATTRIBUTABLE_FIXABLE","YES","YES","Exact legacy footprint preserved."
"RGN-182","common/journal_entries/05_danubian_federation.txt","387","[18:43:47][eventtargetlinks.cpp:136]: Invalid database object key 'region_danubia' file location: common/journal_entries/05_danubian_federation.txt:387","region_danubia","region = sr:region_danubia","region comparison","state-compatible scope","geographic_region","NO","","YES","Victoria 3 1.13.9 defines geographic_region_danubia_old.","is_in_geographic_region = geographic_region_danubia_old","STATE_REGION_COMPARISON_TO_EXACT_GEOGRAPHIC_TRIGGER","FORK_ATTRIBUTABLE_FIXABLE","YES","YES","Exact legacy footprint preserved."
"RGN-183","common/journal_entries/05_danubian_federation.txt","388","[18:43:47][eventtargetlinks.cpp:136]: Invalid database object key 'region_poland' file location: common/journal_entries/05_danubian_federation.txt:388","region_poland","region = sr:region_poland","region comparison","state-compatible scope","geographic_region","NO","","YES","Victoria 3 1.13.9 defines geographic_region_poland_old.","is_in_geographic_region = geographic_region_poland_old","STATE_REGION_COMPARISON_TO_EXACT_GEOGRAPHIC_TRIGGER","FORK_ATTRIBUTABLE_FIXABLE","YES","YES","Exact legacy footprint preserved."
"RGN-184","common/journal_entries/05_danubian_federation.txt","390","[18:43:47][eventtargetlinks.cpp:136]: Invalid database object key 'region_south_germany' file location: common/journal_entries/05_danubian_federation.txt:390","region_south_germany","region = sr:region_south_germany","region comparison","state-compatible scope","geographic_region","NO","","YES","Victoria 3 1.13.9 defines geographic_region_south_germany_old.","is_in_geographic_region = geographic_region_south_germany_old","STATE_REGION_COMPARISON_TO_EXACT_GEOGRAPHIC_TRIGGER","FORK_ATTRIBUTABLE_FIXABLE","YES","YES","Exact legacy footprint preserved."
"RGN-185","common/journal_entries/05_danubian_federation.txt","555","[18:43:47][eventtargetlinks.cpp:136]: Invalid database object key 'region_danubia' file location: common/journal_entries/05_danubian_federation.txt:555","region_danubia","region = sr:region_danubia","region comparison","state-compatible scope","geographic_region","NO","","YES","Victoria 3 1.13.9 defines geographic_region_danubia_old.","is_in_geographic_region = geographic_region_danubia_old","STATE_REGION_COMPARISON_TO_EXACT_GEOGRAPHIC_TRIGGER","FORK_ATTRIBUTABLE_FIXABLE","YES","YES","Exact legacy footprint preserved."
"RGN-186","common/journal_entries/05_danubian_federation.txt","556","[18:43:47][eventtargetlinks.cpp:136]: Invalid database object key 'region_poland' file location: common/journal_entries/05_danubian_federation.txt:556","region_poland","region = sr:region_poland","region comparison","state-compatible scope","geographic_region","NO","","YES","Victoria 3 1.13.9 defines geographic_region_poland_old.","is_in_geographic_region = geographic_region_poland_old","STATE_REGION_COMPARISON_TO_EXACT_GEOGRAPHIC_TRIGGER","FORK_ATTRIBUTABLE_FIXABLE","YES","YES","Exact legacy footprint preserved."
"RGN-187","common/journal_entries/05_danubian_federation.txt","558","[18:43:47][eventtargetlinks.cpp:136]: Invalid database object key 'region_south_germany' file location: common/journal_entries/05_danubian_federation.txt:558","region_south_germany","region = sr:region_south_germany","region comparison","state-compatible scope","geographic_region","NO","","YES","Victoria 3 1.13.9 defines geographic_region_south_germany_old.","is_in_geographic_region = geographic_region_south_germany_old","STATE_REGION_COMPARISON_TO_EXACT_GEOGRAPHIC_TRIGGER","FORK_ATTRIBUTABLE_FIXABLE","YES","YES","Exact legacy footprint preserved."
"RGN-188","common/journal_entries/05_danubian_federation.txt","574","[18:43:47][eventtargetlinks.cpp:136]: Invalid database object key 'region_danubia' file location: common/journal_entries/05_danubian_federation.txt:574","region_danubia","region = sr:region_danubia","region comparison","state-compatible scope","geographic_region","NO","","YES","Victoria 3 1.13.9 defines geographic_region_danubia_old.","is_in_geographic_region = geographic_region_danubia_old","STATE_REGION_COMPARISON_TO_EXACT_GEOGRAPHIC_TRIGGER","FORK_ATTRIBUTABLE_FIXABLE","YES","YES","Exact legacy footprint preserved."
"RGN-189","common/journal_entries/05_danubian_federation.txt","575","[18:43:47][eventtargetlinks.cpp:136]: Invalid database object key 'region_poland' file location: common/journal_entries/05_danubian_federation.txt:575","region_poland","region = sr:region_poland","region comparison","state-compatible scope","geographic_region","NO","","YES","Victoria 3 1.13.9 defines geographic_region_poland_old.","is_in_geographic_region = geographic_region_poland_old","STATE_REGION_COMPARISON_TO_EXACT_GEOGRAPHIC_TRIGGER","FORK_ATTRIBUTABLE_FIXABLE","YES","YES","Exact legacy footprint preserved."
"RGN-190","common/journal_entries/05_danubian_federation.txt","577","[18:43:47][eventtargetlinks.cpp:136]: Invalid database object key 'region_south_germany' file location: common/journal_entries/05_danubian_federation.txt:577","region_south_germany","region = sr:region_south_germany","region comparison","state-compatible scope","geographic_region","NO","","YES","Victoria 3 1.13.9 defines geographic_region_south_germany_old.","is_in_geographic_region = geographic_region_south_germany_old","STATE_REGION_COMPARISON_TO_EXACT_GEOGRAPHIC_TRIGGER","FORK_ATTRIBUTABLE_FIXABLE","YES","YES","Exact legacy footprint preserved."
"RGN-191","common/journal_entries/05_danubian_federation.txt","676","[18:43:47][eventtargetlinks.cpp:136]: Invalid database object key 'region_danubia' file location: common/journal_entries/05_danubian_federation.txt:676","region_danubia","region = sr:region_danubia","region comparison","state-compatible scope","geographic_region","NO","","YES","Victoria 3 1.13.9 defines geographic_region_danubia_old.","is_in_geographic_region = geographic_region_danubia_old","STATE_REGION_COMPARISON_TO_EXACT_GEOGRAPHIC_TRIGGER","FORK_ATTRIBUTABLE_FIXABLE","YES","YES","Exact legacy footprint preserved."
"RGN-192","common/journal_entries/05_danubian_federation.txt","678","[18:43:47][eventtargetlinks.cpp:136]: Invalid database object key 'region_south_germany' file location: common/journal_entries/05_danubian_federation.txt:678","region_south_germany","region = sr:region_south_germany","region comparison","state-compatible scope","geographic_region","NO","","YES","Victoria 3 1.13.9 defines geographic_region_south_germany_old.","is_in_geographic_region = geographic_region_south_germany_old","STATE_REGION_COMPARISON_TO_EXACT_GEOGRAPHIC_TRIGGER","FORK_ATTRIBUTABLE_FIXABLE","YES","YES","Exact legacy footprint preserved."
"RGN-193","common/journal_entries/05_danubian_federation.txt","679","[18:43:47][eventtargetlinks.cpp:136]: Invalid database object key 'region_poland' file location: common/journal_entries/05_danubian_federation.txt:679","region_poland","region = sr:region_poland","region comparison","state-compatible scope","geographic_region","NO","","YES","Victoria 3 1.13.9 defines geographic_region_poland_old.","is_in_geographic_region = geographic_region_poland_old","STATE_REGION_COMPARISON_TO_EXACT_GEOGRAPHIC_TRIGGER","FORK_ATTRIBUTABLE_FIXABLE","YES","YES","Exact legacy footprint preserved."
"RGN-194","common/journal_entries/05_the_grand_collapse.txt","124","[18:43:47][eventtargetlinks.cpp:136]: Invalid database object key 'region_anatolia' file location: common/journal_entries/05_the_grand_collapse.txt:124","region_anatolia","region = sr:region_anatolia","region comparison","state-compatible scope","geographic_region","NO","","YES","Victoria 3 1.13.9 defines geographic_region_anatolia_old.","is_in_geographic_region = geographic_region_anatolia_old","STATE_REGION_COMPARISON_TO_EXACT_GEOGRAPHIC_TRIGGER","FORK_ATTRIBUTABLE_FIXABLE","YES","YES","Exact legacy footprint preserved."
"RGN-195","common/journal_entries/06_economic_regeneration.txt","899","[18:43:47][eventtargetlinks.cpp:136]: Invalid database object key 'region_iberia' file location: common/journal_entries/06_economic_regeneration.txt:899","region_iberia","region = sr:region_iberia","region comparison","state-compatible scope","geographic_region","NO","","YES","Victoria 3 1.13.9 defines geographic_region_iberia_old.","is_in_geographic_region = geographic_region_iberia_old","STATE_REGION_COMPARISON_TO_EXACT_GEOGRAPHIC_TRIGGER","FORK_ATTRIBUTABLE_FIXABLE","YES","YES","Exact legacy footprint preserved."
"RGN-196","common/journal_entries/06_economic_regeneration.txt","914","[18:43:47][eventtargetlinks.cpp:136]: Invalid database object key 'region_iberia' file location: common/journal_entries/06_economic_regeneration.txt:914","region_iberia","region = sr:region_iberia","region comparison","state-compatible scope","geographic_region","NO","","YES","Victoria 3 1.13.9 defines geographic_region_iberia_old.","is_in_geographic_region = geographic_region_iberia_old","STATE_REGION_COMPARISON_TO_EXACT_GEOGRAPHIC_TRIGGER","FORK_ATTRIBUTABLE_FIXABLE","YES","YES","Exact legacy footprint preserved."
"RGN-197","common/journal_entries/06_new_imperialism.txt","13","[18:43:47][eventtargetlinks.cpp:136]: Invalid database object key 'region_arabic' file location: common/journal_entries/06_new_imperialism.txt:13","region_arabic","has_interest_marker_in_region = sr:region_arabic # Arabia","has_interest_marker_in_region","country","strategic_region","NO","","YES","Victoria 3 1.13.9 current strategic-region API; vanilla homologues use sr:region_arabia.","sr:region_arabia","LEGACY_STRATEGIC_INTEREST_TO_CURRENT_STRATEGIC_REGION","FORK_ATTRIBUTABLE_FIXABLE","YES","YES","Interest markers require a current strategic region."
"RGN-198","common/journal_entries/06_spanish_africa.txt","199","[18:43:47][eventtargetlinks.cpp:136]: Invalid database object key 'region_senegal' file location: common/journal_entries/06_spanish_africa.txt:199","region_senegal","region = sr:region_senegal","region comparison","state-compatible scope","geographic_region","NO","","YES","Victoria 3 1.13.9 defines geographic_region_senegal_old.","is_in_geographic_region = geographic_region_senegal_old","STATE_REGION_COMPARISON_TO_EXACT_GEOGRAPHIC_TRIGGER","FORK_ATTRIBUTABLE_FIXABLE","YES","YES","Exact legacy footprint preserved."
"RGN-199","common/journal_entries/06_spanish_africa.txt","200","[18:43:47][eventtargetlinks.cpp:136]: Invalid database object key 'region_niger' file location: common/journal_entries/06_spanish_africa.txt:200","region_niger","region = sr:region_niger","region comparison","state-compatible scope","geographic_region","NO","","YES","Victoria 3 1.13.9 defines geographic_region_niger_old.","is_in_geographic_region = geographic_region_niger_old","STATE_REGION_COMPARISON_TO_EXACT_GEOGRAPHIC_TRIGGER","FORK_ATTRIBUTABLE_FIXABLE","YES","YES","Exact legacy footprint preserved."
"RGN-200","common/journal_entries/06_spanish_africa.txt","201","[18:43:47][eventtargetlinks.cpp:136]: Invalid database object key 'region_congo' file location: common/journal_entries/06_spanish_africa.txt:201","region_congo","region = sr:region_congo","region comparison","state-compatible scope","geographic_region","NO","","YES","Victoria 3 1.13.9 defines geographic_region_congo_old.","is_in_geographic_region = geographic_region_congo_old","STATE_REGION_COMPARISON_TO_EXACT_GEOGRAPHIC_TRIGGER","FORK_ATTRIBUTABLE_FIXABLE","YES","YES","Exact legacy footprint preserved."
"RGN-201","common/journal_entries/07_american_mod_jes.txt","38","[18:43:47][eventtargetlinks.cpp:136]: Invalid database object key 'region_dixie' file location: common/journal_entries/07_american_mod_jes.txt:38","region_dixie","has_interest_marker_in_region = sr:region_dixie","has_interest_marker_in_region","country","strategic_region","NO","","YES","Victoria 3 1.13.9 current strategic-region API; vanilla homologues use sr:region_atlantic_coast.","sr:region_atlantic_coast","LEGACY_STRATEGIC_INTEREST_TO_CURRENT_STRATEGIC_REGION","FORK_ATTRIBUTABLE_FIXABLE","YES","YES","Interest markers require a current strategic region."
