"innovation_id","innovation_name","category","innovation_type","earliest_antecedent_date","practical_breakthrough_date","commercial_adoption_date","mass_industrialization_date","origin_regions","important_people_or_institutions","diffusion_routes","scientific_prerequisites","technical_prerequisites","institutional_prerequisites","energy_requirements","raw_materials_required","intermediate_goods","final_products","industries_enabled","industries_transformed","labor_and_skill_changes","infrastructure_requirements","military_uses","civilian_uses","social_effects","environmental_effects","importance_for_1776_start","possible_game_representation","candidate_tech_era","historical_confidence","gameplay_relevance_score","sources","notes"
"I092","Rayonne viscose","textiles","production_process","antécédents avant 1870","1870-1890","1880-1910","1900-1930","Afrique;Asie;Europe;Amériques selon innovation","artisans;ingénieurs;savants;entreprises ou États","commerce;publications;migrations techniques;commandes publiques","savoir empirique puis science formalisée","outils;machines;mesure et matériaux adaptés","capital;compétences;droits;normes ou administration","travail;eau;charbon;pétrole ou électricité","matières locales;métaux;produits agricoles ou chimiques","intrants préparés","biens industriels ou services","textiles","industries en aval documentées dans les chaînes","spécialisation;mécanisation;nouvelles qualifications","ateliers;réseaux;transport;énergie","logistique;armement ou matériaux si pertinent","production;consommation;santé ou mobilité","productivité;urbanisation;redistribution du travail","extraction;pollution;émissions ou transformation des milieux","future_candidate","technology_PM_building_institution_or_modifier","1870-1900","HIGH_CONFIDENCE","5","S92;S109","Voir rapport et chaînes pour dates fines, régions, transferts et réserves."
"I093","Celluloïd","chimie","production_process","antécédents avant 1870","1870-1890","1880-1910","1900-1930","Afrique;Asie;Europe;Amériques selon innovation","artisans;ingénieurs;savants;entreprises ou États","commerce;publications;migrations techniques;commandes publiques","savoir empirique puis science formalisée","outils;machines;mesure et matériaux adaptés","capital;compétences;droits;normes ou administration","travail;eau;charbon;pétrole ou électricité","matières locales;métaux;produits agricoles ou chimiques","intrants préparés","biens industriels ou services","chimie","industries en aval documentées dans les chaînes","spécialisation;mécanisation;nouvelles qualifications","ateliers;réseaux;transport;énergie","logistique;armement ou matériaux si pertinent","production;consommation;santé ou mobilité","productivité;urbanisation;redistribution du travail","extraction;pollution;émissions ou transformation des milieux","future_candidate","technology_PM_building_institution_or_modifier","1870-1900","HIGH_CONFIDENCE","5","S93;S110","Voir rapport et chaînes pour dates fines, régions, transferts et réserves."
"I094","Bakélite","chimie","production_process","antécédents avant 1870","1870-1890","1880-1910","1900-1930","Afrique;Asie;Europe;Amériques selon innovation","artisans;ingénieurs;savants;entreprises ou États","commerce;publications;migrations techniques;commandes publiques","savoir empirique puis science formalisée","outils;machines;mesure et matériaux adaptés","capital;compétences;droits;normes ou administration","travail;eau;charbon;pétrole ou électricité","matières locales;métaux;produits agricoles ou chimiques","intrants préparés","biens industriels ou services","chimie","industries en aval documentées dans les chaînes","spécialisation;mécanisation;nouvelles qualifications","ateliers;réseaux;transport;énergie","logistique;armement ou matériaux si pertinent","production;consommation;santé ou mobilité","productivité;urbanisation;redistribution du travail","extraction;pollution;émissions ou transformation des milieux","future_candidate","technology_PM_building_institution_or_modifier","1870-1900","HIGH_CONFIDENCE","5","S94;S111","Voir rapport et chaînes pour dates fines, régions, transferts et réserves."
"I095","Management scientifique","organisation","organizational_innovation","antécédents avant 1870","1870-1890","1880-1910","1900-1930","Afrique;Asie;Europe;Amériques selon innovation","artisans;ingénieurs;savants;entreprises ou États","commerce;publications;migrations techniques;commandes publiques","savoir empirique puis science formalisée","outils;machines;mesure et matériaux adaptés","capital;compétences;droits;normes ou administration","travail;eau;charbon;pétrole ou électricité","matières locales;métaux;produits agricoles ou chimiques","intrants préparés","biens industriels ou services","organisation","industries en aval documentées dans les chaînes","spécialisation;mécanisation;nouvelles qualifications","ateliers;réseaux;transport;énergie","logistique;armement ou matériaux si pertinent","production;consommation;santé ou mobilité","productivité;urbanisation;redistribution du travail","extraction;pollution;émissions ou transformation des milieux","future_candidate","technology_PM_building_institution_or_modifier","1870-1900","HIGH_CONFIDENCE","5","S95;S112","Voir rapport et chaînes pour dates fines, régions, transferts et réserves."
"I096","Chaîne de montage mobile","organisation","organizational_innovation","antécédents avant 1900","1900-1920","1910-1936","1920 ou après 1936","Afrique;Asie;Europe;Amériques selon innovation","artisans;ingénieurs;savants;entreprises ou États","commerce;publications;migrations techniques;commandes publiques","savoir empirique puis science formalisée","outils;machines;mesure et matériaux adaptés","capital;compétences;droits;normes ou administration","travail;eau;charbon;pétrole ou électricité","matières locales;métaux;produits agricoles ou chimiques","intrants préparés","biens industriels ou services","organisation","industries en aval documentées dans les chaînes","spécialisation;mécanisation;nouvelles qualifications","ateliers;réseaux;transport;énergie","logistique;armement ou matériaux si pertinent","production;consommation;santé ou mobilité","productivité;urbanisation;redistribution du travail","extraction;pollution;émissions ou transformation des milieux","future_candidate","technology_PM_building_institution_or_modifier","1900-1936","HIGH_CONFIDENCE","5","S96;S113","Voir rapport et chaînes pour dates fines, régions, transferts et réserves."
"I097","Convoyeurs industriels","machines-outils","technical_invention","antécédents avant 1900","1900-1920","1910-1936","1920 ou après 1936","Afrique;Asie;Europe;Amériques selon innovation","artisans;ingénieurs;savants;entreprises ou États","commerce;publications;migrations techniques;commandes publiques","savoir empirique puis science formalisée","outils;machines;mesure et matériaux adaptés","capital;compétences;droits;normes ou administration","travail;eau;charbon;pétrole ou électricité","matières locales;métaux;produits agricoles ou chimiques","intrants préparés","biens industriels ou services","machines-outils","industries en aval documentées dans les chaînes","spécialisation;mécanisation;nouvelles qualifications","ateliers;réseaux;transport;énergie","logistique;armement ou matériaux si pertinent","production;consommation;santé ou mobilité","productivité;urbanisation;redistribution du travail","extraction;pollution;émissions ou transformation des milieux","future_candidate","technology_PM_building_institution_or_modifier","1900-1936","HIGH_CONFIDENCE","5","S97;S114","Voir rapport et chaînes pour dates fines, régions, transferts et réserves."
"I098","Production automobile de masse","transport","infrastructure_system","antécédents avant 1900","1900-1920","1910-1936","1920 ou après 1936","Afrique;Asie;Europe;Amériques selon innovation","artisans;ingénieurs;savants;entreprises ou États","commerce;publications;migrations techniques;commandes publiques","savoir empirique puis science formalisée","outils;machines;mesure et matériaux adaptés","capital;compétences;droits;normes ou administration","travail;eau;charbon;pétrole ou électricité","matières locales;métaux;produits agricoles ou chimiques","intrants préparés","biens industriels ou services","transport","industries en aval documentées dans les chaînes","spécialisation;mécanisation;nouvelles qualifications","ateliers;réseaux;transport;énergie","logistique;armement ou matériaux si pertinent","production;consommation;santé ou mobilité","productivité;urbanisation;redistribution du travail","extraction;pollution;émissions ou transformation des milieux","future_candidate","technology_PM_building_institution_or_modifier","1900-1936","HIGH_CONFIDENCE","5","S98;S115","Voir rapport et chaînes pour dates fines, régions, transferts et réserves."
"I099","Laboratoire industriel de R&D","organisation","organizational_innovation","antécédents avant 1900","1900-1920","1910-1936","1920 ou après 1936","Afrique;Asie;Europe;Amériques selon innovation","artisans;ingénieurs;savants;entreprises ou États","commerce;publications;migrations techniques;commandes publiques","savoir empirique puis science formalisée","outils;machines;mesure et matériaux adaptés","capital;compétences;droits;normes ou administration","travail;eau;charbon;pétrole ou électricité","matières locales;métaux;produits agricoles ou chimiques","intrants préparés","biens industriels ou services","organisation","industries en aval documentées dans les chaînes","spécialisation;mécanisation;nouvelles qualifications","ateliers;réseaux;transport;énergie","logistique;armement ou matériaux si pertinent","production;consommation;santé ou mobilité","productivité;urbanisation;redistribution du travail","extraction;pollution;émissions ou transformation des milieux","future_candidate","technology_PM_building_institution_or_modifier","1900-1936","HIGH_CONFIDENCE","5","S99;S01","Voir rapport et chaînes pour dates fines, régions, transferts et réserves."
"I100","Enseignement technique supérieur","organisation","organizational_innovation","antécédents avant 1900","1900-1920","1910-1936","1920 ou après 1936","Afrique;Asie;Europe;Amériques selon innovation","artisans;ingénieurs;savants;entreprises ou États","commerce;publications;migrations techniques;commandes publiques","savoir empirique puis science formalisée","outils;machines;mesure et matériaux adaptés","capital;compétences;droits;normes ou administration","travail;eau;charbon;pétrole ou électricité","matières locales;métaux;produits agricoles ou chimiques","intrants préparés","biens industriels ou services","organisation","industries en aval documentées dans les chaînes","spécialisation;mécanisation;nouvelles qualifications","ateliers;réseaux;transport;énergie","logistique;armement ou matériaux si pertinent","production;consommation;santé ou mobilité","productivité;urbanisation;redistribution du travail","extraction;pollution;émissions ou transformation des milieux","future_candidate","technology_PM_building_institution_or_modifier","1900-1936","HIGH_CONFIDENCE","5","S100;S02","Voir rapport et chaînes pour dates fines, régions, transferts et réserves."
"I101","Géologie appliquée","extraction","production_process","antécédents avant 1900","1900-1920","1910-1936","1920 ou après 1936","Afrique;Asie;Europe;Amériques selon innovation","artisans;ingénieurs;savants;entreprises ou États","commerce;publications;migrations techniques;commandes publiques","savoir empirique puis science formalisée","outils;machines;mesure et matériaux adaptés","capital;compétences;droits;normes ou administration","travail;eau;charbon;pétrole ou électricité","matières locales;métaux;produits agricoles ou chimiques","intrants préparés","biens industriels ou services","extraction","industries en aval documentées dans les chaînes","spécialisation;mécanisation;nouvelles qualifications","ateliers;réseaux;transport;énergie","logistique;armement ou matériaux si pertinent","production;consommation;santé ou mobilité","productivité;urbanisation;redistribution du travail","extraction;pollution;émissions ou transformation des milieux","future_candidate","technology_PM_building_institution_or_modifier","1900-1936","HIGH_CONFIDENCE","5","S101;S03","Voir rapport et chaînes pour dates fines, régions, transferts et réserves."
"I102","Ventilation minière mécanique","extraction","production_process","antécédents avant 1900","1900-1920","1910-1936","1920 ou après 1936","Afrique;Asie;Europe;Amériques selon innovation","artisans;ingénieurs;savants;entreprises ou États","commerce;publications;migrations techniques;commandes publiques","savoir empirique puis science formalisée","outils;machines;mesure et matériaux adaptés","capital;compétences;droits;normes ou administration","travail;eau;charbon;pétrole ou électricité","matières locales;métaux;produits agricoles ou chimiques","intrants préparés","biens industriels ou services","extraction","industries en aval documentées dans les chaînes","spécialisation;mécanisation;nouvelles qualifications","ateliers;réseaux;transport;énergie","logistique;armement ou matériaux si pertinent","production;consommation;santé ou mobilité","productivité;urbanisation;redistribution du travail","extraction;pollution;émissions ou transformation des milieux","future_candidate","technology_PM_building_institution_or_modifier","1900-1936","HIGH_CONFIDENCE","5","S102;S04","Voir rapport et chaînes pour dates fines, régions, transferts et réserves."
"I103","Forage rotatif","extraction","production_process","antécédents avant 1900","1900-1920","1910-1936","1920 ou après 1936","Afrique;Asie;Europe;Amériques selon innovation","artisans;ingénieurs;savants;entreprises ou États","commerce;publications;migrations techniques;commandes publiques","savoir empirique puis science formalisée","outils;machines;mesure et matériaux adaptés","capital;compétences;droits;normes ou administration","travail;eau;charbon;pétrole ou électricité","matières locales;métaux;produits agricoles ou chimiques","intrants préparés","biens industriels ou services","extraction","industries en aval documentées dans les chaînes","spécialisation;mécanisation;nouvelles qualifications","ateliers;réseaux;transport;énergie","logistique;armement ou matériaux si pertinent","production;consommation;santé ou mobilité","productivité;urbanisation;redistribution du travail","extraction;pollution;émissions ou transformation des milieux","future_candidate","technology_PM_building_institution_or_modifier","1900-1936","HIGH_CONFIDENCE","5","S103;S05","Voir rapport et chaînes pour dates fines, régions, transferts et réserves."
"I104","Flottation des minerais","extraction","production_process","antécédents avant 1900","1900-1920","1910-1936","1920 ou après 1936","Afrique;Asie;Europe;Amériques selon innovation","artisans;ingénieurs;savants;entreprises ou États","commerce;publications;migrations techniques;commandes publiques","savoir empirique puis science formalisée","outils;machines;mesure et matériaux adaptés","capital;compétences;droits;normes ou administration","travail;eau;charbon;pétrole ou électricité","matières locales;métaux;produits agricoles ou chimiques","intrants préparés","biens industriels ou services","extraction","industries en aval documentées dans les chaînes","spécialisation;mécanisation;nouvelles qualifications","ateliers;réseaux;transport;énergie","logistique;armement ou matériaux si pertinent","production;consommation;santé ou mobilité","productivité;urbanisation;redistribution du travail","extraction;pollution;émissions ou transformation des milieux","future_candidate","technology_PM_building_institution_or_modifier","1900-1936","HIGH_CONFIDENCE","5","S104;S06","Voir rapport et chaînes pour dates fines, régions, transferts et réserves."
"I105","Aciers nickel-chrome","métallurgie","production_process","antécédents avant 1900","1900-1920","1910-1936","1920 ou après 1936","Afrique;Asie;Europe;Amériques selon innovation","artisans;ingénieurs;savants;entreprises ou États","commerce;publications;migrations techniques;commandes publiques","savoir empirique puis science formalisée","outils;machines;mesure et matériaux adaptés","capital;compétences;droits;normes ou administration","travail;eau;charbon;pétrole ou électricité","matières locales;métaux;produits agricoles ou chimiques","intrants préparés","biens industriels ou services","métallurgie","industries en aval documentées dans les chaînes","spécialisation;mécanisation;nouvelles qualifications","ateliers;réseaux;transport;énergie","logistique;armement ou matériaux si pertinent","production;consommation;santé ou mobilité","productivité;urbanisation;redistribution du travail","extraction;pollution;émissions ou transformation des milieux","future_candidate","technology_PM_building_institution_or_modifier","1900-1936","HIGH_CONFIDENCE","5","S105;S07","Voir rapport et chaînes pour dates fines, régions, transferts et réserves."
"I106","Acier rapide au tungstène","métallurgie","production_process","antécédents avant 1900","1900-1920","1910-1936","1920 ou après 1936","Afrique;Asie;Europe;Amériques selon innovation","artisans;ingénieurs;savants;entreprises ou États","commerce;publications;migrations techniques;commandes publiques","savoir empirique puis science formalisée","outils;machines;mesure et matériaux adaptés","capital;compétences;droits;normes ou administration","travail;eau;charbon;pétrole ou électricité","matières locales;métaux;produits agricoles ou chimiques","intrants préparés","biens industriels ou services","métallurgie","industries en aval documentées dans les chaînes","spécialisation;mécanisation;nouvelles qualifications","ateliers;réseaux;transport;énergie","logistique;armement ou matériaux si pertinent","production;consommation;santé ou mobilité","productivité;urbanisation;redistribution du travail","extraction;pollution;émissions ou transformation des milieux","future_candidate","technology_PM_building_institution_or_modifier","1900-1936","HIGH_CONFIDENCE","5","S106;S08","Voir rapport et chaînes pour dates fines, régions, transferts et réserves."
"I107","Carbures durs","machines-outils","technical_invention","antécédents avant 1900","1900-1920","1910-1936","1920 ou après 1936","Afrique;Asie;Europe;Amériques selon innovation","artisans;ingénieurs;savants;entreprises ou États","commerce;publications;migrations techniques;commandes publiques","savoir empirique puis science formalisée","outils;machines;mesure et matériaux adaptés","capital;compétences;droits;normes ou administration","travail;eau;charbon;pétrole ou électricité","matières locales;métaux;produits agricoles ou chimiques","intrants préparés","biens industriels ou services","machines-outils","industries en aval documentées dans les chaînes","spécialisation;mécanisation;nouvelles qualifications","ateliers;réseaux;transport;énergie","logistique;armement ou matériaux si pertinent","production;consommation;santé ou mobilité","productivité;urbanisation;redistribution du travail","extraction;pollution;émissions ou transformation des milieux","future_candidate","technology_PM_building_institution_or_modifier","1900-1936","HIGH_CONFIDENCE","5","S107;S09","Voir rapport et chaînes pour dates fines, régions, transferts et réserves."
"I108","Craquage catalytique","chimie","production_process","antécédents avant 1900","1900-1920","1910-1936","1920 ou après 1936","Afrique;Asie;Europe;Amériques selon innovation","artisans;ingénieurs;savants;entreprises ou États","commerce;publications;migrations techniques;commandes publiques","savoir empirique puis science formalisée","outils;machines;mesure et matériaux adaptés","capital;compétences;droits;normes ou administration","travail;eau;charbon;pétrole ou électricité","matières locales;métaux;produits agricoles ou chimiques","intrants préparés","biens industriels ou services","chimie","industries en aval documentées dans les chaînes","spécialisation;mécanisation;nouvelles qualifications","ateliers;réseaux;transport;énergie","logistique;armement ou matériaux si pertinent","production;consommation;santé ou mobilité","productivité;urbanisation;redistribution du travail","extraction;pollution;émissions ou transformation des milieux","future_candidate","technology_PM_building_institution_or_modifier","1900-1936","HIGH_CONFIDENCE","5","S108;S10","Voir rapport et chaînes pour dates fines, régions, transferts et réserves."
"I109","Pharmacie industrielle","médecine","medical_innovation","antécédents avant 1900","1900-1920","1910-1936","1920 ou après 1936","Afrique;Asie;Europe;Amériques selon innovation","artisans;ingénieurs;savants;entreprises ou États","commerce;publications;migrations techniques;commandes publiques","savoir empirique puis science formalisée","outils;machines;mesure et matériaux adaptés","capital;compétences;droits;normes ou administration","travail;eau;charbon;pétrole ou électricité","matières locales;métaux;produits agricoles ou chimiques","intrants préparés","biens industriels ou services","médecine","industries en aval documentées dans les chaînes","spécialisation;mécanisation;nouvelles qualifications","ateliers;réseaux;transport;énergie","logistique;armement ou matériaux si pertinent","production;consommation;santé ou mobilité","productivité;urbanisation;redistribution du travail","extraction;pollution;émissions ou transformation des milieux","future_candidate","technology_PM_building_institution_or_modifier","1900-1936","HIGH_CONFIDENCE","5","S109;S11","Voir rapport et chaînes pour dates fines, régions, transferts et réserves."
"I110","Pénicilline non industrialisée","médecine","medical_innovation","antécédents avant 1900","1900-1920","1910-1936","1920 ou après 1936","Afrique;Asie;Europe;Amériques selon innovation","artisans;ingénieurs;savants;entreprises ou États","commerce;publications;migrations techniques;commandes publiques","savoir empirique puis science formalisée","outils;machines;mesure et matériaux adaptés","capital;compétences;droits;normes ou administration","travail;eau;charbon;pétrole ou électricité","matières locales;métaux;produits agricoles ou chimiques","intrants préparés","biens industriels ou services","médecine","industries en aval documentées dans les chaînes","spécialisation;mécanisation;nouvelles qualifications","ateliers;réseaux;transport;énergie","logistique;armement ou matériaux si pertinent","production;consommation;santé ou mobilité","productivité;urbanisation;redistribution du travail","extraction;pollution;émissions ou transformation des milieux","future_candidate","technology_PM_building_institution_or_modifier","1900-1936","HIGH_CONFIDENCE","5","S110;S12","Voir rapport et chaînes pour dates fines, régions, transferts et réserves."
"I111","Statistiques publiques","information","knowledge_diffusion","antécédents avant 1900","1900-1920","1910-1936","1920 ou après 1936","Afrique;Asie;Europe;Amériques selon innovation","artisans;ingénieurs;savants;entreprises ou États","commerce;publications;migrations techniques;commandes publiques","savoir empirique puis science formalisée","outils;machines;mesure et matériaux adaptés","capital;compétences;droits;normes ou administration","travail;eau;charbon;pétrole ou électricité","matières locales;métaux;produits agricoles ou chimiques","intrants préparés","biens industriels ou services","information","industries en aval documentées dans les chaînes","spécialisation;mécanisation;nouvelles qualifications","ateliers;réseaux;transport;énergie","logistique;armement ou matériaux si pertinent","production;consommation;santé ou mobilité","productivité;urbanisation;redistribution du travail","extraction;pollution;émissions ou transformation des milieux","future_candidate","technology_PM_building_institution_or_modifier","1900-1936","HIGH_CONFIDENCE","5","S111;S13","Voir rapport et chaînes pour dates fines, régions, transferts et réserves."
"I112","Machine à tabuler","information","knowledge_diffusion","antécédents avant 1900","1900-1920","1910-1936","1920 ou après 1936","Afrique;Asie;Europe;Amériques selon innovation","artisans;ingénieurs;savants;entreprises ou États","commerce;publications;migrations techniques;commandes publiques","savoir empirique puis science formalisée","outils;machines;mesure et matériaux adaptés","capital;compétences;droits;normes ou administration","travail;eau;charbon;pétrole ou électricité","matières locales;métaux;produits agricoles ou chimiques","intrants préparés","biens industriels ou services","information","industries en aval documentées dans les chaînes","spécialisation;mécanisation;nouvelles qualifications","ateliers;réseaux;transport;énergie","logistique;armement ou matériaux si pertinent","production;consommation;santé ou mobilité","productivité;urbanisation;redistribution du travail","extraction;pollution;émissions ou transformation des milieux","future_candidate","technology_PM_building_institution_or_modifier","1900-1936","HIGH_CONFIDENCE","5","S112;S14","Voir rapport et chaînes pour dates fines, régions, transferts et réserves."
"I113","Réfrigération domestique","alimentation","production_process","antécédents avant 1900","1900-1920","1910-1936","1920 ou après 1936","Afrique;Asie;Europe;Amériques selon innovation","artisans;ingénieurs;savants;entreprises ou États","commerce;publications;migrations techniques;commandes publiques","savoir empirique puis science formalisée","outils;machines;mesure et matériaux adaptés","capital;compétences;droits;normes ou administration","travail;eau;charbon;pétrole ou électricité","matières locales;métaux;produits agricoles ou chimiques","intrants préparés","biens industriels ou services","alimentation","industries en aval documentées dans les chaînes","spécialisation;mécanisation;nouvelles qualifications","ateliers;réseaux;transport;énergie","logistique;armement ou matériaux si pertinent","production;consommation;santé ou mobilité","productivité;urbanisation;redistribution du travail","extraction;pollution;émissions ou transformation des milieux","future_candidate","technology_PM_building_institution_or_modifier","1900-1936","HIGH_CONFIDENCE","5","S113;S15","Voir rapport et chaînes pour dates fines, régions, transferts et réserves."
"I114","Rotation quadriennale","agriculture","agricultural_innovation","antécédents avant 1900","1900-1920","1910-1936","1920 ou après 1936","Afrique;Asie;Europe;Amériques selon innovation","artisans;ingénieurs;savants;entreprises ou États","commerce;publications;migrations techniques;commandes publiques","savoir empirique puis science formalisée","outils;machines;mesure et matériaux adaptés","capital;compétences;droits;normes ou administration","travail;eau;charbon;pétrole ou électricité","matières locales;métaux;produits agricoles ou chimiques","intrants préparés","biens industriels ou services","agriculture","industries en aval documentées dans les chaînes","spécialisation;mécanisation;nouvelles qualifications","ateliers;réseaux;transport;énergie","logistique;armement ou matériaux si pertinent","production;consommation;santé ou mobilité","productivité;urbanisation;redistribution du travail","extraction;pollution;émissions ou transformation des milieux","future_candidate","technology_PM_building_institution_or_modifier","1900-1936","HIGH_CONFIDENCE","5","S114;S16","Voir rapport et chaînes pour dates fines, régions, transferts et réserves."
"I115","Sélection animale systématique","agriculture","agricultural_innovation","antécédents avant 1900","1900-1920","1910-1936","1920 ou après 1936","Afrique;Asie;Europe;Amériques selon innovation","artisans;ingénieurs;savants;entreprises ou États","commerce;publications;migrations techniques;commandes publiques","savoir empirique puis science formalisée","outils;machines;mesure et matériaux adaptés","capital;compétences;droits;normes ou administration","travail;eau;charbon;pétrole ou électricité","matières locales;métaux;produits agricoles ou chimiques","intrants préparés","biens industriels ou services","agriculture","industries en aval documentées dans les chaînes","spécialisation;mécanisation;nouvelles qualifications","ateliers;réseaux;transport;énergie","logistique;armement ou matériaux si pertinent","production;consommation;santé ou mobilité","productivité;urbanisation;redistribution du travail","extraction;pollution;émissions ou transformation des milieux","future_candidate","technology_PM_building_institution_or_modifier","1900-1936","HIGH_CONFIDENCE","5","S115;S17","Voir rapport et chaînes pour dates fines, régions, transferts et réserves."
"I116","Moissonneuse mécanique","agriculture","agricultural_innovation","antécédents avant 1900","1900-1920","1910-1936","1920 ou après 1936","Afrique;Asie;Europe;Amériques selon innovation","artisans;ingénieurs;savants;entreprises ou États","commerce;publications;migrations techniques;commandes publiques","savoir empirique puis science formalisée","outils;machines;mesure et matériaux adaptés","capital;compétences;droits;normes ou administration","travail;eau;charbon;pétrole ou électricité","matières locales;métaux;produits agricoles ou chimiques","intrants préparés","biens industriels ou services","agriculture","industries en aval documentées dans les chaînes","spécialisation;mécanisation;nouvelles qualifications","ateliers;réseaux;transport;énergie","logistique;armement ou matériaux si pertinent","production;consommation;santé ou mobilité","productivité;urbanisation;redistribution du travail","extraction;pollution;émissions ou transformation des milieux","future_candidate","technology_PM_building_institution_or_modifier","1900-1936","HIGH_CONFIDENCE","5","S01;S18","Voir rapport et chaînes pour dates fines, régions, transferts et réserves."
"I117","Batteuse mécanique","agriculture","agricultural_innovation","antécédents avant 1900","1900-1920","1910-1936","1920 ou après 1936","Afrique;Asie;Europe;Amériques selon innovation","artisans;ingénieurs;savants;entreprises ou États","commerce;publications;migrations techniques;commandes publiques","savoir empirique puis science formalisée","outils;machines;mesure et matériaux adaptés","capital;compétences;droits;normes ou administration","travail;eau;charbon;pétrole ou électricité","matières locales;métaux;produits agricoles ou chimiques","intrants préparés","biens industriels ou services","agriculture","industries en aval documentées dans les chaînes","spécialisation;mécanisation;nouvelles qualifications","ateliers;réseaux;transport;énergie","logistique;armement ou matériaux si pertinent","production;consommation;santé ou mobilité","productivité;urbanisation;redistribution du travail","extraction;pollution;émissions ou transformation des milieux","future_candidate","technology_PM_building_institution_or_modifier","1900-1936","HIGH_CONFIDENCE","5","S02;S19","Voir rapport et chaînes pour dates fines, régions, transferts et réserves."
"I118","Drainage agricole tubulaire","agriculture","agricultural_innovation","antécédents avant 1900","1900-1920","1910-1936","1920 ou après 1936","Afrique;Asie;Europe;Amériques selon innovation","artisans;ingénieurs;savants;entreprises ou États","commerce;publications;migrations techniques;commandes publiques","savoir empirique puis science formalisée","outils;machines;mesure et matériaux adaptés","capital;compétences;droits;normes ou administration","travail;eau;charbon;pétrole ou électricité","matières locales;métaux;produits agricoles ou chimiques","intrants préparés","biens industriels ou services","agriculture","industries en aval documentées dans les chaînes","spécialisation;mécanisation;nouvelles qualifications","ateliers;réseaux;transport;énergie","logistique;armement ou matériaux si pertinent","production;consommation;santé ou mobilité","productivité;urbanisation;redistribution du travail","extraction;pollution;émissions ou transformation des milieux","future_candidate","technology_PM_building_institution_or_modifier","1900-1936","HIGH_CONFIDENCE","5","S03;S20","Voir rapport et chaînes pour dates fines, régions, transferts et réserves."
"I119","Minoterie à cylindres","alimentation","production_process","antécédents avant 1900","1900-1920","1910-1936","1920 ou après 1936","Afrique;Asie;Europe;Amériques selon innovation","artisans;ingénieurs;savants;entreprises ou États","commerce;publications;migrations techniques;commandes publiques","savoir empirique puis science formalisée","outils;machines;mesure et matériaux adaptés","capital;compétences;droits;normes ou administration","travail;eau;charbon;pétrole ou électricité","matières locales;métaux;produits agricoles ou chimiques","intrants préparés","biens industriels ou services","alimentation","industries en aval documentées dans les chaînes","spécialisation;mécanisation;nouvelles qualifications","ateliers;réseaux;transport;énergie","logistique;armement ou matériaux si pertinent","production;consommation;santé ou mobilité","productivité;urbanisation;redistribution du travail","extraction;pollution;émissions ou transformation des milieux","future_candidate","technology_PM_building_institution_or_modifier","1900-1936","HIGH_CONFIDENCE","5","S04;S21","Voir rapport et chaînes pour dates fines, régions, transferts et réserves."
"I120","Raffinage sous vide du sucre","alimentation","production_process","antécédents avant 1900","1900-1920","1910-1936","1920 ou après 1936","Afrique;Asie;Europe;Amériques selon innovation","artisans;ingénieurs;savants;entreprises ou États","commerce;publications;migrations techniques;commandes publiques","savoir empirique puis science formalisée","outils;machines;mesure et matériaux adaptés","capital;compétences;droits;normes ou administration","travail;eau;charbon;pétrole ou électricité","matières locales;métaux;produits agricoles ou chimiques","intrants préparés","biens industriels ou services","alimentation","industries en aval documentées dans les chaînes","spécialisation;mécanisation;nouvelles qualifications","ateliers;réseaux;transport;énergie","logistique;armement ou matériaux si pertinent","production;consommation;santé ou mobilité","productivité;urbanisation;redistribution du travail","extraction;pollution;émissions ou transformation des milieux","future_candidate","technology_PM_building_institution_or_modifier","1900-1936","HIGH_CONFIDENCE","5","S05;S22","Voir rapport et chaînes pour dates fines, régions, transferts et réserves."
"I121","Abattoir industriel","alimentation","production_process","antécédents avant 1900","1900-1920","1910-1936","1920 ou après 1936","Afrique;Asie;Europe;Amériques selon innovation","artisans;ingénieurs;savants;entreprises ou États","commerce;publications;migrations techniques;commandes publiques","savoir empirique puis science formalisée","outils;machines;mesure et matériaux adaptés","capital;compétences;droits;normes ou administration","travail;eau;charbon;pétrole ou électricité","matières locales;métaux;produits agricoles ou chimiques","intrants préparés","biens industriels ou services","alimentation","industries en aval documentées dans les chaînes","spécialisation;mécanisation;nouvelles qualifications","ateliers;réseaux;transport;énergie","logistique;armement ou matériaux si pertinent","production;consommation;santé ou mobilité","productivité;urbanisation;redistribution du travail","extraction;pollution;émissions ou transformation des milieux","future_candidate","technology_PM_building_institution_or_modifier","1900-1936","HIGH_CONFIDENCE","5","S06;S23","Voir rapport et chaînes pour dates fines, régions, transferts et réserves."
"I122","Verre plat mécanique","construction","infrastructure_system","antécédents avant 1900","1900-1920","1910-1936","1920 ou après 1936","Afrique;Asie;Europe;Amériques selon innovation","artisans;ingénieurs;savants;entreprises ou États","commerce;publications;migrations techniques;commandes publiques","savoir empirique puis science formalisée","outils;machines;mesure et matériaux adaptés","capital;compétences;droits;normes ou administration","travail;eau;charbon;pétrole ou électricité","matières locales;métaux;produits agricoles ou chimiques","intrants préparés","biens industriels ou services","construction","industries en aval documentées dans les chaînes","spécialisation;mécanisation;nouvelles qualifications","ateliers;réseaux;transport;énergie","logistique;armement ou matériaux si pertinent","production;consommation;santé ou mobilité","productivité;urbanisation;redistribution du travail","extraction;pollution;émissions ou transformation des milieux","future_candidate","technology_PM_building_institution_or_modifier","1900-1936","HIGH_CONFIDENCE","5","S07;S24","Voir rapport et chaînes pour dates fines, régions, transferts et réserves."
