record_id,tag,formation,hq_region,current_2d4_general,regional_source,regional_decision,regional_candidate,global_override,final_decision,final_historical_character,reuse_existing_character,birth_date_source_value,birth_date_precision,birth_place_source_value,mapped_v3_origin_state,culture_final,religion_final,dna_action,historical_profile_action,notes
GEN1776-196,FTR,cleanup2d3b_ftr_land_1,region_west_africa,DEFAULT_TEMPLATE_PROCEDURAL,2D5F,KEEP_PROCEDURAL,Suleyman Baal / Abdul Qadir Kan (examined),,KEEP_EXISTING_PROCEDURAL,,NO,,UNKNOWN,,,Haalpulaar / Fulbe-Torodbe,Sunni Islam,NOT_APPLICABLE,PRESERVE_2D4_PROCEDURAL_PROFILE,
GEN1776-197,GLD,cleanup2d3b_gld_land_1,region_east_africa,DEFAULT_TEMPLATE_PROCEDURAL,2D5F,KEEP_PROCEDURAL,Mahamud Ibrahim (examined),,KEEP_EXISTING_PROCEDURAL,,NO,,UNKNOWN,,,Somali / Digil-Mirifle context,Sunni Islam,NOT_APPLICABLE,PRESERVE_2D4_PROCEDURAL_PROFILE,
GEN1776-198,HAU,cleanup2d3b_hau_land_1,region_west_africa,DEFAULT_TEMPLATE_PROCEDURAL,2D5F,KEEP_PROCEDURAL,"Babari (examined, too early)",,KEEP_EXISTING_PROCEDURAL,,NO,,UNKNOWN,,,Hausa/Gobir,Hausa/Islamic court context,NOT_APPLICABLE,PRESERVE_2D4_PROCEDURAL_PROFILE,
GEN1776-199,ISQ,cleanup2d3b_isq_land_1,region_east_africa,DEFAULT_TEMPLATE_PROCEDURAL,2D5F,PROCEDURAL_REQUIRED_COLLECTIVE_STRUCTURE,,,KEEP_EXISTING_PROCEDURAL,,NO,,UNKNOWN,,,Somali / Isaaq,Sunni Islam,NOT_APPLICABLE,PRESERVE_2D4_PROCEDURAL_PROFILE,
GEN1776-200,KON,cleanup2d3b_kon_land_1,region_equatorial_africa,DEFAULT_TEMPLATE_PROCEDURAL,2D5F,KEEP_PROCEDURAL,,,KEEP_EXISTING_PROCEDURAL,,NO,,UNKNOWN,,,,,NOT_APPLICABLE,PRESERVE_2D4_PROCEDURAL_PROFILE,
GEN1776-201,KRG,cleanup2d3b_krg_land_1,region_east_africa,DEFAULT_TEMPLATE_PROCEDURAL,2D5F,KEEP_PROCEDURAL,,,KEEP_EXISTING_PROCEDURAL,,NO,,UNKNOWN,,,,,NOT_APPLICABLE,PRESERVE_2D4_PROCEDURAL_PROFILE,
GEN1776-202,KRT,cleanup2d3b_krt_land_1,region_west_africa,DEFAULT_TEMPLATE_PROCEDURAL,2D5F,IMPLEMENT_HISTORICAL,Sira Bo Kulibali (Coulibaly),,REUSE_EXISTING_HISTORICAL_CHARACTER,Sira Bo Kulibali,YES,,UNKNOWN,,,Bamana/Bambara (Massassi),Bamana traditional religion / non-Islamic dynastic context; personal practice not directly documented,DNA_PENDING_FUTURE_PORTRAIT_PHASE,REUSE_EXISTING_CHARACTER_ADD_GENERAL_ROLE_AND_ATTACH,
GEN1776-203,MAD,cleanup2d3b_mad_land_1,region_east_africa,DEFAULT_TEMPLATE_PROCEDURAL,2D5F,PROCEDURAL_REQUIRED_COLLECTIVE_STRUCTURE,,,KEEP_EXISTING_PROCEDURAL,,NO,,UNKNOWN,,,,,NOT_APPLICABLE,PRESERVE_2D4_PROCEDURAL_PROFILE,
GEN1776-204,MBS,cleanup2d3b_mbs_land_1,region_east_africa,DEFAULT_TEMPLATE_PROCEDURAL,2D5F,KEEP_PROCEDURAL,Mazrui officeholders around the 1770s (examined),,KEEP_EXISTING_PROCEDURAL,,NO,,UNKNOWN,,,Swahili/Omani-Mazrui elite,Sunni Islam,NOT_APPLICABLE,PRESERVE_2D4_PROCEDURAL_PROFILE,
GEN1776-205,MJT,cleanup2d3b_mjt_land_1,region_east_africa,DEFAULT_TEMPLATE_PROCEDURAL,2D5F,PROCEDURAL_REQUIRED_COLLECTIVE_STRUCTURE,,,KEEP_EXISTING_PROCEDURAL,,NO,,UNKNOWN,,,Somali / Majeerteen,Sunni Islam,NOT_APPLICABLE,PRESERVE_2D4_PROCEDURAL_PROFILE,
GEN1776-206,MSN,cleanup2d3b_msn_land_1,region_west_africa,DEFAULT_TEMPLATE_PROCEDURAL,2D5F,PROCEDURAL_REQUIRED_COLLECTIVE_STRUCTURE,,,KEEP_EXISTING_PROCEDURAL,,NO,,UNKNOWN,,,Fulbe/Fulani,Islam present among Fulbe groups; political/religious structures heterogeneous,NOT_APPLICABLE,PRESERVE_2D4_PROCEDURAL_PROFILE,
GEN1776-207,OYO,cleanup2d3b_oyo_land_1,region_west_africa,DEFAULT_TEMPLATE_PROCEDURAL,2D5F,KEEP_PROCEDURAL,Are Ona Kakanfo officeholder (identity unresolved),,KEEP_EXISTING_PROCEDURAL,,NO,,UNKNOWN,,,Yoruba,Yoruba religious context,NOT_APPLICABLE,PRESERVE_2D4_PROCEDURAL_PROFILE,
GEN1776-208,RWD,cleanup2d3b_rwd_land_1,region_east_africa,DEFAULT_TEMPLATE_PROCEDURAL,2D5F,KEEP_PROCEDURAL,,,KEEP_EXISTING_PROCEDURAL,,NO,,UNKNOWN,,,,,NOT_APPLICABLE,PRESERVE_2D4_PROCEDURAL_PROFILE,
GEN1776-209,SGU,cleanup2d3b_sgu_land_1,region_west_africa,DEFAULT_TEMPLATE_PROCEDURAL,2D5F,IMPLEMENT_HISTORICAL,Ngolo Diarra,,REUSE_EXISTING_HISTORICAL_CHARACTER,Ngolo Diarra,YES,c.1718,APPROX_YEAR,"Niola, region of Koulikoro (reported in later syntheses)",VERIFY — do not guess during implementation,Bamana/Bambara,Bamana religious tradition; exact personal affiliation unresolved,DNA_PENDING_FUTURE_PORTRAIT_PHASE,REUSE_EXISTING_CHARACTER_ADD_GENERAL_ROLE_AND_ATTACH,
GEN1776-210,SWZ,cleanup2d3b_swz_land_1,region_southern_africa,DEFAULT_TEMPLATE_PROCEDURAL,2D5F,IMPLEMENT_HISTORICAL,Ngwane III,,REUSE_EXISTING_HISTORICAL_CHARACTER,Ngwane III,YES,,UNKNOWN,,,Swazi / Nguni,Swazi/Nguni traditional religion,DNA_PENDING_FUTURE_PORTRAIT_PHASE,REUSE_EXISTING_CHARACTER_ADD_GENERAL_ROLE_AND_ATTACH,
GEN1776-211,TGI,cleanup2d3b_tgi_land_1,region_east_africa,DEFAULT_TEMPLATE_PROCEDURAL,2D5F,KEEP_PROCEDURAL,,,KEEP_EXISTING_PROCEDURAL,,NO,,UNKNOWN,,,Swahili/Makua-coastal context; exact mapping unresolved,Islamic coastal polity context,NOT_APPLICABLE,PRESERVE_2D4_PROCEDURAL_PROFILE,
GEN1776-212,WAD,cleanup2d3b_wad_land_1,region_equatorial_africa,DEFAULT_TEMPLATE_PROCEDURAL,2D5F,KEEP_PROCEDURAL,Muhammad Jawda (examined),,KEEP_EXISTING_PROCEDURAL,,NO,,UNKNOWN,,,Wadai / Maba-associated sultanate context,Sunni Islam,NOT_APPLICABLE,PRESERVE_2D4_PROCEDURAL_PROFILE,
GEN1776-213,WBL,cleanup2d3b_wbl_land_1,region_southern_africa,DEFAULT_TEMPLATE_PROCEDURAL,2D5F,PROCEDURAL_REQUIRED_COLLECTIVE_STRUCTURE,Adam Kok I (examined),,KEEP_EXISTING_PROCEDURAL,,NO,,UNKNOWN,,,Khoekhoe/Baster/Griqua precursor communities,,NOT_APPLICABLE,PRESERVE_2D4_PROCEDURAL_PROFILE,
GEN1776-214,WSG,cleanup2d3b_wsg_land_1,region_east_africa,DEFAULT_TEMPLATE_PROCEDURAL,2D5F,PROCEDURAL_REQUIRED_COLLECTIVE_STRUCTURE,,,KEEP_EXISTING_PROCEDURAL,,NO,,UNKNOWN,,,Somali / Warsangali,Sunni Islam,NOT_APPLICABLE,PRESERVE_2D4_PROCEDURAL_PROFILE,
