tag,formation,state,unit_type,state_direct_owner,state_barrack_cap,state_existing_regulars,state_target_regulars,formation_state_type_target,unit_type_allowed,hq,materialization_expected,mismatch_after,notes
BRD,cleanup2d3b_brd_land_1,STATE_TANGANYIKA,combat_unit_type_dragoons,YES,25,2,2,1,YES,region_east_africa,YES,0,R1_CAP_SAFE_PRESERVED
BRD,cleanup2d3b_brd_land_1,STATE_TANGANYIKA,combat_unit_type_irregular_infantry,YES,25,2,2,1,YES,region_east_africa,YES,0,R1_CAP_SAFE_PRESERVED
BRG,cleanup2d3b_brg_land_1,STATE_DAHOMEY,combat_unit_type_irregular_infantry,YES,25,1,1,1,YES,region_west_africa,YES,0,R1_CAP_SAFE_PRESERVED
BST,cleanup2d3b_bst_land_1,STATE_VRYSTAAT,combat_unit_type_dragoons,YES,25,2,2,1,YES,region_southern_africa,YES,0,R1_CAP_SAFE_PRESERVED
BST,cleanup2d3b_bst_land_1,STATE_VRYSTAAT,combat_unit_type_irregular_infantry,YES,25,2,2,1,YES,region_southern_africa,YES,0,R1_CAP_SAFE_PRESERVED
BUG,cleanup2d3b_bug_land_1,STATE_UGANDA,combat_unit_type_dragoons,YES,25,4,4,1,YES,region_east_africa,YES,0,R1_CAP_SAFE_PRESERVED
BUG,cleanup2d3b_bug_land_1,STATE_UGANDA,combat_unit_type_irregular_infantry,YES,25,4,4,3,YES,region_east_africa,YES,0,R1_CAP_SAFE_PRESERVED
DAH,cleanup2d3b_dah_land_1,STATE_DAHOMEY,combat_unit_type_dragoons,YES,25,7,7,1,YES,region_west_africa,YES,0,R1_CAP_SAFE_PRESERVED
DAH,cleanup2d3b_dah_land_1,STATE_DAHOMEY,combat_unit_type_irregular_infantry,YES,25,7,7,6,YES,region_west_africa,YES,0,R1_CAP_SAFE_PRESERVED
ETH,cleanup2d3b_eth_land_1,STATE_AMHARA,combat_unit_type_dragoons,YES,25,16,16,4,YES,region_east_africa,YES,0,R1_CAP_SAFE_PRESERVED
ETH,cleanup2d3b_eth_land_1,STATE_AMHARA,combat_unit_type_irregular_infantry,YES,25,16,16,12,YES,region_east_africa,YES,0,R1_CAP_SAFE_PRESERVED
FTJ,cleanup2d3b_ftj_land_1,STATE_GUINEA,combat_unit_type_dragoons,YES,25,4,4,1,YES,region_west_africa,YES,0,R1_CAP_SAFE_PRESERVED
FTJ,cleanup2d3b_ftj_land_1,STATE_GUINEA,combat_unit_type_irregular_infantry,YES,25,4,4,3,YES,region_west_africa,YES,0,R1_CAP_SAFE_PRESERVED
FTR,cleanup2d3b_ftr_land_1,STATE_MAURITANIA,combat_unit_type_dragoons,YES,25,4,4,1,YES,region_west_africa,YES,0,R1_CAP_SAFE_PRESERVED
FTR,cleanup2d3b_ftr_land_1,STATE_MAURITANIA,combat_unit_type_irregular_infantry,YES,25,4,4,3,YES,region_west_africa,YES,0,R1_CAP_SAFE_PRESERVED
GLD,cleanup2d3b_gld_land_1,STATE_SOMALILAND,combat_unit_type_dragoons,YES,25,2,2,1,YES,region_east_africa,YES,0,R1_CAP_SAFE_PRESERVED
GLD,cleanup2d3b_gld_land_1,STATE_SOMALILAND,combat_unit_type_irregular_infantry,YES,25,2,2,1,YES,region_east_africa,YES,0,R1_CAP_SAFE_PRESERVED
HAU,cleanup2d3b_hau_land_1,STATE_OUTER_HAUSALAND,combat_unit_type_dragoons,YES,25,4,4,1,YES,region_west_africa,YES,0,R1_CAP_SAFE_PRESERVED
HAU,cleanup2d3b_hau_land_1,STATE_OUTER_HAUSALAND,combat_unit_type_irregular_infantry,YES,25,4,4,3,YES,region_west_africa,YES,0,R1_CAP_SAFE_PRESERVED
ISQ,cleanup2d3b_isq_land_1,STATE_SOMALILAND,combat_unit_type_irregular_infantry,YES,25,1,1,1,YES,region_east_africa,YES,0,R1_CAP_SAFE_PRESERVED
KON,cleanup2d3b_kon_land_1,STATE_BAS_CONGO,combat_unit_type_dragoons,YES,25,2,2,1,YES,region_equatorial_africa,YES,0,R1_CAP_SAFE_PRESERVED
KON,cleanup2d3b_kon_land_1,STATE_BAS_CONGO,combat_unit_type_irregular_infantry,YES,25,2,2,1,YES,region_equatorial_africa,YES,0,R1_CAP_SAFE_PRESERVED
KRG,cleanup2d3b_krg_land_1,STATE_TANGANYIKA,combat_unit_type_irregular_infantry,YES,25,1,1,1,YES,region_east_africa,YES,0,R1_CAP_SAFE_PRESERVED
KRT,cleanup2d3b_krt_land_1,STATE_WESTERN_MALI,combat_unit_type_dragoons,YES,25,4,4,1,YES,region_west_africa,YES,0,R1_CAP_SAFE_PRESERVED
KRT,cleanup2d3b_krt_land_1,STATE_WESTERN_MALI,combat_unit_type_irregular_infantry,YES,25,4,4,3,YES,region_west_africa,YES,0,R1_CAP_SAFE_PRESERVED
MAD,cleanup2d3b_mad_land_1,STATE_NORTH_MADAGASCAR,combat_unit_type_dragoons,YES,25,8,8,2,YES,region_east_africa,YES,0,R1_CAP_SAFE_PRESERVED
MAD,cleanup2d3b_mad_land_1,STATE_NORTH_MADAGASCAR,combat_unit_type_irregular_infantry,YES,25,8,8,6,YES,region_east_africa,YES,0,R1_CAP_SAFE_PRESERVED
MBS,cleanup2d3b_mbs_land_1,STATE_KENYA,combat_unit_type_irregular_infantry,YES,25,1,1,1,YES,region_east_africa,YES,0,R1_CAP_SAFE_PRESERVED
MJT,cleanup2d3b_mjt_land_1,STATE_SOMALILAND,combat_unit_type_dragoons,YES,25,3,3,1,YES,region_east_africa,YES,0,R1_CAP_SAFE_PRESERVED
MJT,cleanup2d3b_mjt_land_1,STATE_SOMALILAND,combat_unit_type_irregular_infantry,YES,25,3,3,2,YES,region_east_africa,YES,0,R1_CAP_SAFE_PRESERVED
MSN,cleanup2d3b_msn_land_1,STATE_EASTERN_MALI,combat_unit_type_dragoons,YES,25,8,8,2,YES,region_west_africa,YES,0,R1_CAP_SAFE_PRESERVED
MSN,cleanup2d3b_msn_land_1,STATE_EASTERN_MALI,combat_unit_type_irregular_infantry,YES,25,8,8,6,YES,region_west_africa,YES,0,R1_CAP_SAFE_PRESERVED
OYO,cleanup2d3b_oyo_land_1,STATE_YORUBA_STATES,combat_unit_type_dragoons,YES,25,12,12,5,YES,region_west_africa,YES,0,R1_CAP_SAFE_PRESERVED
OYO,cleanup2d3b_oyo_land_1,STATE_YORUBA_STATES,combat_unit_type_irregular_infantry,YES,25,12,12,7,YES,region_west_africa,YES,0,R1_CAP_SAFE_PRESERVED
RWD,cleanup2d3b_rwd_land_1,STATE_TANGANYIKA,combat_unit_type_dragoons,YES,25,2,2,1,YES,region_east_africa,YES,0,R1_CAP_SAFE_PRESERVED
RWD,cleanup2d3b_rwd_land_1,STATE_TANGANYIKA,combat_unit_type_irregular_infantry,YES,25,2,2,1,YES,region_east_africa,YES,0,R1_CAP_SAFE_PRESERVED
SGU,cleanup2d3b_sgu_land_1,STATE_WESTERN_MALI,combat_unit_type_dragoons,YES,25,4,4,1,YES,region_west_africa,YES,0,R1_CAP_SAFE_PRESERVED
SGU,cleanup2d3b_sgu_land_1,STATE_WESTERN_MALI,combat_unit_type_irregular_infantry,YES,25,4,4,3,YES,region_west_africa,YES,0,R1_CAP_SAFE_PRESERVED
SWZ,cleanup2d3b_swz_land_1,STATE_TRANSVAAL,combat_unit_type_irregular_infantry,YES,25,1,1,1,YES,region_southern_africa,YES,0,R1_CAP_SAFE_PRESERVED
TGI,cleanup2d3b_tgi_land_1,STATE_MOCAMBIQUE,combat_unit_type_irregular_infantry,YES,25,1,1,1,YES,region_east_africa,YES,0,R1_CAP_SAFE_PRESERVED
WAD,cleanup2d3b_wad_land_1,STATE_CHAD,combat_unit_type_dragoons,YES,25,4,4,1,YES,region_equatorial_africa,YES,0,R1_CAP_SAFE_PRESERVED
WAD,cleanup2d3b_wad_land_1,STATE_CHAD,combat_unit_type_irregular_infantry,YES,25,4,4,3,YES,region_equatorial_africa,YES,0,R1_CAP_SAFE_PRESERVED
WBL,cleanup2d3b_wbl_land_1,STATE_NORTHERN_CAPE,combat_unit_type_irregular_infantry,YES,25,1,1,1,YES,region_southern_africa,YES,0,R1_CAP_SAFE_PRESERVED
WSG,cleanup2d3b_wsg_land_1,STATE_SOMALILAND,combat_unit_type_irregular_infantry,YES,25,1,1,1,YES,region_east_africa,YES,0,R1_CAP_SAFE_PRESERVED
