"tag","country_name","domain","proposed_formation_name","historical_or_modeled","historical_role","proposed_hq","proposed_base_region","infantry","cavalry","artillery","other_land","frigates","ships_of_the_line","other_ships","total_units","crew_or_manpower","commander_needed_later","historical_commander_candidate_if_packet_has_one","confidence","source_basis","current_formation_action","notes"
"WAL","Wallachia","land","Armata_rii_Romneti","MODELED","STANDING_CORE","region_balkans","","3","1","0","0","0","0","0","4","4000","YES","","LOW","MODELED_FROM_QUALITATIVE_EVIDENCE=YES; recommended standing core = 90% of current scripted units in Europe, 75% elsewhere, or 40% of existing barracks where no formation exists; regional composition and non-standing mobilization applied separately.","KEEP","Target division is arithmetic and preserves national composition; current formations: Armata_rii_Romneti."
"WBL","Griqualand","land","Modeled 1776 Field Force 1","MODELED","STANDING_CORE","region_west_africa","","1","0","0","0","0","0","0","1","1000","YES","","LOW","MODELED_FROM_QUALITATIVE_EVIDENCE=YES; recommended standing core = 90% of current scripted units in Europe, 75% elsewhere, or 40% of existing barracks where no formation exists; regional composition and non-standing mobilization applied separately.","CREATE","Target division is arithmetic and preserves national composition; current formations: ."
"WEI","Saxe-Weimar-Eisenach","land","Modeled 1776 Field Force 1","MODELED","STANDING_CORE","region_central_europe","","1","0","0","0","0","0","0","1","1000","YES","","LOW","MODELED_FROM_QUALITATIVE_EVIDENCE=YES; recommended standing core = 90% of current scripted units in Europe, 75% elsewhere, or 40% of existing barracks where no formation exists; regional composition and non-standing mobilization applied separately.","CREATE","Target division is arithmetic and preserves national composition; current formations: ."
"WLD","Waldeck","land","Waldecksches_Bataillon","MODELED","STANDING_CORE","region_central_europe","","1","0","0","0","0","0","0","1","1000","YES","","LOW","MODELED_FROM_QUALITATIVE_EVIDENCE=YES; recommended standing core = 90% of current scripted units in Europe, 75% elsewhere, or 40% of existing barracks where no formation exists; regional composition and non-standing mobilization applied separately.","KEEP","Target division is arithmetic and preserves national composition; current formations: Waldecksches_Bataillon."
"WSG","Warsangali","land","Modeled 1776 Field Force 1","MODELED","STANDING_CORE","region_west_africa","","1","0","0","0","0","0","0","1","1000","YES","","LOW","MODELED_FROM_QUALITATIVE_EVIDENCE=YES; recommended standing core = 90% of current scripted units in Europe, 75% elsewhere, or 40% of existing barracks where no formation exists; regional composition and non-standing mobilization applied separately.","CREATE","Target division is arithmetic and preserves national composition; current formations: ."
"WUR","Württemberg","land","Kniglich_Wrttembergische_Armee","MODELED","STANDING_CORE","region_central_europe","","10","2","1","0","0","0","0","13","13000","YES","","LOW","MODELED_FROM_QUALITATIVE_EVIDENCE=YES; recommended standing core = 90% of current scripted units in Europe, 75% elsewhere, or 40% of existing barracks where no formation exists; regional composition and non-standing mobilization applied separately.","RESIZE","Target division is arithmetic and preserves national composition; current formations: Kniglich_Wrttembergische_Armee."
"YOG","Yogyakarta","land","Modeled 1776 Field Force 1","MODELED","STANDING_CORE","region_indochina","","1","0","0","0","0","0","0","1","1000","YES","","LOW","MODELED_FROM_QUALITATIVE_EVIDENCE=YES; recommended standing core = 90% of current scripted units in Europe, 75% elsewhere, or 40% of existing barracks where no formation exists; regional composition and non-standing mobilization applied separately.","CREATE","Target division is arithmetic and preserves national composition; current formations: ."
"ZAI","Azal","land","Modeled 1776 Field Force 1","MODELED","STANDING_CORE","region_near_east","","1","1","0","0","0","0","0","2","2000","YES","","LOW","MODELED_FROM_QUALITATIVE_EVIDENCE=YES; recommended standing core = 90% of current scripted units in Europe, 75% elsewhere, or 40% of existing barracks where no formation exists; regional composition and non-standing mobilization applied separately.","CREATE","Target division is arithmetic and preserves national composition; current formations: ."
"AUS","Austria","naval","<unnamed@571>","MODELED","COMBAT_AND_STATION_CAPACITY","region_balkans","region_balkans","0","0","0","0","3","0","0","3","1500","YES","","LOW","MODELED_FROM_QUALITATIVE_EVIDENCE=YES; small Adriatic capacity only, not a battle fleet.","RESIZE","Each proposed fleet requires an admiral later; names/roles are distinct where multiple fleets exist."
"BEO","Austrian Netherlands (BEO/Belgium)","naval","Marine_Royale","HISTORICAL_VERDICT","NO_COMBAT_FLEET","region_western_europe","","0","0","0","0","0","0","0","0","0","NO","","VERY_LOW","Habsburg component receives no independent blue-water fleet.","REMOVE","Remove/disable current fleet; do not populate."
"BRZ","Brazil","naval","Armada_Nacional","STRUCTURAL_DEFER","NO_INDEPENDENT_TARGET","region_brazil","","0","0","0","0","0","0","0","0","0","NO","","VERY_LOW","ALLOCATE_FROM_OVERLORD_POOL","STRUCTURAL_DEFER","Fleet frozen pending polity/overlord decision."
"CHI","China","naval","Bohai Coastal Fleet","MODELED","COMBAT_AND_STATION_CAPACITY","region_north_china","Bohai","0","0","0","0","4","0","0","4","2000","YES","","LOW","MODELED_FROM_QUALITATIVE_EVIDENCE=YES; coastal security/junk combat capacity represented as frigate equivalents.","RESIZE","Each proposed fleet requires an admiral later; names/roles are distinct where multiple fleets exist."
"CHI","China","naval","Guangdong Coastal Fleet","MODELED","COMBAT_AND_STATION_CAPACITY","region_south_china","Guangdong","0","0","0","0","4","0","0","4","2000","YES","","LOW","MODELED_FROM_QUALITATIVE_EVIDENCE=YES; coastal security/junk combat capacity represented as frigate equivalents.","RESIZE","Each proposed fleet requires an admiral later; names/roles are distinct where multiple fleets exist."
"DEI","East Indies","naval","Koloniale_Marine","MODELED","COMBAT_AND_STATION_CAPACITY","region_indonesia","region_indonesia","0","0","0","0","2","0","0","2","1000","YES","","LOW","VOC company patrol/escort capacity only; merchant hulls and Dutch state navy excluded.","RESIZE","Each proposed fleet requires an admiral later; names/roles are distinct where multiple fleets exist."
"DENNOR","Denmark-Norway","naval","Kongelige_Danske_Marine","MODELED","COMBAT_AND_STATION_CAPACITY","region_northern_europe","region_northern_europe","0","0","0","0","8","6","0","14","8800","YES","","LOW","MODELED_FROM_QUALITATIVE_EVIDENCE=YES; current 14-unit regional mix retained; 40000 maritime labour pool not converted.","KEEP","Each proposed fleet requires an admiral later; names/roles are distinct where multiple fleets exist."
"FRA","France","naval","Escadre de Brest","HISTORICAL_MODEL","COMBAT_AND_STATION_CAPACITY","region_western_europe","Brest","0","0","0","0","9","13","0","22","14900","YES","","HIGH","23 SOL in condition on 1 Jan 1776 anchors the recommendation; frigates held below wartime expansion.","MERGE","Each proposed fleet requires an admiral later; names/roles are distinct where multiple fleets exist."
"FRA","France","naval","Escadre de Toulon","HISTORICAL_MODEL","COMBAT_AND_STATION_CAPACITY","region_southern_europe","Toulon","0","0","0","0","5","8","0","13","8900","YES","","HIGH","23 SOL in condition on 1 Jan 1776 anchors the recommendation; frigates held below wartime expansion.","MERGE","Each proposed fleet requires an admiral later; names/roles are distinct where multiple fleets exist."
"FRA","France","naval","Rochefort and Overseas Station","HISTORICAL_MODEL","COMBAT_AND_STATION_CAPACITY","region_central_america","Rochefort/Antilles","0","0","0","0","4","2","0","6","3600","YES","","HIGH","23 SOL in condition on 1 Jan 1776 anchors the recommendation; frigates held below wartime expansion.","MERGE","Each proposed fleet requires an admiral later; names/roles are distinct where multiple fleets exist."
"GBR","Great Britain","naval","Channel Fleet","HISTORICAL_MODEL","COMBAT_AND_STATION_CAPACITY","region_western_europe","Portsmouth/Chatham","0","0","0","0","12","38","0","50","36400","YES","","HIGH","0.90-1.00 of 82-SOL June readiness anchor; total 270 registered hulls not activated wholesale.","MERGE","Each proposed fleet requires an admiral later; names/roles are distinct where multiple fleets exist."
"GBR","Great Britain","naval","Western Approaches Fleet","HISTORICAL_MODEL","COMBAT_AND_STATION_CAPACITY","region_western_europe","Plymouth","0","0","0","0","8","20","0","28","20000","YES","","HIGH","0.90-1.00 of 82-SOL June readiness anchor; total 270 registered hulls not activated wholesale.","MERGE","Each proposed fleet requires an admiral later; names/roles are distinct where multiple fleets exist."
"GBR","Great Britain","naval","Mediterranean Station","HISTORICAL_MODEL","COMBAT_AND_STATION_CAPACITY","region_southern_europe","Gibraltar/Mediterranean","0","0","0","0","4","8","0","12","8400","YES","","HIGH","0.90-1.00 of 82-SOL June readiness anchor; total 270 registered hulls not activated wholesale.","MERGE","Each proposed fleet requires an admiral later; names/roles are distinct where multiple fleets exist."
"GBR","Great Britain","naval","North America and West Indies Station","HISTORICAL_MODEL","COMBAT_AND_STATION_CAPACITY","region_atlantic_coast","North America/West Indies","0","0","0","0","8","4","0","12","7200","YES","","HIGH","0.90-1.00 of 82-SOL June readiness anchor; total 270 registered hulls not activated wholesale.","MERGE","Each proposed fleet requires an admiral later; names/roles are distinct where multiple fleets exist."
"GBR","Great Britain","naval","East Indies Station","HISTORICAL_MODEL","COMBAT_AND_STATION_CAPACITY","region_indochina","East Indies","0","0","0","0","4","3","0","7","4400","YES","","HIGH","0.90-1.00 of 82-SOL June readiness anchor; total 270 registered hulls not activated wholesale.","MERGE","Each proposed fleet requires an admiral later; names/roles are distinct where multiple fleets exist."
"GBR","Great Britain","naval","Cape and South Atlantic Station","HISTORICAL_MODEL","COMBAT_AND_STATION_CAPACITY","region_east_africa","Cape/South Atlantic","0","0","0","0","3","2","0","5","3100","YES","","HIGH","0.90-1.00 of 82-SOL June readiness anchor; total 270 registered hulls not activated wholesale.","MERGE","Each proposed fleet requires an admiral later; names/roles are distinct where multiple fleets exist."
"GBR","Great Britain","naval","Home Reserve and Coastal Station","HISTORICAL_MODEL","COMBAT_AND_STATION_CAPACITY","region_western_europe","Home ports","0","0","0","0","3","3","0","6","3900","YES","","HIGH","0.90-1.00 of 82-SOL June readiness anchor; total 270 registered hulls not activated wholesale.","MERGE","Each proposed fleet requires an admiral later; names/roles are distinct where multiple fleets exist."
"GEN","Most Serene Republic of Genoa","naval","merchant_venice_fleet","MODELED","COMBAT_AND_STATION_CAPACITY","region_southern_europe","region_southern_europe","0","0","0","0","3","0","0","3","1500","YES","","LOW","Small commerce-protection frigate abstraction.","RESIZE","Each proposed fleet requires an admiral later; names/roles are distinct where multiple fleets exist."
"HAN","Hanover","naval","Elbzollstation","HISTORICAL_VERDICT","NO_COMBAT_FLEET","region_central_europe","","0","0","0","0","0","0","0","0","0","NO","","LOW","No independent Hanoverian blue-water fleet; remove current unsupported frigate.","REMOVE","Remove/disable current fleet; do not populate."
"MARATH","Maratha Confederacy","naval","Konkan_Flotilla","MODELED","COMBAT_AND_STATION_CAPACITY","region_south_india","region_south_india","0","0","0","0","2","0","0","2","1000","YES","","LOW","Konkan company/confederal coastal flotilla retained as two frigate equivalents.","KEEP","Each proposed fleet requires an admiral later; names/roles are distinct where multiple fleets exist."
"NET","Netherlands","naval","Amsterdam and North Sea Squadron","MODELED","COMBAT_AND_STATION_CAPACITY","region_western_europe","Amsterdam","0","0","0","0","5","4","0","9","5700","YES","","LOW","Reduced peacetime activity: few-thousand active-seamen evidence reconciled with a real second-tier fleet.","SPLIT","Each proposed fleet requires an admiral later; names/roles are distinct where multiple fleets exist."
"NET","Netherlands","naval","Convoy and Mediterranean Squadron","MODELED","COMBAT_AND_STATION_CAPACITY","region_southern_europe","Dutch ports/Mediterranean","0","0","0","0","3","2","0","5","3100","YES","","LOW","Reduced peacetime activity: few-thousand active-seamen evidence reconciled with a real second-tier fleet.","CREATE","Each proposed fleet requires an admiral later; names/roles are distinct where multiple fleets exist."
"OMA","Oman","naval","Bahriat_alMasqat","MODELED","COMBAT_AND_STATION_CAPACITY","region_arabia","region_arabia","0","0","0","0","8","0","0","8","4000","YES","","LOW","MODELED_FROM_QUALITATIVE_EVIDENCE=YES; regional armed-vessel capacity represented as frigate equivalents, not European SOL.","RESIZE","Each proposed fleet requires an admiral later; names/roles are distinct where multiple fleets exist."
"PAP","Papal States","naval","Marina_Pontificia","MODELED","COMBAT_AND_STATION_CAPACITY","region_southern_europe","region_southern_europe","0","0","0","0","1","0","0","1","500","YES","","LOW","MODELED_FROM_QUALITATIVE_EVIDENCE=YES; current regional combat mix retained as a provisional center point pending ship-list evidence.","KEEP","Each proposed fleet requires an admiral later; names/roles are distinct where multiple fleets exist."
"POR","Portugal","naval","Lisbon Squadron","MODELED","COMBAT_AND_STATION_CAPACITY","region_southern_europe","Lisbon","0","0","0","0","5","3","0","8","4900","YES","","LOW","MODELED_FROM_QUALITATIVE_EVIDENCE=YES; Lisbon and documented South Atlantic presence represented separately.","SPLIT","Each proposed fleet requires an admiral later; names/roles are distinct where multiple fleets exist."
"POR","Portugal","naval","South Atlantic Squadron","MODELED","COMBAT_AND_STATION_CAPACITY","region_brazil","Santa Catarina/Brazil","0","0","0","0","3","1","0","4","2300","YES","","LOW","MODELED_FROM_QUALITATIVE_EVIDENCE=YES; Lisbon and documented South Atlantic presence represented separately.","CREATE","Each proposed fleet requires an admiral later; names/roles are distinct where multiple fleets exist."
"PRU","Prussia","naval","Kniglich_Preuische_Marine","HISTORICAL_VERDICT","NO_COMBAT_FLEET","region_central_europe","","0","0","0","0","0","0","0","0","0","NO","","MEDIUM","No meaningful 1776 Prussian blue-water combat navy; remove empty formation.","REMOVE","Remove/disable current fleet; do not populate."
"RUS","Russia","naval","Baltic Fleet","MODELED","COMBAT_AND_STATION_CAPACITY","region_russia","Kronstadt/Reval","0","0","0","0","10","15","0","25","17000","YES","","LOW","MODELED_FROM_QUALITATIVE_EVIDENCE=YES; meaningful Baltic force discounted for postwar transition, below Atlantic first-rank navies.","RESIZE","Each proposed fleet requires an admiral later; names/roles are distinct where multiple fleets exist."
"RUS","Russia","naval","Archipelago Return Squadron","MODELED","COMBAT_AND_STATION_CAPACITY","region_balkans","Mediterranean transition","0","0","0","0","4","3","0","7","4400","YES","","LOW","MODELED_FROM_QUALITATIVE_EVIDENCE=YES; meaningful Baltic force discounted for postwar transition, below Atlantic first-rank navies.","RESIZE","Each proposed fleet requires an admiral later; names/roles are distinct where multiple fleets exist."
"SAR","Sardinia-Piedmont","naval","Marina_del_Regno_di_Sardegna","MODELED","COMBAT_AND_STATION_CAPACITY","region_southern_europe","region_southern_europe","0","0","0","0","5","0","0","5","2500","YES","","LOW","MODELED_FROM_QUALITATIVE_EVIDENCE=YES; current regional combat mix retained as a provisional center point pending ship-list evidence.","KEEP","Each proposed fleet requires an admiral later; names/roles are distinct where multiple fleets exist."
"SC4","Río de la Plata","naval","Armada_Argentina","STRUCTURAL_DEFER","NO_INDEPENDENT_TARGET","region_la_plata","","0","0","0","0","0","0","0","0","0","NO","","VERY_LOW","ALLOCATE_FROM_OVERLORD_POOL","STRUCTURAL_DEFER","Fleet frozen pending polity/overlord decision."
"SIC","Two Sicilies","naval","Armata_di_Mare_di_SM_il_Re_del_Regno_delle_Due_Sicilie","STRUCTURAL_DEFER","NO_INDEPENDENT_TARGET","region_southern_europe","STATE_CAMPANIA:3","0","0","0","0","0","0","0","0","0","NO","","VERY_LOW","MAP_REWORK_DEFERRED","STRUCTURAL_DEFER","Fleet frozen pending polity/overlord decision."
"SPA","Spain","naval","Escuadra de CÃ¡diz","HISTORICAL_MODEL","COMBAT_AND_STATION_CAPACITY","region_southern_europe","CÃ¡diz/Ferrol","0","0","0","0","7","10","0","17","11500","YES","","HIGH","17 SOL fully commissioned and 28 in armament bracket three distinct geographic squadrons.","RENAME","Each proposed fleet requires an admiral later; names/roles are distinct where multiple fleets exist."
"SPA","Spain","naval","Escuadra de Cartagena","HISTORICAL_MODEL","COMBAT_AND_STATION_CAPACITY","region_southern_europe","Cartagena","0","0","0","0","4","6","0","10","6800","YES","","HIGH","17 SOL fully commissioned and 28 in armament bracket three distinct geographic squadrons.","RESIZE","Each proposed fleet requires an admiral later; names/roles are distinct where multiple fleets exist."
"SPA","Spain","naval","Escuadra de AmÃ©rica","HISTORICAL_MODEL","COMBAT_AND_STATION_CAPACITY","region_central_america","Havana/South Atlantic/Pacific","0","0","0","0","7","6","0","13","8300","YES","","HIGH","17 SOL fully commissioned and 28 in armament bracket three distinct geographic squadrons.","CREATE","Each proposed fleet requires an admiral later; names/roles are distinct where multiple fleets exist."
"SPA","Spain","naval","Real_Armada_Espaola (duplicate block)","SCRIPT_BUG","DUPLICATE_TO_REMOVE","region_southern_europe","","0","0","0","0","0","0","0","0","0","NO","","HIGH","2D-0 exact duplicate + 2D-1 historical verdict","REMOVE","Tombstone planning row: identical duplicate is not preserved."
"SWE","Sweden","naval","Swedish Line Fleet","HISTORICAL_MODEL","COMBAT_AND_STATION_CAPACITY","region_northern_europe","Karlskrona","0","0","0","0","2","14","0","16","12200","YES","","MEDIUM","22 nominal SOL less six obsolete gives a 16-SOL recommended combat abstraction.","SPLIT","Each proposed fleet requires an admiral later; names/roles are distinct where multiple fleets exist."
"SWE","Sweden","naval","Archipelago and Coastal Squadron","HISTORICAL_MODEL","COMBAT_AND_STATION_CAPACITY","region_northern_europe","Stockholm/Karlskrona","0","0","0","0","4","2","0","6","3600","YES","","MEDIUM","22 nominal SOL less six obsolete gives a 16-SOL recommended combat abstraction.","CREATE","Each proposed fleet requires an admiral later; names/roles are distinct where multiple fleets exist."
"TRA","Travancore","naval","TravancoreNavy","MODELED","COMBAT_AND_STATION_CAPACITY","region_south_india","region_south_india","0","0","0","0","1","0","0","1","500","YES","","LOW","MODELED_FROM_QUALITATIVE_EVIDENCE=YES; current regional combat mix retained as a provisional center point pending ship-list evidence.","KEEP","Each proposed fleet requires an admiral later; names/roles are distinct where multiple fleets exist."
"TRI","Tripolitania","naval","Escadre_de_Tripoli","MODELED","COMBAT_AND_STATION_CAPACITY","region_north_africa","region_north_africa","0","0","0","0","1","0","0","1","500","YES","","LOW","MODELED_FROM_QUALITATIVE_EVIDENCE=YES; current regional combat mix retained as a provisional center point pending ship-list evidence.","KEEP","Each proposed fleet requires an admiral later; names/roles are distinct where multiple fleets exist."
"TUN","Tunis","naval","Bahriat_alTuwnusia","MODELED","COMBAT_AND_STATION_CAPACITY","region_north_africa","region_north_africa","0","0","0","0","1","0","0","1","500","YES","","LOW","MODELED_FROM_QUALITATIVE_EVIDENCE=YES; current regional combat mix retained as a provisional center point pending ship-list evidence.","KEEP","Each proposed fleet requires an admiral later; names/roles are distinct where multiple fleets exist."
"TUR","Ottoman Empire","naval","Donanmay_Humyn","MODELED","COMBAT_AND_STATION_CAPACITY","region_balkans","region_balkans","0","0","0","0","6","3","0","9","5400","YES","","LOW","MODELED_FROM_QUALITATIVE_EVIDENCE=YES; conservative postwar Ottoman combat fleet abstraction.","RESIZE","Each proposed fleet requires an admiral later; names/roles are distinct where multiple fleets exist."
"TUS","Tuscany","naval","Marina_del_Granducato_di_Toscana","MODELED","COMBAT_AND_STATION_CAPACITY","region_southern_europe","region_southern_europe","0","0","0","0","1","0","0","1","500","YES","","LOW","MODELED_FROM_QUALITATIVE_EVIDENCE=YES; current regional combat mix retained as a provisional center point pending ship-list evidence.","KEEP","Each proposed fleet requires an admiral later; names/roles are distinct where multiple fleets exist."
"USA","America","naval","Continental Squadron","HISTORICAL_MODEL","COMBAT_AND_STATION_CAPACITY","region_atlantic_coast","Atlantic seaboard","0","0","0","0","5","0","0","5","2500","YES","","HIGH","Crew-based ceiling 3090 / 500 = 6.18 frigate units; five small converted-vessel abstractions recommended; authorized frigates excluded.","MERGE","Each proposed fleet requires an admiral later; names/roles are distinct where multiple fleets exist."
"VEN","Venice","naval","merchant_venice_fleet","MODELED","COMBAT_AND_STATION_CAPACITY","region_southern_europe","region_southern_europe","0","0","0","0","5","2","0","7","4100","YES","","LOW","MODELED_FROM_QUALITATIVE_EVIDENCE=YES; reduced Adriatic regional force.","RESIZE","Each proposed fleet requires an admiral later; names/roles are distinct where multiple fleets exist."
