tag,country_name,centralized,barracks_levels,land_formations,infantry_units,cavalry_units,artillery_units,other_land_units,total_land_units,land_manpower_equivalent,naval_base_levels,fleets,frigate_units,ship_of_the_line_units,other_ship_units,total_naval_units,naval_manpower_equivalent,generals,admirals,empty_armies,empty_fleets,duplicate_army_names,duplicate_fleet_names,invalid_land_unit_refs,invalid_naval_unit_refs,structural_risk,notes
ACE,Aceh,YES,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,INFO,explicit_barracks_by_state=STATE_ACEH:4; formation_required_levels_by_state=NONE; capacity_floor_by_state=STATE_ACEH:4; naval_administration_by_state=NONE; naval_sailor_capacity=0; naval_crew_requirement=0. barracks_levels is the literal building-history total; formation unit counts separately imply one supported level each under COMBAT_UNITS_PER_LEVEL=1.
SAX,Saxony,YES,0,1,6,3,2,0,11,11000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,INFO,explicit_barracks_by_state=NONE; formation_required_levels_by_state=STATE_SAXONY:11; capacity_floor_by_state=STATE_SAXONY:11; naval_administration_by_state=NONE; naval_sailor_capacity=0; naval_crew_requirement=0. barracks_levels is the literal building-history total; formation unit counts separately imply one supported level each under COMBAT_UNITS_PER_LEVEL=1.
SC1,Nueva España,YES,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,INFO,explicit_barracks_by_state=STATE_COSTA_RICA:1|STATE_GUATEMALA:2|STATE_HONDURAS:2|STATE_NICARAGUA:1|STATE_SAN_SALVADOR:2; formation_required_levels_by_state=NONE; capacity_floor_by_state=STATE_COSTA_RICA:1|STATE_GUATEMALA:2|STATE_HONDURAS:2|STATE_NICARAGUA:1|STATE_SAN_SALVADOR:2; naval_administration_by_state=NONE; naval_sailor_capacity=0; naval_crew_requirement=0. barracks_levels is the literal building-history total; formation unit counts separately imply one supported level each under COMBAT_UNITS_PER_LEVEL=1.
SC2,Nueva Granada,YES,0,3,29,5,0,0,34,34000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,INFO,explicit_barracks_by_state=NONE; formation_required_levels_by_state=STATE_ANTIOQUIA:6|STATE_BOLIVAR:1|STATE_CAUCA:5|STATE_CUNDINAMARCA:7|STATE_ECUADOR:7|STATE_MIRANDA:3|STATE_ZULIA:5; capacity_floor_by_state=STATE_ANTIOQUIA:6|STATE_BOLIVAR:1|STATE_CAUCA:5|STATE_CUNDINAMARCA:7|STATE_ECUADOR:7|STATE_MIRANDA:3|STATE_ZULIA:5; naval_administration_by_state=NONE; naval_sailor_capacity=0; naval_crew_requirement=0. barracks_levels is the literal building-history total; formation unit counts separately imply one supported level each under COMBAT_UNITS_PER_LEVEL=1.
SC3,Perú,YES,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,INFO,explicit_barracks_by_state=STATE_AREQUIPA:1|STATE_CAJAMARCA:1|STATE_ICA:3|STATE_LIMA:3|STATE_POTOSI:2|STATE_SANTA_CRUZ:5; formation_required_levels_by_state=NONE; capacity_floor_by_state=STATE_AREQUIPA:1|STATE_CAJAMARCA:1|STATE_ICA:3|STATE_LIMA:3|STATE_POTOSI:2|STATE_SANTA_CRUZ:5; naval_administration_by_state=NONE; naval_sailor_capacity=0; naval_crew_requirement=0. barracks_levels is the literal building-history total; formation unit counts separately imply one supported level each under COMBAT_UNITS_PER_LEVEL=1.
SC4,Río de la Plata,YES,0,1,6,1,0,0,7,7000,0,1,1,0,0,1,500,0,0,0,0,0,0,0,0,P0,explicit_barracks_by_state=NONE; formation_required_levels_by_state=STATE_BUENOS_AIRES:5|STATE_TUCUMAN:2; capacity_floor_by_state=STATE_BUENOS_AIRES:5|STATE_TUCUMAN:2; naval_administration_by_state=NONE; naval_sailor_capacity=0; naval_crew_requirement=500. barracks_levels is the literal building-history total; formation unit counts separately imply one supported level each under COMBAT_UNITS_PER_LEVEL=1.
SCH,Schleswig,YES,0,1,1,1,0,0,2,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,INFO,explicit_barracks_by_state=NONE; formation_required_levels_by_state=STATE_SCHLESWIG_HOLSTEIN:2; capacity_floor_by_state=STATE_SCHLESWIG_HOLSTEIN:2; naval_administration_by_state=NONE; naval_sailor_capacity=0; naval_crew_requirement=0. barracks_levels is the literal building-history total; formation unit counts separately imply one supported level each under COMBAT_UNITS_PER_LEVEL=1.
SCM,Schaumburg-Lippe,YES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,INFO,explicit_barracks_by_state=NONE; formation_required_levels_by_state=NONE; capacity_floor_by_state=NONE; naval_administration_by_state=NONE; naval_sailor_capacity=0; naval_crew_requirement=0. barracks_levels is the literal building-history total; formation unit counts separately imply one supported level each under COMBAT_UNITS_PER_LEVEL=1.
SCW,Schwarzburg,YES,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,INFO,explicit_barracks_by_state=STATE_SAXONY:1; formation_required_levels_by_state=NONE; capacity_floor_by_state=STATE_SAXONY:1; naval_administration_by_state=NONE; naval_sailor_capacity=0; naval_crew_requirement=0. barracks_levels is the literal building-history total; formation unit counts separately imply one supported level each under COMBAT_UNITS_PER_LEVEL=1.
SEL,Selangor,YES,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,INFO,explicit_barracks_by_state=STATE_MALAYA:5; formation_required_levels_by_state=NONE; capacity_floor_by_state=STATE_MALAYA:5; naval_administration_by_state=NONE; naval_sailor_capacity=0; naval_crew_requirement=0. barracks_levels is the literal building-history total; formation unit counts separately imply one supported level each under COMBAT_UNITS_PER_LEVEL=1.
SGU,Segou,YES,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,INFO,explicit_barracks_by_state=STATE_WESTERN_MALI:10; formation_required_levels_by_state=NONE; capacity_floor_by_state=STATE_WESTERN_MALI:10; naval_administration_by_state=NONE; naval_sailor_capacity=0; naval_crew_requirement=0. barracks_levels is the literal building-history total; formation unit counts separately imply one supported level each under COMBAT_UNITS_PER_LEVEL=1.
SHS,Shan,YES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,INFO,explicit_barracks_by_state=NONE; formation_required_levels_by_state=NONE; capacity_floor_by_state=NONE; naval_administration_by_state=NONE; naval_sailor_capacity=0; naval_crew_requirement=0. barracks_levels is the literal building-history total; formation unit counts separately imply one supported level each under COMBAT_UNITS_PER_LEVEL=1.
SIA,Siam,YES,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,INFO,explicit_barracks_by_state=STATE_BANGKOK:20|STATE_CAMBODIA:5|STATE_LAOS:5|STATE_NAKHON_RATCHASIMA:15; formation_required_levels_by_state=NONE; capacity_floor_by_state=STATE_BANGKOK:20|STATE_CAMBODIA:5|STATE_LAOS:5|STATE_NAKHON_RATCHASIMA:15; naval_administration_by_state=NONE; naval_sailor_capacity=0; naval_crew_requirement=0. barracks_levels is the literal building-history total; formation unit counts separately imply one supported level each under COMBAT_UNITS_PER_LEVEL=1.
SIC,Two Sicilies,YES,0,2,23,6,1,0,30,30000,3,1,6,2,0,8,4600,0,0,0,0,0,0,0,0,P1,explicit_barracks_by_state=NONE; formation_required_levels_by_state=STATE_ABRUZZO:3|STATE_APULIA:2|STATE_CALABRIA:3|STATE_CAMPANIA:17|STATE_SICILY:5; capacity_floor_by_state=STATE_ABRUZZO:3|STATE_APULIA:2|STATE_CALABRIA:3|STATE_CAMPANIA:17|STATE_SICILY:5; naval_administration_by_state=STATE_CAMPANIA:3; naval_sailor_capacity=3000; naval_crew_requirement=4600. barracks_levels is the literal building-history total; formation unit counts separately imply one supported level each under COMBAT_UNITS_PER_LEVEL=1.
SIK,Sikkim,YES,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,INFO,explicit_barracks_by_state=STATE_EASTERN_HIMALAYAS:1; formation_required_levels_by_state=NONE; capacity_floor_by_state=STATE_EASTERN_HIMALAYAS:1; naval_administration_by_state=NONE; naval_sailor_capacity=0; naval_crew_requirement=0. barracks_levels is the literal building-history total; formation unit counts separately imply one supported level each under COMBAT_UNITS_PER_LEVEL=1.
SIL,Sierra Leone,YES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,INFO,explicit_barracks_by_state=NONE; formation_required_levels_by_state=NONE; capacity_floor_by_state=NONE; naval_administration_by_state=NONE; naval_sailor_capacity=0; naval_crew_requirement=0. barracks_levels is the literal building-history total; formation unit counts separately imply one supported level each under COMBAT_UNITS_PER_LEVEL=1.
SIN,Sindh,YES,0,1,17,5,1,0,23,23000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,INFO,explicit_barracks_by_state=NONE; formation_required_levels_by_state=STATE_SINDH:23; capacity_floor_by_state=STATE_SINDH:23; naval_administration_by_state=NONE; naval_sailor_capacity=0; naval_crew_requirement=0. barracks_levels is the literal building-history total; formation unit counts separately imply one supported level each under COMBAT_UNITS_PER_LEVEL=1.
SMB,Sambas,YES,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,INFO,explicit_barracks_by_state=STATE_WEST_BORNEO:2; formation_required_levels_by_state=NONE; capacity_floor_by_state=STATE_WEST_BORNEO:2; naval_administration_by_state=NONE; naval_sailor_capacity=0; naval_crew_requirement=0. barracks_levels is the literal building-history total; formation unit counts separately imply one supported level each under COMBAT_UNITS_PER_LEVEL=1.
SOK,Sokoto,YES,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,INFO,explicit_barracks_by_state=STATE_EAST_HAUSALAND:20|STATE_HAUSALAND:20|STATE_NIGERIA:15|STATE_NORTH_CAMEROON:10|STATE_OUTER_HAUSALAND:5; formation_required_levels_by_state=NONE; capacity_floor_by_state=STATE_EAST_HAUSALAND:20|STATE_HAUSALAND:20|STATE_NIGERIA:15|STATE_NORTH_CAMEROON:10|STATE_OUTER_HAUSALAND:5; naval_administration_by_state=NONE; naval_sailor_capacity=0; naval_crew_requirement=0. barracks_levels is the literal building-history total; formation unit counts separately imply one supported level each under COMBAT_UNITS_PER_LEVEL=1.
SPA,Spain,YES,0,3,59,28,15,0,102,102000,24,2,60,20,0,80,46000,5,2,0,0,0,1,0,0,P0,explicit_barracks_by_state=NONE; formation_required_levels_by_state=STATE_AL_RIF:2|STATE_ARAGON:2|STATE_CATALONIA:11|STATE_EXTREMADURA:8|STATE_GALICIA:12|STATE_LOWER_ANDALUSIA:12|STATE_NEW_CASTILE:18|STATE_OLD_CASTILE:16|STATE_UPPER_ANDALUSIA:8|STATE_VALENCIA:13; capacity_floor_by_state=STATE_AL_RIF:2|STATE_ARAGON:2|STATE_CATALONIA:11|STATE_EXTREMADURA:8|STATE_GALICIA:12|STATE_LOWER_ANDALUSIA:12|STATE_NEW_CASTILE:18|STATE_OLD_CASTILE:16|STATE_UPPER_ANDALUSIA:8|STATE_VALENCIA:13; naval_administration_by_state=STATE_GALICIA:8|STATE_LOWER_ANDALUSIA:8|STATE_MURCIA:5|STATE_WEST_INDIES:3; naval_sailor_capacity=24000; naval_crew_requirement=46000. barracks_levels is the literal building-history total; formation unit counts separately imply one supported level each under COMBAT_UNITS_PER_LEVEL=1.
SRK,Surakarta,YES,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,INFO,explicit_barracks_by_state=STATE_CENTRAL_JAVA:1; formation_required_levels_by_state=NONE; capacity_floor_by_state=STATE_CENTRAL_JAVA:1; naval_administration_by_state=NONE; naval_sailor_capacity=0; naval_crew_requirement=0. barracks_levels is the literal building-history total; formation unit counts separately imply one supported level each under COMBAT_UNITS_PER_LEVEL=1.
STG,Sintang,YES,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,INFO,explicit_barracks_by_state=STATE_WEST_BORNEO:2; formation_required_levels_by_state=NONE; capacity_floor_by_state=STATE_WEST_BORNEO:2; naval_administration_by_state=NONE; naval_sailor_capacity=0; naval_crew_requirement=0. barracks_levels is the literal building-history total; formation unit counts separately imply one supported level each under COMBAT_UNITS_PER_LEVEL=1.
SUL,Sulu,YES,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,INFO,explicit_barracks_by_state=STATE_MINDANAO:2; formation_required_levels_by_state=NONE; capacity_floor_by_state=STATE_MINDANAO:2; naval_administration_by_state=NONE; naval_sailor_capacity=0; naval_crew_requirement=0. barracks_levels is the literal building-history total; formation unit counts separately imply one supported level each under COMBAT_UNITS_PER_LEVEL=1.
SWE,Sweden,YES,0,1,20,7,3,0,30,30000,10,1,5,10,0,15,10500,0,0,0,0,0,0,0,0,P1,explicit_barracks_by_state=NONE; formation_required_levels_by_state=STATE_GOTALAND:8|STATE_GOTLAND:1|STATE_NORRLAND:2|STATE_SCANIA:5|STATE_SVEALAND:14; capacity_floor_by_state=STATE_GOTALAND:8|STATE_GOTLAND:1|STATE_NORRLAND:2|STATE_SCANIA:5|STATE_SVEALAND:14; naval_administration_by_state=STATE_SCANIA:10; naval_sailor_capacity=10000; naval_crew_requirement=10500. barracks_levels is the literal building-history total; formation unit counts separately imply one supported level each under COMBAT_UNITS_PER_LEVEL=1.
SWI,Switzerland,YES,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,INFO,explicit_barracks_by_state=STATE_EAST_SWITZERLAND:5|STATE_WEST_SWITZERLAND:5; formation_required_levels_by_state=NONE; capacity_floor_by_state=STATE_EAST_SWITZERLAND:5|STATE_WEST_SWITZERLAND:5; naval_administration_by_state=NONE; naval_sailor_capacity=0; naval_crew_requirement=0. barracks_levels is the literal building-history total; formation unit counts separately imply one supported level each under COMBAT_UNITS_PER_LEVEL=1.
SWZ,Swaziland,YES,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,INFO,explicit_barracks_by_state=STATE_TRANSVAAL:2; formation_required_levels_by_state=NONE; capacity_floor_by_state=STATE_TRANSVAAL:2; naval_administration_by_state=NONE; naval_sailor_capacity=0; naval_crew_requirement=0. barracks_levels is the literal building-history total; formation unit counts separately imply one supported level each under COMBAT_UNITS_PER_LEVEL=1.
TGI,Tungi,YES,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,INFO,explicit_barracks_by_state=STATE_MOCAMBIQUE:1; formation_required_levels_by_state=NONE; capacity_floor_by_state=STATE_MOCAMBIQUE:1; naval_administration_by_state=NONE; naval_sailor_capacity=0; naval_crew_requirement=0. barracks_levels is the literal building-history total; formation unit counts separately imply one supported level each under COMBAT_UNITS_PER_LEVEL=1.
TIB,Tibet,YES,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,INFO,explicit_barracks_by_state=STATE_LHASA:12|STATE_NGARI:6; formation_required_levels_by_state=NONE; capacity_floor_by_state=STATE_LHASA:12|STATE_NGARI:6; naval_administration_by_state=NONE; naval_sailor_capacity=0; naval_crew_requirement=0. barracks_levels is the literal building-history total; formation unit counts separately imply one supported level each under COMBAT_UNITS_PER_LEVEL=1.
TID,Tidore,YES,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,INFO,explicit_barracks_by_state=STATE_MOLUCCAS:5; formation_required_levels_by_state=NONE; capacity_floor_by_state=STATE_MOLUCCAS:5; naval_administration_by_state=NONE; naval_sailor_capacity=0; naval_crew_requirement=0. barracks_levels is the literal building-history total; formation unit counts separately imply one supported level each under COMBAT_UNITS_PER_LEVEL=1.
TRA,Travancore,YES,0,1,7,1,1,0,9,9000,1,1,1,0,0,1,500,0,0,0,0,0,0,0,0,INFO,explicit_barracks_by_state=NONE; formation_required_levels_by_state=STATE_TRAVANCORE:9; capacity_floor_by_state=STATE_TRAVANCORE:9; naval_administration_by_state=STATE_TRAVANCORE:1; naval_sailor_capacity=1000; naval_crew_requirement=500. barracks_levels is the literal building-history total; formation unit counts separately imply one supported level each under COMBAT_UNITS_PER_LEVEL=1.
TRI,Tripolitania,YES,15,0,0,0,0,0,0,0,1,1,1,0,0,1,500,0,0,0,0,0,0,0,0,INFO,explicit_barracks_by_state=STATE_LIBYA:6|STATE_TRIPOLI:9; formation_required_levels_by_state=NONE; capacity_floor_by_state=STATE_LIBYA:6|STATE_TRIPOLI:9; naval_administration_by_state=STATE_TRIPOLI:1; naval_sailor_capacity=1000; naval_crew_requirement=500. barracks_levels is the literal building-history total; formation unit counts separately imply one supported level each under COMBAT_UNITS_PER_LEVEL=1.
TRN,Transvaal,YES,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,INFO,explicit_barracks_by_state=STATE_TRANSVAAL:3; formation_required_levels_by_state=NONE; capacity_floor_by_state=STATE_TRANSVAAL:3; naval_administration_by_state=NONE; naval_sailor_capacity=0; naval_crew_requirement=0. barracks_levels is the literal building-history total; formation unit counts separately imply one supported level each under COMBAT_UNITS_PER_LEVEL=1.
TRS,Transylvania,YES,0,1,16,3,0,0,19,19000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,INFO,explicit_barracks_by_state=NONE; formation_required_levels_by_state=STATE_NORTHERN_TRANSYLVANIA:14|STATE_SOUTHERN_TRANSYLVANIA:5; capacity_floor_by_state=STATE_NORTHERN_TRANSYLVANIA:14|STATE_SOUTHERN_TRANSYLVANIA:5; naval_administration_by_state=NONE; naval_sailor_capacity=0; naval_crew_requirement=0. barracks_levels is the literal building-history total; formation unit counts separately imply one supported level each under COMBAT_UNITS_PER_LEVEL=1.
TUG,Touggourt,YES,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,INFO,explicit_barracks_by_state=STATE_EAST_SAHARA:1; formation_required_levels_by_state=NONE; capacity_floor_by_state=STATE_EAST_SAHARA:1; naval_administration_by_state=NONE; naval_sailor_capacity=0; naval_crew_requirement=0. barracks_levels is the literal building-history total; formation unit counts separately imply one supported level each under COMBAT_UNITS_PER_LEVEL=1.
TUN,Tunis,YES,13,0,0,0,0,0,0,0,1,1,1,0,0,1,500,0,0,0,0,0,0,0,0,INFO,explicit_barracks_by_state=STATE_TUNISIA:13; formation_required_levels_by_state=NONE; capacity_floor_by_state=STATE_TUNISIA:13; naval_administration_by_state=STATE_TUNISIA:1; naval_sailor_capacity=1000; naval_crew_requirement=500. barracks_levels is the literal building-history total; formation unit counts separately imply one supported level each under COMBAT_UNITS_PER_LEVEL=1.
TUR,Ottoman Empire,YES,0,4,62,11,5,0,78,78000,9,1,8,4,0,12,7200,2,0,0,0,0,0,0,0,INFO,explicit_barracks_by_state=NONE; formation_required_levels_by_state=STATE_ANKARA:6|STATE_AYDIN:5|STATE_BAGHDAD:5|STATE_BOSNIA:2|STATE_BULGARIA:5|STATE_DIYARBAKIR:5|STATE_EASTERN_SERBIA:7|STATE_EASTERN_THRACE:10|STATE_ERZURUM:2|STATE_HUDAVENDIGAR:7|STATE_KARS:2|STATE_KASTAMONU:1|STATE_KONYA:2|STATE_MACEDONIA:2|STATE_NORTHERN_THRACE:2|STATE_SKOPIA:3|STATE_THESSALIA:7|STATE_WESTERN_THRACE:5; capacity_floor_by_state=STATE_ANKARA:6|STATE_AYDIN:5|STATE_BAGHDAD:5|STATE_BOSNIA:2|STATE_BULGARIA:5|STATE_DIYARBAKIR:5|STATE_EASTERN_SERBIA:7|STATE_EASTERN_THRACE:10|STATE_ERZURUM:2|STATE_HUDAVENDIGAR:7|STATE_KARS:2|STATE_KASTAMONU:1|STATE_KONYA:2|STATE_MACEDONIA:2|STATE_NORTHERN_THRACE:2|STATE_SKOPIA:3|STATE_THESSALIA:7|STATE_WESTERN_THRACE:5; naval_administration_by_state=STATE_EASTERN_THRACE:9; naval_sailor_capacity=9000; naval_crew_requirement=7200. barracks_levels is the literal building-history total; formation unit counts separately imply one supported level each under COMBAT_UNITS_PER_LEVEL=1.
TUS,Tuscany,YES,0,1,5,2,1,0,8,8000,1,1,1,0,0,1,500,0,0,0,0,0,0,0,0,INFO,explicit_barracks_by_state=NONE; formation_required_levels_by_state=STATE_TUSCANY:8; capacity_floor_by_state=STATE_TUSCANY:8; naval_administration_by_state=STATE_TUSCANY:1; naval_sailor_capacity=1000; naval_crew_requirement=500. barracks_levels is the literal building-history total; formation unit counts separately imply one supported level each under COMBAT_UNITS_PER_LEVEL=1.
UBD,United Baltic Provinces,YES,0,1,5,1,0,0,6,6000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,INFO,explicit_barracks_by_state=NONE; formation_required_levels_by_state=STATE_COURLAND:1|STATE_RIGA:2|STATE_TALINN:3; capacity_floor_by_state=STATE_COURLAND:1|STATE_RIGA:2|STATE_TALINN:3; naval_administration_by_state=NONE; naval_sailor_capacity=0; naval_crew_requirement=0. barracks_levels is the literal building-history total; formation unit counts separately imply one supported level each under COMBAT_UNITS_PER_LEVEL=1.
UNT,United Tribes,YES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,INFO,explicit_barracks_by_state=NONE; formation_required_levels_by_state=NONE; capacity_floor_by_state=NONE; naval_administration_by_state=NONE; naval_sailor_capacity=0; naval_crew_requirement=0. barracks_levels is the literal building-history total; formation unit counts separately imply one supported level each under COMBAT_UNITS_PER_LEVEL=1.
USA,America,YES,0,3,100,49,15,0,164,164000,0,6,9,6,0,15,9300,6,0,0,0,0,0,0,0,P0,explicit_barracks_by_state=NONE; formation_required_levels_by_state=STATE_GEORGIA:9|STATE_MASSACHUSETTS:45|STATE_NEW_YORK:20|STATE_NORTH_CAROLINA:10|STATE_PENNSYLVANIA:10|STATE_SOUTH_CAROLINA:40|STATE_TENNESSEE:20|STATE_VIRGINIA:10; capacity_floor_by_state=STATE_GEORGIA:9|STATE_MASSACHUSETTS:45|STATE_NEW_YORK:20|STATE_NORTH_CAROLINA:10|STATE_PENNSYLVANIA:10|STATE_SOUTH_CAROLINA:40|STATE_TENNESSEE:20|STATE_VIRGINIA:10; naval_administration_by_state=NONE; naval_sailor_capacity=0; naval_crew_requirement=9300. barracks_levels is the literal building-history total; formation unit counts separately imply one supported level each under COMBAT_UNITS_PER_LEVEL=1.
UZH,Uly Zhuz,YES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,INFO,explicit_barracks_by_state=NONE; formation_required_levels_by_state=NONE; capacity_floor_by_state=NONE; naval_administration_by_state=NONE; naval_sailor_capacity=0; naval_crew_requirement=0. barracks_levels is the literal building-history total; formation unit counts separately imply one supported level each under COMBAT_UNITS_PER_LEVEL=1.
VEN,Venice,YES,0,1,8,4,0,0,12,12000,5,1,6,4,0,10,6200,0,0,0,0,0,0,0,0,P1,explicit_barracks_by_state=NONE; formation_required_levels_by_state=STATE_SOUTH_TYROL:6|STATE_VENETIA:6; capacity_floor_by_state=STATE_SOUTH_TYROL:6|STATE_VENETIA:6; naval_administration_by_state=STATE_VENETIA:5; naval_sailor_capacity=5000; naval_crew_requirement=6200. barracks_levels is the literal building-history total; formation unit counts separately imply one supported level each under COMBAT_UNITS_PER_LEVEL=1.
WAD,Wadai,YES,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,INFO,explicit_barracks_by_state=STATE_CHAD:5|STATE_WADDAI:5; formation_required_levels_by_state=NONE; capacity_floor_by_state=STATE_CHAD:5|STATE_WADDAI:5; naval_administration_by_state=NONE; naval_sailor_capacity=0; naval_crew_requirement=0. barracks_levels is the literal building-history total; formation unit counts separately imply one supported level each under COMBAT_UNITS_PER_LEVEL=1.
WAL,Wallachia,YES,0,1,3,1,0,0,4,4000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,INFO,explicit_barracks_by_state=NONE; formation_required_levels_by_state=STATE_WALLACHIA:4; capacity_floor_by_state=STATE_WALLACHIA:4; naval_administration_by_state=NONE; naval_sailor_capacity=0; naval_crew_requirement=0. barracks_levels is the literal building-history total; formation unit counts separately imply one supported level each under COMBAT_UNITS_PER_LEVEL=1.
WBL,Griqualand,YES,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,INFO,explicit_barracks_by_state=STATE_NORTHERN_CAPE:1; formation_required_levels_by_state=NONE; capacity_floor_by_state=STATE_NORTHERN_CAPE:1; naval_administration_by_state=NONE; naval_sailor_capacity=0; naval_crew_requirement=0. barracks_levels is the literal building-history total; formation unit counts separately imply one supported level each under COMBAT_UNITS_PER_LEVEL=1.
WEI,Saxe-Weimar-Eisenach,YES,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,INFO,explicit_barracks_by_state=STATE_SAXONY:3; formation_required_levels_by_state=NONE; capacity_floor_by_state=STATE_SAXONY:3; naval_administration_by_state=NONE; naval_sailor_capacity=0; naval_crew_requirement=0. barracks_levels is the literal building-history total; formation unit counts separately imply one supported level each under COMBAT_UNITS_PER_LEVEL=1.
WLD,Waldeck,YES,0,1,1,0,0,0,1,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,INFO,explicit_barracks_by_state=NONE; formation_required_levels_by_state=STATE_HESSE:1; capacity_floor_by_state=STATE_HESSE:1; naval_administration_by_state=NONE; naval_sailor_capacity=0; naval_crew_requirement=0. barracks_levels is the literal building-history total; formation unit counts separately imply one supported level each under COMBAT_UNITS_PER_LEVEL=1.
WSG,Warsangali,YES,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,INFO,explicit_barracks_by_state=STATE_SOMALILAND:2; formation_required_levels_by_state=NONE; capacity_floor_by_state=STATE_SOMALILAND:2; naval_administration_by_state=NONE; naval_sailor_capacity=0; naval_crew_requirement=0. barracks_levels is the literal building-history total; formation unit counts separately imply one supported level each under COMBAT_UNITS_PER_LEVEL=1.
WTU,Witu,YES,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,INFO,explicit_barracks_by_state=STATE_KENYA:1; formation_required_levels_by_state=NONE; capacity_floor_by_state=STATE_KENYA:1; naval_administration_by_state=NONE; naval_sailor_capacity=0; naval_crew_requirement=0. barracks_levels is the literal building-history total; formation unit counts separately imply one supported level each under COMBAT_UNITS_PER_LEVEL=1.
WUR,Württemberg,YES,0,1,8,4,2,0,14,14000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,INFO,explicit_barracks_by_state=NONE; formation_required_levels_by_state=STATE_WURTTEMBERG:14; capacity_floor_by_state=STATE_WURTTEMBERG:14; naval_administration_by_state=NONE; naval_sailor_capacity=0; naval_crew_requirement=0. barracks_levels is the literal building-history total; formation unit counts separately imply one supported level each under COMBAT_UNITS_PER_LEVEL=1.
YOG,Yogyakarta,YES,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,INFO,explicit_barracks_by_state=STATE_CENTRAL_JAVA:2; formation_required_levels_by_state=NONE; capacity_floor_by_state=STATE_CENTRAL_JAVA:2; naval_administration_by_state=NONE; naval_sailor_capacity=0; naval_crew_requirement=0. barracks_levels is the literal building-history total; formation unit counts separately imply one supported level each under COMBAT_UNITS_PER_LEVEL=1.
ZAI,Azal,YES,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,INFO,explicit_barracks_by_state=STATE_YEMEN:5; formation_required_levels_by_state=NONE; capacity_floor_by_state=STATE_YEMEN:5; naval_administration_by_state=NONE; naval_sailor_capacity=0; naval_crew_requirement=0. barracks_levels is the literal building-history total; formation unit counts separately imply one supported level each under COMBAT_UNITS_PER_LEVEL=1.
