tag,country_name,state,population_relevant,incorporated,military_law,true_native_formula_rate,true_native_raw,raw_state_center_cap,country_has_active_conscription_law,state_directly_owned,state_incorporation_status,state_conscription_allowed,unit_type_allowed_for_conscripts,tech_requirements_met,law_requirements_met,other_engine_requirements_met,active_church_law,effective_rate_factor,final_state_effective_cap,capacity_basis,effective_native_country_cap,desired_2d2,final_scripted_country_target,country_shortfall,country_shortfall_reason
HUN,Hungary,STATE_TRANSDANUBIA,705847,YES,law_professional_army,0.010000,7.058470,8,YES,YES,YES,YES,YES_INFANTRY_BASELINE,YES,YES,YES,law_state_religion,1.000,7,VANILLA_1_13_9_EFFECTIVE_FORMULA,26,35,0,35,STRUCTURAL_DEFER
HYD,Hyderabad,STATE_CENTRAL_PROVINCES,607505,NO,law_professional_army,0.010000,6.075050,7,YES,YES,NO,YES,YES_INFANTRY_BASELINE,YES,YES,YES,law_people_of_the_book,0.300,1,VANILLA_1_13_9_EFFECTIVE_FORMULA,14,50,14,36,EFFECTIVE_NATIVE_CAP
HYD,Hyderabad,STATE_HYDERABAD,2223118,YES,law_professional_army,0.010000,22.231180,23,YES,YES,YES,YES,YES_INFANTRY_BASELINE,YES,YES,YES,law_people_of_the_book,0.600,13,VANILLA_1_13_9_EFFECTIVE_FORMULA,14,50,14,36,EFFECTIVE_NATIVE_CAP
IQU,Iquicha,STATE_ICA,13750,YES,law_professional_army,0.010000,0.137500,1,YES,YES,YES,YES,YES_INFANTRY_BASELINE,YES,YES,YES,law_state_religion,1.000,0,VANILLA_1_13_9_EFFECTIVE_FORMULA,0,0,0,0,STRUCTURAL_DEFER
IR1,Mamluk Iraq,STATE_BAGHDAD,128998,YES,law_peasant_levies,0.040000,5.159920,6,YES,YES,YES,YES,YES_INFANTRY_BASELINE,YES,YES,YES,law_people_of_the_book,0.600,3,VANILLA_1_13_9_EFFECTIVE_FORMULA,9,20,9,11,EFFECTIVE_NATIVE_CAP
IR1,Mamluk Iraq,STATE_BASRA,110226,YES,law_peasant_levies,0.040000,4.409040,5,YES,YES,YES,YES,YES_INFANTRY_BASELINE,YES,YES,YES,law_people_of_the_book,0.600,2,VANILLA_1_13_9_EFFECTIVE_FORMULA,9,20,9,11,EFFECTIVE_NATIVE_CAP
IR1,Mamluk Iraq,STATE_DEIR_EZ_ZOR,63649,YES,law_peasant_levies,0.040000,2.545960,3,YES,YES,YES,YES,YES_INFANTRY_BASELINE,YES,YES,YES,law_people_of_the_book,0.600,1,VANILLA_1_13_9_EFFECTIVE_FORMULA,9,20,9,11,EFFECTIVE_NATIVE_CAP
IR1,Mamluk Iraq,STATE_MOSUL,149576,YES,law_peasant_levies,0.040000,5.983040,6,YES,YES,YES,YES,YES_INFANTRY_BASELINE,YES,YES,YES,law_people_of_the_book,0.600,3,VANILLA_1_13_9_EFFECTIVE_FORMULA,9,20,9,11,EFFECTIVE_NATIVE_CAP
IREK,Kingdom of Ireland,STATE_CONNAUGHT,347620,YES,law_professional_army,0.010000,3.476200,4,YES,YES,YES,YES,YES_INFANTRY_BASELINE,YES,YES,YES,law_state_religion,1.000,3,VANILLA_1_13_9_EFFECTIVE_FORMULA,15,0,0,0,STRUCTURAL_DEFER
IREK,Kingdom of Ireland,STATE_LEINSTER,483623,NO,law_professional_army,0.010000,4.836230,5,YES,YES,NO,YES,YES_INFANTRY_BASELINE,YES,YES,YES,law_state_religion,0.500,2,VANILLA_1_13_9_EFFECTIVE_FORMULA,15,0,0,0,STRUCTURAL_DEFER
IREK,Kingdom of Ireland,STATE_MUNSTER,587059,YES,law_professional_army,0.010000,5.870590,6,YES,YES,YES,YES,YES_INFANTRY_BASELINE,YES,YES,YES,law_state_religion,1.000,5,VANILLA_1_13_9_EFFECTIVE_FORMULA,15,0,0,0,STRUCTURAL_DEFER
IREK,Kingdom of Ireland,STATE_ULSTER,586536,YES,law_professional_army,0.010000,5.865360,6,YES,YES,YES,YES,YES_INFANTRY_BASELINE,YES,YES,YES,law_state_religion,1.000,5,VANILLA_1_13_9_EFFECTIVE_FORMULA,15,0,0,0,STRUCTURAL_DEFER
ISQ,Isaaq,STATE_SOMALILAND,36000,YES,law_peasant_levies,0.040000,1.440000,2,YES,YES,YES,YES,YES_INFANTRY_BASELINE,YES,YES,YES,law_people_of_the_book,0.600,0,VANILLA_1_13_9_EFFECTIVE_FORMULA,0,3,0,3,EFFECTIVE_NATIVE_CAP
JAP,Japan,STATE_CHUGOKU,692232,YES,law_peasant_levies,0.040000,27.689280,25,YES,YES,YES,YES,YES_INFANTRY_BASELINE,YES,YES,YES,law_freedom_of_conscience,1.000,25,VANILLA_1_13_9_EFFECTIVE_FORMULA,210,70,70,0,NONE
JAP,Japan,STATE_HOKKAIDO,7801,YES,law_peasant_levies,0.040000,0.312040,1,YES,YES,YES,YES,YES_INFANTRY_BASELINE,YES,YES,YES,law_freedom_of_conscience,1.000,0,VANILLA_1_13_9_EFFECTIVE_FORMULA,210,70,70,0,NONE
JAP,Japan,STATE_HOKUSHINETSU,727135,YES,law_peasant_levies,0.040000,29.085400,25,YES,YES,YES,YES,YES_INFANTRY_BASELINE,YES,YES,YES,law_freedom_of_conscience,1.000,25,VANILLA_1_13_9_EFFECTIVE_FORMULA,210,70,70,0,NONE
JAP,Japan,STATE_KANSAI,1460801,YES,law_peasant_levies,0.040000,58.432040,25,YES,YES,YES,YES,YES_INFANTRY_BASELINE,YES,YES,YES,law_freedom_of_conscience,1.000,25,VANILLA_1_13_9_EFFECTIVE_FORMULA,210,70,70,0,NONE
JAP,Japan,STATE_KANTO,1293319,YES,law_peasant_levies,0.040000,51.732760,25,YES,YES,YES,YES,YES_INFANTRY_BASELINE,YES,YES,YES,law_freedom_of_conscience,1.000,25,VANILLA_1_13_9_EFFECTIVE_FORMULA,210,70,70,0,NONE
JAP,Japan,STATE_KYOTO,505294,YES,law_peasant_levies,0.040000,20.211760,21,YES,YES,YES,YES,YES_INFANTRY_BASELINE,YES,YES,YES,law_freedom_of_conscience,1.000,20,VANILLA_1_13_9_EFFECTIVE_FORMULA,210,70,70,0,NONE
JAP,Japan,STATE_KYUSHU,1064011,YES,law_peasant_levies,0.040000,42.560440,25,YES,YES,YES,YES,YES_INFANTRY_BASELINE,YES,YES,YES,law_freedom_of_conscience,1.000,25,VANILLA_1_13_9_EFFECTIVE_FORMULA,210,70,70,0,NONE
JAP,Japan,STATE_RYUKYU_ISLANDS,29350,NO,law_peasant_levies,0.040000,1.174000,2,YES,YES,NO,YES,YES_INFANTRY_BASELINE,YES,YES,YES,law_freedom_of_conscience,0.500,0,VANILLA_1_13_9_EFFECTIVE_FORMULA,210,70,70,0,NONE
JAP,Japan,STATE_SHIKOKU,378459,YES,law_peasant_levies,0.040000,15.138360,16,YES,YES,YES,YES,YES_INFANTRY_BASELINE,YES,YES,YES,law_freedom_of_conscience,1.000,15,VANILLA_1_13_9_EFFECTIVE_FORMULA,210,70,70,0,NONE
JAP,Japan,STATE_TOHOKU,822978,YES,law_peasant_levies,0.040000,32.919120,25,YES,YES,YES,YES,YES_INFANTRY_BASELINE,YES,YES,YES,law_freedom_of_conscience,1.000,25,VANILLA_1_13_9_EFFECTIVE_FORMULA,210,70,70,0,NONE
JAP,Japan,STATE_TOKAI,741250,YES,law_peasant_levies,0.040000,29.650000,25,YES,YES,YES,YES,YES_INFANTRY_BASELINE,YES,YES,YES,law_freedom_of_conscience,1.000,25,VANILLA_1_13_9_EFFECTIVE_FORMULA,210,70,70,0,NONE
JEY,Jeypore,STATE_CIRCARS,61130,YES,law_professional_army,0.010000,0.611300,1,YES,YES,YES,YES,YES_INFANTRY_BASELINE,YES,YES,YES,law_state_religion,1.000,0,VANILLA_1_13_9_EFFECTIVE_FORMULA,0,4,0,4,EFFECTIVE_NATIVE_CAP
JMB,Jambi,STATE_NORTH_SUMATRA,24746,YES,law_peasant_levies,0.040000,0.989840,1,YES,YES,YES,YES,YES_INFANTRY_BASELINE,YES,YES,YES,law_people_of_the_book,0.600,0,VANILLA_1_13_9_EFFECTIVE_FORMULA,0,4,0,4,EFFECTIVE_NATIVE_CAP
JOH,Johore,STATE_MALAYA,142601,YES,law_peasant_levies,0.040000,5.704040,6,YES,YES,YES,YES,YES_INFANTRY_BASELINE,YES,YES,YES,law_people_of_the_book,0.600,3,VANILLA_1_13_9_EFFECTIVE_FORMULA,3,4,3,1,EFFECTIVE_NATIVE_CAP
KAU,Kaurna,STATE_SOUTH_AUSTRALIA,15390,YES,law_peasant_levies,0.040000,0.615600,1,YES,YES,YES,YES,YES_INFANTRY_BASELINE,YES,YES,YES,law_state_religion,1.000,0,VANILLA_1_13_9_EFFECTIVE_FORMULA,0,0,0,0,STRUCTURAL_DEFER
KHI,Khiva,STATE_KHIVA,296084,YES,law_peasant_levies,0.040000,11.843360,12,YES,YES,YES,YES,YES_INFANTRY_BASELINE,YES,YES,YES,law_people_of_the_book,0.600,7,VANILLA_1_13_9_EFFECTIVE_FORMULA,7,24,7,17,EFFECTIVE_NATIVE_CAP
KHI,Khiva,STATE_MERZ,8510,YES,law_peasant_levies,0.040000,0.340400,1,YES,YES,YES,YES,YES_INFANTRY_BASELINE,YES,YES,YES,law_people_of_the_book,0.600,0,VANILLA_1_13_9_EFFECTIVE_FORMULA,7,24,7,17,EFFECTIVE_NATIVE_CAP
KHI,Khiva,STATE_TURKMENIA,20112,YES,law_peasant_levies,0.040000,0.804480,1,YES,YES,YES,YES,YES_INFANTRY_BASELINE,YES,YES,YES,law_people_of_the_book,0.600,0,VANILLA_1_13_9_EFFECTIVE_FORMULA,7,24,7,17,EFFECTIVE_NATIVE_CAP
KHP,Kolhapur,STATE_BOMBAY,129422,YES,law_professional_army,0.010000,1.294220,2,YES,YES,YES,YES,YES_INFANTRY_BASELINE,YES,YES,YES,law_state_religion,1.000,1,VANILLA_1_13_9_EFFECTIVE_FORMULA,1,6,1,5,EFFECTIVE_NATIVE_CAP
KNO,Kurnool,STATE_KURNOOL,435380,YES,law_professional_army,0.010000,4.353800,5,YES,YES,YES,YES,YES_INFANTRY_BASELINE,YES,YES,YES,law_people_of_the_book,0.600,2,VANILLA_1_13_9_EFFECTIVE_FORMULA,2,8,2,6,EFFECTIVE_NATIVE_CAP
KOK,Kokand,STATE_FERGANA,215500,YES,law_peasant_levies,0.040000,8.620000,9,YES,YES,YES,YES,YES_INFANTRY_BASELINE,YES,YES,YES,law_people_of_the_book,0.600,5,VANILLA_1_13_9_EFFECTIVE_FORMULA,8,24,8,16,EFFECTIVE_NATIVE_CAP
KOK,Kokand,STATE_KIRGHIZIA,104237,YES,law_peasant_levies,0.040000,4.169480,5,YES,YES,YES,YES,YES_INFANTRY_BASELINE,YES,YES,YES,law_people_of_the_book,0.600,2,VANILLA_1_13_9_EFFECTIVE_FORMULA,8,24,8,16,EFFECTIVE_NATIVE_CAP
KOK,Kokand,STATE_SYRDARYA,39001,YES,law_peasant_levies,0.040000,1.560040,2,YES,YES,YES,YES,YES_INFANTRY_BASELINE,YES,YES,YES,law_people_of_the_book,0.600,0,VANILLA_1_13_9_EFFECTIVE_FORMULA,8,24,8,16,EFFECTIVE_NATIVE_CAP
KOK,Kokand,STATE_TAJIKISTAN,62324,YES,law_peasant_levies,0.040000,2.492960,3,YES,YES,YES,YES,YES_INFANTRY_BASELINE,YES,YES,YES,law_people_of_the_book,0.600,1,VANILLA_1_13_9_EFFECTIVE_FORMULA,8,24,8,16,EFFECTIVE_NATIVE_CAP
KON,Kongo,STATE_BAS_CONGO,144500,YES,law_peasant_levies,0.040000,5.780000,6,YES,YES,YES,YES,YES_INFANTRY_BASELINE,YES,YES,YES,law_state_religion,1.000,5,VANILLA_1_13_9_EFFECTIVE_FORMULA,9,6,6,0,NONE
KON,Kongo,STATE_NORTH_ANGOLA,117451,YES,law_peasant_levies,0.040000,4.698040,5,YES,YES,YES,YES,YES_INFANTRY_BASELINE,YES,YES,YES,law_state_religion,1.000,4,VANILLA_1_13_9_EFFECTIVE_FORMULA,9,6,6,0,NONE
KOR,Korea,STATE_BUSAN,899156,YES,law_peasant_levies,0.040000,35.966240,25,YES,YES,YES,YES,YES_INFANTRY_BASELINE,YES,YES,YES,law_state_religion,1.000,25,VANILLA_1_13_9_EFFECTIVE_FORMULA,116,30,30,0,NONE
KOR,Korea,STATE_PYONGYANG,903207,YES,law_peasant_levies,0.040000,36.128280,25,YES,YES,YES,YES,YES_INFANTRY_BASELINE,YES,YES,YES,law_state_religion,1.000,25,VANILLA_1_13_9_EFFECTIVE_FORMULA,116,30,30,0,NONE
KOR,Korea,STATE_SARIWON,405025,YES,law_peasant_levies,0.040000,16.201000,17,YES,YES,YES,YES,YES_INFANTRY_BASELINE,YES,YES,YES,law_state_religion,1.000,16,VANILLA_1_13_9_EFFECTIVE_FORMULA,116,30,30,0,NONE
KOR,Korea,STATE_SEOUL,704744,YES,law_peasant_levies,0.040000,28.189760,25,YES,YES,YES,YES,YES_INFANTRY_BASELINE,YES,YES,YES,law_state_religion,1.000,25,VANILLA_1_13_9_EFFECTIVE_FORMULA,116,30,30,0,NONE
KOR,Korea,STATE_YANGHO,1138121,YES,law_peasant_levies,0.040000,45.524840,25,YES,YES,YES,YES,YES_INFANTRY_BASELINE,YES,YES,YES,law_state_religion,1.000,25,VANILLA_1_13_9_EFFECTIVE_FORMULA,116,30,30,0,NONE
KRG,Karagwe,STATE_TANGANYIKA,32650,YES,law_peasant_levies,0.040000,1.306000,2,YES,YES,YES,YES,YES_INFANTRY_BASELINE,YES,YES,YES,law_state_religion,1.000,1,VANILLA_1_13_9_EFFECTIVE_FORMULA,1,3,1,2,EFFECTIVE_NATIVE_CAP
KRT,Kaarta,STATE_WESTERN_MALI,63500,YES,law_peasant_levies,0.040000,2.540000,3,YES,YES,YES,YES,YES_INFANTRY_BASELINE,YES,YES,YES,law_state_religion,1.000,2,VANILLA_1_13_9_EFFECTIVE_FORMULA,2,12,2,10,EFFECTIVE_NATIVE_CAP
KTI,Kutai,STATE_EAST_BORNEO,43500,YES,law_peasant_levies,0.040000,1.740000,2,YES,YES,YES,YES,YES_INFANTRY_BASELINE,YES,YES,YES,law_people_of_the_book,0.600,1,VANILLA_1_13_9_EFFECTIVE_FORMULA,1,2,1,1,EFFECTIVE_NATIVE_CAP
KZH,Kishi Zhuz,STATE_AKTOBE,31925,YES,law_peasant_levies,0.040000,1.277000,2,YES,YES,YES,YES,YES_INFANTRY_BASELINE,YES,YES,YES,law_people_of_the_book,0.600,0,VANILLA_1_13_9_EFFECTIVE_FORMULA,11,3,3,0,NONE
KZH,Kishi Zhuz,STATE_CHELYABINSK,30509,YES,law_peasant_levies,0.040000,1.220360,2,YES,YES,YES,YES,YES_INFANTRY_BASELINE,YES,YES,YES,law_people_of_the_book,0.600,0,VANILLA_1_13_9_EFFECTIVE_FORMULA,11,3,3,0,NONE
KZH,Kishi Zhuz,STATE_KHIVA,2447,YES,law_peasant_levies,0.040000,0.097880,1,YES,YES,YES,YES,YES_INFANTRY_BASELINE,YES,YES,YES,law_people_of_the_book,0.600,0,VANILLA_1_13_9_EFFECTIVE_FORMULA,11,3,3,0,NONE
KZH,Kishi Zhuz,STATE_SAMARA,440821,YES,law_peasant_levies,0.040000,17.632840,18,YES,YES,YES,YES,YES_INFANTRY_BASELINE,YES,YES,YES,law_people_of_the_book,0.600,10,VANILLA_1_13_9_EFFECTIVE_FORMULA,11,3,3,0,NONE
KZH,Kishi Zhuz,STATE_SYRDARYA,14775,YES,law_peasant_levies,0.040000,0.591000,1,YES,YES,YES,YES,YES_INFANTRY_BASELINE,YES,YES,YES,law_people_of_the_book,0.600,0,VANILLA_1_13_9_EFFECTIVE_FORMULA,11,3,3,0,NONE
KZH,Kishi Zhuz,STATE_URALSK,56362,YES,law_peasant_levies,0.040000,2.254480,3,YES,YES,YES,YES,YES_INFANTRY_BASELINE,YES,YES,YES,law_people_of_the_book,0.600,1,VANILLA_1_13_9_EFFECTIVE_FORMULA,11,3,3,0,NONE
LAH,Lahej,STATE_YEMEN,20550,YES,law_peasant_levies,0.040000,0.822000,1,YES,YES,YES,YES,YES_INFANTRY_BASELINE,YES,YES,YES,law_people_of_the_book,0.600,0,VANILLA_1_13_9_EFFECTIVE_FORMULA,0,0,0,0,NONE
LAN,Lanfang,STATE_WEST_BORNEO,18425,YES,law_peasant_levies,0.040000,0.737000,1,YES,YES,YES,YES,YES_INFANTRY_BASELINE,YES,YES,YES,law_total_separation,1.000,0,VANILLA_1_13_9_EFFECTIVE_FORMULA,0,2,0,2,EFFECTIVE_NATIVE_CAP
LIP,Lippe-Detmold,STATE_WESTPHALIA,19386,YES,law_professional_army,0.010000,0.193860,1,YES,YES,YES,YES,YES_INFANTRY_BASELINE,YES,YES,YES,law_freedom_of_conscience,1.000,0,VANILLA_1_13_9_EFFECTIVE_FORMULA,0,0,0,0,NONE
LOU,Louisiana,STATE_LOUISIANA,103419,YES,law_professional_army,0.010000,1.034190,2,YES,YES,YES,YES,YES_INFANTRY_BASELINE,YES,YES,YES,law_state_religion,1.000,1,VANILLA_1_13_9_EFFECTIVE_FORMULA,1,0,0,0,STRUCTURAL_DEFER
LUA,Luang Prabang,STATE_LAOS,82619,YES,law_peasant_levies,0.040000,3.304760,4,YES,YES,YES,YES,YES_INFANTRY_BASELINE,YES,YES,YES,law_state_religion,1.000,3,VANILLA_1_13_9_EFFECTIVE_FORMULA,3,6,3,3,EFFECTIVE_NATIVE_CAP
LUB,Lübeck,STATE_SCHLESWIG_HOLSTEIN,21099,YES,law_professional_army,0.010000,0.210990,1,YES,YES,YES,YES,YES_INFANTRY_BASELINE,YES,YES,YES,law_freedom_of_conscience,1.000,0,VANILLA_1_13_9_EFFECTIVE_FORMULA,0,0,0,0,NONE
LUC,Lucca,STATE_EMILIA,27102,YES,law_professional_army,0.010000,0.271020,1,YES,YES,YES,YES,YES_INFANTRY_BASELINE,YES,YES,YES,law_state_religion,1.000,0,VANILLA_1_13_9_EFFECTIVE_FORMULA,0,0,0,0,NONE
LUX,Luxembourg,STATE_WALLONIA,44192,YES,law_professional_army,0.010000,0.441920,1,YES,YES,YES,YES,YES_INFANTRY_BASELINE,YES,YES,YES,law_freedom_of_conscience,1.000,0,VANILLA_1_13_9_EFFECTIVE_FORMULA,0,2,0,2,EFFECTIVE_NATIVE_CAP
MAD,Madagascar,STATE_NORTH_MADAGASCAR,268776,YES,law_peasant_levies,0.040000,10.751040,11,YES,YES,YES,YES,YES_INFANTRY_BASELINE,YES,YES,YES,law_state_religion,1.000,10,VANILLA_1_13_9_EFFECTIVE_FORMULA,19,24,19,5,EFFECTIVE_NATIVE_CAP
MAD,Madagascar,STATE_SOUTH_MADAGASCAR,229450,YES,law_peasant_levies,0.040000,9.178000,10,YES,YES,YES,YES,YES_INFANTRY_BASELINE,YES,YES,YES,law_state_religion,1.000,9,VANILLA_1_13_9_EFFECTIVE_FORMULA,19,24,19,5,EFFECTIVE_NATIVE_CAP
MARATH,Maratha Confederacy,STATE_AGRA,5233358,YES,law_peasant_levies,0.040000,209.334320,25,YES,YES,YES,YES,YES_INFANTRY_BASELINE,YES,YES,YES,law_state_religion,1.000,25,VANILLA_1_13_9_EFFECTIVE_FORMULA,79,100,79,21,EFFECTIVE_NATIVE_CAP
MARATH,Maratha Confederacy,STATE_BOMBAY,2950616,YES,law_peasant_levies,0.040000,118.024640,25,YES,YES,YES,YES,YES_INFANTRY_BASELINE,YES,YES,YES,law_state_religion,1.000,25,VANILLA_1_13_9_EFFECTIVE_FORMULA,79,100,79,21,EFFECTIVE_NATIVE_CAP
MARATH,Maratha Confederacy,STATE_BUNDELKHAND,504377,YES,law_peasant_levies,0.040000,20.175080,21,YES,YES,YES,YES,YES_INFANTRY_BASELINE,YES,YES,YES,law_state_religion,1.000,20,VANILLA_1_13_9_EFFECTIVE_FORMULA,79,100,79,21,EFFECTIVE_NATIVE_CAP
MARATH,Maratha Confederacy,STATE_CENTRAL_PROVINCES,226179,NO,law_peasant_levies,0.040000,9.047160,10,YES,YES,NO,YES,YES_INFANTRY_BASELINE,YES,YES,YES,law_state_religion,0.500,4,VANILLA_1_13_9_EFFECTIVE_FORMULA,79,100,79,21,EFFECTIVE_NATIVE_CAP
MARATH,Maratha Confederacy,STATE_MALWA,136930,YES,law_peasant_levies,0.040000,5.477200,6,YES,YES,YES,YES,YES_INFANTRY_BASELINE,YES,YES,YES,law_state_religion,1.000,5,VANILLA_1_13_9_EFFECTIVE_FORMULA,79,100,79,21,EFFECTIVE_NATIVE_CAP
MAS,Mascara,STATE_ALGIERS,324349,YES,law_professional_army,0.010000,3.243490,4,YES,YES,YES,YES,YES_INFANTRY_BASELINE,YES,YES,YES,law_people_of_the_book,0.600,1,VANILLA_1_13_9_EFFECTIVE_FORMULA,2,34,2,32,EFFECTIVE_NATIVE_CAP
MAS,Mascara,STATE_ORAN,188552,YES,law_professional_army,0.010000,1.885520,2,YES,YES,YES,YES,YES_INFANTRY_BASELINE,YES,YES,YES,law_people_of_the_book,0.600,1,VANILLA_1_13_9_EFFECTIVE_FORMULA,2,34,2,32,EFFECTIVE_NATIVE_CAP
MBS,Mombasa,STATE_KENYA,8100,YES,law_peasant_levies,0.040000,0.324000,1,YES,YES,YES,YES,YES_INFANTRY_BASELINE,YES,YES,YES,law_people_of_the_book,0.600,0,VANILLA_1_13_9_EFFECTIVE_FORMULA,0,3,0,3,EFFECTIVE_NATIVE_CAP
MEC,Mecklenburg-Schwerin,STATE_MECKLENBURG,123499,YES,law_professional_army,0.010000,1.234990,2,YES,YES,YES,YES,YES_INFANTRY_BASELINE,YES,YES,YES,law_freedom_of_conscience,1.000,1,VANILLA_1_13_9_EFFECTIVE_FORMULA,1,2,1,1,EFFECTIVE_NATIVE_CAP
MEI,Saxe-Meiningen,STATE_SAXONY,33828,YES,law_professional_army,0.010000,0.338280,1,YES,YES,YES,YES,YES_INFANTRY_BASELINE,YES,YES,YES,law_freedom_of_conscience,1.000,0,VANILLA_1_13_9_EFFECTIVE_FORMULA,0,0,0,0,NONE
MGD,Maguindanao,STATE_MINDANAO,75538,YES,law_peasant_levies,0.040000,3.021520,4,YES,YES,YES,YES,YES_INFANTRY_BASELINE,YES,YES,YES,law_people_of_the_book,0.600,1,VANILLA_1_13_9_EFFECTIVE_FORMULA,1,4,1,3,EFFECTIVE_NATIVE_CAP
MJT,Majerteen,STATE_SOMALILAND,98610,YES,law_peasant_levies,0.040000,3.944400,4,YES,YES,YES,YES,YES_INFANTRY_BASELINE,YES,YES,YES,law_state_religion,1.000,3,VANILLA_1_13_9_EFFECTIVE_FORMULA,3,9,3,6,EFFECTIVE_NATIVE_CAP
MKT,Miskitia,STATE_NICARAGUA,15750,YES,law_peasant_levies,0.040000,0.630000,1,YES,YES,YES,YES,YES_INFANTRY_BASELINE,YES,YES,YES,law_state_religion,1.000,0,VANILLA_1_13_9_EFFECTIVE_FORMULA,0,2,0,2,EFFECTIVE_NATIVE_CAP
MLD,Maldives,STATE_CEYLON,14573,YES,law_professional_army,0.010000,0.145730,1,YES,YES,YES,YES,YES_INFANTRY_BASELINE,YES,YES,YES,law_people_of_the_book,0.600,0,VANILLA_1_13_9_EFFECTIVE_FORMULA,0,0,0,0,NONE
MLT,Order of Malta,STATE_MALTA,29298,YES,law_professional_army,0.010000,0.292980,1,YES,YES,YES,YES,YES_INFANTRY_BASELINE,YES,YES,YES,law_state_religion,1.000,0,VANILLA_1_13_9_EFFECTIVE_FORMULA,0,0,0,0,NONE
MOD,Modena,STATE_EMILIA,162100,YES,law_professional_army,0.010000,1.621000,2,YES,YES,YES,YES,YES_INFANTRY_BASELINE,YES,YES,YES,law_state_religion,1.000,1,VANILLA_1_13_9_EFFECTIVE_FORMULA,1,2,1,1,EFFECTIVE_NATIVE_CAP
MOL,Moldavia,STATE_MOLDAVIA,368816,YES,law_peasant_levies,0.040000,14.752640,15,YES,YES,YES,YES,YES_INFANTRY_BASELINE,YES,YES,YES,law_state_religion,1.000,14,VANILLA_1_13_9_EFFECTIVE_FORMULA,14,2,2,0,NONE
MON,Montenegro,STATE_MONTENEGRO,30099,YES,law_peasant_levies,0.040000,1.203960,2,YES,YES,YES,YES,YES_INFANTRY_BASELINE,YES,YES,YES,law_state_religion,1.000,1,VANILLA_1_13_9_EFFECTIVE_FORMULA,1,3,1,2,EFFECTIVE_NATIVE_CAP
MOR,Morocco,STATE_AL_RIF,131697,NO,law_peasant_levies,0.040000,5.267880,6,YES,YES,NO,YES,YES_INFANTRY_BASELINE,YES,YES,YES,law_people_of_the_book,0.300,1,VANILLA_1_13_9_EFFECTIVE_FORMULA,15,22,15,7,EFFECTIVE_NATIVE_CAP
MOR,Morocco,STATE_FEZ,297301,YES,law_peasant_levies,0.040000,11.892040,12,YES,YES,YES,YES,YES_INFANTRY_BASELINE,YES,YES,YES,law_people_of_the_book,0.600,7,VANILLA_1_13_9_EFFECTIVE_FORMULA,15,22,15,7,EFFECTIVE_NATIVE_CAP
MOR,Morocco,STATE_INNER_MOROCCO,154851,NO,law_peasant_levies,0.040000,6.194040,7,YES,YES,NO,YES,YES_INFANTRY_BASELINE,YES,YES,YES,law_people_of_the_book,0.300,1,VANILLA_1_13_9_EFFECTIVE_FORMULA,15,22,15,7,EFFECTIVE_NATIVE_CAP
MOR,Morocco,STATE_MARRAKECH,271299,YES,law_peasant_levies,0.040000,10.851960,11,YES,YES,YES,YES,YES_INFANTRY_BASELINE,YES,YES,YES,law_people_of_the_book,0.600,6,VANILLA_1_13_9_EFFECTIVE_FORMULA,15,22,15,7,EFFECTIVE_NATIVE_CAP
MSN,Massina,STATE_EASTERN_MALI,251275,YES,law_peasant_levies,0.040000,10.051000,11,YES,YES,YES,YES,YES_INFANTRY_BASELINE,YES,YES,YES,law_people_of_the_book,0.600,6,VANILLA_1_13_9_EFFECTIVE_FORMULA,7,24,7,17,EFFECTIVE_NATIVE_CAP
MSN,Massina,STATE_TIMBUKTU,71100,YES,law_peasant_levies,0.040000,2.844000,3,YES,YES,YES,YES,YES_INFANTRY_BASELINE,YES,YES,YES,law_people_of_the_book,0.600,1,VANILLA_1_13_9_EFFECTIVE_FORMULA,7,24,7,17,EFFECTIVE_NATIVE_CAP
MST,Mecklenburg-Strelitz,STATE_MECKLENBURG,21250,YES,law_professional_army,0.010000,0.212500,1,YES,YES,YES,YES,YES_INFANTRY_BASELINE,YES,YES,YES,law_freedom_of_conscience,1.000,0,VANILLA_1_13_9_EFFECTIVE_FORMULA,0,0,0,0,NONE
MUG,Hindustan,STATE_DELHI,855314,NO,law_peasant_levies,0.040000,34.212560,25,YES,YES,NO,YES,YES_INFANTRY_BASELINE,YES,YES,YES,law_state_religion,0.500,17,VANILLA_1_13_9_EFFECTIVE_FORMULA,17,3,3,0,NONE
MYS,Mysore,STATE_MYSORE,1083495,YES,law_professional_army,0.010000,10.834950,11,YES,YES,YES,YES,YES_INFANTRY_BASELINE,YES,YES,YES,law_state_religion,1.000,10,VANILLA_1_13_9_EFFECTIVE_FORMULA,10,55,10,45,EFFECTIVE_NATIVE_CAP
NAG,Nagpur,STATE_CENTRAL_PROVINCES,932669,YES,law_professional_army,0.010000,9.326690,10,YES,YES,YES,YES,YES_INFANTRY_BASELINE,YES,YES,YES,law_state_religion,1.000,9,VANILLA_1_13_9_EFFECTIVE_FORMULA,12,24,12,12,EFFECTIVE_NATIVE_CAP
NAG,Nagpur,STATE_ORISSA,328066,YES,law_professional_army,0.010000,3.280660,4,YES,YES,YES,YES,YES_INFANTRY_BASELINE,YES,YES,YES,law_state_religion,1.000,3,VANILLA_1_13_9_EFFECTIVE_FORMULA,12,24,12,12,EFFECTIVE_NATIVE_CAP
