tag,formation,state,unit_type,raw_cap,effective_cap,r1_assigned,final_assigned,rejection_reason,materialization_expected,law_forced_composition_simplification,mismatch_after
RUS,FIRST_SCRIPTED_LAND_FORMATION,STATE_NENETSIA,combat_unit_type_line_infantry,1,0,0,0,ZERO_EFFECTIVE_CAP,N/A,YES,0
RUS,FIRST_SCRIPTED_LAND_FORMATION,STATE_NIZHNY_NOVGOROD,combat_unit_type_line_infantry,16,15,0,0,CAPACITY_NOT_NEEDED_FOR_FINAL_TARGET,N/A,YES,0
RUS,FIRST_SCRIPTED_LAND_FORMATION,STATE_NOVGOROD,combat_unit_type_line_infantry,9,8,0,0,CAPACITY_NOT_NEEDED_FOR_FINAL_TARGET,N/A,YES,0
RUS,FIRST_SCRIPTED_LAND_FORMATION,STATE_OB,combat_unit_type_line_infantry,1,0,0,0,ZERO_EFFECTIVE_CAP,N/A,YES,0
RUS,FIRST_SCRIPTED_LAND_FORMATION,STATE_OKHOTSK,combat_unit_type_line_infantry,1,0,0,0,ZERO_EFFECTIVE_CAP,N/A,YES,0
RUS,FIRST_SCRIPTED_LAND_FORMATION,STATE_ORYOL,combat_unit_type_line_infantry,25,25,25,25,NONE,YES,YES,0
RUS,FIRST_SCRIPTED_LAND_FORMATION,STATE_PERM,combat_unit_type_line_infantry,8,7,0,0,CAPACITY_NOT_NEEDED_FOR_FINAL_TARGET,N/A,YES,0
RUS,FIRST_SCRIPTED_LAND_FORMATION,STATE_PSKOV,combat_unit_type_line_infantry,8,7,0,0,CAPACITY_NOT_NEEDED_FOR_FINAL_TARGET,N/A,YES,0
RUS,FIRST_SCRIPTED_LAND_FORMATION,STATE_RIGA,combat_unit_type_line_infantry,3,1,0,0,CAPACITY_NOT_NEEDED_FOR_FINAL_TARGET,N/A,YES,0
RUS,FIRST_SCRIPTED_LAND_FORMATION,STATE_ROSTOV,combat_unit_type_line_infantry,7,6,0,0,CAPACITY_NOT_NEEDED_FOR_FINAL_TARGET,N/A,YES,0
RUS,FIRST_SCRIPTED_LAND_FORMATION,STATE_RYAZAN,combat_unit_type_line_infantry,13,12,0,0,CAPACITY_NOT_NEEDED_FOR_FINAL_TARGET,N/A,YES,0
RUS,FIRST_SCRIPTED_LAND_FORMATION,STATE_SMOLENSK,combat_unit_type_line_infantry,11,10,0,0,CAPACITY_NOT_NEEDED_FOR_FINAL_TARGET,N/A,YES,0
RUS,FIRST_SCRIPTED_LAND_FORMATION,STATE_SURGUT,combat_unit_type_line_infantry,1,0,0,0,ZERO_EFFECTIVE_CAP,N/A,YES,0
RUS,FIRST_SCRIPTED_LAND_FORMATION,STATE_TAMBOV,combat_unit_type_line_infantry,25,25,25,25,NONE,YES,YES,0
RUS,FIRST_SCRIPTED_LAND_FORMATION,STATE_TARTARIA,combat_unit_type_line_infantry,12,5,0,0,CAPACITY_NOT_NEEDED_FOR_FINAL_TARGET,N/A,YES,0
RUS,FIRST_SCRIPTED_LAND_FORMATION,STATE_TOBOLSK,combat_unit_type_line_infantry,5,2,0,0,CAPACITY_NOT_NEEDED_FOR_FINAL_TARGET,N/A,YES,0
RUS,FIRST_SCRIPTED_LAND_FORMATION,STATE_TOMSK,combat_unit_type_line_infantry,4,1,0,0,CAPACITY_NOT_NEEDED_FOR_FINAL_TARGET,N/A,YES,0
RUS,FIRST_SCRIPTED_LAND_FORMATION,STATE_TRANS_BAIKAL,combat_unit_type_line_infantry,2,0,0,0,ZERO_EFFECTIVE_CAP,N/A,YES,0
RUS,FIRST_SCRIPTED_LAND_FORMATION,STATE_TVER,combat_unit_type_line_infantry,13,12,0,0,CAPACITY_NOT_NEEDED_FOR_FINAL_TARGET,N/A,YES,0
RUS,FIRST_SCRIPTED_LAND_FORMATION,STATE_UFA,combat_unit_type_line_infantry,4,3,0,0,CAPACITY_NOT_NEEDED_FOR_FINAL_TARGET,N/A,YES,0
RUS,FIRST_SCRIPTED_LAND_FORMATION,STATE_UPPER_YENISEYSK,combat_unit_type_line_infantry,1,0,0,0,ZERO_EFFECTIVE_CAP,N/A,YES,0
RUS,FIRST_SCRIPTED_LAND_FORMATION,STATE_URAL,combat_unit_type_line_infantry,4,1,0,0,CAPACITY_NOT_NEEDED_FOR_FINAL_TARGET,N/A,YES,0
RUS,FIRST_SCRIPTED_LAND_FORMATION,STATE_VITEBSK,combat_unit_type_line_infantry,5,4,0,0,CAPACITY_NOT_NEEDED_FOR_FINAL_TARGET,N/A,YES,0
RUS,FIRST_SCRIPTED_LAND_FORMATION,STATE_VYATKA,combat_unit_type_line_infantry,16,15,0,0,CAPACITY_NOT_NEEDED_FOR_FINAL_TARGET,N/A,YES,0
RUS,FIRST_SCRIPTED_LAND_FORMATION,STATE_WEST_KARELIA,combat_unit_type_line_infantry,3,2,0,0,CAPACITY_NOT_NEEDED_FOR_FINAL_TARGET,N/A,YES,0
RUS,FIRST_SCRIPTED_LAND_FORMATION,STATE_YAKUTSK,combat_unit_type_line_infantry,2,0,0,0,ZERO_EFFECTIVE_CAP,N/A,YES,0
RUS,FIRST_SCRIPTED_LAND_FORMATION,STATE_YAROSLAVL,combat_unit_type_line_infantry,25,25,25,25,NONE,YES,YES,0
RWD,FIRST_SCRIPTED_LAND_FORMATION,STATE_TANGANYIKA,combat_unit_type_irregular_infantry,6,5,6,5,NONE,YES,YES,0
RYU,NONE,STATE_RYUKYU_ISLANDS,N/A_NO_SCRIPTED_CONSCRIPTS,2,1,0,0,CAPACITY_NOT_NEEDED_FOR_FINAL_TARGET,N/A,YES,0
SAK,FIRST_SCRIPTED_LAND_FORMATION,STATE_ACEH,combat_unit_type_irregular_infantry,2,0,0,0,ZERO_EFFECTIVE_CAP,N/A,YES,0
SAK,FIRST_SCRIPTED_LAND_FORMATION,STATE_NORTH_SUMATRA,combat_unit_type_irregular_infantry,5,2,4,2,NONE,YES,YES,0
SAR,FIRST_SCRIPTED_LAND_FORMATION,STATE_PIEDMONT,combat_unit_type_line_infantry,7,6,7,6,NONE,YES,NO,0
SAR,FIRST_SCRIPTED_LAND_FORMATION,STATE_PROVENCE,combat_unit_type_line_infantry,1,0,0,0,ZERO_EFFECTIVE_CAP,N/A,NO,0
SAR,FIRST_SCRIPTED_LAND_FORMATION,STATE_SARDINIA,combat_unit_type_line_infantry,2,1,2,1,NONE,YES,NO,0
SAR,FIRST_SCRIPTED_LAND_FORMATION,STATE_SAVOY,combat_unit_type_line_infantry,2,1,1,1,NONE,YES,NO,0
SAT,FIRST_SCRIPTED_LAND_FORMATION,STATE_BOMBAY,combat_unit_type_line_infantry,2,1,2,1,NONE,YES,NO,0
SAX,FIRST_SCRIPTED_LAND_FORMATION,STATE_SAXONY,combat_unit_type_line_infantry,5,4,5,4,NONE,YES,NO,0
SC1,NONE,STATE_BAJA_CALIFORNIA,N/A_NO_SCRIPTED_CONSCRIPTS,1,0,0,0,ZERO_EFFECTIVE_CAP,N/A,NO,0
SC1,NONE,STATE_BAJIO,N/A_NO_SCRIPTED_CONSCRIPTS,3,2,0,0,CAPACITY_NOT_NEEDED_FOR_FINAL_TARGET,N/A,NO,0
SC1,NONE,STATE_CHIAPAS,N/A_NO_SCRIPTED_CONSCRIPTS,1,0,0,0,ZERO_EFFECTIVE_CAP,N/A,NO,0
SC1,NONE,STATE_CHIHUAHUA,N/A_NO_SCRIPTED_CONSCRIPTS,1,0,0,0,ZERO_EFFECTIVE_CAP,N/A,NO,0
SC1,NONE,STATE_COSTA_RICA,N/A_NO_SCRIPTED_CONSCRIPTS,1,0,0,0,ZERO_EFFECTIVE_CAP,N/A,NO,0
SC1,NONE,STATE_DURANGO,N/A_NO_SCRIPTED_CONSCRIPTS,1,0,0,0,ZERO_EFFECTIVE_CAP,N/A,NO,0
SC1,NONE,STATE_GUATEMALA,N/A_NO_SCRIPTED_CONSCRIPTS,2,1,0,0,CAPACITY_NOT_NEEDED_FOR_FINAL_TARGET,N/A,NO,0
SC1,NONE,STATE_GUERRERO,N/A_NO_SCRIPTED_CONSCRIPTS,1,0,0,0,ZERO_EFFECTIVE_CAP,N/A,NO,0
SC1,NONE,STATE_HONDURAS,N/A_NO_SCRIPTED_CONSCRIPTS,1,0,0,0,ZERO_EFFECTIVE_CAP,N/A,NO,0
SC1,NONE,STATE_JALISCO,N/A_NO_SCRIPTED_CONSCRIPTS,3,2,0,0,CAPACITY_NOT_NEEDED_FOR_FINAL_TARGET,N/A,NO,0
SC1,NONE,STATE_MEXICO,N/A_NO_SCRIPTED_CONSCRIPTS,5,4,0,0,CAPACITY_NOT_NEEDED_FOR_FINAL_TARGET,N/A,NO,0
SC1,NONE,STATE_NEW_MEXICO,N/A_NO_SCRIPTED_CONSCRIPTS,1,0,0,0,ZERO_EFFECTIVE_CAP,N/A,NO,0
SC1,NONE,STATE_NICARAGUA,N/A_NO_SCRIPTED_CONSCRIPTS,1,0,0,0,ZERO_EFFECTIVE_CAP,N/A,NO,0
SC1,NONE,STATE_OAXACA,N/A_NO_SCRIPTED_CONSCRIPTS,2,1,0,0,CAPACITY_NOT_NEEDED_FOR_FINAL_TARGET,N/A,NO,0
SC1,NONE,STATE_RIO_GRANDE,N/A_NO_SCRIPTED_CONSCRIPTS,1,0,0,0,ZERO_EFFECTIVE_CAP,N/A,NO,0
SC1,NONE,STATE_SAN_SALVADOR,N/A_NO_SCRIPTED_CONSCRIPTS,2,1,0,0,CAPACITY_NOT_NEEDED_FOR_FINAL_TARGET,N/A,NO,0
SC1,NONE,STATE_SINALOA,N/A_NO_SCRIPTED_CONSCRIPTS,1,0,0,0,ZERO_EFFECTIVE_CAP,N/A,NO,0
SC1,NONE,STATE_SONORA,N/A_NO_SCRIPTED_CONSCRIPTS,1,0,0,0,ZERO_EFFECTIVE_CAP,N/A,NO,0
SC1,NONE,STATE_TEXAS,N/A_NO_SCRIPTED_CONSCRIPTS,1,0,0,0,ZERO_EFFECTIVE_CAP,N/A,NO,0
SC1,NONE,STATE_VERACRUZ,N/A_NO_SCRIPTED_CONSCRIPTS,1,0,0,0,ZERO_EFFECTIVE_CAP,N/A,NO,0
SC1,NONE,STATE_YUCATAN,N/A_NO_SCRIPTED_CONSCRIPTS,2,1,0,0,CAPACITY_NOT_NEEDED_FOR_FINAL_TARGET,N/A,NO,0
SC1,NONE,STATE_ZACATECAS,N/A_NO_SCRIPTED_CONSCRIPTS,1,0,0,0,ZERO_EFFECTIVE_CAP,N/A,NO,0
SC2,NONE,STATE_ANTIOQUIA,N/A_NO_SCRIPTED_CONSCRIPTS,2,1,0,0,CAPACITY_NOT_NEEDED_FOR_FINAL_TARGET,N/A,NO,0
SC2,NONE,STATE_BOLIVAR,N/A_NO_SCRIPTED_CONSCRIPTS,1,0,0,0,ZERO_EFFECTIVE_CAP,N/A,NO,0
SC2,NONE,STATE_CAUCA,N/A_NO_SCRIPTED_CONSCRIPTS,1,0,0,0,ZERO_EFFECTIVE_CAP,N/A,NO,0
SC2,NONE,STATE_CUNDINAMARCA,N/A_NO_SCRIPTED_CONSCRIPTS,2,1,0,0,CAPACITY_NOT_NEEDED_FOR_FINAL_TARGET,N/A,NO,0
SC2,NONE,STATE_ECUADOR,N/A_NO_SCRIPTED_CONSCRIPTS,3,2,0,0,CAPACITY_NOT_NEEDED_FOR_FINAL_TARGET,N/A,NO,0
SC2,NONE,STATE_GUAVIARE,N/A_NO_SCRIPTED_CONSCRIPTS,1,0,0,0,ZERO_EFFECTIVE_CAP,N/A,NO,0
SC2,NONE,STATE_MIRANDA,N/A_NO_SCRIPTED_CONSCRIPTS,1,0,0,0,ZERO_EFFECTIVE_CAP,N/A,NO,0
SC2,NONE,STATE_PANAMA,N/A_NO_SCRIPTED_CONSCRIPTS,1,0,0,0,ZERO_EFFECTIVE_CAP,N/A,NO,0
SC2,NONE,STATE_ZULIA,N/A_NO_SCRIPTED_CONSCRIPTS,2,1,0,0,CAPACITY_NOT_NEEDED_FOR_FINAL_TARGET,N/A,NO,0
SC3,NONE,STATE_ANTOFAGASTA,N/A_NO_SCRIPTED_CONSCRIPTS,1,0,0,0,ZERO_EFFECTIVE_CAP,N/A,NO,0
SC3,NONE,STATE_ARAUCANIA,N/A_NO_SCRIPTED_CONSCRIPTS,1,0,0,0,ZERO_EFFECTIVE_CAP,N/A,NO,0
SC3,NONE,STATE_AREQUIPA,N/A_NO_SCRIPTED_CONSCRIPTS,1,0,0,0,ZERO_EFFECTIVE_CAP,N/A,NO,0
SC3,NONE,STATE_CAJAMARCA,N/A_NO_SCRIPTED_CONSCRIPTS,1,0,0,0,ZERO_EFFECTIVE_CAP,N/A,NO,0
SC3,NONE,STATE_ICA,N/A_NO_SCRIPTED_CONSCRIPTS,1,0,0,0,ZERO_EFFECTIVE_CAP,N/A,NO,0
SC3,NONE,STATE_LIMA,N/A_NO_SCRIPTED_CONSCRIPTS,2,1,0,0,CAPACITY_NOT_NEEDED_FOR_FINAL_TARGET,N/A,NO,0
SC3,NONE,STATE_LOS_RIOS,N/A_NO_SCRIPTED_CONSCRIPTS,1,0,0,0,ZERO_EFFECTIVE_CAP,N/A,NO,0
SC3,NONE,STATE_PASTAZA,N/A_NO_SCRIPTED_CONSCRIPTS,1,0,0,0,ZERO_EFFECTIVE_CAP,N/A,NO,0
SC3,NONE,STATE_POTOSI,N/A_NO_SCRIPTED_CONSCRIPTS,1,0,0,0,ZERO_EFFECTIVE_CAP,N/A,NO,0
SC3,NONE,STATE_SANTA_CRUZ,N/A_NO_SCRIPTED_CONSCRIPTS,1,0,0,0,ZERO_EFFECTIVE_CAP,N/A,NO,0
SC3,NONE,STATE_SANTIAGO,N/A_NO_SCRIPTED_CONSCRIPTS,2,1,0,0,CAPACITY_NOT_NEEDED_FOR_FINAL_TARGET,N/A,NO,0
SC3,NONE,STATE_TARAPACA,N/A_NO_SCRIPTED_CONSCRIPTS,1,0,0,0,ZERO_EFFECTIVE_CAP,N/A,NO,0
SC4,NONE,STATE_BAJO_PARAGUAY,N/A_NO_SCRIPTED_CONSCRIPTS,1,0,0,0,ZERO_EFFECTIVE_CAP,N/A,NO,0
SC4,NONE,STATE_BUENOS_AIRES,N/A_NO_SCRIPTED_CONSCRIPTS,1,0,0,0,ZERO_EFFECTIVE_CAP,N/A,NO,0
SC4,NONE,STATE_CHACO,N/A_NO_SCRIPTED_CONSCRIPTS,1,0,0,0,ZERO_EFFECTIVE_CAP,N/A,NO,0
SC4,NONE,STATE_CORRIENTES,N/A_NO_SCRIPTED_CONSCRIPTS,1,0,0,0,ZERO_EFFECTIVE_CAP,N/A,NO,0
SC4,NONE,STATE_JUJUY,N/A_NO_SCRIPTED_CONSCRIPTS,1,0,0,0,ZERO_EFFECTIVE_CAP,N/A,NO,0
SC4,NONE,STATE_LA_PAMPA,N/A_NO_SCRIPTED_CONSCRIPTS,1,0,0,0,ZERO_EFFECTIVE_CAP,N/A,NO,0
SC4,NONE,STATE_RIO_NEGRO,N/A_NO_SCRIPTED_CONSCRIPTS,1,0,0,0,ZERO_EFFECTIVE_CAP,N/A,NO,0
SC4,NONE,STATE_SANTA_FE,N/A_NO_SCRIPTED_CONSCRIPTS,1,0,0,0,ZERO_EFFECTIVE_CAP,N/A,NO,0
SC4,NONE,STATE_TUCUMAN,N/A_NO_SCRIPTED_CONSCRIPTS,1,0,0,0,ZERO_EFFECTIVE_CAP,N/A,NO,0
SC4,NONE,STATE_URUGUAY,N/A_NO_SCRIPTED_CONSCRIPTS,1,0,0,0,ZERO_EFFECTIVE_CAP,N/A,NO,0
SCH,FIRST_SCRIPTED_LAND_FORMATION,STATE_SCHLESWIG_HOLSTEIN,combat_unit_type_irregular_infantry,1,0,1,0,ZERO_EFFECTIVE_CAP,N/A,NO,0
SCM,NONE,STATE_WESTPHALIA,N/A_NO_SCRIPTED_CONSCRIPTS,1,0,0,0,ZERO_EFFECTIVE_CAP,N/A,NO,0
SCW,NONE,STATE_SAXONY,N/A_NO_SCRIPTED_CONSCRIPTS,1,0,0,0,ZERO_EFFECTIVE_CAP,N/A,NO,0
SEL,FIRST_SCRIPTED_LAND_FORMATION,STATE_MALAYA,combat_unit_type_irregular_infantry,3,1,3,1,NONE,YES,YES,0
SGU,FIRST_SCRIPTED_LAND_FORMATION,STATE_WESTERN_MALI,combat_unit_type_irregular_infantry,4,3,4,3,NONE,YES,YES,0
SHS,NONE,STATE_SHAN_STATES,N/A_NO_SCRIPTED_CONSCRIPTS,7,6,0,0,CAPACITY_NOT_NEEDED_FOR_FINAL_TARGET,N/A,YES,0
SIA,FIRST_SCRIPTED_LAND_FORMATION,STATE_BANGKOK,combat_unit_type_irregular_infantry,18,17,18,17,NONE,YES,YES,0
SIA,FIRST_SCRIPTED_LAND_FORMATION,STATE_CAMBODIA,combat_unit_type_irregular_infantry,3,2,1,2,NONE,YES,YES,0
SIA,FIRST_SCRIPTED_LAND_FORMATION,STATE_LAOS,combat_unit_type_irregular_infantry,2,0,0,0,ZERO_EFFECTIVE_CAP,N/A,YES,0
SIA,FIRST_SCRIPTED_LAND_FORMATION,STATE_MALAYA,combat_unit_type_irregular_infantry,3,2,0,2,NONE,YES,YES,0
SIA,FIRST_SCRIPTED_LAND_FORMATION,STATE_NAKHON_RATCHASIMA,combat_unit_type_irregular_infantry,13,12,13,12,NONE,YES,YES,0
SIA,FIRST_SCRIPTED_LAND_FORMATION,STATE_TENASSERIM,combat_unit_type_irregular_infantry,4,1,4,1,NONE,YES,YES,0
SIC,NONE,STATE_ABRUZZO,N/A_NO_SCRIPTED_CONSCRIPTS,2,1,0,0,CAPACITY_NOT_NEEDED_FOR_FINAL_TARGET,N/A,NO,0
SIC,NONE,STATE_APULIA,N/A_NO_SCRIPTED_CONSCRIPTS,4,3,0,0,CAPACITY_NOT_NEEDED_FOR_FINAL_TARGET,N/A,NO,0
SIC,NONE,STATE_CALABRIA,N/A_NO_SCRIPTED_CONSCRIPTS,3,2,0,0,CAPACITY_NOT_NEEDED_FOR_FINAL_TARGET,N/A,NO,0
SIC,NONE,STATE_CAMPANIA,N/A_NO_SCRIPTED_CONSCRIPTS,7,6,0,0,CAPACITY_NOT_NEEDED_FOR_FINAL_TARGET,N/A,NO,0
SIK,FIRST_SCRIPTED_LAND_FORMATION,STATE_EASTERN_HIMALAYAS,combat_unit_type_irregular_infantry,1,0,1,0,ZERO_EFFECTIVE_CAP,N/A,YES,0
SIL,NONE,STATE_GOLD_COAST,N/A_NO_SCRIPTED_CONSCRIPTS,1,0,0,0,ZERO_EFFECTIVE_CAP,N/A,YES,0
SIL,NONE,STATE_SENEGAL,N/A_NO_SCRIPTED_CONSCRIPTS,2,0,0,0,ZERO_EFFECTIVE_CAP,N/A,YES,0
SIL,NONE,STATE_SIERRA_LEONE,N/A_NO_SCRIPTED_CONSCRIPTS,1,0,0,0,ZERO_EFFECTIVE_CAP,N/A,YES,0
SIL,NONE,STATE_SOUTH_CAMEROON,N/A_NO_SCRIPTED_CONSCRIPTS,1,0,0,0,ZERO_EFFECTIVE_CAP,N/A,YES,0
SIN,FIRST_SCRIPTED_LAND_FORMATION,STATE_SINDH,combat_unit_type_irregular_infantry,21,12,21,12,NONE,YES,YES,0
SMB,FIRST_SCRIPTED_LAND_FORMATION,STATE_WEST_BORNEO,combat_unit_type_irregular_infantry,1,0,1,0,ZERO_EFFECTIVE_CAP,N/A,YES,0
SOK,NONE,STATE_EAST_HAUSALAND,N/A_NO_SCRIPTED_CONSCRIPTS,25,16,0,0,CAPACITY_NOT_NEEDED_FOR_FINAL_TARGET,N/A,YES,0
SOK,NONE,STATE_HAUSALAND,N/A_NO_SCRIPTED_CONSCRIPTS,17,9,0,0,CAPACITY_NOT_NEEDED_FOR_FINAL_TARGET,N/A,YES,0
SOK,NONE,STATE_NIGERIA,N/A_NO_SCRIPTED_CONSCRIPTS,7,3,0,0,CAPACITY_NOT_NEEDED_FOR_FINAL_TARGET,N/A,YES,0
SOK,NONE,STATE_NORTH_CAMEROON,N/A_NO_SCRIPTED_CONSCRIPTS,9,5,0,0,CAPACITY_NOT_NEEDED_FOR_FINAL_TARGET,N/A,YES,0
SOK,NONE,STATE_OUTER_HAUSALAND,N/A_NO_SCRIPTED_CONSCRIPTS,3,1,0,0,CAPACITY_NOT_NEEDED_FOR_FINAL_TARGET,N/A,YES,0
SPA,FIRST_SCRIPTED_LAND_FORMATION,STATE_AL_RIF,combat_unit_type_line_infantry,1,0,0,0,LAW,N/A,YES,0
SPA,FIRST_SCRIPTED_LAND_FORMATION,STATE_ARAGON,combat_unit_type_line_infantry,7,0,0,0,LAW,N/A,YES,0
SPA,FIRST_SCRIPTED_LAND_FORMATION,STATE_ASTURIAS,combat_unit_type_line_infantry,5,0,0,0,LAW,N/A,YES,0
SPA,FIRST_SCRIPTED_LAND_FORMATION,STATE_BALEARIC_ISLANDS,combat_unit_type_line_infantry,2,0,0,0,LAW,N/A,YES,0
SPA,FIRST_SCRIPTED_LAND_FORMATION,STATE_BASQUE_COUNTRY,combat_unit_type_line_infantry,6,0,0,0,LAW,N/A,YES,0
SPA,FIRST_SCRIPTED_LAND_FORMATION,STATE_CANARY_ISLANDS,combat_unit_type_line_infantry,3,0,0,0,LAW,N/A,YES,0
SPA,FIRST_SCRIPTED_LAND_FORMATION,STATE_CATALONIA,combat_unit_type_line_infantry,10,0,1,0,LAW,N/A,YES,0
SPA,FIRST_SCRIPTED_LAND_FORMATION,STATE_EXTREMADURA,combat_unit_type_line_infantry,6,0,0,0,LAW,N/A,YES,0
SPA,FIRST_SCRIPTED_LAND_FORMATION,STATE_GALICIA,combat_unit_type_line_infantry,15,0,15,0,LAW,N/A,YES,0
SPA,FIRST_SCRIPTED_LAND_FORMATION,STATE_LEON,combat_unit_type_line_infantry,7,0,0,0,LAW,N/A,YES,0
SPA,FIRST_SCRIPTED_LAND_FORMATION,STATE_LOWER_ANDALUSIA,combat_unit_type_line_infantry,13,0,13,0,LAW,N/A,YES,0
SPA,FIRST_SCRIPTED_LAND_FORMATION,STATE_MURCIA,combat_unit_type_line_infantry,5,0,0,0,LAW,N/A,YES,0
SPA,FIRST_SCRIPTED_LAND_FORMATION,STATE_NEW_CASTILE,combat_unit_type_line_infantry,16,0,16,0,LAW,N/A,YES,0
SPA,FIRST_SCRIPTED_LAND_FORMATION,STATE_OLD_CASTILE,combat_unit_type_line_infantry,13,0,13,0,LAW,N/A,YES,0
SPA,FIRST_SCRIPTED_LAND_FORMATION,STATE_UPPER_ANDALUSIA,combat_unit_type_line_infantry,12,0,12,0,LAW,N/A,YES,0
SPA,FIRST_SCRIPTED_LAND_FORMATION,STATE_VALENCIA,combat_unit_type_line_infantry,10,0,0,0,LAW,N/A,YES,0
SPA,FIRST_SCRIPTED_LAND_FORMATION,STATE_WEST_INDIES,combat_unit_type_line_infantry,1,0,0,0,LAW,N/A,YES,0
SRK,FIRST_SCRIPTED_LAND_FORMATION,STATE_CENTRAL_JAVA,combat_unit_type_irregular_infantry,1,0,1,0,ZERO_EFFECTIVE_CAP,N/A,YES,0
STG,FIRST_SCRIPTED_LAND_FORMATION,STATE_WEST_BORNEO,combat_unit_type_irregular_infantry,1,0,1,0,ZERO_EFFECTIVE_CAP,N/A,YES,0
SUL,FIRST_SCRIPTED_LAND_FORMATION,STATE_LUZON,combat_unit_type_irregular_infantry,1,0,0,0,ZERO_EFFECTIVE_CAP,N/A,YES,0
SUL,FIRST_SCRIPTED_LAND_FORMATION,STATE_MINDANAO,combat_unit_type_irregular_infantry,2,0,2,0,ZERO_EFFECTIVE_CAP,N/A,YES,0
SUL,FIRST_SCRIPTED_LAND_FORMATION,STATE_NORTH_BORNEO,combat_unit_type_irregular_infantry,1,0,0,0,ZERO_EFFECTIVE_CAP,N/A,YES,0
SWE,FIRST_SCRIPTED_LAND_FORMATION,STATE_ALAND,combat_unit_type_line_infantry,1,0,1,0,ZERO_EFFECTIVE_CAP,N/A,NO,0
SWE,FIRST_SCRIPTED_LAND_FORMATION,STATE_GOTALAND,combat_unit_type_line_infantry,3,2,3,2,NONE,YES,NO,0
SWE,FIRST_SCRIPTED_LAND_FORMATION,STATE_GOTLAND,combat_unit_type_line_infantry,1,0,1,0,ZERO_EFFECTIVE_CAP,N/A,NO,0
SWE,FIRST_SCRIPTED_LAND_FORMATION,STATE_KUOPIO,combat_unit_type_line_infantry,1,0,1,0,ZERO_EFFECTIVE_CAP,N/A,NO,0
SWE,FIRST_SCRIPTED_LAND_FORMATION,STATE_NORRLAND,combat_unit_type_line_infantry,1,0,1,0,ZERO_EFFECTIVE_CAP,N/A,NO,0
SWE,FIRST_SCRIPTED_LAND_FORMATION,STATE_OSTROBOTHNIA,combat_unit_type_line_infantry,1,0,1,0,ZERO_EFFECTIVE_CAP,N/A,NO,0
SWE,FIRST_SCRIPTED_LAND_FORMATION,STATE_OULU,combat_unit_type_line_infantry,1,0,1,0,ZERO_EFFECTIVE_CAP,N/A,NO,0
SWE,FIRST_SCRIPTED_LAND_FORMATION,STATE_SCANIA,combat_unit_type_line_infantry,2,1,2,1,NONE,YES,NO,0
SWE,FIRST_SCRIPTED_LAND_FORMATION,STATE_SVEALAND,combat_unit_type_line_infantry,4,3,4,3,NONE,YES,NO,0
SWE,FIRST_SCRIPTED_LAND_FORMATION,STATE_UUSIMAA,combat_unit_type_line_infantry,2,1,2,1,NONE,YES,NO,0
SWI,FIRST_SCRIPTED_LAND_FORMATION,STATE_EAST_SWITZERLAND,combat_unit_type_line_infantry,9,8,0,0,CAPACITY_NOT_NEEDED_FOR_FINAL_TARGET,N/A,YES,0
SWI,FIRST_SCRIPTED_LAND_FORMATION,STATE_WEST_SWITZERLAND,combat_unit_type_line_infantry,11,10,2,2,NONE,YES,YES,0
SWZ,FIRST_SCRIPTED_LAND_FORMATION,STATE_TRANSVAAL,combat_unit_type_irregular_infantry,1,0,1,0,ZERO_EFFECTIVE_CAP,N/A,YES,0
TGI,FIRST_SCRIPTED_LAND_FORMATION,STATE_MOCAMBIQUE,combat_unit_type_irregular_infantry,1,0,1,0,ZERO_EFFECTIVE_CAP,N/A,YES,0
TIB,FIRST_SCRIPTED_LAND_FORMATION,STATE_EASTERN_HIMALAYAS,combat_unit_type_irregular_infantry,2,1,0,0,CAPACITY_NOT_NEEDED_FOR_FINAL_TARGET,N/A,YES,0
TIB,FIRST_SCRIPTED_LAND_FORMATION,STATE_LHASA,combat_unit_type_irregular_infantry,19,18,10,10,NONE,YES,YES,0
TIB,FIRST_SCRIPTED_LAND_FORMATION,STATE_NGARI,combat_unit_type_irregular_infantry,9,8,0,0,CAPACITY_NOT_NEEDED_FOR_FINAL_TARGET,N/A,YES,0
TID,FIRST_SCRIPTED_LAND_FORMATION,STATE_CELEBES,combat_unit_type_irregular_infantry,1,0,1,0,ZERO_EFFECTIVE_CAP,N/A,YES,0
TID,FIRST_SCRIPTED_LAND_FORMATION,STATE_MOLUCCAS,combat_unit_type_irregular_infantry,3,1,3,1,NONE,YES,YES,0
TID,FIRST_SCRIPTED_LAND_FORMATION,STATE_WESTERN_NEW_GUINEA,combat_unit_type_irregular_infantry,1,0,0,0,ZERO_EFFECTIVE_CAP,N/A,YES,0
TRA,FIRST_SCRIPTED_LAND_FORMATION,STATE_TRAVANCORE,combat_unit_type_line_infantry,3,2,3,2,NONE,YES,NO,0
TRI,FIRST_SCRIPTED_LAND_FORMATION,STATE_LIBYA,combat_unit_type_irregular_infantry,5,1,5,1,NONE,YES,YES,0
TRI,FIRST_SCRIPTED_LAND_FORMATION,STATE_TRIPOLI,combat_unit_type_irregular_infantry,4,2,4,2,NONE,YES,YES,0
TRN,NONE,STATE_TRANSVAAL,N/A_NO_SCRIPTED_CONSCRIPTS,1,0,0,0,ZERO_EFFECTIVE_CAP,N/A,NO,0
