tag,country_name,state,direct_owner,incorporated_if_required,conscription_eligible,target_conscript_units,infantry,cavalry,artillery,other,formation,service_type,historical_role,mechanism,static_result,notes
SPA,Spain,STATE_LEON,YES,YES,YES,3,3,0,0,0,cleanup2d3b_spa_land_2,conscript,EUROPEAN_MILITIA_RESERVE,NATIVE_CONSCRIPT_UNIT,PASS,EUROPEAN_MILITIA_RESERVE evidence retained; law_peasant_levies permits infantry-group conscripts only.
SPA,Spain,STATE_LOWER_ANDALUSIA,YES,YES,YES,7,7,0,0,0,cleanup2d3b_spa_land_2,conscript,EUROPEAN_MILITIA_RESERVE,NATIVE_CONSCRIPT_UNIT,PASS,EUROPEAN_MILITIA_RESERVE evidence retained; law_peasant_levies permits infantry-group conscripts only.
SPA,Spain,STATE_MURCIA,YES,YES,YES,2,2,0,0,0,cleanup2d3b_spa_land_2,conscript,EUROPEAN_MILITIA_RESERVE,NATIVE_CONSCRIPT_UNIT,PASS,EUROPEAN_MILITIA_RESERVE evidence retained; law_peasant_levies permits infantry-group conscripts only.
SPA,Spain,STATE_NEW_CASTILE,YES,YES,YES,9,9,0,0,0,cleanup2d3b_spa_land_2,conscript,EUROPEAN_MILITIA_RESERVE,NATIVE_CONSCRIPT_UNIT,PASS,EUROPEAN_MILITIA_RESERVE evidence retained; law_peasant_levies permits infantry-group conscripts only.
SPA,Spain,STATE_OLD_CASTILE,YES,YES,YES,7,7,0,0,0,cleanup2d3b_spa_land_2,conscript,EUROPEAN_MILITIA_RESERVE,NATIVE_CONSCRIPT_UNIT,PASS,EUROPEAN_MILITIA_RESERVE evidence retained; law_peasant_levies permits infantry-group conscripts only.
SPA,Spain,STATE_UPPER_ANDALUSIA,YES,YES,YES,7,7,0,0,0,cleanup2d3b_spa_land_2,conscript,EUROPEAN_MILITIA_RESERVE,NATIVE_CONSCRIPT_UNIT,PASS,EUROPEAN_MILITIA_RESERVE evidence retained; law_peasant_levies permits infantry-group conscripts only.
SPA,Spain,STATE_VALENCIA,YES,YES,YES,5,5,0,0,0,cleanup2d3b_spa_land_2,conscript,EUROPEAN_MILITIA_RESERVE,NATIVE_CONSCRIPT_UNIT,PASS,EUROPEAN_MILITIA_RESERVE evidence retained; law_peasant_levies permits infantry-group conscripts only.
SWE,Sweden,STATE_GOTALAND,YES,YES,YES,2,2,0,0,0,Kungliga_Svenska_Armn,conscript,EUROPEAN_MILITIA_RESERVE,NATIVE_CONSCRIPT_UNIT,PASS,EUROPEAN_MILITIA_RESERVE
SWE,Sweden,STATE_SCANIA,YES,YES,YES,1,1,0,0,0,Kungliga_Svenska_Armn,conscript,EUROPEAN_MILITIA_RESERVE,NATIVE_CONSCRIPT_UNIT,PASS,EUROPEAN_MILITIA_RESERVE
SWE,Sweden,STATE_SVEALAND,YES,YES,YES,3,3,0,0,0,Kungliga_Svenska_Armn,conscript,EUROPEAN_MILITIA_RESERVE,NATIVE_CONSCRIPT_UNIT,PASS,EUROPEAN_MILITIA_RESERVE
SWE,Sweden,STATE_UUSIMAA,YES,YES,YES,1,0,1,0,0,Kungliga_Svenska_Armn,conscript,EUROPEAN_MILITIA_RESERVE,NATIVE_CONSCRIPT_UNIT,PASS,EUROPEAN_MILITIA_RESERVE
SWI,Switzerland,STATE_EAST_SWITZERLAND,YES,YES,YES,1,1,0,0,0,cleanup2d3b_swi_land_1,conscript,EUROPEAN_MILITIA_RESERVE,NATIVE_CONSCRIPT_UNIT,PASS,EUROPEAN_MILITIA_RESERVE evidence retained; law_peasant_levies permits infantry-group conscripts only.
SWI,Switzerland,STATE_WEST_SWITZERLAND,YES,YES,YES,1,1,0,0,0,cleanup2d3b_swi_land_1,conscript,EUROPEAN_MILITIA_RESERVE,NATIVE_CONSCRIPT_UNIT,PASS,EUROPEAN_MILITIA_RESERVE evidence retained; law_peasant_levies permits infantry-group conscripts only.
TIB,Tibet,STATE_LHASA,YES,YES,YES,7,7,0,0,0,cleanup2d3b_tib_land_1,conscript,EUROPEAN_MILITIA_RESERVE,NATIVE_CONSCRIPT_UNIT,PASS,EUROPEAN_MILITIA_RESERVE evidence retained; law_peasant_levies permits infantry-group conscripts only.
TIB,Tibet,STATE_NGARI,YES,YES,YES,3,3,0,0,0,cleanup2d3b_tib_land_1,conscript,EUROPEAN_MILITIA_RESERVE,NATIVE_CONSCRIPT_UNIT,PASS,EUROPEAN_MILITIA_RESERVE evidence retained; law_peasant_levies permits infantry-group conscripts only.
TID,Tidore,STATE_MOLUCCAS,YES,YES,YES,1,1,0,0,0,cleanup2d3b_tid_land_1,conscript,EUROPEAN_MILITIA_RESERVE,NATIVE_CONSCRIPT_UNIT,PASS,EUROPEAN_MILITIA_RESERVE evidence retained; law_peasant_levies permits infantry-group conscripts only.
TRA,Travancore,STATE_TRAVANCORE,YES,YES,YES,1,1,0,0,0,TravancoreArmy,conscript,EUROPEAN_MILITIA_RESERVE,NATIVE_CONSCRIPT_UNIT,PASS,EUROPEAN_MILITIA_RESERVE
TRI,Tripolitania,STATE_TRIPOLI,YES,YES,YES,2,2,0,0,0,cleanup2d3b_tri_land_1,conscript,CENTRAL_ASIAN_TRIBAL,NATIVE_CONSCRIPT_UNIT,PASS,CENTRAL_ASIAN_TRIBAL evidence retained; law_peasant_levies permits infantry-group conscripts only.
TUN,Tunis,STATE_TUNISIA,YES,YES,YES,8,8,0,0,0,cleanup2d3b_tun_land_1,conscript,CENTRAL_ASIAN_TRIBAL,NATIVE_CONSCRIPT_UNIT,PASS,CENTRAL_ASIAN_TRIBAL evidence retained; law_peasant_levies permits infantry-group conscripts only.
TUR,Ottoman Empire,STATE_ADANA,YES,YES,YES,2,2,0,0,0,cleanup2d3b_tur_land_1,conscript,OTTOMAN_PROVINCIAL,NATIVE_CONSCRIPT_UNIT,PASS,OTTOMAN_PROVINCIAL evidence retained; law_peasant_levies permits infantry-group conscripts only.
TUR,Ottoman Empire,STATE_ALBANIA,YES,YES,YES,7,7,0,0,0,cleanup2d3b_tur_land_1,conscript,OTTOMAN_PROVINCIAL,NATIVE_CONSCRIPT_UNIT,PASS,OTTOMAN_PROVINCIAL evidence retained; law_peasant_levies permits infantry-group conscripts only.
TUR,Ottoman Empire,STATE_ALEPPO,YES,YES,YES,3,3,0,0,0,cleanup2d3b_tur_land_1,conscript,OTTOMAN_PROVINCIAL,NATIVE_CONSCRIPT_UNIT,PASS,OTTOMAN_PROVINCIAL evidence retained; law_peasant_levies permits infantry-group conscripts only.
TUR,Ottoman Empire,STATE_ANKARA,YES,YES,YES,9,9,0,0,0,cleanup2d3b_tur_land_1,conscript,OTTOMAN_PROVINCIAL,NATIVE_CONSCRIPT_UNIT,PASS,OTTOMAN_PROVINCIAL evidence retained; law_peasant_levies permits infantry-group conscripts only.
TUR,Ottoman Empire,STATE_ATTICA,YES,YES,YES,3,3,0,0,0,cleanup2d3b_tur_land_1,conscript,OTTOMAN_PROVINCIAL,NATIVE_CONSCRIPT_UNIT,PASS,OTTOMAN_PROVINCIAL evidence retained; law_peasant_levies permits infantry-group conscripts only.
TUR,Ottoman Empire,STATE_AYDIN,YES,YES,YES,6,6,0,0,0,cleanup2d3b_tur_land_1,conscript,OTTOMAN_PROVINCIAL,NATIVE_CONSCRIPT_UNIT,PASS,OTTOMAN_PROVINCIAL evidence retained; law_peasant_levies permits infantry-group conscripts only.
TUR,Ottoman Empire,STATE_BOSNIA,YES,YES,YES,5,5,0,0,0,cleanup2d3b_tur_land_1,conscript,OTTOMAN_PROVINCIAL,NATIVE_CONSCRIPT_UNIT,PASS,OTTOMAN_PROVINCIAL evidence retained; law_peasant_levies permits infantry-group conscripts only.
TUR,Ottoman Empire,STATE_BULGARIA,YES,YES,YES,5,5,0,0,0,cleanup2d3b_tur_land_1,conscript,OTTOMAN_PROVINCIAL,NATIVE_CONSCRIPT_UNIT,PASS,OTTOMAN_PROVINCIAL evidence retained; law_peasant_levies permits infantry-group conscripts only.
TUR,Ottoman Empire,STATE_DIYARBAKIR,YES,YES,YES,4,4,0,0,0,cleanup2d3b_tur_land_1,conscript,OTTOMAN_PROVINCIAL,NATIVE_CONSCRIPT_UNIT,PASS,OTTOMAN_PROVINCIAL evidence retained; law_peasant_levies permits infantry-group conscripts only.
TUR,Ottoman Empire,STATE_DOBRUDJA,YES,YES,YES,1,1,0,0,0,cleanup2d3b_tur_land_1,conscript,OTTOMAN_PROVINCIAL,NATIVE_CONSCRIPT_UNIT,PASS,OTTOMAN_PROVINCIAL evidence retained; law_peasant_levies permits infantry-group conscripts only.
TUR,Ottoman Empire,STATE_EASTERN_SERBIA,YES,YES,YES,3,3,0,0,0,cleanup2d3b_tur_land_1,conscript,OTTOMAN_PROVINCIAL,NATIVE_CONSCRIPT_UNIT,PASS,OTTOMAN_PROVINCIAL evidence retained; law_peasant_levies permits infantry-group conscripts only.
TUR,Ottoman Empire,STATE_EASTERN_THRACE,YES,YES,YES,8,8,0,0,0,cleanup2d3b_tur_land_1,conscript,OTTOMAN_PROVINCIAL,NATIVE_CONSCRIPT_UNIT,PASS,OTTOMAN_PROVINCIAL evidence retained; law_peasant_levies permits infantry-group conscripts only.
TUR,Ottoman Empire,STATE_ERZURUM,YES,YES,YES,5,5,0,0,0,cleanup2d3b_tur_land_1,conscript,OTTOMAN_PROVINCIAL,NATIVE_CONSCRIPT_UNIT,PASS,OTTOMAN_PROVINCIAL evidence retained; law_peasant_levies permits infantry-group conscripts only.
TUR,Ottoman Empire,STATE_HUDAVENDIGAR,YES,YES,YES,6,6,0,0,0,cleanup2d3b_tur_land_1,conscript,OTTOMAN_PROVINCIAL,NATIVE_CONSCRIPT_UNIT,PASS,OTTOMAN_PROVINCIAL evidence retained; law_peasant_levies permits infantry-group conscripts only.
TUR,Ottoman Empire,STATE_KARS,YES,YES,YES,1,1,0,0,0,cleanup2d3b_tur_land_1,conscript,OTTOMAN_PROVINCIAL,NATIVE_CONSCRIPT_UNIT,PASS,OTTOMAN_PROVINCIAL evidence retained; law_peasant_levies permits infantry-group conscripts only.
TUR,Ottoman Empire,STATE_KASTAMONU,YES,YES,YES,4,4,0,0,0,cleanup2d3b_tur_land_1,conscript,OTTOMAN_PROVINCIAL,NATIVE_CONSCRIPT_UNIT,PASS,OTTOMAN_PROVINCIAL evidence retained; law_peasant_levies permits infantry-group conscripts only.
TUR,Ottoman Empire,STATE_KONYA,YES,YES,YES,4,4,0,0,0,cleanup2d3b_tur_land_1,conscript,OTTOMAN_PROVINCIAL,NATIVE_CONSCRIPT_UNIT,PASS,OTTOMAN_PROVINCIAL evidence retained; law_peasant_levies permits infantry-group conscripts only.
TUR,Ottoman Empire,STATE_KOSOVO,YES,YES,YES,1,1,0,0,0,cleanup2d3b_tur_land_1,conscript,OTTOMAN_PROVINCIAL,NATIVE_CONSCRIPT_UNIT,PASS,OTTOMAN_PROVINCIAL evidence retained; law_peasant_levies permits infantry-group conscripts only.
TUR,Ottoman Empire,STATE_LEBANON,YES,YES,YES,2,2,0,0,0,cleanup2d3b_tur_land_1,conscript,OTTOMAN_PROVINCIAL,NATIVE_CONSCRIPT_UNIT,PASS,OTTOMAN_PROVINCIAL evidence retained; law_peasant_levies permits infantry-group conscripts only.
TUR,Ottoman Empire,STATE_LOWER_EGYPT,YES,YES,YES,16,16,0,0,0,cleanup2d3b_tur_land_1,conscript,OTTOMAN_PROVINCIAL,NATIVE_CONSCRIPT_UNIT,PASS,OTTOMAN_PROVINCIAL evidence retained; law_peasant_levies permits infantry-group conscripts only.
TUR,Ottoman Empire,STATE_MACEDONIA,YES,YES,YES,2,2,0,0,0,cleanup2d3b_tur_land_1,conscript,OTTOMAN_PROVINCIAL,NATIVE_CONSCRIPT_UNIT,PASS,OTTOMAN_PROVINCIAL evidence retained; law_peasant_levies permits infantry-group conscripts only.
TUR,Ottoman Empire,STATE_MIDDLE_EGYPT,YES,YES,YES,7,7,0,0,0,cleanup2d3b_tur_land_1,conscript,OTTOMAN_PROVINCIAL,NATIVE_CONSCRIPT_UNIT,PASS,OTTOMAN_PROVINCIAL evidence retained; law_peasant_levies permits infantry-group conscripts only.
TUR,Ottoman Empire,STATE_MONTENEGRO,YES,YES,YES,1,1,0,0,0,cleanup2d3b_tur_land_1,conscript,OTTOMAN_PROVINCIAL,NATIVE_CONSCRIPT_UNIT,PASS,OTTOMAN_PROVINCIAL evidence retained; law_peasant_levies permits infantry-group conscripts only.
TUR,Ottoman Empire,STATE_NORTHERN_THRACE,YES,YES,YES,5,5,0,0,0,cleanup2d3b_tur_land_1,conscript,OTTOMAN_PROVINCIAL,NATIVE_CONSCRIPT_UNIT,PASS,OTTOMAN_PROVINCIAL evidence retained; law_peasant_levies permits infantry-group conscripts only.
TUR,Ottoman Empire,STATE_PALESTINE,YES,YES,YES,2,2,0,0,0,cleanup2d3b_tur_land_1,conscript,OTTOMAN_PROVINCIAL,NATIVE_CONSCRIPT_UNIT,PASS,OTTOMAN_PROVINCIAL evidence retained; law_peasant_levies permits infantry-group conscripts only.
TUR,Ottoman Empire,STATE_PELOPONNESE,YES,YES,YES,1,1,0,0,0,cleanup2d3b_tur_land_1,conscript,OTTOMAN_PROVINCIAL,NATIVE_CONSCRIPT_UNIT,PASS,OTTOMAN_PROVINCIAL evidence retained; law_peasant_levies permits infantry-group conscripts only.
TUR,Ottoman Empire,STATE_SKOPIA,YES,YES,YES,4,4,0,0,0,cleanup2d3b_tur_land_1,conscript,OTTOMAN_PROVINCIAL,NATIVE_CONSCRIPT_UNIT,PASS,OTTOMAN_PROVINCIAL evidence retained; law_peasant_levies permits infantry-group conscripts only.
TUR,Ottoman Empire,STATE_SYRIA,YES,YES,YES,3,3,0,0,0,cleanup2d3b_tur_land_1,conscript,OTTOMAN_PROVINCIAL,NATIVE_CONSCRIPT_UNIT,PASS,OTTOMAN_PROVINCIAL evidence retained; law_peasant_levies permits infantry-group conscripts only.
TUR,Ottoman Empire,STATE_THESSALIA,YES,YES,YES,6,6,0,0,0,cleanup2d3b_tur_land_1,conscript,OTTOMAN_PROVINCIAL,NATIVE_CONSCRIPT_UNIT,PASS,OTTOMAN_PROVINCIAL evidence retained; law_peasant_levies permits infantry-group conscripts only.
TUR,Ottoman Empire,STATE_TRABZON,YES,YES,YES,5,5,0,0,0,cleanup2d3b_tur_land_1,conscript,OTTOMAN_PROVINCIAL,NATIVE_CONSCRIPT_UNIT,PASS,OTTOMAN_PROVINCIAL evidence retained; law_peasant_levies permits infantry-group conscripts only.
TUR,Ottoman Empire,STATE_UPPER_EGYPT,YES,YES,YES,2,2,0,0,0,cleanup2d3b_tur_land_1,conscript,OTTOMAN_PROVINCIAL,NATIVE_CONSCRIPT_UNIT,PASS,OTTOMAN_PROVINCIAL evidence retained; law_peasant_levies permits infantry-group conscripts only.
TUR,Ottoman Empire,STATE_WESTERN_SERBIA,YES,YES,YES,3,3,0,0,0,cleanup2d3b_tur_land_1,conscript,OTTOMAN_PROVINCIAL,NATIVE_CONSCRIPT_UNIT,PASS,OTTOMAN_PROVINCIAL evidence retained; law_peasant_levies permits infantry-group conscripts only.
TUR,Ottoman Empire,STATE_WESTERN_THRACE,YES,YES,YES,4,4,0,0,0,cleanup2d3b_tur_land_1,conscript,OTTOMAN_PROVINCIAL,NATIVE_CONSCRIPT_UNIT,PASS,OTTOMAN_PROVINCIAL evidence retained; law_peasant_levies permits infantry-group conscripts only.
TUS,Tuscany,STATE_TUSCANY,YES,YES,YES,2,2,0,0,0,Esercito_del_Granducato_di_Toscana,conscript,EUROPEAN_MILITIA_RESERVE,NATIVE_CONSCRIPT_UNIT,PASS,EUROPEAN_MILITIA_RESERVE
USA,America,STATE_CONNECTICUT,YES,YES,YES,1,1,0,0,0,cleanup2d3b_usa_land_1,conscript,REVOLUTIONARY_STATE_MILITIA,NATIVE_CONSCRIPT_UNIT,PASS,REVOLUTIONARY_STATE_MILITIA evidence retained; law_peasant_levies permits infantry-group conscripts only.
USA,America,STATE_GEORGIA,YES,YES,YES,5,5,0,0,0,cleanup2d3b_usa_land_1,conscript,REVOLUTIONARY_STATE_MILITIA,NATIVE_CONSCRIPT_UNIT,PASS,REVOLUTIONARY_STATE_MILITIA evidence retained; law_peasant_levies permits infantry-group conscripts only.
USA,America,STATE_MAINE,YES,YES,YES,2,2,0,0,0,cleanup2d3b_usa_land_1,conscript,REVOLUTIONARY_STATE_MILITIA,NATIVE_CONSCRIPT_UNIT,PASS,REVOLUTIONARY_STATE_MILITIA evidence retained; law_peasant_levies permits infantry-group conscripts only.
USA,America,STATE_MARYLAND,YES,YES,YES,2,2,0,0,0,cleanup2d3b_usa_land_1,conscript,REVOLUTIONARY_STATE_MILITIA,NATIVE_CONSCRIPT_UNIT,PASS,REVOLUTIONARY_STATE_MILITIA evidence retained; law_peasant_levies permits infantry-group conscripts only.
USA,America,STATE_MASSACHUSETTS,YES,YES,YES,5,5,0,0,0,cleanup2d3b_usa_land_1,conscript,REVOLUTIONARY_STATE_MILITIA,NATIVE_CONSCRIPT_UNIT,PASS,REVOLUTIONARY_STATE_MILITIA evidence retained; law_peasant_levies permits infantry-group conscripts only.
USA,America,STATE_NEW_HAMPSHIRE,YES,YES,YES,1,1,0,0,0,cleanup2d3b_usa_land_1,conscript,REVOLUTIONARY_STATE_MILITIA,NATIVE_CONSCRIPT_UNIT,PASS,REVOLUTIONARY_STATE_MILITIA evidence retained; law_peasant_levies permits infantry-group conscripts only.
USA,America,STATE_NEW_JERSEY,YES,YES,YES,2,2,0,0,0,cleanup2d3b_usa_land_1,conscript,REVOLUTIONARY_STATE_MILITIA,NATIVE_CONSCRIPT_UNIT,PASS,REVOLUTIONARY_STATE_MILITIA evidence retained; law_peasant_levies permits infantry-group conscripts only.
USA,America,STATE_NEW_YORK,YES,YES,YES,13,13,0,0,0,cleanup2d3b_usa_land_1,conscript,REVOLUTIONARY_STATE_MILITIA,NATIVE_CONSCRIPT_UNIT,PASS,REVOLUTIONARY_STATE_MILITIA evidence retained; law_peasant_levies permits infantry-group conscripts only.
USA,America,STATE_NORTH_CAROLINA,YES,YES,YES,5,5,0,0,0,cleanup2d3b_usa_land_1,conscript,REVOLUTIONARY_STATE_MILITIA,NATIVE_CONSCRIPT_UNIT,PASS,REVOLUTIONARY_STATE_MILITIA evidence retained; law_peasant_levies permits infantry-group conscripts only.
USA,America,STATE_PENNSYLVANIA,YES,YES,YES,9,9,0,0,0,cleanup2d3b_usa_land_1,conscript,REVOLUTIONARY_STATE_MILITIA,NATIVE_CONSCRIPT_UNIT,PASS,REVOLUTIONARY_STATE_MILITIA evidence retained; law_peasant_levies permits infantry-group conscripts only.
USA,America,STATE_SOUTH_CAROLINA,YES,YES,YES,5,5,0,0,0,cleanup2d3b_usa_land_1,conscript,REVOLUTIONARY_STATE_MILITIA,NATIVE_CONSCRIPT_UNIT,PASS,REVOLUTIONARY_STATE_MILITIA evidence retained; law_peasant_levies permits infantry-group conscripts only.
USA,America,STATE_VERMONT,YES,YES,YES,1,1,0,0,0,cleanup2d3b_usa_land_1,conscript,REVOLUTIONARY_STATE_MILITIA,NATIVE_CONSCRIPT_UNIT,PASS,REVOLUTIONARY_STATE_MILITIA evidence retained; law_peasant_levies permits infantry-group conscripts only.
USA,America,STATE_VIRGINIA,YES,YES,YES,6,6,0,0,0,cleanup2d3b_usa_land_1,conscript,REVOLUTIONARY_STATE_MILITIA,NATIVE_CONSCRIPT_UNIT,PASS,REVOLUTIONARY_STATE_MILITIA evidence retained; law_peasant_levies permits infantry-group conscripts only.
USA,America,STATE_WEST_VIRGINIA,YES,YES,YES,1,1,0,0,0,cleanup2d3b_usa_land_1,conscript,REVOLUTIONARY_STATE_MILITIA,NATIVE_CONSCRIPT_UNIT,PASS,REVOLUTIONARY_STATE_MILITIA evidence retained; law_peasant_levies permits infantry-group conscripts only.
VEN,Venice,STATE_ISTRIA,YES,YES,YES,1,1,0,0,0,VEN_existing_army,conscript,EUROPEAN_MILITIA_RESERVE,NATIVE_CONSCRIPT_UNIT,PASS,EUROPEAN_MILITIA_RESERVE
VEN,Venice,STATE_VENETIA,YES,YES,YES,2,2,0,0,0,VEN_existing_army,conscript,EUROPEAN_MILITIA_RESERVE,NATIVE_CONSCRIPT_UNIT,PASS,EUROPEAN_MILITIA_RESERVE
WAD,Wadai,STATE_WADDAI,YES,YES,YES,1,1,0,0,0,cleanup2d3b_wad_land_1,conscript,EUROPEAN_MILITIA_RESERVE,NATIVE_CONSCRIPT_UNIT,PASS,EUROPEAN_MILITIA_RESERVE evidence retained; law_peasant_levies permits infantry-group conscripts only.
WAL,Wallachia,STATE_WALLACHIA,YES,YES,YES,2,2,0,0,0,Armata_rii_Romneti,conscript,EUROPEAN_MILITIA_RESERVE,NATIVE_CONSCRIPT_UNIT,PASS,EUROPEAN_MILITIA_RESERVE evidence retained; law_peasant_levies permits infantry-group conscripts only.
WUR,Württemberg,STATE_WURTTEMBERG,YES,YES,YES,4,4,0,0,0,Kniglich_Wrttembergische_Armee,conscript,EUROPEAN_MILITIA_RESERVE,NATIVE_CONSCRIPT_UNIT,PASS,EUROPEAN_MILITIA_RESERVE
ZAI,Azal,STATE_YEMEN,YES,YES,YES,4,4,0,0,0,cleanup2d3b_zai_land_1,conscript,CENTRAL_ASIAN_TRIBAL,NATIVE_CONSCRIPT_UNIT,PASS,CENTRAL_ASIAN_TRIBAL evidence retained; law_peasant_levies permits infantry-group conscripts only.
