tag,country_name,standing_regular_units_3b,target_mobilization_capacity_2d2,historical_mobilization_type,mobilization_model,army_model_law,native_conscription_limit,target_fits_native_limit,implementation_mechanism,conscript_infantry,conscript_cavalry,conscript_artillery,conscript_other,total_conscript_capacity,target_delta,formations_used,new_reserve_formation_created,structural_defer,structural_action,law_limited,law_limit_shortfall,modeled_from_qualitative_evidence,peacetime_cost_expected,budget_risk,static_result,confidence,notes
ONT,Ontario,0,0,MILITIA_LEVY_OR_LOCAL_OBLIGATION,NO_INDEPENDENT_1776_FORCE,law_peasant_levies,4,NO,STRUCTURAL_DEFER_UNCHANGED,0,0,0,0,0,0,,NO,YES,UNCHANGED,NO,0,NO,NO,LOW_DORMANT;RUNTIME_CONFIRM_3E,PASS,MEDIUM_HIGH_STATIC,Composition=EUROPEAN_MILITIA_RESERVE evidence retained; law_peasant_levies permits infantry-group conscripts only.; shortfall_reason=NONE; no temporary modifier applied.
ORA,Oranje,0,0,MILITIA_LEVY_OR_LOCAL_OBLIGATION,MAP_REWORK_DEFERRED,law_national_militia,0,NO,STRUCTURAL_DEFER_UNCHANGED,0,0,0,0,0,0,,NO,YES,UNCHANGED,NO,0,NO,NO,LOW_DORMANT;RUNTIME_CONFIRM_3E,PASS,MEDIUM_HIGH_STATIC,Composition=EUROPEAN_MILITIA_RESERVE; unsupported unit groups shifted to infantry.; shortfall_reason=NONE; no temporary modifier applied.
OYO,Oyo,12,35,MILITIA_LEVY_OR_LOCAL_OBLIGATION,"Capacity only; do not script as standing barracks. Later implementation should use conscription centers, laws, events, or subject/contingent mechanics appropriate to the system.",law_peasant_levies,9,NO,NATIVE_CONSCRIPT_UNITS,9,0,0,0,9,-26,cleanup2d3b_oyo_land_1,NO,NO,NOT_APPLICABLE,NO,0,YES,NO,LOW_DORMANT;RUNTIME_CONFIRM_3E,PASS_WITH_DOCUMENTED_SHORTFALL,MEDIUM_HIGH_STATIC,Composition=AFRICAN_LEVY evidence retained; law_peasant_levies permits infantry-group conscripts only.; shortfall_reason=POPULATION; no temporary modifier applied.
OZH,Orta Zhuz,1,3,TRIBAL_CONFEDERAL_LEVY,"Capacity only; do not script as standing barracks. Later implementation should use conscription centers, laws, events, or subject/contingent mechanics appropriate to the system.",law_peasant_levies,1,NO,NATIVE_CONSCRIPT_UNITS,1,0,0,0,1,-2,cleanup2d3b_ozh_land_1,NO,NO,NOT_APPLICABLE,NO,0,YES,NO,LOW_DORMANT;RUNTIME_CONFIRM_3E,PASS_WITH_DOCUMENTED_SHORTFALL,MEDIUM_HIGH_STATIC,Composition=CENTRAL_ASIAN_TRIBAL evidence retained; law_peasant_levies permits infantry-group conscripts only.; shortfall_reason=TECH; no temporary modifier applied.
PAN,Punjab,45,80,MILITIA_LEVY_OR_LOCAL_OBLIGATION,"Capacity only; do not script as standing barracks. Later implementation should use conscription centers, laws, events, or subject/contingent mechanics appropriate to the system.",law_professional_army,16,NO,NATIVE_CONSCRIPT_UNITS,14,1,1,0,16,-64,FaujiKhas,NO,NO,NOT_APPLICABLE,YES,64,YES,NO,LOW_DORMANT;RUNTIME_CONFIRM_3E,PASS_WITH_DOCUMENTED_SHORTFALL,MEDIUM_HIGH_STATIC,Composition=EUROPEAN_MILITIA_RESERVE; shortfall_reason=LAW; no temporary modifier applied.
PAP,Papal States,6,3,MILITIA_RESERVE,"Capacity only; do not script as standing barracks. Later implementation should use conscription centers, laws, events, or subject/contingent mechanics appropriate to the system.",law_professional_army,3,YES,NATIVE_CONSCRIPT_UNITS,3,0,0,0,3,0,Esercito_dello_Stato_della_Chiesa,NO,NO,NOT_APPLICABLE,NO,0,YES,NO,LOW_DORMANT;RUNTIME_CONFIRM_3E,PASS,MEDIUM_HIGH_STATIC,Composition=EUROPEAN_MILITIA_RESERVE; unsupported unit groups shifted to infantry.; shortfall_reason=NONE; no temporary modifier applied.
PAR,Parma,3,2,MILITIA_RESERVE,"Capacity only; do not script as standing barracks. Later implementation should use conscription centers, laws, events, or subject/contingent mechanics appropriate to the system.",law_professional_army,0,NO,NO_NATIVE_UNIT_CAPACITY,0,0,0,0,0,-2,,NO,NO,NOT_APPLICABLE,YES,2,YES,NO,LOW_DORMANT;RUNTIME_CONFIRM_3E,PASS_WITH_DOCUMENTED_SHORTFALL,MEDIUM_HIGH_STATIC,Composition=EUROPEAN_MILITIA_RESERVE; unsupported unit groups shifted to infantry.; shortfall_reason=LAW; no temporary modifier applied.
PCO,Puerto Rico,7,0,MILITIA_LEVY_OR_LOCAL_OBLIGATION,ALLOCATE_FROM_OVERLORD_POOL,law_professional_army,0,NO,STRUCTURAL_DEFER_UNCHANGED,0,0,0,0,0,0,,NO,YES,UNCHANGED,NO,0,NO,NO,LOW_DORMANT;RUNTIME_CONFIRM_3E,PASS,MEDIUM_HIGH_STATIC,Composition=EUROPEAN_MILITIA_RESERVE; unsupported unit groups shifted to infantry.; shortfall_reason=NONE; no temporary modifier applied.
PER,Persia,32,60,MILITIA_LEVY_OR_LOCAL_OBLIGATION,"Capacity only; do not script as standing barracks. Later implementation should use conscription centers, laws, events, or subject/contingent mechanics appropriate to the system.",law_peasant_levies,38,NO,NATIVE_CONSCRIPT_UNITS,38,0,0,0,38,-22,PER_existing_army,NO,NO,NOT_APPLICABLE,NO,0,NO,NO,LOW_DORMANT;RUNTIME_CONFIRM_3E,PASS_WITH_DOCUMENTED_SHORTFALL,MEDIUM_HIGH_STATIC,Composition=PERSIAN_TRIBAL_PROVINCIAL evidence retained; law_peasant_levies permits infantry-group conscripts only.; shortfall_reason=TECH; no temporary modifier applied.
PHI,Philippines,7,0,MILITIA_LEVY_OR_LOCAL_OBLIGATION,ALLOCATE_FROM_OVERLORD_POOL,law_professional_army,2,NO,STRUCTURAL_DEFER_UNCHANGED,0,0,0,0,0,0,,NO,YES,UNCHANGED,NO,0,NO,NO,LOW_DORMANT;RUNTIME_CONFIRM_3E,PASS,MEDIUM_HIGH_STATIC,Composition=EUROPEAN_MILITIA_RESERVE; shortfall_reason=NONE; no temporary modifier applied.
PHL,Philippolis,0,0,MILITIA_LEVY_OR_LOCAL_OBLIGATION,MAP_REWORK_DEFERRED,law_peasant_levies,0,NO,STRUCTURAL_DEFER_UNCHANGED,0,0,0,0,0,0,,NO,YES,UNCHANGED,NO,0,NO,NO,LOW_DORMANT;RUNTIME_CONFIRM_3E,PASS,MEDIUM_HIGH_STATIC,Composition=EUROPEAN_MILITIA_RESERVE evidence retained; law_peasant_levies permits infantry-group conscripts only.; shortfall_reason=NONE; no temporary modifier applied.
PLC,Poland-Lithuania,16,18,MILITIA_RESERVE,"Capacity only; do not script as standing barracks. Later implementation should use conscription centers, laws, events, or subject/contingent mechanics appropriate to the system.",law_peasant_levies,75,YES,NATIVE_CONSCRIPT_UNITS,18,0,0,0,18,0,PLC_existing_army,NO,NO,NOT_APPLICABLE,NO,0,NO,NO,LOW_DORMANT;RUNTIME_CONFIRM_3E,PASS,MEDIUM_HIGH_STATIC,Composition=EUROPEAN_MILITIA_RESERVE evidence retained; law_peasant_levies permits infantry-group conscripts only.; shortfall_reason=NONE; no temporary modifier applied.
PLY,Tahiti,0,0,MILITIA_LEVY_OR_LOCAL_OBLIGATION,"Capacity only; do not script as standing barracks. Later implementation should use conscription centers, laws, events, or subject/contingent mechanics appropriate to the system.",law_peasant_levies,1,YES,NO_NATIVE_UNIT_CAPACITY,0,0,0,0,0,0,,NO,NO,NOT_APPLICABLE,NO,0,YES,NO,LOW_DORMANT;RUNTIME_CONFIRM_3E,PASS,MEDIUM_HIGH_STATIC,Composition=EUROPEAN_MILITIA_RESERVE evidence retained; law_peasant_levies permits infantry-group conscripts only.; shortfall_reason=NONE; no temporary modifier applied.
PON,Pontianak,1,2,MILITIA_LEVY_OR_LOCAL_OBLIGATION,"Capacity only; do not script as standing barracks. Later implementation should use conscription centers, laws, events, or subject/contingent mechanics appropriate to the system.",law_peasant_levies,0,NO,NO_NATIVE_UNIT_CAPACITY,0,0,0,0,0,-2,,NO,NO,NOT_APPLICABLE,NO,0,YES,NO,LOW_DORMANT;RUNTIME_CONFIRM_3E,PASS_WITH_DOCUMENTED_SHORTFALL,MEDIUM_HIGH_STATIC,Composition=EUROPEAN_MILITIA_RESERVE evidence retained; law_peasant_levies permits infantry-group conscripts only.; shortfall_reason=POPULATION; no temporary modifier applied.
POR,Portugal,24,30,MILITIA_RESERVE,"Capacity only; do not script as standing barracks. Later implementation should use conscription centers, laws, events, or subject/contingent mechanics appropriate to the system.",law_peasant_levies,20,NO,NATIVE_CONSCRIPT_UNITS,20,0,0,0,20,-10,Exercito_Portugues,NO,NO,NOT_APPLICABLE,NO,0,YES,NO,LOW_DORMANT;RUNTIME_CONFIRM_3E,PASS_WITH_DOCUMENTED_SHORTFALL,MEDIUM_HIGH_STATIC,Composition=EUROPEAN_MILITIA_RESERVE evidence retained; law_peasant_levies permits infantry-group conscripts only.; shortfall_reason=TECH; no temporary modifier applied.
PRK,Perak,2,4,MILITIA_LEVY_OR_LOCAL_OBLIGATION,"Capacity only; do not script as standing barracks. Later implementation should use conscription centers, laws, events, or subject/contingent mechanics appropriate to the system.",law_peasant_levies,0,NO,NO_NATIVE_UNIT_CAPACITY,0,0,0,0,0,-4,,NO,NO,NOT_APPLICABLE,NO,0,YES,NO,LOW_DORMANT;RUNTIME_CONFIRM_3E,PASS_WITH_DOCUMENTED_SHORTFALL,MEDIUM_HIGH_STATIC,Composition=EUROPEAN_MILITIA_RESERVE evidence retained; law_peasant_levies permits infantry-group conscripts only.; shortfall_reason=POPULATION; no temporary modifier applied.
PRU,Prussia,158,60,MILITIA_RESERVE,"Capacity only; do not script as standing barracks. Later implementation should use conscription centers, laws, events, or subject/contingent mechanics appropriate to the system.",law_professional_army,14,NO,NATIVE_CONSCRIPT_UNITS,12,1,1,0,14,-46,cleanup2d3b_pru_land_4,NO,NO,NOT_APPLICABLE,YES,46,NO,NO,LOW_DORMANT;RUNTIME_CONFIRM_3E,PASS_WITH_DOCUMENTED_SHORTFALL,MEDIUM_HIGH_STATIC,Composition=EUROPEAN_MILITIA_RESERVE; shortfall_reason=LAW; no temporary modifier applied.
PUD,Pudukottai,2,3,MILITIA_LEVY_OR_LOCAL_OBLIGATION,"Capacity only; do not script as standing barracks. Later implementation should use conscription centers, laws, events, or subject/contingent mechanics appropriate to the system.",law_professional_army,13,YES,NATIVE_CONSCRIPT_UNITS,3,0,0,0,3,0,PudukottaiArmy,NO,NO,NOT_APPLICABLE,NO,0,YES,NO,LOW_DORMANT;RUNTIME_CONFIRM_3E,PASS,MEDIUM_HIGH_STATIC,Composition=EUROPEAN_MILITIA_RESERVE; unsupported unit groups shifted to infantry.; shortfall_reason=NONE; no temporary modifier applied.
QUE,Quebec,0,0,MILITIA_LEVY_OR_LOCAL_OBLIGATION,ALLOCATE_FROM_OVERLORD_POOL,law_peasant_levies,5,NO,STRUCTURAL_DEFER_UNCHANGED,0,0,0,0,0,0,,NO,YES,UNCHANGED,NO,0,NO,NO,LOW_DORMANT;RUNTIME_CONFIRM_3E,PASS,MEDIUM_HIGH_STATIC,Composition=EUROPEAN_MILITIA_RESERVE evidence retained; law_peasant_levies permits infantry-group conscripts only.; shortfall_reason=NONE; no temporary modifier applied.
RUS,Russia,215,120,MILITIA_RESERVE,"Capacity only; do not script as standing barracks. Later implementation should use conscription centers, laws, events, or subject/contingent mechanics appropriate to the system.",law_peasant_levies,183,YES,NATIVE_CONSCRIPT_UNITS,120,0,0,0,120,0,cleanup2d3b_rus_land_1,NO,NO,NOT_APPLICABLE,NO,0,NO,NO,LOW_DORMANT;RUNTIME_CONFIRM_3E,PASS,MEDIUM_HIGH_STATIC,Composition=EUROPEAN_MILITIA_RESERVE evidence retained; law_peasant_levies permits infantry-group conscripts only.; shortfall_reason=NONE; no temporary modifier applied.
RWD,Rwanda,2,6,MILITIA_LEVY_OR_LOCAL_OBLIGATION,"Capacity only; do not script as standing barracks. Later implementation should use conscription centers, laws, events, or subject/contingent mechanics appropriate to the system.",law_peasant_levies,3,NO,NATIVE_CONSCRIPT_UNITS,3,0,0,0,3,-3,cleanup2d3b_rwd_land_1,NO,NO,NOT_APPLICABLE,NO,0,YES,NO,LOW_DORMANT;RUNTIME_CONFIRM_3E,PASS_WITH_DOCUMENTED_SHORTFALL,MEDIUM_HIGH_STATIC,Composition=EUROPEAN_MILITIA_RESERVE evidence retained; law_peasant_levies permits infantry-group conscripts only.; shortfall_reason=TECH; no temporary modifier applied.
RYU,Ryukyu,0,0,MILITIA_LEVY_OR_LOCAL_OBLIGATION,"Capacity only; do not script as standing barracks. Later implementation should use conscription centers, laws, events, or subject/contingent mechanics appropriate to the system.",law_peasant_levies,1,YES,NO_NATIVE_UNIT_CAPACITY,0,0,0,0,0,0,,NO,NO,NOT_APPLICABLE,NO,0,YES,NO,LOW_DORMANT;RUNTIME_CONFIRM_3E,PASS,MEDIUM_HIGH_STATIC,Composition=EUROPEAN_MILITIA_RESERVE evidence retained; law_peasant_levies permits infantry-group conscripts only.; shortfall_reason=NONE; no temporary modifier applied.
SAK,Siak,2,4,MILITIA_LEVY_OR_LOCAL_OBLIGATION,"Capacity only; do not script as standing barracks. Later implementation should use conscription centers, laws, events, or subject/contingent mechanics appropriate to the system.",law_peasant_levies,2,NO,NATIVE_CONSCRIPT_UNITS,2,0,0,0,2,-2,cleanup2d3b_sak_land_1,NO,NO,NOT_APPLICABLE,YES,2,YES,NO,LOW_DORMANT;RUNTIME_CONFIRM_3E,PASS_WITH_DOCUMENTED_SHORTFALL,MEDIUM_HIGH_STATIC,Composition=EUROPEAN_MILITIA_RESERVE evidence retained; law_peasant_levies permits infantry-group conscripts only.; shortfall_reason=LAW; no temporary modifier applied.
SAR,Sardinia-Piedmont,19,10,MILITIA_RESERVE,"Capacity only; do not script as standing barracks. Later implementation should use conscription centers, laws, events, or subject/contingent mechanics appropriate to the system.",law_professional_army,3,NO,NATIVE_CONSCRIPT_UNITS,3,0,0,0,3,-7,I_Corpo_dArmata,NO,NO,NOT_APPLICABLE,YES,7,YES,NO,LOW_DORMANT;RUNTIME_CONFIRM_3E,PASS_WITH_DOCUMENTED_SHORTFALL,MEDIUM_HIGH_STATIC,Composition=EUROPEAN_MILITIA_RESERVE; shortfall_reason=LAW; no temporary modifier applied.
SAT,Satara,2,3,MILITIA_LEVY_OR_LOCAL_OBLIGATION,"Capacity only; do not script as standing barracks. Later implementation should use conscription centers, laws, events, or subject/contingent mechanics appropriate to the system.",law_professional_army,1,NO,NATIVE_CONSCRIPT_UNITS,1,0,0,0,1,-2,SataraArmy,NO,NO,NOT_APPLICABLE,YES,2,YES,NO,LOW_DORMANT;RUNTIME_CONFIRM_3E,PASS_WITH_DOCUMENTED_SHORTFALL,MEDIUM_HIGH_STATIC,Composition=EUROPEAN_MILITIA_RESERVE; unsupported unit groups shifted to infantry.; shortfall_reason=LAW; no temporary modifier applied.
SAX,Saxony,22,10,MILITIA_RESERVE,"Capacity only; do not script as standing barracks. Later implementation should use conscription centers, laws, events, or subject/contingent mechanics appropriate to the system.",law_professional_army,4,NO,NATIVE_CONSCRIPT_UNITS,4,0,0,0,4,-6,Kniglich_Schsische_Armee,NO,NO,NOT_APPLICABLE,YES,6,NO,NO,LOW_DORMANT;RUNTIME_CONFIRM_3E,PASS_WITH_DOCUMENTED_SHORTFALL,MEDIUM_HIGH_STATIC,Composition=EUROPEAN_MILITIA_RESERVE; shortfall_reason=LAW; no temporary modifier applied.
SC1,Nueva España,0,0,MILITIA_LEVY_OR_LOCAL_OBLIGATION,ALLOCATE_FROM_OVERLORD_POOL,law_professional_army,4,NO,STRUCTURAL_DEFER_UNCHANGED,0,0,0,0,0,0,,NO,YES,UNCHANGED,NO,0,NO,NO,LOW_DORMANT;RUNTIME_CONFIRM_3E,PASS,MEDIUM_HIGH_STATIC,Composition=EUROPEAN_MILITIA_RESERVE; unsupported unit groups shifted to infantry.; shortfall_reason=NONE; no temporary modifier applied.
SC2,Nueva Granada,34,0,MILITIA_LEVY_OR_LOCAL_OBLIGATION,ALLOCATE_FROM_OVERLORD_POOL,law_professional_army,1,NO,STRUCTURAL_DEFER_UNCHANGED,0,0,0,0,0,0,,NO,YES,UNCHANGED,NO,0,NO,NO,LOW_DORMANT;RUNTIME_CONFIRM_3E,PASS,MEDIUM_HIGH_STATIC,Composition=EUROPEAN_MILITIA_RESERVE; unsupported unit groups shifted to infantry.; shortfall_reason=NONE; no temporary modifier applied.
SC3,Perú,0,0,MILITIA_LEVY_OR_LOCAL_OBLIGATION,ALLOCATE_FROM_OVERLORD_POOL,law_professional_army,0,NO,STRUCTURAL_DEFER_UNCHANGED,0,0,0,0,0,0,,NO,YES,UNCHANGED,NO,0,NO,NO,LOW_DORMANT;RUNTIME_CONFIRM_3E,PASS,MEDIUM_HIGH_STATIC,Composition=EUROPEAN_MILITIA_RESERVE; unsupported unit groups shifted to infantry.; shortfall_reason=NONE; no temporary modifier applied.
SC4,Río de la Plata,7,0,MILITIA_LEVY_OR_LOCAL_OBLIGATION,ALLOCATE_FROM_OVERLORD_POOL,law_professional_army,0,NO,STRUCTURAL_DEFER_UNCHANGED,0,0,0,0,0,0,,NO,YES,UNCHANGED,NO,0,NO,NO,LOW_DORMANT;RUNTIME_CONFIRM_3E,PASS,MEDIUM_HIGH_STATIC,Composition=EUROPEAN_MILITIA_RESERVE; unsupported unit groups shifted to infantry.; shortfall_reason=NONE; no temporary modifier applied.
SCH,Schleswig,2,1,MILITIA_RESERVE,"Capacity only; do not script as standing barracks. Later implementation should use conscription centers, laws, events, or subject/contingent mechanics appropriate to the system.",law_professional_army,0,NO,NO_NATIVE_UNIT_CAPACITY,0,0,0,0,0,-1,,NO,NO,NOT_APPLICABLE,YES,1,YES,NO,LOW_DORMANT;RUNTIME_CONFIRM_3E,PASS_WITH_DOCUMENTED_SHORTFALL,MEDIUM_HIGH_STATIC,Composition=EUROPEAN_MILITIA_RESERVE; unsupported unit groups shifted to infantry.; shortfall_reason=LAW; no temporary modifier applied.
SCM,Schaumburg-Lippe,0,0,MILITIA_RESERVE,"Capacity only; do not script as standing barracks. Later implementation should use conscription centers, laws, events, or subject/contingent mechanics appropriate to the system.",law_professional_army,0,YES,NO_NATIVE_UNIT_CAPACITY,0,0,0,0,0,0,,NO,NO,NOT_APPLICABLE,NO,0,YES,NO,LOW_DORMANT;RUNTIME_CONFIRM_3E,PASS,MEDIUM_HIGH_STATIC,Composition=EUROPEAN_MILITIA_RESERVE; unsupported unit groups shifted to infantry.; shortfall_reason=NONE; no temporary modifier applied.
SCW,Schwarzburg,1,0,MILITIA_RESERVE,"Capacity only; do not script as standing barracks. Later implementation should use conscription centers, laws, events, or subject/contingent mechanics appropriate to the system.",law_professional_army,0,YES,NO_NATIVE_UNIT_CAPACITY,0,0,0,0,0,0,,NO,NO,NOT_APPLICABLE,NO,0,YES,NO,LOW_DORMANT;RUNTIME_CONFIRM_3E,PASS,MEDIUM_HIGH_STATIC,Composition=EUROPEAN_MILITIA_RESERVE; unsupported unit groups shifted to infantry.; shortfall_reason=NONE; no temporary modifier applied.
SEL,Selangor,2,4,MILITIA_LEVY_OR_LOCAL_OBLIGATION,"Capacity only; do not script as standing barracks. Later implementation should use conscription centers, laws, events, or subject/contingent mechanics appropriate to the system.",law_peasant_levies,1,NO,NATIVE_CONSCRIPT_UNITS,1,0,0,0,1,-3,cleanup2d3b_sel_land_1,NO,NO,NOT_APPLICABLE,NO,0,YES,NO,LOW_DORMANT;RUNTIME_CONFIRM_3E,PASS_WITH_DOCUMENTED_SHORTFALL,MEDIUM_HIGH_STATIC,Composition=EUROPEAN_MILITIA_RESERVE evidence retained; law_peasant_levies permits infantry-group conscripts only.; shortfall_reason=POPULATION; no temporary modifier applied.
SGU,Segou,4,12,MILITIA_LEVY_OR_LOCAL_OBLIGATION,"Capacity only; do not script as standing barracks. Later implementation should use conscription centers, laws, events, or subject/contingent mechanics appropriate to the system.",law_peasant_levies,1,NO,NATIVE_CONSCRIPT_UNITS,1,0,0,0,1,-11,cleanup2d3b_sgu_land_1,NO,NO,NOT_APPLICABLE,NO,0,YES,NO,LOW_DORMANT;RUNTIME_CONFIRM_3E,PASS_WITH_DOCUMENTED_SHORTFALL,MEDIUM_HIGH_STATIC,Composition=EUROPEAN_MILITIA_RESERVE evidence retained; law_peasant_levies permits infantry-group conscripts only.; shortfall_reason=POPULATION; no temporary modifier applied.
SHS,Shan,0,0,MILITIA_LEVY_OR_LOCAL_OBLIGATION,"Capacity only; do not script as standing barracks. Later implementation should use conscription centers, laws, events, or subject/contingent mechanics appropriate to the system.",law_peasant_levies,3,YES,NO_NATIVE_UNIT_CAPACITY,0,0,0,0,0,0,,NO,NO,NOT_APPLICABLE,NO,0,YES,NO,LOW_DORMANT;RUNTIME_CONFIRM_3E,PASS,MEDIUM_HIGH_STATIC,Composition=EUROPEAN_MILITIA_RESERVE evidence retained; law_peasant_levies permits infantry-group conscripts only.; shortfall_reason=NONE; no temporary modifier applied.
SIA,Siam,18,36,MILITIA_LEVY_OR_LOCAL_OBLIGATION,"Capacity only; do not script as standing barracks. Later implementation should use conscription centers, laws, events, or subject/contingent mechanics appropriate to the system.",law_peasant_levies,19,NO,NATIVE_CONSCRIPT_UNITS,19,0,0,0,19,-17,cleanup2d3b_sia_land_1,NO,NO,NOT_APPLICABLE,NO,0,YES,NO,LOW_DORMANT;RUNTIME_CONFIRM_3E,PASS_WITH_DOCUMENTED_SHORTFALL,MEDIUM_HIGH_STATIC,Composition=EUROPEAN_MILITIA_RESERVE evidence retained; law_peasant_levies permits infantry-group conscripts only.; shortfall_reason=TECH; no temporary modifier applied.
SIC,Two Sicilies,30,0,MILITIA_LEVY_OR_LOCAL_OBLIGATION,MAP_REWORK_DEFERRED,law_professional_army,5,NO,STRUCTURAL_DEFER_UNCHANGED,0,0,0,0,0,0,,NO,YES,UNCHANGED,NO,0,NO,NO,LOW_DORMANT;RUNTIME_CONFIRM_3E,PASS,MEDIUM_HIGH_STATIC,Composition=EUROPEAN_MILITIA_RESERVE; shortfall_reason=NONE; no temporary modifier applied.
SIK,Sikkim,1,2,MILITIA_LEVY_OR_LOCAL_OBLIGATION,"Capacity only; do not script as standing barracks. Later implementation should use conscription centers, laws, events, or subject/contingent mechanics appropriate to the system.",law_peasant_levies,0,NO,NO_NATIVE_UNIT_CAPACITY,0,0,0,0,0,-2,,NO,NO,NOT_APPLICABLE,NO,0,YES,NO,LOW_DORMANT;RUNTIME_CONFIRM_3E,PASS_WITH_DOCUMENTED_SHORTFALL,MEDIUM_HIGH_STATIC,Composition=EUROPEAN_MILITIA_RESERVE evidence retained; law_peasant_levies permits infantry-group conscripts only.; shortfall_reason=POPULATION; no temporary modifier applied.
SIL,Sierra Leone,0,0,MILITIA_LEVY_OR_LOCAL_OBLIGATION,MAP_REWORK_DEFERRED,law_peasant_levies,0,NO,STRUCTURAL_DEFER_UNCHANGED,0,0,0,0,0,0,,NO,YES,UNCHANGED,NO,0,NO,NO,LOW_DORMANT;RUNTIME_CONFIRM_3E,PASS,MEDIUM_HIGH_STATIC,Composition=EUROPEAN_MILITIA_RESERVE evidence retained; law_peasant_levies permits infantry-group conscripts only.; shortfall_reason=NONE; no temporary modifier applied.
SIN,Sindh,17,26,MILITIA_LEVY_OR_LOCAL_OBLIGATION,"Capacity only; do not script as standing barracks. Later implementation should use conscription centers, laws, events, or subject/contingent mechanics appropriate to the system.",law_peasant_levies,12,NO,NATIVE_CONSCRIPT_UNITS,12,0,0,0,12,-14,SindhArmy,NO,NO,NOT_APPLICABLE,NO,0,YES,NO,LOW_DORMANT;RUNTIME_CONFIRM_3E,PASS_WITH_DOCUMENTED_SHORTFALL,MEDIUM_HIGH_STATIC,Composition=EUROPEAN_MILITIA_RESERVE evidence retained; law_peasant_levies permits infantry-group conscripts only.; shortfall_reason=POPULATION; no temporary modifier applied.
SMB,Sambas,1,2,MILITIA_LEVY_OR_LOCAL_OBLIGATION,"Capacity only; do not script as standing barracks. Later implementation should use conscription centers, laws, events, or subject/contingent mechanics appropriate to the system.",law_peasant_levies,0,NO,NO_NATIVE_UNIT_CAPACITY,0,0,0,0,0,-2,,NO,NO,NOT_APPLICABLE,NO,0,YES,NO,LOW_DORMANT;RUNTIME_CONFIRM_3E,PASS_WITH_DOCUMENTED_SHORTFALL,MEDIUM_HIGH_STATIC,Composition=EUROPEAN_MILITIA_RESERVE evidence retained; law_peasant_levies permits infantry-group conscripts only.; shortfall_reason=POPULATION; no temporary modifier applied.
SOK,Sokoto,0,0,MILITIA_LEVY_OR_LOCAL_OBLIGATION,MAP_REWORK_DEFERRED,law_peasant_levies,34,NO,STRUCTURAL_DEFER_UNCHANGED,0,0,0,0,0,0,,NO,YES,UNCHANGED,NO,0,NO,NO,LOW_DORMANT;RUNTIME_CONFIRM_3E,PASS,MEDIUM_HIGH_STATIC,Composition=EUROPEAN_MILITIA_RESERVE evidence retained; law_peasant_levies permits infantry-group conscripts only.; shortfall_reason=NONE; no temporary modifier applied.
SPA,Spain,95,70,MILITIA_RESERVE,"Capacity only; do not script as standing barracks. Later implementation should use conscription centers, laws, events, or subject/contingent mechanics appropriate to the system.",law_peasant_levies,65,NO,NATIVE_CONSCRIPT_UNITS,65,0,0,0,65,-5,cleanup2d3b_spa_land_2,NO,NO,NOT_APPLICABLE,YES,5,YES,NO,LOW_DORMANT;RUNTIME_CONFIRM_3E,PASS_WITH_DOCUMENTED_SHORTFALL,MEDIUM_HIGH_STATIC,Composition=EUROPEAN_MILITIA_RESERVE evidence retained; law_peasant_levies permits infantry-group conscripts only.; shortfall_reason=LAW; no temporary modifier applied.
SRK,Surakarta,1,2,MILITIA_LEVY_OR_LOCAL_OBLIGATION,"Capacity only; do not script as standing barracks. Later implementation should use conscription centers, laws, events, or subject/contingent mechanics appropriate to the system.",law_peasant_levies,0,NO,NO_NATIVE_UNIT_CAPACITY,0,0,0,0,0,-2,,NO,NO,NOT_APPLICABLE,NO,0,YES,NO,LOW_DORMANT;RUNTIME_CONFIRM_3E,PASS_WITH_DOCUMENTED_SHORTFALL,MEDIUM_HIGH_STATIC,Composition=EUROPEAN_MILITIA_RESERVE evidence retained; law_peasant_levies permits infantry-group conscripts only.; shortfall_reason=POPULATION; no temporary modifier applied.
STG,Sintang,1,2,MILITIA_LEVY_OR_LOCAL_OBLIGATION,"Capacity only; do not script as standing barracks. Later implementation should use conscription centers, laws, events, or subject/contingent mechanics appropriate to the system.",law_peasant_levies,0,NO,NO_NATIVE_UNIT_CAPACITY,0,0,0,0,0,-2,,NO,NO,NOT_APPLICABLE,NO,0,YES,NO,LOW_DORMANT;RUNTIME_CONFIRM_3E,PASS_WITH_DOCUMENTED_SHORTFALL,MEDIUM_HIGH_STATIC,Composition=EUROPEAN_MILITIA_RESERVE evidence retained; law_peasant_levies permits infantry-group conscripts only.; shortfall_reason=POPULATION; no temporary modifier applied.
SUL,Sulu,1,2,MILITIA_LEVY_OR_LOCAL_OBLIGATION,"Capacity only; do not script as standing barracks. Later implementation should use conscription centers, laws, events, or subject/contingent mechanics appropriate to the system.",law_peasant_levies,0,NO,NO_NATIVE_UNIT_CAPACITY,0,0,0,0,0,-2,,NO,NO,NOT_APPLICABLE,NO,0,YES,NO,LOW_DORMANT;RUNTIME_CONFIRM_3E,PASS_WITH_DOCUMENTED_SHORTFALL,MEDIUM_HIGH_STATIC,Composition=EUROPEAN_MILITIA_RESERVE evidence retained; law_peasant_levies permits infantry-group conscripts only.; shortfall_reason=POPULATION; no temporary modifier applied.
