tag,country_name,state,population_relevant,incorporated,military_law,technology_factor,existing_modifier_factor,native_conscription_rate,native_max_capacity,allocated_target,implemented_capacity,shortfall,shortfall_reason,temporary_modifier_candidate,confidence,notes,true_native_formula_rate,true_native_raw,true_native_max_capacity,r1_allocated
SC3,Perú,STATE_LOS_RIOS,63223,YES,law_professional_army,1.0,church_law=-0.4,0.006000,0,0,0,0,NONE,NO,MEDIUM_HIGH_STATIC,Total population=252892; workforce formula applies base/pop-type ratio plus law_no_womens_rights; law cap=50; techs=NONE.,0.010000,0.632230,1,0
SC3,Perú,STATE_PASTAZA,23225,YES,law_professional_army,1.0,church_law=-0.4,0.006000,0,0,0,0,NONE,NO,MEDIUM_HIGH_STATIC,Total population=92900; workforce formula applies base/pop-type ratio plus law_no_womens_rights; law cap=50; techs=NONE.,0.010000,0.232250,1,0
SC3,Perú,STATE_POTOSI,39999,YES,law_professional_army,1.0,church_law=-0.4,0.006000,0,0,0,0,NONE,NO,MEDIUM_HIGH_STATIC,Total population=159996; workforce formula applies base/pop-type ratio plus law_no_womens_rights; law cap=50; techs=NONE.,0.010000,0.399990,1,0
SC3,Perú,STATE_SANTA_CRUZ,42750,YES,law_professional_army,1.0,church_law=-0.4,0.006000,0,0,0,0,NONE,NO,MEDIUM_HIGH_STATIC,Total population=171000; workforce formula applies base/pop-type ratio plus law_no_womens_rights; law cap=50; techs=NONE.,0.010000,0.427500,1,0
SC3,Perú,STATE_SANTIAGO,164202,YES,law_professional_army,1.0,church_law=-0.4,0.006000,0,0,0,0,NONE,NO,MEDIUM_HIGH_STATIC,Total population=656808; workforce formula applies base/pop-type ratio plus law_no_womens_rights; law cap=50; techs=NONE.,0.010000,1.642020,2,0
SC3,Perú,STATE_TARAPACA,13075,YES,law_professional_army,1.0,church_law=-0.4,0.006000,0,0,0,0,NONE,NO,MEDIUM_HIGH_STATIC,Total population=52000; workforce formula applies base/pop-type ratio plus law_no_womens_rights; law cap=50; techs=NONE.,0.010000,0.130750,1,0
SC4,Río de la Plata,STATE_BAJO_PARAGUAY,65425,YES,law_professional_army,1.0,church_law=-0.4,0.006000,0,0,0,0,NONE,NO,MEDIUM_HIGH_STATIC,Total population=249886; workforce formula applies base/pop-type ratio plus law_no_womens_rights; law cap=50; techs=NONE.,0.010000,0.654250,1,0
SC4,Río de la Plata,STATE_BUENOS_AIRES,63950,YES,law_professional_army,1.0,church_law=-0.4,0.006000,0,0,0,0,NONE,NO,MEDIUM_HIGH_STATIC,Total population=242600; workforce formula applies base/pop-type ratio plus law_no_womens_rights; law cap=50; techs=NONE.,0.010000,0.639500,1,0
SC4,Río de la Plata,STATE_CHACO,9376,NO,law_professional_army,1.0,church_law=-0.4;unincorporated=-0.5,0.001000,0,0,0,0,NONE,NO,MEDIUM_HIGH_STATIC,Total population=37504; workforce formula applies base/pop-type ratio plus law_no_womens_rights; law cap=50; techs=NONE.,0.010000,0.093760,1,0
SC4,Río de la Plata,STATE_CORRIENTES,39205,YES,law_professional_army,1.0,church_law=-0.4,0.006000,0,0,0,0,NONE,NO,MEDIUM_HIGH_STATIC,Total population=156192; workforce formula applies base/pop-type ratio plus law_no_womens_rights; law cap=50; techs=NONE.,0.010000,0.392050,1,0
SC4,Río de la Plata,STATE_JUJUY,18101,YES,law_professional_army,1.0,church_law=-0.4,0.006000,0,0,0,0,NONE,NO,MEDIUM_HIGH_STATIC,Total population=72404; workforce formula applies base/pop-type ratio plus law_no_womens_rights; law cap=50; techs=NONE.,0.010000,0.181010,1,0
SC4,Río de la Plata,STATE_LA_PAMPA,44015,YES,law_professional_army,1.0,church_law=-0.4,0.006000,0,0,0,0,NONE,NO,MEDIUM_HIGH_STATIC,Total population=176000; workforce formula applies base/pop-type ratio plus law_no_womens_rights; law cap=50; techs=NONE.,0.010000,0.440150,1,0
SC4,Río de la Plata,STATE_RIO_NEGRO,3279,NO,law_professional_army,1.0,church_law=-0.4;unincorporated=-0.5,0.001000,0,0,0,0,NONE,NO,MEDIUM_HIGH_STATIC,Total population=13096; workforce formula applies base/pop-type ratio plus law_no_womens_rights; law cap=50; techs=NONE.,0.010000,0.032790,1,0
SC4,Río de la Plata,STATE_SANTA_FE,24114,YES,law_professional_army,1.0,church_law=-0.4,0.006000,0,0,0,0,NONE,NO,MEDIUM_HIGH_STATIC,Total population=96008; workforce formula applies base/pop-type ratio plus law_no_womens_rights; law cap=50; techs=NONE.,0.010000,0.241140,1,0
SC4,Río de la Plata,STATE_TUCUMAN,19772,NO,law_professional_army,1.0,church_law=-0.4;unincorporated=-0.5,0.001000,0,0,0,0,NONE,NO,MEDIUM_HIGH_STATIC,Total population=79008; workforce formula applies base/pop-type ratio plus law_no_womens_rights; law cap=50; techs=NONE.,0.010000,0.197720,1,0
SC4,Río de la Plata,STATE_URUGUAY,37136,YES,law_professional_army,1.0,church_law=-0.4,0.006000,0,0,0,0,NONE,NO,MEDIUM_HIGH_STATIC,Total population=139866; workforce formula applies base/pop-type ratio plus law_no_womens_rights; law cap=50; techs=NONE.,0.010000,0.371360,1,0
SCH,Schleswig,STATE_SCHLESWIG_HOLSTEIN,84101,YES,law_professional_army,1.0,NONE,0.010000,0,1,0,1,LAW,NO,MEDIUM_HIGH_STATIC,Total population=336404; workforce formula applies base/pop-type ratio plus law_no_womens_rights; law cap=50; techs=NONE. Country-level residual recorded once; no unit attempted above state capacity.,0.010000,0.841010,1,1
SCM,Schaumburg-Lippe,STATE_WESTPHALIA,5955,YES,law_professional_army,1.0,NONE,0.010000,0,0,0,0,NONE,NO,MEDIUM_HIGH_STATIC,Total population=23820; workforce formula applies base/pop-type ratio plus law_no_womens_rights; law cap=50; techs=NONE.,0.010000,0.059550,1,0
SCW,Schwarzburg,STATE_SAXONY,27958,YES,law_professional_army,1.0,NONE,0.010000,0,0,0,0,NONE,NO,MEDIUM_HIGH_STATIC,Total population=111832; workforce formula applies base/pop-type ratio plus law_no_womens_rights; law cap=50; techs=NONE.,0.010000,0.279580,1,0
SEL,Selangor,STATE_MALAYA,61250,YES,law_peasant_levies,1.0,church_law=-0.4,0.024000,1,4,1,3,POPULATION,NO,MEDIUM_HIGH_STATIC,Total population=238000; workforce formula applies base/pop-type ratio plus law_no_womens_rights; law cap=25; techs=NONE. Country-level residual recorded once; no unit attempted above state capacity.,0.040000,2.450000,3,3
SGU,Segou,STATE_WESTERN_MALI,83000,YES,law_peasant_levies,1.0,church_law=-0.4,0.024000,1,12,1,11,POPULATION,NO,MEDIUM_HIGH_STATIC,Total population=220000; workforce formula applies base/pop-type ratio plus law_no_womens_rights; law cap=25; techs=NONE. Country-level residual recorded once; no unit attempted above state capacity.,0.040000,3.320000,4,4
SHS,Shan,STATE_SHAN_STATES,156950,YES,law_peasant_levies,1.0,church_law=-0.4,0.024000,3,0,0,0,NONE,NO,MEDIUM_HIGH_STATIC,Total population=627800; workforce formula applies base/pop-type ratio plus law_no_womens_rights; law cap=25; techs=NONE.,0.040000,6.278000,7,0
SIA,Siam,STATE_BANGKOK,437101,YES,law_peasant_levies,1.0,church_law=-0.4,0.024000,10,27,10,17,TECH,NO,MEDIUM_HIGH_STATIC,Total population=1718404; workforce formula applies base/pop-type ratio plus law_no_womens_rights; law cap=25; techs=NONE. Country-level residual recorded once; no unit attempted above state capacity.,0.040000,17.484040,18,18
SIA,Siam,STATE_CAMBODIA,51583,YES,law_peasant_levies,1.0,church_law=-0.4,0.024000,1,1,1,0,NONE,NO,MEDIUM_HIGH_STATIC,Total population=201335; workforce formula applies base/pop-type ratio plus law_no_womens_rights; law cap=25; techs=NONE.,0.040000,2.063320,3,1
SIA,Siam,STATE_LAOS,41773,NO,law_peasant_levies,1.0,church_law=-0.4;unincorporated=-0.5,0.004000,0,0,0,0,NONE,NO,MEDIUM_HIGH_STATIC,Total population=151094; workforce formula applies base/pop-type ratio plus law_no_womens_rights; law cap=25; techs=NONE.,0.040000,1.670920,2,0
SIA,Siam,STATE_MALAYA,67200,YES,law_peasant_levies,1.0,church_law=-0.4,0.024000,1,1,1,0,NONE,NO,MEDIUM_HIGH_STATIC,Total population=264800; workforce formula applies base/pop-type ratio plus law_no_womens_rights; law cap=25; techs=NONE.,0.040000,2.688000,3,0
SIA,Siam,STATE_NAKHON_RATCHASIMA,302578,YES,law_peasant_levies,1.0,church_law=-0.4,0.024000,7,7,7,0,NONE,NO,MEDIUM_HIGH_STATIC,Total population=1182312; workforce formula applies base/pop-type ratio plus law_no_womens_rights; law cap=25; techs=NONE.,0.040000,12.103120,13,13
SIA,Siam,STATE_TENASSERIM,92175,NO,law_peasant_levies,1.0,church_law=-0.4;unincorporated=-0.5,0.004000,0,0,0,0,NONE,NO,MEDIUM_HIGH_STATIC,Total population=348700; workforce formula applies base/pop-type ratio plus law_no_womens_rights; law cap=25; techs=NONE.,0.040000,3.687000,4,4
SIC,Two Sicilies,STATE_ABRUZZO,165112,YES,law_professional_army,1.0,church_law=-0.4,0.006000,0,0,0,0,NONE,NO,MEDIUM_HIGH_STATIC,Total population=660448; workforce formula applies base/pop-type ratio plus law_no_womens_rights; law cap=50; techs=NONE.,0.010000,1.651120,2,0
SIC,Two Sicilies,STATE_APULIA,321098,YES,law_professional_army,1.0,church_law=-0.4,0.006000,1,0,0,0,NONE,NO,MEDIUM_HIGH_STATIC,Total population=1284392; workforce formula applies base/pop-type ratio plus law_no_womens_rights; law cap=50; techs=NONE.,0.010000,3.210980,4,0
SIC,Two Sicilies,STATE_CALABRIA,220712,YES,law_professional_army,1.0,church_law=-0.4,0.006000,1,0,0,0,NONE,NO,MEDIUM_HIGH_STATIC,Total population=882848; workforce formula applies base/pop-type ratio plus law_no_womens_rights; law cap=50; techs=NONE.,0.010000,2.207120,3,0
SIC,Two Sicilies,STATE_CAMPANIA,639349,YES,law_professional_army,1.0,church_law=-0.4,0.006000,3,0,0,0,NONE,NO,MEDIUM_HIGH_STATIC,Total population=2557396; workforce formula applies base/pop-type ratio plus law_no_womens_rights; law cap=50; techs=NONE.,0.010000,6.393490,7,0
SIK,Sikkim,STATE_EASTERN_HIMALAYAS,21098,YES,law_peasant_levies,1.0,church_law=-0.4,0.024000,0,2,0,2,POPULATION,NO,MEDIUM_HIGH_STATIC,Total population=84392; workforce formula applies base/pop-type ratio plus law_no_womens_rights; law cap=25; techs=NONE. Country-level residual recorded once; no unit attempted above state capacity.,0.040000,0.843920,1,1
SIL,Sierra Leone,STATE_GOLD_COAST,21369,YES,law_peasant_levies,1.0,NONE,0.040000,0,0,0,0,NONE,NO,MEDIUM_HIGH_STATIC,Total population=85476; workforce formula applies base/pop-type ratio plus law_no_womens_rights; law cap=25; techs=NONE.,0.040000,0.854760,1,0
SIL,Sierra Leone,STATE_SENEGAL,38100,NO,law_peasant_levies,1.0,unincorporated=-0.5,0.020000,0,0,0,0,NONE,NO,MEDIUM_HIGH_STATIC,Total population=152400; workforce formula applies base/pop-type ratio plus law_no_womens_rights; law cap=25; techs=NONE.,0.040000,1.524000,2,0
SIL,Sierra Leone,STATE_SIERRA_LEONE,10104,YES,law_peasant_levies,1.0,NONE,0.040000,0,0,0,0,NONE,NO,MEDIUM_HIGH_STATIC,Total population=40419; workforce formula applies base/pop-type ratio plus law_no_womens_rights; law cap=25; techs=NONE.,0.040000,0.404160,1,0
SIL,Sierra Leone,STATE_SOUTH_CAMEROON,1649,YES,law_peasant_levies,1.0,NONE,0.040000,0,0,0,0,NONE,NO,MEDIUM_HIGH_STATIC,Total population=6598; workforce formula applies base/pop-type ratio plus law_no_womens_rights; law cap=25; techs=NONE.,0.040000,0.065960,1,0
SIN,Sindh,STATE_SINDH,500751,YES,law_peasant_levies,1.0,church_law=-0.4,0.024000,12,26,12,14,POPULATION,NO,MEDIUM_HIGH_STATIC,Total population=1960004; workforce formula applies base/pop-type ratio plus law_no_womens_rights; law cap=25; techs=NONE. Country-level residual recorded once; no unit attempted above state capacity.,0.040000,20.030040,21,21
SMB,Sambas,STATE_WEST_BORNEO,21250,YES,law_peasant_levies,1.0,church_law=-0.4,0.024000,0,2,0,2,POPULATION,NO,MEDIUM_HIGH_STATIC,Total population=79000; workforce formula applies base/pop-type ratio plus law_no_womens_rights; law cap=25; techs=NONE. Country-level residual recorded once; no unit attempted above state capacity.,0.040000,0.850000,1,1
SOK,Sokoto,STATE_EAST_HAUSALAND,706452,YES,law_peasant_levies,1.0,church_law=-0.4,0.024000,16,0,0,0,NONE,NO,MEDIUM_HIGH_STATIC,Total population=2405378; workforce formula applies base/pop-type ratio plus law_no_womens_rights; law cap=25; techs=NONE.,0.040000,28.258080,25,0
SOK,Sokoto,STATE_HAUSALAND,402118,YES,law_peasant_levies,1.0,church_law=-0.4,0.024000,9,0,0,0,NONE,NO,MEDIUM_HIGH_STATIC,Total population=1465304; workforce formula applies base/pop-type ratio plus law_no_womens_rights; law cap=25; techs=NONE.,0.040000,16.084720,17,0
SOK,Sokoto,STATE_NIGERIA,158827,YES,law_peasant_levies,1.0,church_law=-0.4,0.024000,3,0,0,0,NONE,NO,MEDIUM_HIGH_STATIC,Total population=576308; workforce formula applies base/pop-type ratio plus law_no_womens_rights; law cap=25; techs=NONE.,0.040000,6.353080,7,0
SOK,Sokoto,STATE_NORTH_CAMEROON,223588,YES,law_peasant_levies,1.0,church_law=-0.4,0.024000,5,0,0,0,NONE,NO,MEDIUM_HIGH_STATIC,Total population=794172; workforce formula applies base/pop-type ratio plus law_no_womens_rights; law cap=25; techs=NONE.,0.040000,8.943520,9,0
SOK,Sokoto,STATE_OUTER_HAUSALAND,52164,YES,law_peasant_levies,1.0,church_law=-0.4,0.024000,1,0,0,0,NONE,NO,MEDIUM_HIGH_STATIC,Total population=187159; workforce formula applies base/pop-type ratio plus law_no_womens_rights; law cap=25; techs=NONE.,0.040000,2.086560,3,0
SPA,Spain,STATE_AL_RIF,4100,NO,law_peasant_levies,1.0,church_law=-0.4;unincorporated=-0.5,0.004000,0,0,0,0,NONE,NO,MEDIUM_HIGH_STATIC,Total population=16403; workforce formula applies base/pop-type ratio plus law_no_womens_rights; law cap=25; techs=NONE.,0.040000,0.164000,1,0
SPA,Spain,STATE_ARAGON,158640,YES,law_peasant_levies,1.0,church_law=-0.4,0.024000,3,3,3,0,NONE,NO,MEDIUM_HIGH_STATIC,Total population=634562; workforce formula applies base/pop-type ratio plus law_no_womens_rights; law cap=25; techs=NONE.,0.040000,6.345600,7,0
SPA,Spain,STATE_ASTURIAS,109640,YES,law_peasant_levies,1.0,church_law=-0.4,0.024000,2,2,2,0,NONE,NO,MEDIUM_HIGH_STATIC,Total population=438563; workforce formula applies base/pop-type ratio plus law_no_womens_rights; law cap=25; techs=NONE.,0.040000,4.385600,5,0
SPA,Spain,STATE_BALEARIC_ISLANDS,31421,YES,law_peasant_levies,1.0,church_law=-0.4,0.024000,0,0,0,0,NONE,NO,MEDIUM_HIGH_STATIC,Total population=125684; workforce formula applies base/pop-type ratio plus law_no_womens_rights; law cap=25; techs=NONE.,0.040000,1.256840,2,0
SPA,Spain,STATE_BASQUE_COUNTRY,130785,YES,law_peasant_levies,1.0,church_law=-0.4,0.024000,3,3,3,0,NONE,NO,MEDIUM_HIGH_STATIC,Total population=523140; workforce formula applies base/pop-type ratio plus law_no_womens_rights; law cap=25; techs=NONE.,0.040000,5.231400,6,0
SPA,Spain,STATE_CANARY_ISLANDS,57817,YES,law_peasant_levies,1.0,church_law=-0.4,0.024000,1,1,1,0,NONE,NO,MEDIUM_HIGH_STATIC,Total population=231268; workforce formula applies base/pop-type ratio plus law_no_womens_rights; law cap=25; techs=NONE.,0.040000,2.312680,3,0
SPA,Spain,STATE_CATALONIA,244027,YES,law_peasant_levies,1.0,church_law=-0.4,0.024000,5,5,5,0,NONE,NO,MEDIUM_HIGH_STATIC,Total population=976110; workforce formula applies base/pop-type ratio plus law_no_womens_rights; law cap=25; techs=NONE.,0.040000,9.761080,10,1
SPA,Spain,STATE_EXTREMADURA,138092,YES,law_peasant_levies,1.0,church_law=-0.4,0.024000,3,3,3,0,NONE,NO,MEDIUM_HIGH_STATIC,Total population=552368; workforce formula applies base/pop-type ratio plus law_no_womens_rights; law cap=25; techs=NONE.,0.040000,5.523680,6,0
SPA,Spain,STATE_GALICIA,371313,YES,law_peasant_levies,1.0,church_law=-0.4,0.024000,8,8,8,0,NONE,NO,MEDIUM_HIGH_STATIC,Total population=1485255; workforce formula applies base/pop-type ratio plus law_no_womens_rights; law cap=25; techs=NONE.,0.040000,14.852520,15,15
SPA,Spain,STATE_LEON,160730,YES,law_peasant_levies,1.0,church_law=-0.4,0.024000,3,3,3,0,NONE,NO,MEDIUM_HIGH_STATIC,Total population=642921; workforce formula applies base/pop-type ratio plus law_no_womens_rights; law cap=25; techs=NONE.,0.040000,6.429200,7,0
SPA,Spain,STATE_LOWER_ANDALUSIA,303997,YES,law_peasant_levies,1.0,church_law=-0.4,0.024000,7,7,7,0,NONE,NO,MEDIUM_HIGH_STATIC,Total population=1215991; workforce formula applies base/pop-type ratio plus law_no_womens_rights; law cap=25; techs=NONE.,0.040000,12.159880,13,13
SPA,Spain,STATE_MURCIA,118576,YES,law_peasant_levies,1.0,church_law=-0.4,0.024000,2,2,2,0,NONE,NO,MEDIUM_HIGH_STATIC,Total population=474306; workforce formula applies base/pop-type ratio plus law_no_womens_rights; law cap=25; techs=NONE.,0.040000,4.743040,5,0
SPA,Spain,STATE_NEW_CASTILE,394714,YES,law_peasant_levies,1.0,church_law=-0.4,0.024000,9,14,9,5,LAW,NO,MEDIUM_HIGH_STATIC,Total population=1578858; workforce formula applies base/pop-type ratio plus law_no_womens_rights; law cap=25; techs=NONE. Country-level residual recorded once; no unit attempted above state capacity.,0.040000,15.788560,16,16
SPA,Spain,STATE_OLD_CASTILE,318524,YES,law_peasant_levies,1.0,church_law=-0.4,0.024000,7,7,7,0,NONE,NO,MEDIUM_HIGH_STATIC,Total population=1274098; workforce formula applies base/pop-type ratio plus law_no_womens_rights; law cap=25; techs=NONE.,0.040000,12.740960,13,13
SPA,Spain,STATE_UPPER_ANDALUSIA,297035,YES,law_peasant_levies,1.0,church_law=-0.4,0.024000,7,7,7,0,NONE,NO,MEDIUM_HIGH_STATIC,Total population=1188141; workforce formula applies base/pop-type ratio plus law_no_womens_rights; law cap=25; techs=NONE.,0.040000,11.881400,12,12
SPA,Spain,STATE_VALENCIA,241447,YES,law_peasant_levies,1.0,church_law=-0.4,0.024000,5,5,5,0,NONE,NO,MEDIUM_HIGH_STATIC,Total population=965789; workforce formula applies base/pop-type ratio plus law_no_womens_rights; law cap=25; techs=NONE.,0.040000,9.657880,10,0
SPA,Spain,STATE_WEST_INDIES,5114,NO,law_peasant_levies,1.0,church_law=-0.4;unincorporated=-0.5,0.004000,0,0,0,0,NONE,NO,MEDIUM_HIGH_STATIC,Total population=19445; workforce formula applies base/pop-type ratio plus law_no_womens_rights; law cap=25; techs=NONE.,0.040000,0.204560,1,0
SRK,Surakarta,STATE_CENTRAL_JAVA,11710,YES,law_peasant_levies,1.0,church_law=-0.4,0.024000,0,2,0,2,POPULATION,NO,MEDIUM_HIGH_STATIC,Total population=43431; workforce formula applies base/pop-type ratio plus law_no_womens_rights; law cap=25; techs=NONE. Country-level residual recorded once; no unit attempted above state capacity.,0.040000,0.468400,1,1
STG,Sintang,STATE_WEST_BORNEO,12750,YES,law_peasant_levies,1.0,church_law=-0.4,0.024000,0,2,0,2,POPULATION,NO,MEDIUM_HIGH_STATIC,Total population=47500; workforce formula applies base/pop-type ratio plus law_no_womens_rights; law cap=25; techs=NONE. Country-level residual recorded once; no unit attempted above state capacity.,0.040000,0.510000,1,1
SUL,Sulu,STATE_LUZON,10807,YES,law_peasant_levies,1.0,church_law=-0.4,0.024000,0,2,0,2,POPULATION,NO,MEDIUM_HIGH_STATIC,Total population=43230; workforce formula applies base/pop-type ratio plus law_no_womens_rights; law cap=25; techs=NONE. Country-level residual recorded once; no unit attempted above state capacity.,0.040000,0.432280,1,0
SUL,Sulu,STATE_MINDANAO,25250,YES,law_peasant_levies,1.0,church_law=-0.4,0.024000,0,0,0,0,NONE,NO,MEDIUM_HIGH_STATIC,Total population=94700; workforce formula applies base/pop-type ratio plus law_no_womens_rights; law cap=25; techs=NONE.,0.040000,1.010000,2,2
SUL,Sulu,STATE_NORTH_BORNEO,10707,YES,law_peasant_levies,1.0,church_law=-0.4,0.024000,0,0,0,0,NONE,NO,MEDIUM_HIGH_STATIC,Total population=40831; workforce formula applies base/pop-type ratio plus law_no_womens_rights; law cap=25; techs=NONE.,0.040000,0.428280,1,0
SWE,Sweden,STATE_ALAND,8100,YES,law_professional_army,1.0,NONE,0.010000,0,0,0,0,NONE,NO,MEDIUM_HIGH_STATIC,Total population=27000; workforce formula applies base/pop-type ratio plus law_women_own_property; law cap=50; techs=NONE.,0.010000,0.081000,1,1
SWE,Sweden,STATE_GOTALAND,242792,YES,law_professional_army,1.0,NONE,0.010000,2,2,2,0,NONE,NO,MEDIUM_HIGH_STATIC,Total population=809308; workforce formula applies base/pop-type ratio plus law_women_own_property; law cap=50; techs=NONE.,0.010000,2.427920,3,3
SWE,Sweden,STATE_GOTLAND,9962,YES,law_professional_army,1.0,NONE,0.010000,0,0,0,0,NONE,NO,MEDIUM_HIGH_STATIC,Total population=33208; workforce formula applies base/pop-type ratio plus law_women_own_property; law cap=50; techs=NONE.,0.010000,0.099620,1,1
SWE,Sweden,STATE_KUOPIO,90881,YES,law_professional_army,1.0,NONE,0.010000,0,0,0,0,NONE,NO,MEDIUM_HIGH_STATIC,Total population=302939; workforce formula applies base/pop-type ratio plus law_women_own_property; law cap=50; techs=NONE.,0.010000,0.908810,1,1
SWE,Sweden,STATE_NORRLAND,98220,YES,law_professional_army,1.0,NONE,0.010000,0,0,0,0,NONE,NO,MEDIUM_HIGH_STATIC,Total population=327400; workforce formula applies base/pop-type ratio plus law_women_own_property; law cap=50; techs=NONE.,0.010000,0.982200,1,1
SWE,Sweden,STATE_OSTROBOTHNIA,60600,YES,law_professional_army,1.0,NONE,0.010000,0,0,0,0,NONE,NO,MEDIUM_HIGH_STATIC,Total population=202000; workforce formula applies base/pop-type ratio plus law_women_own_property; law cap=50; techs=NONE.,0.010000,0.606000,1,1
SWE,Sweden,STATE_OULU,37500,YES,law_professional_army,1.0,NONE,0.010000,0,0,0,0,NONE,NO,MEDIUM_HIGH_STATIC,Total population=125000; workforce formula applies base/pop-type ratio plus law_women_own_property; law cap=50; techs=NONE.,0.010000,0.375000,1,1
SWE,Sweden,STATE_SCANIA,153918,YES,law_professional_army,1.0,NONE,0.010000,1,1,1,0,NONE,NO,MEDIUM_HIGH_STATIC,Total population=513060; workforce formula applies base/pop-type ratio plus law_women_own_property; law cap=50; techs=NONE.,0.010000,1.539180,2,2
SWE,Sweden,STATE_SVEALAND,334262,YES,law_professional_army,1.0,NONE,0.010000,3,26,3,23,LAW,NO,MEDIUM_HIGH_STATIC,Total population=1114208; workforce formula applies base/pop-type ratio plus law_women_own_property; law cap=50; techs=NONE. Country-level residual recorded once; no unit attempted above state capacity.,0.010000,3.342620,4,4
SWE,Sweden,STATE_UUSIMAA,161482,YES,law_professional_army,1.0,NONE,0.010000,1,1,1,0,NONE,NO,MEDIUM_HIGH_STATIC,Total population=538275; workforce formula applies base/pop-type ratio plus law_women_own_property; law cap=50; techs=NONE.,0.010000,1.614820,2,2
SWI,Switzerland,STATE_EAST_SWITZERLAND,223800,YES,law_peasant_levies,1.0,church_law=-0.4,0.024000,5,1,1,0,NONE,NO,MEDIUM_HIGH_STATIC,Total population=895200; workforce formula applies base/pop-type ratio plus law_no_womens_rights; law cap=25; techs=NONE.,0.040000,8.952000,9,0
SWI,Switzerland,STATE_WEST_SWITZERLAND,267741,YES,law_peasant_levies,1.0,church_law=-0.4,0.024000,6,1,1,0,NONE,NO,MEDIUM_HIGH_STATIC,Total population=1070964; workforce formula applies base/pop-type ratio plus law_no_womens_rights; law cap=25; techs=NONE.,0.040000,10.709640,11,2
SWZ,Swaziland,STATE_TRANSVAAL,16099,YES,law_peasant_levies,1.0,church_law=-0.4,0.024000,0,3,0,3,POPULATION,NO,MEDIUM_HIGH_STATIC,Total population=64396; workforce formula applies base/pop-type ratio plus law_no_womens_rights; law cap=25; techs=NONE. Country-level residual recorded once; no unit attempted above state capacity.,0.040000,0.643960,1,1
TGI,Tungi,STATE_MOCAMBIQUE,6999,YES,law_peasant_levies,1.0,church_law=-0.4,0.024000,0,2,0,2,POPULATION,NO,MEDIUM_HIGH_STATIC,Total population=24996; workforce formula applies base/pop-type ratio plus law_no_womens_rights; law cap=25; techs=NONE. Country-level residual recorded once; no unit attempted above state capacity.,0.040000,0.279960,1,1
TIB,Tibet,STATE_EASTERN_HIMALAYAS,37536,YES,law_peasant_levies,1.0,church_law=-0.4,0.024000,0,0,0,0,NONE,NO,MEDIUM_HIGH_STATIC,Total population=150146; workforce formula applies base/pop-type ratio plus law_no_womens_rights; law cap=25; techs=NONE.,0.040000,1.501440,2,0
TIB,Tibet,STATE_LHASA,455000,YES,law_peasant_levies,1.0,church_law=-0.4,0.024000,10,7,7,0,NONE,NO,MEDIUM_HIGH_STATIC,Total population=1820000; workforce formula applies base/pop-type ratio plus law_no_womens_rights; law cap=25; techs=NONE.,0.040000,18.200000,19,10
TIB,Tibet,STATE_NGARI,222500,YES,law_peasant_levies,1.0,church_law=-0.4,0.024000,5,3,3,0,NONE,NO,MEDIUM_HIGH_STATIC,Total population=890000; workforce formula applies base/pop-type ratio plus law_no_womens_rights; law cap=25; techs=NONE.,0.040000,8.900000,9,0
TID,Tidore,STATE_CELEBES,975,YES,law_peasant_levies,1.0,church_law=-0.4,0.024000,0,0,0,0,NONE,NO,MEDIUM_HIGH_STATIC,Total population=3300; workforce formula applies base/pop-type ratio plus law_no_womens_rights; law cap=25; techs=NONE.,0.040000,0.039000,1,1
TID,Tidore,STATE_MOLUCCAS,64787,YES,law_peasant_levies,1.0,church_law=-0.4,0.024000,1,4,1,3,TECH,NO,MEDIUM_HIGH_STATIC,Total population=223475; workforce formula applies base/pop-type ratio plus law_no_womens_rights; law cap=25; techs=NONE. Country-level residual recorded once; no unit attempted above state capacity.,0.040000,2.591480,3,3
TID,Tidore,STATE_WESTERN_NEW_GUINEA,21351,YES,law_peasant_levies,1.0,church_law=-0.4,0.024000,0,0,0,0,NONE,NO,MEDIUM_HIGH_STATIC,Total population=83404; workforce formula applies base/pop-type ratio plus law_no_womens_rights; law cap=25; techs=NONE.,0.040000,0.854040,1,0
TRA,Travancore,STATE_TRAVANCORE,263758,YES,law_professional_army,1.0,church_law=-0.4,0.006000,1,10,1,9,POPULATION,NO,MEDIUM_HIGH_STATIC,Total population=1055033; workforce formula applies base/pop-type ratio plus law_no_womens_rights; law cap=50; techs=NONE. Country-level residual recorded once; no unit attempted above state capacity.,0.010000,2.637580,3,3
TRI,Tripolitania,STATE_LIBYA,106131,NO,law_peasant_levies,1.0,church_law=-0.4;unincorporated=-0.5,0.004000,0,0,0,0,NONE,NO,MEDIUM_HIGH_STATIC,Total population=404524; workforce formula applies base/pop-type ratio plus law_no_womens_rights; law cap=25; techs=NONE.,0.040000,4.245240,5,5
TRI,Tripolitania,STATE_TRIPOLI,95255,YES,law_peasant_levies,1.0,church_law=-0.4,0.024000,2,12,2,10,POPULATION,NO,MEDIUM_HIGH_STATIC,Total population=368220; workforce formula applies base/pop-type ratio plus law_no_womens_rights; law cap=25; techs=NONE. Country-level residual recorded once; no unit attempted above state capacity.,0.040000,3.810200,4,4
