Owner_TAG,Owner_Name,State_ID,State_Display_Name,Building_ID,Building_Name,Category,Recommended_Level,Confidence,Tech_Distribution_Review,Technology_Gate_or_Review,ROAD_LEVEL_JUSTIFICATION,CANAL_LEVEL_JUSTIFICATION,Rail_PM_1776,Reason,Source_1,Source_2,Research_Note
TUN,Tunis,STATE_TUNISIA,Tunisia,building_trade_center,Trade Center,TRADE_CENTER,1,HIGH,NO,,,,,Tunis was increasingly commercial in the eighteenth century and functioned as a major Mediterranean market.,https://www.cambridge.org/core/journals/annales-histoire-sciences-sociales/article/abs/esclaves-chretiens-et-esclaves-noirs-a-tunis-au-xviiie-siecle/B6D63DDA1CDEE63BFF2CE876BB6F3657,https://www.cambridge.org/core/books/abs/sea-in-history-the-early-modern-world/les-ports-du-maghreb-a-lepoque-moderne/C8E93D4F023E97B301CF0783D1EF1ECD,
TUR,Turkey,STATE_ADANA,Adana,building_livestock_ranch,Livestock Ranches,AGRICULTURE_COMMERCIAL,1,MEDIUM,NO,improved_husbandry,,,,Pastoral livestock production and animal trade are historically important enough to justify one conservative commercial ranch level beyond subsistence.,https://www.cambridge.org/core/books/cambridge-economic-history-of-the-modern-world/ottoman-empire-17001870/959242AE1899EE1E65604E39DE555F80,,
TUR,Turkey,STATE_ADANA,Adana,building_wheat_farm,Wheat Farms,AGRICULTURE_COMMERCIAL,1,MEDIUM,NO,improved_husbandry,,,,Cereal agriculture is a substantial market-oriented component of the regional economy; one conservative commercial-farm level represents surplus beyond subsistence.,https://www.cambridge.org/core/books/cambridge-economic-history-of-the-modern-world/ottoman-empire-17001870/959242AE1899EE1E65604E39DE555F80,,
TUR,Turkey,STATE_ADANA,Adana,building_railway,Regional Infrastructure,INFRASTRUCTURE,1,MEDIUM,NO,,One corridor level for Anatolian-Syrian connections.,No transport-canal level recommended.,pm_no_rail_network,"A durable inter-urban caravan, pilgrimage, military or administrative corridor justifies one pre-rail regional infrastructure level; no railway PM is permitted.",https://www.cambridge.org/core/books/cambridge-economic-history-of-the-modern-world/ottoman-empire-17001870/959242AE1899EE1E65604E39DE555F80,,
TUR,Turkey,STATE_ADANA,Adana,building_cotton_plantation,Cotton Plantations,PLANTATION,1,MEDIUM,NO,,,,,Cotton was a long-established raw material in Ottoman textile circuits; Adana/Cilicia is retained only at a conservative level.,https://www.cambridge.org/core/books/cambridge-economic-history-of-the-modern-world/ottoman-empire-17001870/959242AE1899EE1E65604E39DE555F80,,
TUR,Turkey,STATE_ADANA,Adana,building_port,Port,PORT,1,MEDIUM,YES,enclosed_dock_systems,,,,"Mediterranean coastal access and regional cabotage justify a modest port seed, not a major entrepôt.",https://www.cambridge.org/core/journals/international-journal-of-middle-east-studies/article/abs/international-and-domestic-maritime-trade-in-the-ottoman-empire-during-the-18th-century/969BB1866B6A501B7F4BCB43D8A45BD6,,
TUR,Turkey,STATE_ALEPPO,Aleppo,building_railway,Regional Infrastructure,INFRASTRUCTURE,2,HIGH,NO,,Two road levels for the major Aleppo–Anatolia–Mesopotamia/Levant caravan nexus.,No transport-canal level recommended.,pm_no_rail_network,"A durable inter-urban caravan, pilgrimage, military or administrative corridor justifies one pre-rail regional infrastructure level; no railway PM is permitted.",https://www.cambridge.org/core/books/cambridge-economic-history-of-the-modern-world/ottoman-empire-17001870/959242AE1899EE1E65604E39DE555F80,,
TUR,Turkey,STATE_ALEPPO,Aleppo,building_food_industry,Food Industries,MANUFACTURING,1,MEDIUM,YES,traditional_food_processing,,,,"Urban milling, baking, oil/sugar or other food-processing trades are documented at a scale above household subsistence.",https://www.cambridge.org/core/journals/international-review-of-social-history/article/ottoman-guilds-in-the-early-modern-era/DBB9453C3BE34AEE2D4F8D3C9E390BAA,,
TUR,Turkey,STATE_ALEPPO,Aleppo,building_textile_mill,Textile Manufacture,MANUFACTURING,2,HIGH,NO,organized_textile_production,,,,Aleppo’s silk/textile sector revived from the second quarter of the eighteenth century with merchant-financed putting-out and large artisan employment.,https://www.cambridge.org/core/journals/international-review-of-social-history/article/ottoman-guilds-in-the-early-modern-era/DBB9453C3BE34AEE2D4F8D3C9E390BAA,,
TUR,Turkey,STATE_ALEPPO,Aleppo,building_tooling_workshop,Tooling Workshops,MANUFACTURING,1,MEDIUM,YES,GATE_NOT_IN_TECH_AUDIT_INDEX:organized_workshops,,,,Large guild economy supports a conservative metal/tool workshop level without implying mechanized industry.,https://www.cambridge.org/core/journals/international-review-of-social-history/article/ottoman-guilds-in-the-early-modern-era/DBB9453C3BE34AEE2D4F8D3C9E390BAA,,
TUR,Turkey,STATE_ALEPPO,Aleppo,building_trade_center,Trade Center,TRADE_CENTER,1,HIGH,NO,,,,,Aleppo was a major long-distance caravan and Levant commercial node; one level is deliberately conservative.,https://www.cambridge.org/core/journals/international-review-of-social-history/article/ottoman-guilds-in-the-early-modern-era/DBB9453C3BE34AEE2D4F8D3C9E390BAA,https://www.cambridge.org/core/books/cambridge-economic-history-of-the-modern-world/ottoman-empire-17001870/959242AE1899EE1E65604E39DE555F80,
TUR,Turkey,STATE_ANKARA,Ankara,building_livestock_ranch,Livestock Ranches,AGRICULTURE_COMMERCIAL,1,HIGH,NO,improved_husbandry,,,,Pastoral livestock production and animal trade are historically important enough to justify one conservative commercial ranch level beyond subsistence.,https://www.cambridge.org/core/books/cambridge-economic-history-of-the-modern-world/ottoman-empire-17001870/959242AE1899EE1E65604E39DE555F80,,
TUR,Turkey,STATE_ANKARA,Ankara,building_wheat_farm,Wheat Farms,AGRICULTURE_COMMERCIAL,1,MEDIUM,NO,improved_husbandry,,,,Cereal agriculture is a substantial market-oriented component of the regional economy; one conservative commercial-farm level represents surplus beyond subsistence.,https://www.cambridge.org/core/books/cambridge-economic-history-of-the-modern-world/ottoman-empire-17001870/959242AE1899EE1E65604E39DE555F80,,
TUR,Turkey,STATE_ANKARA,Ankara,building_railway,Regional Infrastructure,INFRASTRUCTURE,1,MEDIUM,NO,,One road level for the central Anatolian caravan network.,No transport-canal level recommended.,pm_no_rail_network,"A durable inter-urban caravan, pilgrimage, military or administrative corridor justifies one pre-rail regional infrastructure level; no railway PM is permitted.",https://www.cambridge.org/core/books/cambridge-economic-history-of-the-modern-world/ottoman-empire-17001870/959242AE1899EE1E65604E39DE555F80,,
TUR,Turkey,STATE_ANKARA,Ankara,building_textile_mill,Textile Manufacture,MANUFACTURING,1,HIGH,NO,organized_textile_production,,,,Ankara was known for mohair textile production; one level reflects organized pre-mechanized workshops.,https://www.cambridge.org/core/journals/international-review-of-social-history/article/ottoman-guilds-in-the-early-modern-era/DBB9453C3BE34AEE2D4F8D3C9E390BAA,,
TUR,Turkey,STATE_AYDIN,Aydin,building_vineyard,Vineyards,AGRICULTURE_COMMERCIAL,1,MEDIUM,NO,improved_husbandry,,,,Commercial viticulture in western Anatolia is consistent with İzmir’s export hinterland.,https://www.cambridge.org/core/journals/new-perspectives-on-turkey/article/trade-between-ottoman-empire-and-western-europe-the-case-of-izmir-in-the-eighteenth-century/AC7D4DED87714CEB8B70DF9899AA7D27,,
TUR,Turkey,STATE_AYDIN,Aydin,building_railway,Regional Infrastructure,INFRASTRUCTURE,2,HIGH,NO,,Two road levels for the port-hinterland commercial network.,No transport-canal level recommended.,pm_no_rail_network,"A durable inter-urban caravan, pilgrimage, military or administrative corridor justifies one pre-rail regional infrastructure level; no railway PM is permitted.",https://www.cambridge.org/core/journals/new-perspectives-on-turkey/article/trade-between-ottoman-empire-and-western-europe-the-case-of-izmir-in-the-eighteenth-century/AC7D4DED87714CEB8B70DF9899AA7D27,,
TUR,Turkey,STATE_AYDIN,Aydin,building_food_industry,Food Industries,MANUFACTURING,1,MEDIUM,YES,traditional_food_processing,,,,"Urban milling, baking, oil/sugar or other food-processing trades are documented at a scale above household subsistence.",https://www.cambridge.org/core/books/cambridge-economic-history-of-the-modern-world/ottoman-empire-17001870/959242AE1899EE1E65604E39DE555F80,,
TUR,Turkey,STATE_AYDIN,Aydin,building_textile_mill,Textile Manufacture,MANUFACTURING,1,MEDIUM,NO,organized_textile_production,,,,Urban or putting-out textile manufacture is documented at a scale above household-only production; this is pre-mechanized manufacture.,https://www.cambridge.org/core/journals/international-review-of-social-history/article/ottoman-guilds-in-the-early-modern-era/DBB9453C3BE34AEE2D4F8D3C9E390BAA,,
TUR,Turkey,STATE_AYDIN,Aydin,building_cotton_plantation,Cotton Plantations,PLANTATION,1,MEDIUM,NO,,,,,Western Anatolia supplied cotton and other export commodities to İzmir; kept conservative.,https://www.cambridge.org/core/journals/new-perspectives-on-turkey/article/trade-between-ottoman-empire-and-western-europe-the-case-of-izmir-in-the-eighteenth-century/AC7D4DED87714CEB8B70DF9899AA7D27,,
TUR,Turkey,STATE_AYDIN,Aydin,building_port,Port,PORT,2,HIGH,YES,enclosed_dock_systems,,,,İzmir was the Ottoman Empire’s leading western-European import/export port during the eighteenth century.,https://www.cambridge.org/core/journals/new-perspectives-on-turkey/article/trade-between-ottoman-empire-and-western-europe-the-case-of-izmir-in-the-eighteenth-century/AC7D4DED87714CEB8B70DF9899AA7D27,https://www.cambridge.org/core/journals/international-journal-of-middle-east-studies/article/abs/international-and-domestic-maritime-trade-in-the-ottoman-empire-during-the-18th-century/969BB1866B6A501B7F4BCB43D8A45BD6,
TUR,Turkey,STATE_AYDIN,Aydin,building_shipyard,Shipyards,SHIPBUILDING,1,MEDIUM,YES,state_dockyard_systems,,,,A major eighteenth-century port required local ship repair/construction capacity; one level avoids treating İzmir as an imperial naval arsenal.,https://www.cambridge.org/core/journals/new-perspectives-on-turkey/article/trade-between-ottoman-empire-and-western-europe-the-case-of-izmir-in-the-eighteenth-century/AC7D4DED87714CEB8B70DF9899AA7D27,https://www.cambridge.org/core/journals/international-journal-of-middle-east-studies/article/abs/international-and-domestic-maritime-trade-in-the-ottoman-empire-during-the-18th-century/969BB1866B6A501B7F4BCB43D8A45BD6,
TUR,Turkey,STATE_AYDIN,Aydin,building_trade_center,Trade Center,TRADE_CENTER,1,HIGH,NO,,,,,İzmir was a genuine long-distance entrepôt with complex financial and merchant functions; one trade-center level is conservative.,https://www.cambridge.org/core/journals/new-perspectives-on-turkey/article/trade-between-ottoman-empire-and-western-europe-the-case-of-izmir-in-the-eighteenth-century/AC7D4DED87714CEB8B70DF9899AA7D27,,
TUR,Turkey,STATE_CYPRUS,Cyprus,building_vineyard,Vineyards,AGRICULTURE_COMMERCIAL,1,MEDIUM,NO,improved_husbandry,,,,Viticulture was an established island cash activity; one commercial level.,https://www.cambridge.org/core/books/cambridge-economic-history-of-the-modern-world/ottoman-empire-17001870/959242AE1899EE1E65604E39DE555F80,,
TUR,Turkey,STATE_CYPRUS,Cyprus,building_wheat_farm,Wheat Farms,AGRICULTURE_COMMERCIAL,1,MEDIUM,NO,improved_husbandry,,,,Cereal agriculture is a substantial market-oriented component of the regional economy; one conservative commercial-farm level represents surplus beyond subsistence.,https://www.cambridge.org/core/books/cambridge-economic-history-of-the-modern-world/ottoman-empire-17001870/959242AE1899EE1E65604E39DE555F80,,
TUR,Turkey,STATE_CYPRUS,Cyprus,building_railway,Regional Infrastructure,INFRASTRUCTURE,1,LOW,NO,,One local road network level.,No transport-canal level recommended.,pm_no_rail_network,"A durable inter-urban caravan, pilgrimage, military or administrative corridor justifies one pre-rail regional infrastructure level; no railway PM is permitted.",https://www.cambridge.org/core/books/cambridge-economic-history-of-the-modern-world/ottoman-empire-17001870/959242AE1899EE1E65604E39DE555F80,,
TUR,Turkey,STATE_CYPRUS,Cyprus,building_cotton_plantation,Cotton Plantations,PLANTATION,1,LOW,NO,,,,,"Cotton cultivation is historically plausible and tied to eastern Mediterranean trade, but scale in 1776 is uncertain.",https://www.cambridge.org/core/books/cambridge-economic-history-of-the-modern-world/ottoman-empire-17001870/959242AE1899EE1E65604E39DE555F80,,
TUR,Turkey,STATE_CYPRUS,Cyprus,building_port,Port,PORT,1,HIGH,YES,enclosed_dock_systems,,,,Island maritime commerce requires a historical port seed; one level only.,https://www.cambridge.org/core/journals/international-journal-of-middle-east-studies/article/abs/international-and-domestic-maritime-trade-in-the-ottoman-empire-during-the-18th-century/969BB1866B6A501B7F4BCB43D8A45BD6,,
TUR,Turkey,STATE_DIYARBAKIR,Diyarbakir,building_livestock_ranch,Livestock Ranches,AGRICULTURE_COMMERCIAL,1,HIGH,NO,improved_husbandry,,,,Pastoral livestock production and animal trade are historically important enough to justify one conservative commercial ranch level beyond subsistence.,https://www.cambridge.org/core/books/cambridge-economic-history-of-the-modern-world/ottoman-empire-17001870/959242AE1899EE1E65604E39DE555F80,,
TUR,Turkey,STATE_DIYARBAKIR,Diyarbakir,building_wheat_farm,Wheat Farms,AGRICULTURE_COMMERCIAL,1,MEDIUM,NO,improved_husbandry,,,,Cereal agriculture is a substantial market-oriented component of the regional economy; one conservative commercial-farm level represents surplus beyond subsistence.,https://www.cambridge.org/core/books/cambridge-economic-history-of-the-modern-world/ottoman-empire-17001870/959242AE1899EE1E65604E39DE555F80,,
TUR,Turkey,STATE_DIYARBAKIR,Diyarbakir,building_railway,Regional Infrastructure,INFRASTRUCTURE,1,HIGH,NO,,One road level on the Anatolia–Mesopotamia corridor.,No transport-canal level recommended.,pm_no_rail_network,"A durable inter-urban caravan, pilgrimage, military or administrative corridor justifies one pre-rail regional infrastructure level; no railway PM is permitted.",https://www.cambridge.org/core/books/cambridge-economic-history-of-the-modern-world/ottoman-empire-17001870/959242AE1899EE1E65604E39DE555F80,,
TUR,Turkey,STATE_DIYARBAKIR,Diyarbakir,building_textile_mill,Textile Manufacture,MANUFACTURING,1,MEDIUM,NO,organized_textile_production,,,,Urban or putting-out textile manufacture is documented at a scale above household-only production; this is pre-mechanized manufacture.,https://www.cambridge.org/core/journals/international-review-of-social-history/article/ottoman-guilds-in-the-early-modern-era/DBB9453C3BE34AEE2D4F8D3C9E390BAA,,
TUR,Turkey,STATE_DIYARBAKIR,Diyarbakir,building_copper_mine,Copper Mine,RESOURCE_EXTRACTION,1,HIGH,NO,shaft_mining,,,,Ergani copper mining was active in the eighteenth century and became jointly administered with Keban in 1775.,https://dergipark.org.tr/tr/pub/iutarih/article/1139633,,
TUR,Turkey,STATE_DONGOLA,Dongola,building_livestock_ranch,Livestock Ranches,AGRICULTURE_COMMERCIAL,1,MEDIUM,NO,improved_husbandry,,,,Pastoral livestock production and animal trade are historically important enough to justify one conservative commercial ranch level beyond subsistence.,https://www.cambridge.org/core/books/abs/cambridge-history-of-africa/central-sahara-and-sudan/5D881D10F5663B3129D5604AB55DE183,,
TUR,Turkey,STATE_DONGOLA,Dongola,building_millet_farm,Millet Farms,AGRICULTURE_COMMERCIAL,1,MEDIUM,NO,improved_husbandry,,,,Nile/Sudanese grain agriculture supports one conservative commercial millet/grain level.,https://www.cambridge.org/core/books/abs/cambridge-history-of-africa/central-sahara-and-sudan/5D881D10F5663B3129D5604AB55DE183,,
TUR,Turkey,STATE_ERITREA,Eritrea,building_livestock_ranch,Livestock Ranches,AGRICULTURE_COMMERCIAL,1,MEDIUM,NO,improved_husbandry,,,,Pastoral livestock production and animal trade are historically important enough to justify one conservative commercial ranch level beyond subsistence.,https://www.cambridge.org/core/journals/journal-of-global-history/article/between-commerce-and-sanctity-ottoman-policies-and-international-boundaries-in-the-early-modern-red-sea/940FD84400E0A8584345C5108C10956A,,
TUR,Turkey,STATE_ERZURUM,Erzurum,building_livestock_ranch,Livestock Ranches,AGRICULTURE_COMMERCIAL,1,HIGH,NO,improved_husbandry,,,,Pastoral livestock production and animal trade are historically important enough to justify one conservative commercial ranch level beyond subsistence.,https://www.cambridge.org/core/books/cambridge-economic-history-of-the-modern-world/ottoman-empire-17001870/959242AE1899EE1E65604E39DE555F80,,
TUR,Turkey,STATE_ERZURUM,Erzurum,building_wheat_farm,Wheat Farms,AGRICULTURE_COMMERCIAL,1,MEDIUM,NO,improved_husbandry,,,,Cereal agriculture is a substantial market-oriented component of the regional economy; one conservative commercial-farm level represents surplus beyond subsistence.,https://www.cambridge.org/core/books/cambridge-economic-history-of-the-modern-world/ottoman-empire-17001870/959242AE1899EE1E65604E39DE555F80,,
TUR,Turkey,STATE_ERZURUM,Erzurum,building_railway,Regional Infrastructure,INFRASTRUCTURE,1,HIGH,NO,,One road level on the eastern Anatolian/Persian route.,No transport-canal level recommended.,pm_no_rail_network,"A durable inter-urban caravan, pilgrimage, military or administrative corridor justifies one pre-rail regional infrastructure level; no railway PM is permitted.",https://www.cambridge.org/core/books/cambridge-economic-history-of-the-modern-world/ottoman-empire-17001870/959242AE1899EE1E65604E39DE555F80,,
TUR,Turkey,STATE_HUDAVENDIGAR,Hudavendigar,building_railway,Regional Infrastructure,INFRASTRUCTURE,2,HIGH,NO,,Two road levels for Bursa and its Marmara/Anatolian connections.,No transport-canal level recommended.,pm_no_rail_network,"A durable inter-urban caravan, pilgrimage, military or administrative corridor justifies one pre-rail regional infrastructure level; no railway PM is permitted.",https://www.cambridge.org/core/books/cambridge-economic-history-of-the-modern-world/ottoman-empire-17001870/959242AE1899EE1E65604E39DE555F80,,
TUR,Turkey,STATE_HUDAVENDIGAR,Hudavendigar,building_food_industry,Food Industries,MANUFACTURING,1,MEDIUM,YES,traditional_food_processing,,,,"Urban milling, baking, oil/sugar or other food-processing trades are documented at a scale above household subsistence.",https://www.cambridge.org/core/journals/international-review-of-social-history/article/ottoman-guilds-in-the-early-modern-era/DBB9453C3BE34AEE2D4F8D3C9E390BAA,,
TUR,Turkey,STATE_HUDAVENDIGAR,Hudavendigar,building_textile_mill,Textile Manufacture,MANUFACTURING,2,HIGH,NO,organized_textile_production,,,,"Bursa’s silk and textile craft economy remained substantial, though pre-mechanized.",https://www.cambridge.org/core/journals/international-review-of-social-history/article/ottoman-guilds-in-the-early-modern-era/DBB9453C3BE34AEE2D4F8D3C9E390BAA,,
TUR,Turkey,STATE_HUDAVENDIGAR,Hudavendigar,building_silk_plantation,Silk Plantations,PLANTATION,2,HIGH,NO,improved_husbandry,,,,Bursa remained a major silk-producing and processing region with merchant-linked manufacture.,https://www.cambridge.org/core/journals/international-review-of-social-history/article/ottoman-guilds-in-the-early-modern-era/DBB9453C3BE34AEE2D4F8D3C9E390BAA,,
TUR,Turkey,STATE_HUDAVENDIGAR,Hudavendigar,building_port,Port,PORT,1,MEDIUM,YES,enclosed_dock_systems,,,,Sea-of-Marmara outlets served Bursa’s commercial economy; one modest port level.,https://www.cambridge.org/core/journals/international-journal-of-middle-east-studies/article/abs/international-and-domestic-maritime-trade-in-the-ottoman-empire-during-the-18th-century/969BB1866B6A501B7F4BCB43D8A45BD6,,
TUR,Turkey,STATE_KARS,Kars,building_livestock_ranch,Livestock Ranches,AGRICULTURE_COMMERCIAL,1,HIGH,NO,improved_husbandry,,,,Pastoral livestock production and animal trade are historically important enough to justify one conservative commercial ranch level beyond subsistence.,https://www.cambridge.org/core/books/cambridge-economic-history-of-the-modern-world/ottoman-empire-17001870/959242AE1899EE1E65604E39DE555F80,,
TUR,Turkey,STATE_KARS,Kars,building_wheat_farm,Wheat Farms,AGRICULTURE_COMMERCIAL,1,MEDIUM,NO,improved_husbandry,,,,Cereal agriculture is a substantial market-oriented component of the regional economy; one conservative commercial-farm level represents surplus beyond subsistence.,https://www.cambridge.org/core/books/cambridge-economic-history-of-the-modern-world/ottoman-empire-17001870/959242AE1899EE1E65604E39DE555F80,,
TUR,Turkey,STATE_KARS,Kars,building_railway,Regional Infrastructure,INFRASTRUCTURE,1,MEDIUM,NO,,One frontier-road level.,No transport-canal level recommended.,pm_no_rail_network,"A durable inter-urban caravan, pilgrimage, military or administrative corridor justifies one pre-rail regional infrastructure level; no railway PM is permitted.",https://www.cambridge.org/core/books/cambridge-economic-history-of-the-modern-world/ottoman-empire-17001870/959242AE1899EE1E65604E39DE555F80,,
TUR,Turkey,STATE_KASTAMONU,Kastamonu,building_wheat_farm,Wheat Farms,AGRICULTURE_COMMERCIAL,1,MEDIUM,NO,improved_husbandry,,,,Cereal agriculture is a substantial market-oriented component of the regional economy; one conservative commercial-farm level represents surplus beyond subsistence.,https://www.cambridge.org/core/books/cambridge-economic-history-of-the-modern-world/ottoman-empire-17001870/959242AE1899EE1E65604E39DE555F80,,
TUR,Turkey,STATE_KASTAMONU,Kastamonu,building_railway,Regional Infrastructure,INFRASTRUCTURE,1,MEDIUM,NO,,One road level.,No transport-canal level recommended.,pm_no_rail_network,"A durable inter-urban caravan, pilgrimage, military or administrative corridor justifies one pre-rail regional infrastructure level; no railway PM is permitted.",https://www.cambridge.org/core/books/cambridge-economic-history-of-the-modern-world/ottoman-empire-17001870/959242AE1899EE1E65604E39DE555F80,,
TUR,Turkey,STATE_KASTAMONU,Kastamonu,building_port,Port,PORT,1,MEDIUM,YES,enclosed_dock_systems,,,,Black Sea coastal trade justifies one port level.,https://www.cambridge.org/core/journals/international-journal-of-middle-east-studies/article/abs/international-and-domestic-maritime-trade-in-the-ottoman-empire-during-the-18th-century/969BB1866B6A501B7F4BCB43D8A45BD6,,
TUR,Turkey,STATE_KASTAMONU,Kastamonu,building_logging_camp,Logging Camps,RESOURCE_EXTRACTION,2,HIGH,NO,,,,,The wooded Black Sea hinterland supplied timber to Ottoman maritime and urban demand; two levels remain conservative for a forested state.,https://www.cambridge.org/core/journals/international-journal-of-middle-east-studies/article/abs/international-and-domestic-maritime-trade-in-the-ottoman-empire-during-the-18th-century/969BB1866B6A501B7F4BCB43D8A45BD6,,
TUR,Turkey,STATE_KASTAMONU,Kastamonu,building_shipyard,Shipyards,SHIPBUILDING,1,LOW,YES,state_dockyard_systems,,,,"Black Sea shipbuilding/repair is plausible, but the state-level scale around 1776 is less certain than at Suez/Basra.",https://www.cambridge.org/core/journals/international-journal-of-middle-east-studies/article/abs/international-and-domestic-maritime-trade-in-the-ottoman-empire-during-the-18th-century/969BB1866B6A501B7F4BCB43D8A45BD6,,
TUR,Turkey,STATE_KONYA,Konya,building_livestock_ranch,Livestock Ranches,AGRICULTURE_COMMERCIAL,1,HIGH,NO,improved_husbandry,,,,Pastoral livestock production and animal trade are historically important enough to justify one conservative commercial ranch level beyond subsistence.,https://www.cambridge.org/core/books/cambridge-economic-history-of-the-modern-world/ottoman-empire-17001870/959242AE1899EE1E65604E39DE555F80,,
TUR,Turkey,STATE_KONYA,Konya,building_wheat_farm,Wheat Farms,AGRICULTURE_COMMERCIAL,2,HIGH,NO,improved_husbandry,,,,Cereal agriculture is a substantial market-oriented component of the regional economy; one conservative commercial-farm level represents surplus beyond subsistence.,https://www.cambridge.org/core/books/cambridge-economic-history-of-the-modern-world/ottoman-empire-17001870/959242AE1899EE1E65604E39DE555F80,,
TUR,Turkey,STATE_KONYA,Konya,building_railway,Regional Infrastructure,INFRASTRUCTURE,1,MEDIUM,NO,,One central-Anatolian road level.,No transport-canal level recommended.,pm_no_rail_network,"A durable inter-urban caravan, pilgrimage, military or administrative corridor justifies one pre-rail regional infrastructure level; no railway PM is permitted.",https://www.cambridge.org/core/books/cambridge-economic-history-of-the-modern-world/ottoman-empire-17001870/959242AE1899EE1E65604E39DE555F80,,
TUR,Turkey,STATE_LEBANON,Lebanon,building_vineyard,Vineyards,AGRICULTURE_COMMERCIAL,1,MEDIUM,NO,improved_husbandry,,,,Viticulture is an established Levantine commercial crop.,https://www.cambridge.org/core/books/cambridge-economic-history-of-the-modern-world/ottoman-empire-17001870/959242AE1899EE1E65604E39DE555F80,,
TUR,Turkey,STATE_LEBANON,Lebanon,building_railway,Regional Infrastructure,INFRASTRUCTURE,1,HIGH,NO,,"One road level linking coast, Damascus and mountain production zones.",No transport-canal level recommended.,pm_no_rail_network,"A durable inter-urban caravan, pilgrimage, military or administrative corridor justifies one pre-rail regional infrastructure level; no railway PM is permitted.",https://www.cambridge.org/core/books/cambridge-economic-history-of-the-modern-world/ottoman-empire-17001870/959242AE1899EE1E65604E39DE555F80,,
TUR,Turkey,STATE_LEBANON,Lebanon,building_textile_mill,Textile Manufacture,MANUFACTURING,1,HIGH,NO,organized_textile_production,,,,Urban or putting-out textile manufacture is documented at a scale above household-only production; this is pre-mechanized manufacture.,https://www.cambridge.org/core/journals/international-review-of-social-history/article/ottoman-guilds-in-the-early-modern-era/DBB9453C3BE34AEE2D4F8D3C9E390BAA,,
TUR,Turkey,STATE_LEBANON,Lebanon,building_silk_plantation,Silk Plantations,PLANTATION,2,HIGH,NO,improved_husbandry,,,,Mount Lebanon silk was tied to Levantine merchant and textile circuits before 1776.,https://www.cambridge.org/core/journals/international-review-of-social-history/article/ottoman-guilds-in-the-early-modern-era/DBB9453C3BE34AEE2D4F8D3C9E390BAA,,
TUR,Turkey,STATE_LEBANON,Lebanon,building_port,Port,PORT,1,HIGH,YES,enclosed_dock_systems,,,,Sidon/Beirut coastal commerce justifies one port level.,https://www.cambridge.org/core/journals/international-journal-of-middle-east-studies/article/abs/international-and-domestic-maritime-trade-in-the-ottoman-empire-during-the-18th-century/969BB1866B6A501B7F4BCB43D8A45BD6,,
TUR,Turkey,STATE_LEBANON,Lebanon,building_trade_center,Trade Center,TRADE_CENTER,1,MEDIUM,NO,,,,,Levantine redistribution through coastal merchant towns is significant enough for one conservative seed.,https://www.cambridge.org/core/journals/international-journal-of-middle-east-studies/article/abs/international-and-domestic-maritime-trade-in-the-ottoman-empire-during-the-18th-century/969BB1866B6A501B7F4BCB43D8A45BD6,,
TUR,Turkey,STATE_LOWER_EGYPT,Lower Egypt,building_government_administration,Government Administration,ADMINISTRATION,1,HIGH,NO,systematic_administrative_statistics,,,,Cairo was the administrative center of the richest Ottoman province; one bureaucracy level is conservative.,https://www.cambridge.org/core/books/abs/cambridge-history-of-egypt/egypt-in-the-eighteenth-century/D758288694AE203CDF5A78CD9A5CAE56,,
TUR,Turkey,STATE_LOWER_EGYPT,Lower Egypt,building_rice_farm,Rice Farms,AGRICULTURE_COMMERCIAL,2,HIGH,NO,improved_husbandry,,,,Rice was one of eighteenth-century Egypt’s major market/export crops.,https://www.cambridge.org/core/books/abs/cambridge-history-of-egypt/egypt-in-the-eighteenth-century/D758288694AE203CDF5A78CD9A5CAE56,,
TUR,Turkey,STATE_LOWER_EGYPT,Lower Egypt,building_wheat_farm,Wheat Farms,AGRICULTURE_COMMERCIAL,2,HIGH,NO,improved_husbandry,,,,Egypt exported substantial wheat surpluses within the Ottoman and European trade systems.,https://www.cambridge.org/core/books/abs/cambridge-history-of-egypt/egypt-in-the-eighteenth-century/D758288694AE203CDF5A78CD9A5CAE56,,
TUR,Turkey,STATE_LOWER_EGYPT,Lower Egypt,building_university,University,EDUCATION,1,HIGH,NO,specialized_technical_academies,,,,Al-Azhar represents a major pre-1776 higher-learning institution; the building is historical even though the current technical-academy gate is structurally mismatched.,https://www.cambridge.org/core/books/abs/cambridge-history-of-egypt/egypt-in-the-eighteenth-century/D758288694AE203CDF5A78CD9A5CAE56,,
TUR,Turkey,STATE_LOWER_EGYPT,Lower Egypt,building_railway,Regional Infrastructure,INFRASTRUCTURE,2,HIGH,NO,,Two road levels for Cairo/Delta and Mediterranean/Red Sea links.,One transport-canal level is justified by the long-used navigable Delta/Nile canal system; this is not a railway and should be reviewed separately from irrigation.,pm_no_rail_network,Dense Nile/Delta overland connectivity warrants two road-network levels; rail remains disabled.,https://www.cambridge.org/core/books/abs/cambridge-history-of-egypt/egypt-in-the-eighteenth-century/D758288694AE203CDF5A78CD9A5CAE56,,
TUR,Turkey,STATE_LOWER_EGYPT,Lower Egypt,building_food_industry,Food Industries,MANUFACTURING,2,HIGH,YES,traditional_food_processing,,,,"A large urban/export economy processing grain, sugar and other foodstuffs justifies two preindustrial levels.",https://www.cambridge.org/core/books/abs/cambridge-history-of-egypt/egypt-in-the-eighteenth-century/D758288694AE203CDF5A78CD9A5CAE56,,
