Owner_TAG,Country,State_ID,Current_Level,Historical_Target_Level,Gameplay_Minimum_Component,Final_Target_Level,Current_Bureaucracy_Context,Projected_Bureaucracy_Context,Tax_Capacity_Context,Capital_or_Admin_Center,Decision,Reason,Runtime_Validation_Required
SPA,Spain,STATE_LOWER_ANDALUSIA,2,0,2,2,country_gross=950; static_structural_cost=569.7; gross_minus_static=380.3; pm=pm_horizontal_drawer_cabinets; per_level=50,country_gross=650; near_balance_95pct=542; gross_minus_static=80.3; runtime_deincorp_states=0; post_deincorp_cost=569.7; post_deincorp_net=80.3; laws=18; explicit_institution_blocks=2,state_pm_per_level=10; country_current=190; country_projected=130; incorporated_population_need=1099.3,CURRENT_ADMIN_CENTER,KEEP,Historical target is the floor; the general overlay retains 66% of demonstrated gross capacity and uses limited runtime de-incorporation for near balance. China is a deliberate overpopulation-burden exception kept at its historical floor; tax capacity is diagnostic rather than a 100% coverage target.,"YES — workforce, wage, institution, law, tax-waste and incorporation effects are not statically exact"
SPA,Spain,STATE_MURCIA,1,0,0,0,country_gross=950; static_structural_cost=569.7; gross_minus_static=380.3; pm=pm_horizontal_drawer_cabinets; per_level=50,country_gross=650; near_balance_95pct=542; gross_minus_static=80.3; runtime_deincorp_states=0; post_deincorp_cost=569.7; post_deincorp_net=80.3; laws=18; explicit_institution_blocks=2,state_pm_per_level=10; country_current=190; country_projected=130; incorporated_population_need=1099.3,CURRENT_ADMIN_CENTER,REMOVE,Historical target is the floor; the general overlay retains 66% of demonstrated gross capacity and uses limited runtime de-incorporation for near balance. China is a deliberate overpopulation-burden exception kept at its historical floor; tax capacity is diagnostic rather than a 100% coverage target.,"YES — workforce, wage, institution, law, tax-waste and incorporation effects are not statically exact"
SPA,Spain,STATE_NEW_CASTILE,4,3,1,4,country_gross=950; static_structural_cost=569.7; gross_minus_static=380.3; pm=pm_horizontal_drawer_cabinets; per_level=50,country_gross=650; near_balance_95pct=542; gross_minus_static=80.3; runtime_deincorp_states=0; post_deincorp_cost=569.7; post_deincorp_net=80.3; laws=18; explicit_institution_blocks=2,state_pm_per_level=10; country_current=190; country_projected=130; incorporated_population_need=1099.3,CAPITAL,KEEP,Historical target is the floor; the general overlay retains 66% of demonstrated gross capacity and uses limited runtime de-incorporation for near balance. China is a deliberate overpopulation-burden exception kept at its historical floor; tax capacity is diagnostic rather than a 100% coverage target.,"YES — workforce, wage, institution, law, tax-waste and incorporation effects are not statically exact"
SPA,Spain,STATE_OLD_CASTILE,1,0,1,1,country_gross=950; static_structural_cost=569.7; gross_minus_static=380.3; pm=pm_horizontal_drawer_cabinets; per_level=50,country_gross=650; near_balance_95pct=542; gross_minus_static=80.3; runtime_deincorp_states=0; post_deincorp_cost=569.7; post_deincorp_net=80.3; laws=18; explicit_institution_blocks=2,state_pm_per_level=10; country_current=190; country_projected=130; incorporated_population_need=1099.3,CURRENT_ADMIN_CENTER,KEEP,Historical target is the floor; the general overlay retains 66% of demonstrated gross capacity and uses limited runtime de-incorporation for near balance. China is a deliberate overpopulation-burden exception kept at its historical floor; tax capacity is diagnostic rather than a 100% coverage target.,"YES — workforce, wage, institution, law, tax-waste and incorporation effects are not statically exact"
SPA,Spain,STATE_UPPER_ANDALUSIA,1,0,0,0,country_gross=950; static_structural_cost=569.7; gross_minus_static=380.3; pm=pm_horizontal_drawer_cabinets; per_level=50,country_gross=650; near_balance_95pct=542; gross_minus_static=80.3; runtime_deincorp_states=0; post_deincorp_cost=569.7; post_deincorp_net=80.3; laws=18; explicit_institution_blocks=2,state_pm_per_level=10; country_current=190; country_projected=130; incorporated_population_need=1099.3,CURRENT_ADMIN_CENTER,REMOVE,Historical target is the floor; the general overlay retains 66% of demonstrated gross capacity and uses limited runtime de-incorporation for near balance. China is a deliberate overpopulation-burden exception kept at its historical floor; tax capacity is diagnostic rather than a 100% coverage target.,"YES — workforce, wage, institution, law, tax-waste and incorporation effects are not statically exact"
SPA,Spain,STATE_VALENCIA,2,0,2,2,country_gross=950; static_structural_cost=569.7; gross_minus_static=380.3; pm=pm_horizontal_drawer_cabinets; per_level=50,country_gross=650; near_balance_95pct=542; gross_minus_static=80.3; runtime_deincorp_states=0; post_deincorp_cost=569.7; post_deincorp_net=80.3; laws=18; explicit_institution_blocks=2,state_pm_per_level=10; country_current=190; country_projected=130; incorporated_population_need=1099.3,CURRENT_ADMIN_CENTER,KEEP,Historical target is the floor; the general overlay retains 66% of demonstrated gross capacity and uses limited runtime de-incorporation for near balance. China is a deliberate overpopulation-burden exception kept at its historical floor; tax capacity is diagnostic rather than a 100% coverage target.,"YES — workforce, wage, institution, law, tax-waste and incorporation effects are not statically exact"
SRK,Yogyakarta,STATE_CENTRAL_JAVA,0,0,0,0,country_gross=0; static_structural_cost=11.7; gross_minus_static=-11.7; pm=pm_simple_organization; per_level=10,country_gross=0; near_balance_95pct=0; gross_minus_static=-11.7; runtime_deincorp_states=0; post_deincorp_cost=11.7; post_deincorp_net=-11.7; laws=1; explicit_institution_blocks=0,state_pm_per_level=2; country_current=0; country_projected=0; incorporated_population_need=4.3,CAPITAL,KEEP,Historical target is the floor; the general overlay retains 66% of demonstrated gross capacity and uses limited runtime de-incorporation for near balance. China is a deliberate overpopulation-burden exception kept at its historical floor; tax capacity is diagnostic rather than a 100% coverage target.,"YES — workforce, wage, institution, law, tax-waste and incorporation effects are not statically exact"
SRR,Serer,STATE_SENEGAL,0,0,0,0,country_gross=0; static_structural_cost=0.0; gross_minus_static=0.0; pm=pm_simple_organization; per_level=10,country_gross=0; near_balance_95pct=0; gross_minus_static=0.0; runtime_deincorp_states=0; post_deincorp_cost=0.0; post_deincorp_net=0.0; laws=1; explicit_institution_blocks=0,state_pm_per_level=2; country_current=0; country_projected=0; incorporated_population_need=0.0,CAPITAL,KEEP,Historical target is the floor; the general overlay retains 66% of demonstrated gross capacity and uses limited runtime de-incorporation for near balance. China is a deliberate overpopulation-burden exception kept at its historical floor; tax capacity is diagnostic rather than a 100% coverage target.,"YES — workforce, wage, institution, law, tax-waste and incorporation effects are not statically exact"
SSU,Susu,STATE_GUINEA,0,0,0,0,country_gross=0; static_structural_cost=0.0; gross_minus_static=0.0; pm=pm_simple_organization; per_level=10,country_gross=0; near_balance_95pct=0; gross_minus_static=0.0; runtime_deincorp_states=0; post_deincorp_cost=0.0; post_deincorp_net=0.0; laws=1; explicit_institution_blocks=0,state_pm_per_level=2; country_current=0; country_projected=0; incorporated_population_need=0.0,CAPITAL,KEEP,Historical target is the floor; the general overlay retains 66% of demonstrated gross capacity and uses limited runtime de-incorporation for near balance. China is a deliberate overpopulation-burden exception kept at its historical floor; tax capacity is diagnostic rather than a 100% coverage target.,"YES — workforce, wage, institution, law, tax-waste and incorporation effects are not statically exact"
STG,Sintang,STATE_WEST_BORNEO,0,0,0,0,country_gross=0; static_structural_cost=11.9; gross_minus_static=-11.9; pm=pm_simple_organization; per_level=10,country_gross=0; near_balance_95pct=0; gross_minus_static=-11.9; runtime_deincorp_states=0; post_deincorp_cost=11.9; post_deincorp_net=-11.9; laws=1; explicit_institution_blocks=0,state_pm_per_level=2; country_current=0; country_projected=0; incorporated_population_need=4.8,CAPITAL,KEEP,Historical target is the floor; the general overlay retains 66% of demonstrated gross capacity and uses limited runtime de-incorporation for near balance. China is a deliberate overpopulation-burden exception kept at its historical floor; tax capacity is diagnostic rather than a 100% coverage target.,"YES — workforce, wage, institution, law, tax-waste and incorporation effects are not statically exact"
SUL,Sulu,STATE_MINDANAO,0,0,0,0,country_gross=0; static_structural_cost=23.4; gross_minus_static=-23.4; pm=pm_simple_organization; per_level=10,country_gross=0; near_balance_95pct=0; gross_minus_static=-23.4; runtime_deincorp_states=0; post_deincorp_cost=23.4; post_deincorp_net=-23.4; laws=1; explicit_institution_blocks=0,state_pm_per_level=2; country_current=0; country_projected=0; incorporated_population_need=8.4,CAPITAL,KEEP,Historical target is the floor; the general overlay retains 66% of demonstrated gross capacity and uses limited runtime de-incorporation for near balance. China is a deliberate overpopulation-burden exception kept at its historical floor; tax capacity is diagnostic rather than a 100% coverage target.,"YES — workforce, wage, institution, law, tax-waste and incorporation effects are not statically exact"
SWE,Sweden,STATE_GOTALAND,1,0,0,0,country_gross=350; static_structural_cost=259.7; gross_minus_static=90.3; pm=pm_horizontal_drawer_cabinets; per_level=50,country_gross=250; near_balance_95pct=247; gross_minus_static=-9.7; runtime_deincorp_states=0; post_deincorp_cost=259.7; post_deincorp_net=-9.7; laws=15; explicit_institution_blocks=1,state_pm_per_level=10; country_current=70; country_projected=50; incorporated_population_need=399.2,CURRENT_ADMIN_CENTER,REMOVE,Historical target is the floor; the general overlay retains 66% of demonstrated gross capacity and uses limited runtime de-incorporation for near balance. China is a deliberate overpopulation-burden exception kept at its historical floor; tax capacity is diagnostic rather than a 100% coverage target.,"YES — workforce, wage, institution, law, tax-waste and incorporation effects are not statically exact"
SWE,Sweden,STATE_SCANIA,1,0,0,0,country_gross=350; static_structural_cost=259.7; gross_minus_static=90.3; pm=pm_horizontal_drawer_cabinets; per_level=50,country_gross=250; near_balance_95pct=247; gross_minus_static=-9.7; runtime_deincorp_states=0; post_deincorp_cost=259.7; post_deincorp_net=-9.7; laws=15; explicit_institution_blocks=1,state_pm_per_level=10; country_current=70; country_projected=50; incorporated_population_need=399.2,CURRENT_ADMIN_CENTER,REMOVE,Historical target is the floor; the general overlay retains 66% of demonstrated gross capacity and uses limited runtime de-incorporation for near balance. China is a deliberate overpopulation-burden exception kept at its historical floor; tax capacity is diagnostic rather than a 100% coverage target.,"YES — workforce, wage, institution, law, tax-waste and incorporation effects are not statically exact"
SWE,Sweden,STATE_SVEALAND,4,2,2,4,country_gross=350; static_structural_cost=259.7; gross_minus_static=90.3; pm=pm_horizontal_drawer_cabinets; per_level=50,country_gross=250; near_balance_95pct=247; gross_minus_static=-9.7; runtime_deincorp_states=0; post_deincorp_cost=259.7; post_deincorp_net=-9.7; laws=15; explicit_institution_blocks=1,state_pm_per_level=10; country_current=70; country_projected=50; incorporated_population_need=399.2,CAPITAL,KEEP,Historical target is the floor; the general overlay retains 66% of demonstrated gross capacity and uses limited runtime de-incorporation for near balance. China is a deliberate overpopulation-burden exception kept at its historical floor; tax capacity is diagnostic rather than a 100% coverage target.,"YES — workforce, wage, institution, law, tax-waste and incorporation effects are not statically exact"
SWE,Sweden,STATE_UUSIMAA,1,1,0,1,country_gross=350; static_structural_cost=259.7; gross_minus_static=90.3; pm=pm_horizontal_drawer_cabinets; per_level=50,country_gross=250; near_balance_95pct=247; gross_minus_static=-9.7; runtime_deincorp_states=0; post_deincorp_cost=259.7; post_deincorp_net=-9.7; laws=15; explicit_institution_blocks=1,state_pm_per_level=10; country_current=70; country_projected=50; incorporated_population_need=399.2,HISTORICAL_ADMIN_CENTER,KEEP,Historical target is the floor; the general overlay retains 66% of demonstrated gross capacity and uses limited runtime de-incorporation for near balance. China is a deliberate overpopulation-burden exception kept at its historical floor; tax capacity is diagnostic rather than a 100% coverage target.,"YES — workforce, wage, institution, law, tax-waste and incorporation effects are not statically exact"
SWI,Switzerland,STATE_EAST_SWITZERLAND,1,0,0,0,country_gross=150; static_structural_cost=98.6; gross_minus_static=51.4; pm=pm_horizontal_drawer_cabinets; per_level=50,country_gross=100; near_balance_95pct=94; gross_minus_static=1.4; runtime_deincorp_states=0; post_deincorp_cost=98.6; post_deincorp_net=1.4; laws=12; explicit_institution_blocks=1,state_pm_per_level=10; country_current=30; country_projected=20; incorporated_population_need=196.6,CURRENT_ADMIN_CENTER,REMOVE,Historical target is the floor; the general overlay retains 66% of demonstrated gross capacity and uses limited runtime de-incorporation for near balance. China is a deliberate overpopulation-burden exception kept at its historical floor; tax capacity is diagnostic rather than a 100% coverage target.,"YES — workforce, wage, institution, law, tax-waste and incorporation effects are not statically exact"
SWI,Switzerland,STATE_WEST_SWITZERLAND,2,0,2,2,country_gross=150; static_structural_cost=98.6; gross_minus_static=51.4; pm=pm_horizontal_drawer_cabinets; per_level=50,country_gross=100; near_balance_95pct=94; gross_minus_static=1.4; runtime_deincorp_states=0; post_deincorp_cost=98.6; post_deincorp_net=1.4; laws=12; explicit_institution_blocks=1,state_pm_per_level=10; country_current=30; country_projected=20; incorporated_population_need=196.6,CAPITAL,KEEP,Historical target is the floor; the general overlay retains 66% of demonstrated gross capacity and uses limited runtime de-incorporation for near balance. China is a deliberate overpopulation-burden exception kept at its historical floor; tax capacity is diagnostic rather than a 100% coverage target.,"YES — workforce, wage, institution, law, tax-waste and incorporation effects are not statically exact"
SWZ,Venda,STATE_TRANSVAAL,0,0,0,0,country_gross=0; static_structural_cost=12.6; gross_minus_static=-12.6; pm=pm_simple_organization; per_level=10,country_gross=0; near_balance_95pct=0; gross_minus_static=-12.6; runtime_deincorp_states=0; post_deincorp_cost=12.6; post_deincorp_net=-12.6; laws=4; explicit_institution_blocks=0,state_pm_per_level=2; country_current=0; country_projected=0; incorporated_population_need=6.4,CAPITAL,KEEP,Historical target is the floor; the general overlay retains 66% of demonstrated gross capacity and uses limited runtime de-incorporation for near balance. China is a deliberate overpopulation-burden exception kept at its historical floor; tax capacity is diagnostic rather than a 100% coverage target.,"YES — workforce, wage, institution, law, tax-waste and incorporation effects are not statically exact"
TBI,Wadai,STATE_CHAD,0,0,0,0,country_gross=0; static_structural_cost=36.2; gross_minus_static=-36.2; pm=pm_simple_organization; per_level=10,country_gross=0; near_balance_95pct=0; gross_minus_static=-36.2; runtime_deincorp_states=0; post_deincorp_cost=36.2; post_deincorp_net=-36.2; laws=1; explicit_institution_blocks=0,state_pm_per_level=2; country_current=0; country_projected=0; incorporated_population_need=15.6,CAPITAL,KEEP,Historical target is the floor; the general overlay retains 66% of demonstrated gross capacity and uses limited runtime de-incorporation for near balance. China is a deliberate overpopulation-burden exception kept at its historical floor; tax capacity is diagnostic rather than a 100% coverage target.,"YES — workforce, wage, institution, law, tax-waste and incorporation effects are not statically exact"
TEK,Tekna,STATE_WEST_SAHARA,0,0,0,0,country_gross=0; static_structural_cost=21.8; gross_minus_static=-21.8; pm=pm_simple_organization; per_level=10,country_gross=0; near_balance_95pct=0; gross_minus_static=-21.8; runtime_deincorp_states=0; post_deincorp_cost=21.8; post_deincorp_net=-21.8; laws=0; explicit_institution_blocks=0,state_pm_per_level=2; country_current=0; country_projected=0; incorporated_population_need=4.4,CAPITAL,KEEP,Historical target is the floor; the general overlay retains 66% of demonstrated gross capacity and uses limited runtime de-incorporation for near balance. China is a deliberate overpopulation-burden exception kept at its historical floor; tax capacity is diagnostic rather than a 100% coverage target.,"YES — workforce, wage, institution, law, tax-waste and incorporation effects are not statically exact"
TGI,Tungi,STATE_MOCAMBIQUE,0,0,0,0,country_gross=0; static_structural_cost=0.0; gross_minus_static=0.0; pm=pm_simple_organization; per_level=10,country_gross=0; near_balance_95pct=0; gross_minus_static=0.0; runtime_deincorp_states=0; post_deincorp_cost=0.0; post_deincorp_net=0.0; laws=2; explicit_institution_blocks=0,state_pm_per_level=2; country_current=0; country_projected=0; incorporated_population_need=0.0,CAPITAL,KEEP,Historical target is the floor; the general overlay retains 66% of demonstrated gross capacity and uses limited runtime de-incorporation for near balance. China is a deliberate overpopulation-burden exception kept at its historical floor; tax capacity is diagnostic rather than a 100% coverage target.,"YES — workforce, wage, institution, law, tax-waste and incorporation effects are not statically exact"
THL,Tehuelche,STATE_ARAUCANIA,0,0,0,0,country_gross=0; static_structural_cost=11.0; gross_minus_static=-11.0; pm=pm_simple_organization; per_level=10,country_gross=0; near_balance_95pct=0; gross_minus_static=-11.0; runtime_deincorp_states=0; post_deincorp_cost=11.0; post_deincorp_net=-11.0; laws=0; explicit_institution_blocks=0,state_pm_per_level=2; country_current=0; country_projected=0; incorporated_population_need=2.5,CAPITAL,KEEP,Historical target is the floor; the general overlay retains 66% of demonstrated gross capacity and uses limited runtime de-incorporation for near balance. China is a deliberate overpopulation-burden exception kept at its historical floor; tax capacity is diagnostic rather than a 100% coverage target.,"YES — workforce, wage, institution, law, tax-waste and incorporation effects are not statically exact"
TIB,Tibet,STATE_LHASA,1,1,0,1,country_gross=10; static_structural_cost=144.4; gross_minus_static=-134.4; pm=pm_simple_organization; per_level=10,country_gross=10; near_balance_95pct=138; gross_minus_static=-134.4; runtime_deincorp_states=2; post_deincorp_cost=82.8; post_deincorp_net=-72.8; laws=8; explicit_institution_blocks=0,state_pm_per_level=2; country_current=2; country_projected=2; incorporated_population_need=286.0,CAPITAL,KEEP,Historical target is the floor; the general overlay retains 66% of demonstrated gross capacity and uses limited runtime de-incorporation for near balance. China is a deliberate overpopulation-burden exception kept at its historical floor; tax capacity is diagnostic rather than a 100% coverage target.,"YES — workforce, wage, institution, law, tax-waste and incorporation effects are not statically exact"
TID,Tidore,STATE_MOLUCCAS,0,0,0,0,country_gross=0; static_structural_cost=42.4; gross_minus_static=-42.4; pm=pm_simple_organization; per_level=10,country_gross=0; near_balance_95pct=0; gross_minus_static=-42.4; runtime_deincorp_states=0; post_deincorp_cost=42.4; post_deincorp_net=-42.4; laws=1; explicit_institution_blocks=0,state_pm_per_level=2; country_current=0; country_projected=0; incorporated_population_need=31.0,CAPITAL,KEEP,Historical target is the floor; the general overlay retains 66% of demonstrated gross capacity and uses limited runtime de-incorporation for near balance. China is a deliberate overpopulation-burden exception kept at its historical floor; tax capacity is diagnostic rather than a 100% coverage target.,"YES — workforce, wage, institution, law, tax-waste and incorporation effects are not statically exact"
TIP,Tipperah,STATE_ASSAM,0,0,0,0,country_gross=0; static_structural_cost=60.3; gross_minus_static=-60.3; pm=pm_simple_organization; per_level=10,country_gross=0; near_balance_95pct=0; gross_minus_static=-60.3; runtime_deincorp_states=0; post_deincorp_cost=60.3; post_deincorp_net=-60.3; laws=4; explicit_institution_blocks=0,state_pm_per_level=2; country_current=0; country_projected=0; incorporated_population_need=125.7,CAPITAL,KEEP,Historical target is the floor; the general overlay retains 66% of demonstrated gross capacity and uses limited runtime de-incorporation for near balance. China is a deliberate overpopulation-burden exception kept at its historical floor; tax capacity is diagnostic rather than a 100% coverage target.,"YES — workforce, wage, institution, law, tax-waste and incorporation effects are not statically exact"
TKE,Teke,STATE_CONGO,0,0,0,0,country_gross=0; static_structural_cost=11.8; gross_minus_static=-11.8; pm=pm_simple_organization; per_level=10,country_gross=0; near_balance_95pct=0; gross_minus_static=-11.8; runtime_deincorp_states=0; post_deincorp_cost=11.8; post_deincorp_net=-11.8; laws=1; explicit_institution_blocks=0,state_pm_per_level=2; country_current=0; country_projected=0; incorporated_population_need=4.4,CAPITAL,KEEP,Historical target is the floor; the general overlay retains 66% of demonstrated gross capacity and uses limited runtime de-incorporation for near balance. China is a deliberate overpopulation-burden exception kept at its historical floor; tax capacity is diagnostic rather than a 100% coverage target.,"YES — workforce, wage, institution, law, tax-waste and incorporation effects are not statically exact"
TMN,Temne,STATE_SIERRA_LEONE,0,0,0,0,country_gross=0; static_structural_cost=12.3; gross_minus_static=-12.3; pm=pm_simple_organization; per_level=10,country_gross=0; near_balance_95pct=0; gross_minus_static=-12.3; runtime_deincorp_states=0; post_deincorp_cost=12.3; post_deincorp_net=-12.3; laws=1; explicit_institution_blocks=0,state_pm_per_level=2; country_current=0; country_projected=0; incorporated_population_need=5.7,CAPITAL,KEEP,Historical target is the floor; the general overlay retains 66% of demonstrated gross capacity and uses limited runtime de-incorporation for near balance. China is a deliberate overpopulation-burden exception kept at its historical floor; tax capacity is diagnostic rather than a 100% coverage target.,"YES — workforce, wage, institution, law, tax-waste and incorporation effects are not statically exact"
TNG,Tonga,STATE_TONGA,0,0,0,0,country_gross=0; static_structural_cost=11.6; gross_minus_static=-11.6; pm=pm_simple_organization; per_level=10,country_gross=0; near_balance_95pct=0; gross_minus_static=-11.6; runtime_deincorp_states=0; post_deincorp_cost=11.6; post_deincorp_net=-11.6; laws=0; explicit_institution_blocks=0,state_pm_per_level=2; country_current=0; country_projected=0; incorporated_population_need=4.0,CAPITAL,KEEP,Historical target is the floor; the general overlay retains 66% of demonstrated gross capacity and uses limited runtime de-incorporation for near balance. China is a deliberate overpopulation-burden exception kept at its historical floor; tax capacity is diagnostic rather than a 100% coverage target.,"YES — workforce, wage, institution, law, tax-waste and incorporation effects are not statically exact"
TPS,Toposa,STATE_EQUATORIA,0,0,0,0,country_gross=0; static_structural_cost=13.2; gross_minus_static=-13.2; pm=pm_simple_organization; per_level=10,country_gross=0; near_balance_95pct=0; gross_minus_static=-13.2; runtime_deincorp_states=0; post_deincorp_cost=13.2; post_deincorp_net=-13.2; laws=1; explicit_institution_blocks=0,state_pm_per_level=2; country_current=0; country_projected=0; incorporated_population_need=8.0,CAPITAL,KEEP,Historical target is the floor; the general overlay retains 66% of demonstrated gross capacity and uses limited runtime de-incorporation for near balance. China is a deliberate overpopulation-burden exception kept at its historical floor; tax capacity is diagnostic rather than a 100% coverage target.,"YES — workforce, wage, institution, law, tax-waste and incorporation effects are not statically exact"
TRA,Travancore,STATE_TRAVANCORE,0,0,0,0,country_gross=0; static_structural_cost=0.0; gross_minus_static=0.0; pm=pm_simple_organization; per_level=10,country_gross=0; near_balance_95pct=0; gross_minus_static=0.0; runtime_deincorp_states=0; post_deincorp_cost=0.0; post_deincorp_net=0.0; laws=0; explicit_institution_blocks=0,state_pm_per_level=2; country_current=0; country_projected=0; incorporated_population_need=0.0,CAPITAL,KEEP,Historical target is the floor; the general overlay retains 66% of demonstrated gross capacity and uses limited runtime de-incorporation for near balance. China is a deliberate overpopulation-burden exception kept at its historical floor; tax capacity is diagnostic rather than a 100% coverage target.,"YES — workforce, wage, institution, law, tax-waste and incorporation effects are not statically exact"
TRI,Zuwayya,STATE_LIBYA,0,0,0,0,country_gross=0; static_structural_cost=24.7; gross_minus_static=-24.7; pm=pm_simple_organization; per_level=10,country_gross=0; near_balance_95pct=0; gross_minus_static=-24.7; runtime_deincorp_states=0; post_deincorp_cost=24.7; post_deincorp_net=-24.7; laws=1; explicit_institution_blocks=0,state_pm_per_level=2; country_current=0; country_projected=0; incorporated_population_need=36.8,CAPITAL,KEEP,Historical target is the floor; the general overlay retains 66% of demonstrated gross capacity and uses limited runtime de-incorporation for near balance. China is a deliberate overpopulation-burden exception kept at its historical floor; tax capacity is diagnostic rather than a 100% coverage target.,"YES — workforce, wage, institution, law, tax-waste and incorporation effects are not statically exact"
TRK,Turkana,STATE_RIFT_VALLEY,0,0,0,0,country_gross=0; static_structural_cost=18.0; gross_minus_static=-18.0; pm=pm_simple_organization; per_level=10,country_gross=0; near_balance_95pct=0; gross_minus_static=-18.0; runtime_deincorp_states=0; post_deincorp_cost=18.0; post_deincorp_net=-18.0; laws=1; explicit_institution_blocks=0,state_pm_per_level=2; country_current=0; country_projected=0; incorporated_population_need=20.1,CAPITAL,KEEP,Historical target is the floor; the general overlay retains 66% of demonstrated gross capacity and uses limited runtime de-incorporation for near balance. China is a deliberate overpopulation-burden exception kept at its historical floor; tax capacity is diagnostic rather than a 100% coverage target.,"YES — workforce, wage, institution, law, tax-waste and incorporation effects are not statically exact"
TRM,Turkmenia,STATE_TURKMENIA,0,0,0,0,country_gross=0; static_structural_cost=60.4; gross_minus_static=-60.4; pm=pm_simple_organization; per_level=10,country_gross=0; near_balance_95pct=0; gross_minus_static=-60.4; runtime_deincorp_states=0; post_deincorp_cost=60.4; post_deincorp_net=-60.4; laws=1; explicit_institution_blocks=0,state_pm_per_level=2; country_current=0; country_projected=0; incorporated_population_need=51.0,CAPITAL,KEEP,Historical target is the floor; the general overlay retains 66% of demonstrated gross capacity and uses limited runtime de-incorporation for near balance. China is a deliberate overpopulation-burden exception kept at its historical floor; tax capacity is diagnostic rather than a 100% coverage target.,"YES — workforce, wage, institution, law, tax-waste and incorporation effects are not statically exact"
TRN,Venda,STATE_TRANSVAAL,0,0,0,0,country_gross=0; static_structural_cost=12.4; gross_minus_static=-12.4; pm=pm_simple_organization; per_level=10,country_gross=0; near_balance_95pct=0; gross_minus_static=-12.4; runtime_deincorp_states=0; post_deincorp_cost=12.4; post_deincorp_net=-12.4; laws=9; explicit_institution_blocks=0,state_pm_per_level=2; country_current=0; country_projected=0; incorporated_population_need=6.0,CAPITAL,KEEP,Historical target is the floor; the general overlay retains 66% of demonstrated gross capacity and uses limited runtime de-incorporation for near balance. China is a deliberate overpopulation-burden exception kept at its historical floor; tax capacity is diagnostic rather than a 100% coverage target.,"YES — workforce, wage, institution, law, tax-waste and incorporation effects are not statically exact"
TRS,Transylvania,STATE_NORTHERN_TRANSYLVANIA,2,0,2,2,country_gross=100; static_structural_cost=102.5; gross_minus_static=-2.5; pm=pm_horizontal_drawer_cabinets; per_level=50,country_gross=100; near_balance_95pct=98; gross_minus_static=-2.5; runtime_deincorp_states=0; post_deincorp_cost=102.5; post_deincorp_net=-2.5; laws=14; explicit_institution_blocks=0,state_pm_per_level=10; country_current=20; country_projected=20; incorporated_population_need=206.2,CAPITAL,KEEP,Historical target is the floor; the general overlay retains 66% of demonstrated gross capacity and uses limited runtime de-incorporation for near balance. China is a deliberate overpopulation-burden exception kept at its historical floor; tax capacity is diagnostic rather than a 100% coverage target.,"YES — workforce, wage, institution, law, tax-waste and incorporation effects are not statically exact"
TRZ,Trarza,STATE_MAURITANIA,0,0,0,0,country_gross=0; static_structural_cost=15.0; gross_minus_static=-15.0; pm=pm_simple_organization; per_level=10,country_gross=0; near_balance_95pct=0; gross_minus_static=-15.0; runtime_deincorp_states=0; post_deincorp_cost=15.0; post_deincorp_net=-15.0; laws=0; explicit_institution_blocks=0,state_pm_per_level=2; country_current=0; country_projected=0; incorporated_population_need=12.4,CAPITAL,KEEP,Historical target is the floor; the general overlay retains 66% of demonstrated gross capacity and uses limited runtime de-incorporation for near balance. China is a deliberate overpopulation-burden exception kept at its historical floor; tax capacity is diagnostic rather than a 100% coverage target.,"YES — workforce, wage, institution, law, tax-waste and incorporation effects are not statically exact"
TSW,Tswana,STATE_LOURENCO_MARQUES,0,0,0,0,country_gross=0; static_structural_cost=35.0; gross_minus_static=-35.0; pm=pm_simple_organization; per_level=10,country_gross=0; near_balance_95pct=0; gross_minus_static=-35.0; runtime_deincorp_states=0; post_deincorp_cost=35.0; post_deincorp_net=-35.0; laws=1; explicit_institution_blocks=0,state_pm_per_level=2; country_current=0; country_projected=0; incorporated_population_need=37.4,CAPITAL,KEEP,Historical target is the floor; the general overlay retains 66% of demonstrated gross capacity and uses limited runtime de-incorporation for near balance. China is a deliberate overpopulation-burden exception kept at its historical floor; tax capacity is diagnostic rather than a 100% coverage target.,"YES — workforce, wage, institution, law, tax-waste and incorporation effects are not statically exact"
TUA,Tuat,STATE_SAHARA,0,0,0,0,country_gross=0; static_structural_cost=10.5; gross_minus_static=-10.5; pm=pm_simple_organization; per_level=10,country_gross=0; near_balance_95pct=0; gross_minus_static=-10.5; runtime_deincorp_states=0; post_deincorp_cost=10.5; post_deincorp_net=-10.5; laws=1; explicit_institution_blocks=0,state_pm_per_level=2; country_current=0; country_projected=0; incorporated_population_need=1.2,CAPITAL,KEEP,Historical target is the floor; the general overlay retains 66% of demonstrated gross capacity and uses limited runtime de-incorporation for near balance. China is a deliberate overpopulation-burden exception kept at its historical floor; tax capacity is diagnostic rather than a 100% coverage target.,"YES — workforce, wage, institution, law, tax-waste and incorporation effects are not statically exact"
