Owner_TAG,Country,State_ID,Current_Level,Historical_Target_Level,Supply_Calibration_Addition,Final_Target_Level,Start_PM,Estimated_Wood_Output,Estimated_Local_or_Market_Demand,Market_Context,Decision,Reason,Runtime_Validation_Required
TUR,Turkey,STATE_ALBANIA,2,0,0,0,pm_hardwood|pm_no_equipment|pm_road_carts|pm_saw_mills,0.0 (per_level=55.0),355.0,COUNTRY_PROXY; actual customs-union market and trade routes require runtime,REMOVE,"Historical logging is the floor. Existing effective logging locations are retained only as needed to cover 115% of target-building wood inputs, including the global exporter buffer; no entirely new forest location is invented.","YES — pop demand, subsistence supply, throughput, workforce, prices and cross-border market trade are dynamic"
TUR,Turkey,STATE_BOSNIA,2,0,0,0,pm_hardwood|pm_no_equipment|pm_road_carts|pm_saw_mills,0.0 (per_level=55.0),355.0,COUNTRY_PROXY; actual customs-union market and trade routes require runtime,REMOVE,"Historical logging is the floor. Existing effective logging locations are retained only as needed to cover 115% of target-building wood inputs, including the global exporter buffer; no entirely new forest location is invented.","YES — pop demand, subsistence supply, throughput, workforce, prices and cross-border market trade are dynamic"
TUR,Turkey,STATE_BULGARIA,4,0,4,4,pm_hardwood|pm_no_equipment|pm_road_carts|pm_saw_mills,220.0 (per_level=55.0),355.0,COUNTRY_PROXY; actual customs-union market and trade routes require runtime,KEEP,"Historical logging is the floor. Existing effective logging locations are retained only as needed to cover 115% of target-building wood inputs, including the global exporter buffer; no entirely new forest location is invented.","YES — pop demand, subsistence supply, throughput, workforce, prices and cross-border market trade are dynamic"
TUR,Turkey,STATE_DOBRUDJA,1,0,0,0,pm_hardwood|pm_no_equipment|pm_road_carts|pm_saw_mills,0.0 (per_level=55.0),355.0,COUNTRY_PROXY; actual customs-union market and trade routes require runtime,REMOVE,"Historical logging is the floor. Existing effective logging locations are retained only as needed to cover 115% of target-building wood inputs, including the global exporter buffer; no entirely new forest location is invented.","YES — pop demand, subsistence supply, throughput, workforce, prices and cross-border market trade are dynamic"
TUR,Turkey,STATE_ERZURUM,2,0,0,0,pm_no_equipment|pm_no_hardwood|pm_road_carts|pm_saw_mills,0.0 (per_level=80.0),355.0,COUNTRY_PROXY; actual customs-union market and trade routes require runtime,REMOVE,"Historical logging is the floor. Existing effective logging locations are retained only as needed to cover 115% of target-building wood inputs, including the global exporter buffer; no entirely new forest location is invented.","YES — pop demand, subsistence supply, throughput, workforce, prices and cross-border market trade are dynamic"
TUR,Turkey,STATE_HUDAVENDIGAR,3,0,3,3,pm_no_equipment|pm_no_hardwood|pm_road_carts|pm_saw_mills,240.0 (per_level=80.0),355.0,COUNTRY_PROXY; actual customs-union market and trade routes require runtime,KEEP,"Historical logging is the floor. Existing effective logging locations are retained only as needed to cover 115% of target-building wood inputs, including the global exporter buffer; no entirely new forest location is invented.","YES — pop demand, subsistence supply, throughput, workforce, prices and cross-border market trade are dynamic"
TUR,Turkey,STATE_KASTAMONU,0,2,0,2,pm_simple_forestry|pm_no_hardwood|pm_no_equipment|pm_road_carts,80.0 (per_level=40.0),355.0,COUNTRY_PROXY; actual customs-union market and trade routes require runtime,ADD,"Historical logging is the floor. Existing effective logging locations are retained only as needed to cover 115% of target-building wood inputs, including the global exporter buffer; no entirely new forest location is invented.","YES — pop demand, subsistence supply, throughput, workforce, prices and cross-border market trade are dynamic"
TUR,Turkey,STATE_NORTHERN_THRACE,3,0,0,0,pm_hardwood|pm_no_equipment|pm_road_carts|pm_saw_mills,0.0 (per_level=55.0),355.0,COUNTRY_PROXY; actual customs-union market and trade routes require runtime,REMOVE,"Historical logging is the floor. Existing effective logging locations are retained only as needed to cover 115% of target-building wood inputs, including the global exporter buffer; no entirely new forest location is invented.","YES — pop demand, subsistence supply, throughput, workforce, prices and cross-border market trade are dynamic"
TUR,Turkey,STATE_TRABZON,2,0,2,2,pm_no_equipment|pm_no_hardwood|pm_road_carts|pm_saw_mills,160.0 (per_level=80.0),355.0,COUNTRY_PROXY; actual customs-union market and trade routes require runtime,KEEP,"Historical logging is the floor. Existing effective logging locations are retained only as needed to cover 115% of target-building wood inputs, including the global exporter buffer; no entirely new forest location is invented.","YES — pop demand, subsistence supply, throughput, workforce, prices and cross-border market trade are dynamic"
TUS,Tuscany,STATE_TUSCANY,3,1,2,3,pm_no_equipment|pm_no_hardwood|pm_road_carts|pm_saw_mills,240.0 (per_level=80.0),10.0,COUNTRY_PROXY; actual customs-union market and trade routes require runtime,KEEP,"Historical logging is the floor. Existing effective logging locations are retained only as needed to cover 115% of target-building wood inputs, including the global exporter buffer; no entirely new forest location is invented.","YES — pop demand, subsistence supply, throughput, workforce, prices and cross-border market trade are dynamic"
UBD,United Baltic Provinces,STATE_RIGA,0,1,0,1,pm_simple_forestry|pm_no_hardwood|pm_no_equipment|pm_road_carts,40.0 (per_level=40.0),95.0,COUNTRY_PROXY; actual customs-union market and trade routes require runtime,ADD,"Historical logging is the floor. Existing effective logging locations are retained only as needed to cover 115% of target-building wood inputs, including the global exporter buffer; no entirely new forest location is invented.","YES — pop demand, subsistence supply, throughput, workforce, prices and cross-border market trade are dynamic"
UBD,United Baltic Provinces,STATE_TARTU,0,1,0,1,pm_simple_forestry|pm_no_hardwood|pm_no_equipment|pm_road_carts,40.0 (per_level=40.0),95.0,COUNTRY_PROXY; actual customs-union market and trade routes require runtime,ADD,"Historical logging is the floor. Existing effective logging locations are retained only as needed to cover 115% of target-building wood inputs, including the global exporter buffer; no entirely new forest location is invented.","YES — pop demand, subsistence supply, throughput, workforce, prices and cross-border market trade are dynamic"
USA,America,STATE_MAINE,3,2,1,3,pm_hardwood|pm_no_equipment|pm_road_carts|pm_saw_mills,165.0 (per_level=55.0),660.0,COUNTRY_PROXY; actual customs-union market and trade routes require runtime,KEEP,"Historical logging is the floor. Existing effective logging locations are retained only as needed to cover 115% of target-building wood inputs, including the global exporter buffer; no entirely new forest location is invented.","YES — pop demand, subsistence supply, throughput, workforce, prices and cross-border market trade are dynamic"
USA,America,STATE_MASSACHUSETTS,2,0,2,2,pm_hardwood|pm_no_equipment|pm_road_carts|pm_saw_mills,110.0 (per_level=55.0),660.0,COUNTRY_PROXY; actual customs-union market and trade routes require runtime,KEEP,"Historical logging is the floor. Existing effective logging locations are retained only as needed to cover 115% of target-building wood inputs, including the global exporter buffer; no entirely new forest location is invented.","YES — pop demand, subsistence supply, throughput, workforce, prices and cross-border market trade are dynamic"
USA,America,STATE_NEW_HAMPSHIRE,1,2,0,2,pm_hardwood|pm_no_equipment|pm_road_carts|pm_saw_mills,110.0 (per_level=55.0),660.0,COUNTRY_PROXY; actual customs-union market and trade routes require runtime,INCREASE,"Historical logging is the floor. Existing effective logging locations are retained only as needed to cover 115% of target-building wood inputs, including the global exporter buffer; no entirely new forest location is invented.","YES — pop demand, subsistence supply, throughput, workforce, prices and cross-border market trade are dynamic"
USA,America,STATE_NEW_JERSEY,2,0,0,0,pm_hardwood|pm_no_equipment|pm_road_carts|pm_saw_mills,0.0 (per_level=55.0),660.0,COUNTRY_PROXY; actual customs-union market and trade routes require runtime,REMOVE,"Historical logging is the floor. Existing effective logging locations are retained only as needed to cover 115% of target-building wood inputs, including the global exporter buffer; no entirely new forest location is invented.","YES — pop demand, subsistence supply, throughput, workforce, prices and cross-border market trade are dynamic"
USA,America,STATE_NEW_YORK,2,0,2,2,pm_hardwood|pm_no_equipment|pm_road_carts|pm_saw_mills,110.0 (per_level=55.0),660.0,COUNTRY_PROXY; actual customs-union market and trade routes require runtime,KEEP,"Historical logging is the floor. Existing effective logging locations are retained only as needed to cover 115% of target-building wood inputs, including the global exporter buffer; no entirely new forest location is invented.","YES — pop demand, subsistence supply, throughput, workforce, prices and cross-border market trade are dynamic"
USA,America,STATE_NORTH_CAROLINA,1,0,0,0,pm_hardwood|pm_no_equipment|pm_road_carts|pm_saw_mills,0.0 (per_level=55.0),660.0,COUNTRY_PROXY; actual customs-union market and trade routes require runtime,REMOVE,"Historical logging is the floor. Existing effective logging locations are retained only as needed to cover 115% of target-building wood inputs, including the global exporter buffer; no entirely new forest location is invented.","YES — pop demand, subsistence supply, throughput, workforce, prices and cross-border market trade are dynamic"
USA,America,STATE_PENNSYLVANIA,5,0,5,5,pm_hardwood|pm_no_equipment|pm_road_carts|pm_saw_mills,275.0 (per_level=55.0),660.0,COUNTRY_PROXY; actual customs-union market and trade routes require runtime,KEEP,"Historical logging is the floor. Existing effective logging locations are retained only as needed to cover 115% of target-building wood inputs, including the global exporter buffer; no entirely new forest location is invented.","YES — pop demand, subsistence supply, throughput, workforce, prices and cross-border market trade are dynamic"
USA,America,STATE_VERMONT,1,0,0,0,pm_hardwood|pm_no_equipment|pm_road_carts|pm_saw_mills,0.0 (per_level=55.0),660.0,COUNTRY_PROXY; actual customs-union market and trade routes require runtime,REMOVE,"Historical logging is the floor. Existing effective logging locations are retained only as needed to cover 115% of target-building wood inputs, including the global exporter buffer; no entirely new forest location is invented.","YES — pop demand, subsistence supply, throughput, workforce, prices and cross-border market trade are dynamic"
USA,America,STATE_WEST_VIRGINIA,1,0,0,0,pm_hardwood|pm_no_equipment|pm_road_carts|pm_saw_mills,0.0 (per_level=55.0),660.0,COUNTRY_PROXY; actual customs-union market and trade routes require runtime,REMOVE,"Historical logging is the floor. Existing effective logging locations are retained only as needed to cover 115% of target-building wood inputs, including the global exporter buffer; no entirely new forest location is invented.","YES — pop demand, subsistence supply, throughput, workforce, prices and cross-border market trade are dynamic"
WAL,Wallachia,STATE_WALLACHIA,5,0,0,0,pm_hardwood|pm_no_equipment|pm_road_carts|pm_simple_forestry,0.0 (per_level=15.0),0.0,COUNTRY_PROXY; actual customs-union market and trade routes require runtime,REMOVE,"Historical logging is the floor. Existing effective logging locations are retained only as needed to cover 115% of target-building wood inputs, including the global exporter buffer; no entirely new forest location is invented.","YES — pop demand, subsistence supply, throughput, workforce, prices and cross-border market trade are dynamic"
WUR,Württemberg,STATE_WURTTEMBERG,2,0,1,1,pm_hardwood|pm_no_equipment|pm_road_carts|pm_saw_mills,55.0 (per_level=55.0),35.0,COUNTRY_PROXY; actual customs-union market and trade routes require runtime,DECREASE,"Historical logging is the floor. Existing effective logging locations are retained only as needed to cover 115% of target-building wood inputs, including the global exporter buffer; no entirely new forest location is invented.","YES — pop demand, subsistence supply, throughput, workforce, prices and cross-border market trade are dynamic"
