TAG,Country,Region,Research_Status,Current_Technology_Count,Historical_Target_Count,Add_Count_vs_Local,Remove_Count_vs_Local,Unresolved_Count,Tree_Blocker_Count,Classification_Blocker_Count,Historical_Target_Technologies,Unresolved_Technologies,Tree_Blockers,Classification_Blockers,Implementation_Status
MKT,Miskitia,AMERICAS_CARIBBEAN,RESEARCHED,4,3,2,3,0,1,0,international_relations;light_infantry_tactics;traditional_food_processing,,light_infantry_tactics->regulated_small_arms,,READY_AFTER_TREE_FIX
MLD,Maldives,SOUTH_ASIA,RESEARCHED,6,5,2,3,0,0,1,distillation;improved_husbandry;international_relations;sugar_refining;traditional_food_processing,,,sugar_refining,READY_AFTER_CLASSIFICATION_DECISION
MLT,Malta,RESEARCH_GAP,RESEARCH_GAP,11,11,0,0,0,0,0,codified_practical_knowledge;distillation;improved_husbandry;international_relations;light_infantry_tactics;organized_textile_production;regulated_small_arms;shaft_mining;standardized_field_artillery;systematic_administrative_statistics;urbanization,,,,RESEARCH_GAP
MNB,Mangbetu,AFRICA,RESEARCHED,1,6,5,0,0,0,1,improved_agricultural_implements;improved_husbandry;international_relations;organized_textile_production;traditional_food_processing;traditional_furniture_making,,,improved_agricultural_implements,READY_AFTER_CLASSIFICATION_DECISION
MNC,Manica,AFRICA,RESEARCHED,1,5,4,0,0,0,1,applied_mineralogy;improved_agricultural_implements;improved_husbandry;organized_textile_production;shaft_mining,,,improved_agricultural_implements,READY_AFTER_CLASSIFICATION_DECISION
MND,Mindanao,EAST_ASIA_SE_ASIA,RESEARCHED,0,0,0,0,0,0,0,,,,,READY
MNP,Manipur,SOUTH_ASIA,RESEARCHED,6,6,2,2,1,0,1,distillation;improved_husbandry;international_relations;organized_textile_production;sugar_refining;traditional_food_processing,cotton_gin,,sugar_refining,NEEDS_REVIEW
MOD,Modena,CENTRAL_EUROPE_GERMAN_ITALY,RESEARCHED,7,11,7,3,0,0,1,distillation;improved_husbandry;institutionalized_scientific_exchange;international_relations;medical_degrees;organized_textile_production;periodical_print_networks;traditional_food_processing;traditional_furniture_making;traditional_glassmaking;traditional_papermaking,,,medical_degrees,READY_AFTER_CLASSIFICATION_DECISION
MOL,Moldavia,OTTOMAN_MIDDLE_EAST_CENTRAL_ASIA,RESEARCHED,7,11,5,1,0,2,0,codified_practical_knowledge;distillation;improved_husbandry;international_relations;light_infantry_tactics;organized_textile_production;regulated_small_arms;systematic_administrative_statistics;traditional_food_processing;traditional_furniture_making;urbanization,,"codified_practical_knowledge->institutionalized_scientific_exchange,periodical_print_networks;regulated_small_arms->scientific_fortification_siegecraft",,READY_AFTER_TREE_FIX
MON,Montenegro,OTTOMAN_MIDDLE_EAST_CENTRAL_ASIA,RESEARCHED,6,9,3,0,0,1,0,distillation;improved_husbandry;international_relations;light_infantry_tactics;organized_textile_production;regulated_small_arms;shaft_mining;traditional_food_processing;urbanization,,regulated_small_arms->scientific_fortification_siegecraft,,READY_AFTER_TREE_FIX
MOR,Morocco,AFRICA,RESEARCHED,12,17,9,4,1,3,3,applied_mineralogy;codified_practical_knowledge;distillation;improved_agricultural_implements;improved_husbandry;institutionalized_scientific_exchange;international_relations;medical_degrees;organized_elementary_schooling;organized_textile_production;regulated_small_arms;scientific_fortification_siegecraft;standardized_field_artillery;state_dockyard_systems;traditional_food_processing;traditional_furniture_making;traditional_glassmaking,sugar_refining,applied_mineralogy->shaft_mining;codified_practical_knowledge->periodical_print_networks;organized_elementary_schooling->periodical_print_networks,improved_agricultural_implements;medical_degrees;organized_elementary_schooling,NEEDS_REVIEW
MOS,Mossi,AFRICA,RESEARCHED,2,6,5,1,0,0,1,improved_agricultural_implements;improved_husbandry;international_relations;organized_textile_production;traditional_food_processing;traditional_furniture_making,,,improved_agricultural_implements,READY_AFTER_CLASSIFICATION_DECISION
MRA,Mara,OCEANIA_PACIFIC,RESEARCHED,2,1,0,1,0,0,0,traditional_food_processing,,,,READY
MRN,Mirning,OCEANIA_PACIFIC,RESEARCHED,2,1,0,1,0,0,0,traditional_food_processing,,,,READY
MRV,Maravi,AFRICA,RESEARCHED,1,5,4,0,0,1,1,improved_agricultural_implements;improved_husbandry;international_relations;traditional_food_processing;traditional_furniture_making,,traditional_furniture_making->organized_textile_production,improved_agricultural_implements,READY_AFTER_CLASSIFICATION_DECISION
MSH,Mashona,AFRICA,RESEARCHED,1,3,2,0,0,0,1,improved_agricultural_implements;improved_husbandry;shaft_mining,,,improved_agricultural_implements,READY_AFTER_CLASSIFICATION_DECISION
MSI,Masai,AFRICA,RESEARCHED,1,1,0,0,0,0,0,improved_husbandry,,,,READY
MSK,Maseko,AFRICA,RESEARCHED,1,1,0,0,0,0,0,improved_husbandry,,,,READY
MSN,Massina,AFRICA,RESEARCHED,5,2,1,4,0,0,0,improved_husbandry;variolation_networks,,,,READY
MST,Mecklenburg-Strelitz,CENTRAL_EUROPE_GERMAN_ITALY,RESEARCHED,7,5,2,4,0,0,0,distillation;international_relations;organized_textile_production;traditional_food_processing;traditional_furniture_making,,,,READY
MTB,Ndebele,AFRICA,RESEARCHED,2,1,0,1,0,0,0,improved_husbandry,,,,READY
MTP,Mutapa,AFRICA,RESEARCHED,1,8,7,0,0,0,1,applied_mineralogy;improved_agricultural_implements;improved_husbandry;international_relations;organized_textile_production;shaft_mining;traditional_food_processing;traditional_furniture_making,,,improved_agricultural_implements,READY_AFTER_CLASSIFICATION_DECISION
MUG,Hindustan,SOUTH_ASIA,RESEARCHED,7,20,14,1,1,2,5,advanced_crop_rotations;codified_practical_knowledge;commercial_insurance_markets;distillation;improved_agricultural_implements;improved_husbandry;institutionalized_public_credit;international_relations;organized_textile_production;regulated_small_arms;scientific_fortification_siegecraft;sugar_refining;systematic_administrative_statistics;systematic_cadastral_surveying;systematic_legal_codification;traditional_food_processing;traditional_furniture_making;traditional_glassmaking;traditional_papermaking;variolation_networks,cotton_gin,"advanced_crop_rotations->selective_breeding;codified_practical_knowledge->institutionalized_scientific_exchange,periodical_print_networks",advanced_crop_rotations;improved_agricultural_implements;sugar_refining;systematic_cadastral_surveying;systematic_legal_codification,NEEDS_REVIEW
MYB,Mayurbhanj,SOUTH_ASIA,RESEARCHED,6,4,2,4,0,0,1,distillation;improved_husbandry;sugar_refining;traditional_food_processing,,,sugar_refining,READY_AFTER_CLASSIFICATION_DECISION
MYS,Mysore,SOUTH_ASIA,RESEARCHED,12,17,7,2,3,2,3,advanced_crop_rotations;codified_practical_knowledge;distillation;improved_agricultural_implements;improved_husbandry;international_relations;light_infantry_tactics;organized_textile_production;permanent_engineer_services;regulated_small_arms;scientific_fortification_siegecraft;standardized_field_artillery;state_dockyard_systems;sugar_refining;systematic_administrative_statistics;traditional_food_processing;traditional_furniture_making,cotton_gin;mysorean_iron_cased_rocketry;standardized_military_rockets,"advanced_crop_rotations->selective_breeding;codified_practical_knowledge->institutionalized_scientific_exchange,periodical_print_networks",advanced_crop_rotations;improved_agricultural_implements;sugar_refining,NEEDS_REVIEW
MZB,Mzab,AFRICA,RESEARCHED,2,5,4,1,0,0,1,improved_agricultural_implements;improved_husbandry;organized_textile_production;traditional_food_processing;traditional_furniture_making,,,improved_agricultural_implements,READY_AFTER_CLASSIFICATION_DECISION
NAG,Nagpur,SOUTH_ASIA,RESEARCHED,5,9,6,2,1,2,2,advanced_crop_rotations;codified_practical_knowledge;distillation;improved_husbandry;international_relations;organized_textile_production;sugar_refining;systematic_administrative_statistics;traditional_food_processing,cotton_gin,"advanced_crop_rotations->selective_breeding;codified_practical_knowledge->institutionalized_scientific_exchange,periodical_print_networks",advanced_crop_rotations;sugar_refining,NEEDS_REVIEW
NAM,Nama,AFRICA,RESEARCHED,1,1,0,0,0,0,0,improved_husbandry,,,,READY
NAR,Narsinghpur,SOUTH_ASIA,RESEARCHED,6,4,2,4,0,0,1,distillation;improved_husbandry;sugar_refining;traditional_food_processing,,,sugar_refining,READY_AFTER_CLASSIFICATION_DECISION
NAS,Nassau,CENTRAL_EUROPE_GERMAN_ITALY,RESEARCHED,7,5,2,4,0,0,0,distillation;international_relations;organized_textile_production;traditional_food_processing;traditional_furniture_making,,,,READY
NAW,Nawanagar,SOUTH_ASIA,RESEARCHED,6,8,4,2,1,0,1,distillation;improved_husbandry;international_relations;organized_textile_production;sugar_refining;traditional_food_processing;traditional_papermaking;variolation_networks,cotton_gin,,sugar_refining,NEEDS_REVIEW
NBB,Nejd,OTTOMAN_MIDDLE_EAST_CENTRAL_ASIA,RESEARCHED,2,5,3,0,0,2,0,codified_practical_knowledge;improved_husbandry;organized_textile_production;regulated_small_arms;urbanization,,"codified_practical_knowledge->institutionalized_scientific_exchange,periodical_print_networks;regulated_small_arms->scientific_fortification_siegecraft",,READY_AFTER_TREE_FIX
NBS,New Brunswick,AMERICAS_CARIBBEAN,RESEARCHED,7,7,2,2,0,0,0,colonization;distillation;improved_husbandry;international_relations;organized_forestry;organized_textile_production;traditional_food_processing,,,,READY
NEJ,Nejd,OTTOMAN_MIDDLE_EAST_CENTRAL_ASIA,RESEARCHED,3,7,4,0,0,2,0,codified_practical_knowledge;distillation;improved_husbandry;international_relations;organized_textile_production;regulated_small_arms;urbanization,,"codified_practical_knowledge->institutionalized_scientific_exchange,periodical_print_networks;regulated_small_arms->scientific_fortification_siegecraft",,READY_AFTER_TREE_FIX
NEP,Nepal,SOUTH_ASIA,RESEARCHED,6,10,6,2,0,2,2,advanced_crop_rotations;codified_practical_knowledge;distillation;improved_husbandry;international_relations;scientific_fortification_siegecraft;sugar_refining;systematic_administrative_statistics;traditional_food_processing;traditional_papermaking,,"advanced_crop_rotations->selective_breeding;codified_practical_knowledge->institutionalized_scientific_exchange,periodical_print_networks",advanced_crop_rotations;sugar_refining,READY_AFTER_CLASSIFICATION_DECISION
NET,Netherlands,WESTERN_EUROPE,RESEARCHED,21,33,16,4,0,2,8,advanced_crop_rotations;codified_practical_knowledge;colonization;commercial_insurance_markets;constitutional_government;distillation;enclosed_dock_systems;improved_agricultural_implements;improved_husbandry;industrial_canals;industrial_ceramics;institutionalized_public_credit;institutionalized_scientific_exchange;international_relations;light_infantry_tactics;medical_degrees;organized_elementary_schooling;organized_textile_production;periodical_print_networks;permanent_engineer_services;regulated_small_arms;scientific_fortification_siegecraft;scientific_naval_architecture;standardized_field_artillery;state_dockyard_systems;stock_exchange;sugar_refining;systematic_administrative_statistics;traditional_food_processing;traditional_furniture_making;traditional_glassmaking;traditional_papermaking;variolation_networks,,advanced_crop_rotations->selective_breeding;industrial_canals->turnpike_road_networks,advanced_crop_rotations;constitutional_government;improved_agricultural_implements;industrial_canals;industrial_ceramics;medical_degrees;organized_elementary_schooling;sugar_refining,READY_AFTER_CLASSIFICATION_DECISION
NGA,Naga,SOUTH_ASIA,RESEARCHED,1,2,1,0,0,1,1,improved_husbandry;sugar_refining,,sugar_refining->traditional_food_processing,sugar_refining,READY_AFTER_CLASSIFICATION_DECISION
NNG,Noongar,OCEANIA_PACIFIC,RESEARCHED,2,1,0,1,0,0,0,traditional_food_processing,,,,READY
NOR,Norway,NORTHERN_EASTERN_EUROPE,RESEARCHED,18,33,17,2,0,1,6,advanced_crop_rotations;applied_mineralogy;codified_practical_knowledge;commercial_insurance_markets;distillation;improved_agricultural_implements;improved_husbandry;institutionalized_scientific_exchange;light_infantry_tactics;military_topographic_surveying;organized_elementary_schooling;organized_textile_production;periodical_print_networks;permanent_engineer_services;permanent_military_hospitals;political_economy;regulated_small_arms;scientific_fortification_siegecraft;scientific_naval_architecture;selective_breeding;shaft_mining;specialized_technical_academies;standardized_field_artillery;state_dockyard_systems;systematic_administrative_statistics;systematic_cadastral_surveying;systematic_legal_codification;systematic_population_registration;traditional_food_processing;traditional_furniture_making;traditional_glassmaking;traditional_papermaking;variolation_networks,,"commercial_insurance_markets->institutionalized_public_credit,international_relations",advanced_crop_rotations;improved_agricultural_implements;organized_elementary_schooling;systematic_cadastral_surveying;systematic_legal_codification;systematic_population_registration,READY_AFTER_CLASSIFICATION_DECISION
NPU,North Peru,AMERICAS_CARIBBEAN,RESEARCHED,8,11,4,1,0,3,1,applied_mineralogy;distillation;improved_husbandry;international_relations;light_infantry_tactics;medical_degrees;organized_textile_production;shaft_mining;standardized_field_artillery;systematic_administrative_statistics;traditional_food_processing,,light_infantry_tactics->regulated_small_arms;medical_degrees->institutionalized_scientific_exchange;standardized_field_artillery->regulated_small_arms,medical_degrees,READY_AFTER_CLASSIFICATION_DECISION
NRU,Nauru,OCEANIA_PACIFIC,RESEARCHED,1,1,0,0,0,0,0,traditional_food_processing,,,,READY
NSW,New South Wales,OCEANIA_PACIFIC,RESEARCHED,3,1,0,2,0,0,0,traditional_food_processing,,,,READY
NTO,Ngāti Toa,OCEANIA_PACIFIC,RESEARCHED,4,3,1,2,0,0,0,improved_husbandry;international_relations;traditional_food_processing,,,,READY
NTU,Ngāi Tahu,OCEANIA_PACIFIC,RESEARCHED,4,2,1,3,0,0,0,international_relations;traditional_food_processing,,,,READY
NUE,Nuer,AFRICA,RESEARCHED,1,1,0,0,0,0,0,improved_husbandry,,,,READY
NVJ,Navajo,AMERICAS_CARIBBEAN,RESEARCHED,2,2,1,1,0,0,0,improved_husbandry;traditional_food_processing,,,,READY
NVS,Nova Scotia,AMERICAS_CARIBBEAN,RESEARCHED,12,15,6,3,0,2,0,colonization;distillation;enclosed_dock_systems;improved_husbandry;international_relations;light_infantry_tactics;organized_forestry;organized_textile_production;periodical_print_networks;scientific_fortification_siegecraft;standardized_field_artillery;state_dockyard_systems;systematic_administrative_statistics;traditional_food_processing;traditional_furniture_making,,light_infantry_tactics->regulated_small_arms;standardized_field_artillery->regulated_small_arms,,READY_AFTER_TREE_FIX
NYM,Unyamwezi,AFRICA,RESEARCHED,2,5,4,1,0,1,1,improved_agricultural_implements;improved_husbandry;international_relations;traditional_food_processing;traditional_furniture_making,,traditional_furniture_making->organized_textile_production,improved_agricultural_implements,READY_AFTER_CLASSIFICATION_DECISION
NYP,Ngumpin-Yapa,OCEANIA_PACIFIC,RESEARCHED,2,1,0,1,0,0,0,traditional_food_processing,,,,READY
NZP,Nimíipuu,AMERICAS_CARIBBEAN,RESEARCHED,2,1,1,2,0,0,0,traditional_food_processing,,,,READY
OGD,Ogaden,AFRICA,RESEARCHED,1,7,6,0,0,0,1,distillation;improved_agricultural_implements;improved_husbandry;international_relations;organized_textile_production;traditional_food_processing;traditional_furniture_making,,,improved_agricultural_implements,READY_AFTER_CLASSIFICATION_DECISION
OLD,Oldenburg,CENTRAL_EUROPE_GERMAN_ITALY,RESEARCHED,7,5,2,4,0,0,0,distillation;international_relations;organized_textile_production;traditional_food_processing;traditional_furniture_making,,,,READY
OMA,Oman,OTTOMAN_MIDDLE_EAST_CENTRAL_ASIA,RESEARCHED,7,11,6,2,0,2,0,codified_practical_knowledge;distillation;improved_husbandry;international_relations;light_infantry_tactics;organized_textile_production;regulated_small_arms;state_dockyard_systems;traditional_food_processing;traditional_furniture_making;urbanization,,"codified_practical_knowledge->institutionalized_scientific_exchange,periodical_print_networks;regulated_small_arms->scientific_fortification_siegecraft",,READY_AFTER_TREE_FIX
OMO,Omo,AFRICA,RESEARCHED,1,1,0,0,0,0,0,improved_husbandry,,,,READY
ONT,Ontario,AMERICAS_CARIBBEAN,RESEARCHED,7,6,1,2,0,0,0,colonization;distillation;improved_husbandry;international_relations;organized_textile_production;traditional_food_processing,,,,READY
ORA,Oranje,AFRICA,RESEARCHED,5,2,0,3,0,0,0,improved_husbandry;international_relations,,,,READY
ORG,Oregon,AMERICAS_CARIBBEAN,RESEARCHED,6,2,1,5,0,1,0,international_relations;light_infantry_tactics,,light_infantry_tactics->regulated_small_arms,,READY_AFTER_TREE_FIX
ORM,Orma,AFRICA,RESEARCHED,1,1,0,0,0,0,0,improved_husbandry,,,,READY
OUA,Tagant,AFRICA,RESEARCHED,2,1,0,1,0,0,0,improved_husbandry,,,,READY
OVB,Ovambo,AFRICA,RESEARCHED,1,3,2,0,0,0,1,improved_agricultural_implements;improved_husbandry;traditional_food_processing,,,improved_agricultural_implements,READY_AFTER_CLASSIFICATION_DECISION
OVM,Ovimbundu,AFRICA,RESEARCHED,2,6,4,0,0,0,1,improved_agricultural_implements;improved_husbandry;international_relations;organized_textile_production;traditional_food_processing;traditional_furniture_making,,,improved_agricultural_implements,READY_AFTER_CLASSIFICATION_DECISION
OYO,Oyo,AFRICA,RESEARCHED,6,6,3,3,0,0,1,improved_agricultural_implements;improved_husbandry;international_relations;organized_textile_production;traditional_food_processing;traditional_furniture_making,,,improved_agricultural_implements,READY_AFTER_CLASSIFICATION_DECISION
OZH,Orta Zhuz,OTTOMAN_MIDDLE_EAST_CENTRAL_ASIA,RESEARCHED,5,5,0,0,0,0,0,distillation;improved_husbandry;international_relations;organized_textile_production;urbanization,,,,READY
PAA,Paakintyi,OCEANIA_PACIFIC,RESEARCHED,2,1,0,1,0,0,0,traditional_food_processing,,,,READY
PAN,Punjab,SOUTH_ASIA,RESEARCHED,7,14,8,1,1,2,3,advanced_crop_rotations;codified_practical_knowledge;distillation;improved_agricultural_implements;improved_husbandry;international_relations;organized_textile_production;regulated_small_arms;scientific_fortification_siegecraft;sugar_refining;systematic_administrative_statistics;traditional_food_processing;traditional_furniture_making;traditional_papermaking,cotton_gin,"advanced_crop_rotations->selective_breeding;codified_practical_knowledge->institutionalized_scientific_exchange,periodical_print_networks",advanced_crop_rotations;improved_agricultural_implements;sugar_refining,NEEDS_REVIEW
PAP,Rome,CENTRAL_EUROPE_GERMAN_ITALY,RESEARCHED,7,15,10,2,0,0,1,codified_practical_knowledge;distillation;enclosed_dock_systems;institutionalized_public_credit;institutionalized_scientific_exchange;international_relations;medical_degrees;organized_textile_production;periodical_print_networks;shaft_mining;systematic_administrative_statistics;traditional_food_processing;traditional_furniture_making;traditional_glassmaking;traditional_papermaking,,,medical_degrees,READY_AFTER_CLASSIFICATION_DECISION
PAR,Parma,CENTRAL_EUROPE_GERMAN_ITALY,RESEARCHED,7,11,7,3,0,0,1,distillation;improved_husbandry;institutionalized_scientific_exchange;international_relations;medical_degrees;organized_textile_production;periodical_print_networks;traditional_food_processing;traditional_furniture_making;traditional_glassmaking;traditional_papermaking,,,medical_degrees,READY_AFTER_CLASSIFICATION_DECISION
PAT,Mapuche,AMERICAS_CARIBBEAN,RESEARCHED,2,2,1,1,0,0,0,improved_husbandry;traditional_food_processing,,,,READY
PCO,Puerto Rico,AMERICAS_CARIBBEAN,RESEARCHED,10,12,4,2,0,2,1,distillation;improved_husbandry;international_relations;light_infantry_tactics;organized_textile_production;permanent_engineer_services;scientific_fortification_siegecraft;standardized_field_artillery;sugar_refining;systematic_administrative_statistics;traditional_food_processing;traditional_furniture_making,,light_infantry_tactics->regulated_small_arms;standardized_field_artillery->regulated_small_arms,sugar_refining,READY_AFTER_CLASSIFICATION_DECISION
PDI,Pedi,AFRICA,RESEARCHED,2,3,2,1,0,0,1,improved_agricultural_implements;improved_husbandry;traditional_food_processing,,,improved_agricultural_implements,READY_AFTER_CLASSIFICATION_DECISION
PER,Persia,OTTOMAN_MIDDLE_EAST_CENTRAL_ASIA,RESEARCHED,8,13,6,1,1,2,0,codified_practical_knowledge;distillation;improved_husbandry;international_relations;light_infantry_tactics;organized_textile_production;regulated_small_arms;shaft_mining;traditional_food_processing;traditional_furniture_making;traditional_glassmaking;traditional_papermaking;urbanization,medical_degrees,"codified_practical_knowledge->institutionalized_scientific_exchange,periodical_print_networks;regulated_small_arms->scientific_fortification_siegecraft",,NEEDS_REVIEW
PEU,Peru,AMERICAS_CARIBBEAN,RESEARCHED,10,14,6,2,0,3,1,applied_mineralogy;colonization;distillation;improved_husbandry;international_relations;light_infantry_tactics;medical_degrees;organized_textile_production;shaft_mining;standardized_field_artillery;systematic_administrative_statistics;traditional_food_processing;traditional_furniture_making;traditional_glassmaking,,light_infantry_tactics->regulated_small_arms;medical_degrees->institutionalized_scientific_exchange;standardized_field_artillery->regulated_small_arms,medical_degrees,READY_AFTER_CLASSIFICATION_DECISION
PHI,Philippines,EAST_ASIA_SE_ASIA,RESEARCHED,15,19,7,3,0,1,2,codified_practical_knowledge;distillation;enclosed_dock_systems;improved_husbandry;international_relations;light_infantry_tactics;organized_textile_production;permanent_engineer_services;permanent_military_hospitals;regulated_small_arms;scientific_fortification_siegecraft;scientific_naval_architecture;standardized_field_artillery;state_dockyard_systems;sugar_refining;systematic_administrative_statistics;systematic_population_registration;traditional_food_processing;traditional_furniture_making,,"codified_practical_knowledge->institutionalized_scientific_exchange,periodical_print_networks",sugar_refining;systematic_population_registration,READY_AFTER_CLASSIFICATION_DECISION
PHL,Philippolis,AFRICA,RESEARCHED,3,1,0,2,0,0,0,improved_husbandry,,,,READY
PLC,Poland-Lithuania,NORTHERN_EASTERN_EUROPE,RESEARCHED,16,33,18,1,1,1,6,advanced_crop_rotations;applied_mineralogy;armament_standardization_inspection;codified_practical_knowledge;commercial_insurance_markets;constitutional_government;distillation;improved_agricultural_implements;improved_husbandry;industrial_ceramics;institutionalized_scientific_exchange;international_relations;light_infantry_tactics;military_topographic_surveying;organized_elementary_schooling;organized_textile_production;periodical_print_networks;permanent_engineer_services;permanent_military_hospitals;political_economy;regulated_small_arms;scientific_fortification_siegecraft;selective_breeding;shaft_mining;specialized_technical_academies;standardized_field_artillery;sugar_refining;systematic_administrative_statistics;traditional_food_processing;traditional_furniture_making;traditional_glassmaking;traditional_papermaking;variolation_networks,medical_degrees,commercial_insurance_markets->institutionalized_public_credit,advanced_crop_rotations;constitutional_government;improved_agricultural_implements;industrial_ceramics;organized_elementary_schooling;sugar_refining,NEEDS_REVIEW
PLP,Palanpur,SOUTH_ASIA,RESEARCHED,6,4,2,4,0,0,1,distillation;improved_husbandry;sugar_refining;traditional_food_processing,,,sugar_refining,READY_AFTER_CLASSIFICATION_DECISION
PLY,Tahiti,OCEANIA_PACIFIC,RESEARCHED,4,4,1,1,0,1,0,improved_husbandry;international_relations;scientific_naval_architecture;traditional_food_processing,,scientific_naval_architecture->state_dockyard_systems,,READY_AFTER_TREE_FIX
PMA,Pama,OCEANIA_PACIFIC,RESEARCHED,2,1,0,1,0,0,0,traditional_food_processing,,,,READY
PNI,Piratini,AMERICAS_CARIBBEAN,RESEARCHED,5,6,3,2,0,2,0,distillation;improved_husbandry;international_relations;light_infantry_tactics;standardized_field_artillery;traditional_food_processing,,light_infantry_tactics->regulated_small_arms;standardized_field_artillery->regulated_small_arms,,READY_AFTER_TREE_FIX
PON,Pontianak,EAST_ASIA_SE_ASIA,RESEARCHED,7,4,0,3,0,0,0,distillation;improved_husbandry;international_relations;organized_textile_production,,,,READY
POR,Portugal,WESTERN_EUROPE,RESEARCHED,20,31,13,2,0,0,5,codified_practical_knowledge;colonization;commercial_insurance_markets;distillation;enclosed_dock_systems;improved_husbandry;industrial_ceramics;institutionalized_public_credit;institutionalized_scientific_exchange;international_relations;light_infantry_tactics;medical_degrees;organized_elementary_schooling;organized_forestry;organized_textile_production;periodical_print_networks;permanent_engineer_services;regulated_small_arms;scientific_fortification_siegecraft;scientific_naval_architecture;specialized_technical_academies;standardized_field_artillery;state_dockyard_systems;stock_exchange;sugar_refining;systematic_administrative_statistics;systematic_legal_codification;traditional_food_processing;traditional_furniture_making;traditional_glassmaking;traditional_papermaking,,,industrial_ceramics;medical_degrees;organized_elementary_schooling;sugar_refining;systematic_legal_codification,READY_AFTER_CLASSIFICATION_DECISION
PPU,Papua,RESEARCH_GAP,RESEARCH_GAP,0,0,0,0,0,0,0,,,,,RESEARCH_GAP
PRA,Grão-Pará,AMERICAS_CARIBBEAN,RESEARCHED,6,9,5,2,0,1,1,distillation;improved_husbandry;international_relations;light_infantry_tactics;organized_forestry;organized_textile_production;state_dockyard_systems;sugar_refining;traditional_food_processing,,light_infantry_tactics->regulated_small_arms,sugar_refining,READY_AFTER_CLASSIFICATION_DECISION
PRG,Paraguay,AMERICAS_CARIBBEAN,RESEARCHED,7,7,2,2,0,1,0,colonization;distillation;improved_husbandry;international_relations;light_infantry_tactics;organized_textile_production;traditional_food_processing,,light_infantry_tactics->regulated_small_arms,,READY_AFTER_TREE_FIX
PRK,Perak,EAST_ASIA_SE_ASIA,RESEARCHED,6,6,1,1,0,1,0,codified_practical_knowledge;distillation;improved_husbandry;international_relations;organized_textile_production;systematic_administrative_statistics,,"codified_practical_knowledge->institutionalized_scientific_exchange,periodical_print_networks",,READY_AFTER_TREE_FIX
PRU,Prussia,CENTRAL_EUROPE_GERMAN_ITALY,RESEARCHED,13,35,23,1,1,1,7,applied_mineralogy;armament_standardization_inspection;codified_practical_knowledge;distillation;enclosed_dock_systems;horse_artillery;improved_agricultural_implements;improved_husbandry;industrial_canals;industrial_ceramics;institutionalized_scientific_exchange;international_relations;light_infantry_tactics;medical_degrees;organized_elementary_schooling;organized_forestry;organized_textile_production;periodical_print_networks;permanent_engineer_services;permanent_military_hospitals;political_economy;regulated_small_arms;scientific_fortification_siegecraft;shaft_mining;specialized_technical_academies;standardized_field_artillery;sugar_refining;systematic_administrative_statistics;systematic_population_registration;traditional_food_processing;traditional_furniture_making;traditional_glassmaking;traditional_papermaking;turnpike_road_networks;variolation_networks,romanticism,political_economy->commercial_insurance_markets,improved_agricultural_implements;industrial_canals;industrial_ceramics;medical_degrees;organized_elementary_schooling;sugar_refining;systematic_population_registration,NEEDS_REVIEW
PTA,Patiala,SOUTH_ASIA,RESEARCHED,6,5,2,3,0,0,1,distillation;improved_husbandry;international_relations;sugar_refining;traditional_food_processing,,,sugar_refining,READY_AFTER_CLASSIFICATION_DECISION
PTN,Patna,SOUTH_ASIA,RESEARCHED,6,14,9,1,1,2,3,advanced_crop_rotations;codified_practical_knowledge;distillation;improved_agricultural_implements;improved_husbandry;international_relations;organized_textile_production;sugar_refining;systematic_administrative_statistics;traditional_food_processing;traditional_furniture_making;traditional_glassmaking;traditional_papermaking;variolation_networks,cotton_gin,"advanced_crop_rotations->selective_breeding;codified_practical_knowledge->institutionalized_scientific_exchange,periodical_print_networks",advanced_crop_rotations;improved_agricultural_implements;sugar_refining,NEEDS_REVIEW
PUD,Pudukottai,SOUTH_ASIA,RESEARCHED,6,5,2,3,1,0,1,distillation;improved_husbandry;organized_textile_production;sugar_refining;traditional_food_processing,cotton_gin,,sugar_refining,NEEDS_REVIEW
PWN,Pawnee,AMERICAS_CARIBBEAN,RESEARCHED,2,2,1,1,0,0,0,improved_husbandry;traditional_food_processing,,,,READY
QUE,Quebec,AMERICAS_CARIBBEAN,RESEARCHED,11,11,3,3,0,0,0,colonization;distillation;improved_husbandry;international_relations;organized_forestry;organized_textile_production;periodical_print_networks;shaft_mining;systematic_administrative_statistics;traditional_food_processing;traditional_furniture_making,,,,READY
QWR,Qwara,AFRICA,RESEARCHED,5,8,6,3,0,0,1,distillation;improved_agricultural_implements;improved_husbandry;international_relations;organized_textile_production;traditional_food_processing;traditional_furniture_making;variolation_networks,,,improved_agricultural_implements,READY_AFTER_CLASSIFICATION_DECISION
RGB,Reguibat,AFRICA,RESEARCHED,2,1,0,1,0,0,0,improved_husbandry,,,,READY
