Technology ID,Category,Era,Classification,Countries currently starting,Potential issue,Notes
systematic_administrative_statistics,society,era_2,A,ABU;ACE;AGC;AIT;ALK;ALW;ANH;ARB;ARG;ARM;ARS;ASM;AUS;AWA;AWS;BAD;BAG;BAL;BAS;BAV;BEL;BEN;BEO;BER;BGM;BHN;BHO;BHU;BHV;BHW;BIC;BIK;BLG;BNJ;BOL;BOR;BRA;BRE;BRG;BRU;BRZ;BTN;BUK;BUN;BUR;CAM;CHC;CHI;CHL;CHP;CHT;CIR;CLM;CMI;COB;COC;CON;COO;CRI;CRO;CUB;DAH;DAI;DEI;DEN;DENNOR;DFR;DHA;DUR;ECU;EGY;ETH;EZO;FRA;FRM;FTJ;FTR;FZN;GAL;GAR;GBR;GEN;GJM;GLD;GR3;GR4;GR5;GRE;GWA;HAI;HAM;HAN;HAR;HAU;HAW;HBC;HDJ;HDY;HEK;HER;HES;HOH;HOL;HUN;HYD;IDA;IND;ION;IQU;IR1;IREK;ISQ;JAB;JAI;JAP;JAS;JEY;JHN;JMB;JOD;JOH;JUN;KAB;KAF;KAL;KAN;KAS;KAT;KFA;KHI;KHP;KNO;KOK;KON;KOR;KOT;KRT;KTI;KUN;KUT;KZH;LAD;LAH;LAN;LIB;LIP;LOU;LUA;LUB;LUC;LUX;MAH;MAI;MAK;MARATH;MAS;MBS;MEC;MEI;MEW;MEX;MGD;MICC;MJT;MKT;MLD;MLT;MNP;MOD;MOL;MON;MOR;MSN;MST;MUG;MYB;MYS;NAG;NAR;NAS;NAW;NBS;NEJ;NEP;NET;NOR;NPU;NTO;NTU;NVS;OLD;OMA;ONT;ORA;ORG;OYO;OZH;PAN;PAP;PAR;PCO;PER;PEU;PHI;PLC;PLP;PLY;PNI;PON;POR;PRA;PRG;PRK;PRU;PTA;PTN;PUD;QUE;QWR;RUS;RYU;SAK;SAR;SAT;SAX;SC1;SC2;SC3;SC4;SCH;SCM;SCW;SDM;SEL;SEQ;SER;SGU;SHS;SHW;SIC;SIK;SIL;SIN;SMB;SOK;SPA;SPC;SPU;SRK;STG;SUL;SUR;SWE;SWI;TEX;TGI;TGR;TID;TRA;TRI;TRM;TRN;TRS;TUR;TUS;UBD;UCA;URU;USA;UZH;VEN;VNZ;WAD;WAL;WEI;WLD;WLG;WLT;WSG;WTU;WUR;YOG;ZAI,,"EN=State Statistics | FR=Statistiques d’État | Prerequisites=— | Children=central_statistical_offices, political_economy, professional_civil_policing, scientific_metrology, systematic_cadastral_surveying, systematic_legal_codification, systematic_population_registration | Unlocks=bâtiment:building_government_administration, décret:decree_emergency_relief, décret:decree_road_maintenance | Modifier=yes: country_institution_home_affairs_max_investment_add, state_incorporation_speed_mult, state_tax_capacity_add | Capacité établie avant ou au plus tard en 1776."
variolation_networks,society,era_2,B,,NO_DIRECT_GAMEPLAY_UNLOCK,"EN=Variolation Networks | FR=Réseaux de variolisation | Prerequisites=— | Children=vaccination | Unlocks=— | Modifier=no | Frontière de 1776: attestée ou émergente, mais à diffusion limitée."
medical_degrees,society,era_3,B,CHL;CLM;EGY;GRE;ION;IQU;LIB;NPU;PNI;PRA;SPC;SPU;TEX,,"EN=Medical Degrees | FR=Diplômes en médecine | Prerequisites=institutionalized_scientific_exchange | Children=active_principle_pharmacy, clinicopathological_medicine, pharmaceuticals, vaccination | Unlocks=loi:law_charitable_health_system | Modifier=yes: country_institution_health_system_max_investment_add | Frontière de 1776: attestée ou émergente, mais à diffusion limitée."
organized_elementary_schooling,society,era_3,B,,,"EN=Elementary Schooling | FR=Enseignement primaire | Prerequisites=periodical_print_networks | Children=mass_circulation_press | Unlocks=loi:law_private_schools | Modifier=yes: country_institution_schools_max_investment_add, state_education_access_wealth_add | Frontière de 1776: attestée ou émergente, mais à diffusion limitée."
political_economy,society,era_3,B,,,"EN=Political Economy | FR=Économie politique | Prerequisites=systematic_administrative_statistics, codified_practical_knowledge, commercial_insurance_markets | Children=classical_political_economy | Unlocks=loi:law_agrarianism, loi:law_protectionism | Modifier=no | Frontière de 1776: attestée ou émergente, mais à diffusion limitée."
specialized_technical_academies,society,era_3,B,AUS;BEO;CHL;CLM;DEN;DENNOR;EGY;FRA;GBR;GEN;GRE;ION;IQU;LIB;NET;NOR;NPU;PNI;POR;PRA;PRU;SPA;SPC;SPU;SWE;TEX;TUR;VEN,,"EN=Technical Academies | FR=Académies techniques | Prerequisites=institutionalized_scientific_exchange | Children=polytechnical_education | Unlocks=bâtiment:building_university | Modifier=no | Frontière de 1776: attestée ou émergente, mais à diffusion limitée."
systematic_population_registration,society,era_3,B,FRA,,"EN=Population Registers | FR=Registres de population | Prerequisites=systematic_administrative_statistics | Children=central_statistical_offices, classical_political_economy | Unlocks=PM:pm_horizontal_drawer_cabinets, loi:law_per_capita_based_taxation | Modifier=no | Frontière de 1776: attestée ou émergente, mais à diffusion limitée."
veterinary_science,society,era_3,B,,NO_DIRECT_GAMEPLAY_UNLOCK;LEAF_WITHOUT_DIRECT_UNLOCK,"EN=Veterinary Science | FR=Science vétérinaire | Prerequisites=institutionalized_scientific_exchange | Children=— | Unlocks=— | Modifier=no | Frontière de 1776: attestée ou émergente, mais à diffusion limitée."
classical_political_economy,society,era_4,B,,,"EN=Classical Economics | FR=Économie classique | Prerequisites=political_economy, systematic_population_registration | Children=early_socialism_cooperativism, liberal_constitutionalism, macroeconomics | Unlocks=loi:law_free_trade, loi:law_interventionism | Modifier=no | Frontière de 1776: attestée ou émergente, mais à diffusion limitée."
colonization,society,era_4,E,ARG;BIC;BOL;BRZ;DEI;DENNOR;ECU;FRA;GBR;HAI;HBC;JAP;LOU;MEX;NBS;NET;NVS;ONT;ORG;PEU;PHI;POR;PRG;PRU;QUE;RUS;SC1;SC2;SC3;SC4;SPA;SWE;UCA;URU;USA;VNZ,,"EN=Colonization | FR=Colonisation | Prerequisites=international_relations | Children=civilizing_mission | Unlocks=bâtiment:building_suez_canal, loi:law_colonial_exploitation, loi:law_colonial_resettlement, loi:law_extraction_economy, loi:law_frontier_colonization | Modifier=yes: country_infamy_generation_against_unrecognized_mult, country_institution_colonial_affairs_max_investment_add | Capacité institutionnelle/politique abstraite; décision pays par pays."
constitutional_government,society,era_4,B,,,"EN=Constitutional Rule | FR=Régime constitutionnel | Prerequisites=periodical_print_networks | Children=human_rights, liberal_constitutionalism, national_sovereignty | Unlocks=loi:law_census_voting, loi:law_debt_slavery, loi:law_landed_voting, loi:law_parliamentary_republic, loi:law_poor_laws, loi:law_presidential_republic, loi:law_racial_segregation, loi:law_wealth_voting | Modifier=yes: country_institution_social_security_max_investment_add | Frontière de 1776: attestée ou émergente, mais à diffusion limitée."
corporate_charters,society,era_4,E,,NO_DIRECT_GAMEPLAY_UNLOCK;LEAF_WITHOUT_DIRECT_UNLOCK,EN=Corporate Charters | FR=Chartes d’entreprise | Prerequisites=stock_exchange | Children=— | Unlocks=— | Modifier=no | Alias de compatibilité ou nœud non recherchable.
human_rights,society,era_4,B,,,"EN=Human Rights | FR=Droits de l’Homme | Prerequisites=constitutional_government, periodical_print_networks | Children=feminism, liberal_constitutionalism, organized_reform_movements | Unlocks=loi:law_colonial_slavery, loi:law_cultural_exclusion, loi:law_protected_speech, loi:law_regulatory_bodies, loi:law_restricted_child_labor, loi:law_slavery_banned, loi:law_wage_subsidies | Modifier=yes: country_institution_social_security_max_investment_add, state_expected_sol_from_literacy | Frontière de 1776: attestée ou émergente, mais à diffusion limitée."
national_sovereignty,society,era_4,B,,NO_DIRECT_GAMEPLAY_UNLOCK,"EN=Popular Sovereignty | FR=Souveraineté populaire | Prerequisites=constitutional_government, periodical_print_networks | Children=anarchism, nationalism | Unlocks=— | Modifier=no | Frontière de 1776: attestée ou émergente, mais à diffusion limitée."
optical_telegraph_networks,society,era_4,C,,NO_DIRECT_GAMEPLAY_UNLOCK;LEAF_WITHOUT_DIRECT_UNLOCK,"EN=Optical Telegraph | FR=Télégraphe optique | Prerequisites=periodical_print_networks | Children=— | Unlocks=— | Modifier=no | Développement postérieur à 1776, surtout première industrialisation."
polytechnical_education,society,era_4,C,,,"EN=Polytechnical Education | FR=Éducation polytechnique | Prerequisites=specialized_technical_academies | Children=experimental_research_laboratories | Unlocks=PM:pm_philosophy_department | Modifier=yes: country_institution_schools_max_investment_add | Développement postérieur à 1776, surtout première industrialisation."
scientific_metrology,society,era_4,C,,NO_DIRECT_GAMEPLAY_UNLOCK,"EN=Scientific Metrology | FR=Métrologie scientifique | Prerequisites=systematic_administrative_statistics, institutionalized_scientific_exchange | Children=experimental_research_laboratories | Unlocks=— | Modifier=no | Développement postérieur à 1776, surtout première industrialisation."
systematic_cadastral_surveying,society,era_4,B,JAP,NO_DIRECT_GAMEPLAY_UNLOCK;LEAF_WITHOUT_DIRECT_UNLOCK,"EN=Cadastral Surveying | FR=Levé cadastral | Prerequisites=systematic_administrative_statistics | Children=— | Unlocks=— | Modifier=no | Frontière de 1776: attestée ou émergente, mais à diffusion limitée."
systematic_legal_codification,society,era_4,B,AUS;BEO;CHI;CRO;GAL;HUN;POR;RUS;TRS,,"EN=Legal Codification | FR=Codification juridique | Prerequisites=systematic_administrative_statistics | Children=professional_civil_policing | Unlocks=loi:law_tenant_farmers | Modifier=no | Frontière de 1776: attestée ou émergente, mais à diffusion limitée."
vaccination,society,era_4,C,,NO_DIRECT_GAMEPLAY_UNLOCK,"EN=Vaccination | FR=Vaccination | Prerequisites=variolation_networks, medical_degrees | Children=organized_immunization_campaigns | Unlocks=— | Modifier=no | Développement postérieur à 1776, surtout première industrialisation."
abolitionist_mobilization,society,era_5,C,,,"EN=Abolitionism | FR=Abolitionnisme | Prerequisites=organized_reform_movements | Children=civilizing_mission | Unlocks=loi:law_slavery_banned | Modifier=no | Développement postérieur à 1776, surtout première industrialisation."
active_principle_pharmacy,society,era_5,C,,,"EN=Active Principles | FR=Principes actifs | Prerequisites=experimental_research_laboratories, medical_degrees | Children=organized_immunization_campaigns, quinine | Unlocks=PM:pm_standardized_pharmaceuticals, loi:law_private_health_insurance | Modifier=yes: country_institution_health_system_max_investment_add, state_harvest_condition_disease_outbreak_impact_mult | Développement postérieur à 1776, surtout première industrialisation."
central_statistical_offices,society,era_5,C,,,"EN=Statistical Offices | FR=Bureaux statistiques | Prerequisites=systematic_administrative_statistics, systematic_population_registration | Children=identification_documents, macroeconomics | Unlocks=PM:pm_tabulating_offices, PM:pm_vertical_filing_cabinets, loi:law_technocracy | Modifier=yes: country_institution_home_affairs_max_investment_add | Développement postérieur à 1776, surtout première industrialisation."
clinicopathological_medicine,society,era_5,C,,NO_DIRECT_GAMEPLAY_UNLOCK,"EN=Clinical Pathology | FR=Médecine anatomoclinique | Prerequisites=medical_degrees, experimental_research_laboratories | Children=psychoanalysis | Unlocks=— | Modifier=no | Développement postérieur à 1776, surtout première industrialisation."
experimental_research_laboratories,society,era_5,C,,,"EN=Research Laboratories | FR=Recherche expérimentale | Prerequisites=polytechnical_education, institutionalized_scientific_exchange, scientific_metrology | Children=active_principle_pharmacy, antibiotics, behaviorism, camera, clinicopathological_medicine, philosophical_pragmatism, specialized_professional_societies | Unlocks=— | Modifier=yes: country_weekly_innovation_max_add | Développement postérieur à 1776, surtout première industrialisation."
liberal_constitutionalism,society,era_5,C,,,"EN=Liberal Constitution | FR=Constitution libérale | Prerequisites=constitutional_government, human_rights, classical_political_economy | Children=labor_movement | Unlocks=loi:law_total_separation, loi:law_universal_suffrage | Modifier=no | Développement postérieur à 1776, surtout première industrialisation."
mechanized_printing,society,era_5,C,,,"EN=Mechanized Printing | FR=Imprimerie mécanisée | Prerequisites=periodical_print_networks | Children=mass_circulation_press | Unlocks=PM:pm_mechanized_typesetting | Modifier=no | Développement postérieur à 1776, surtout première industrialisation."
organized_reform_movements,society,era_5,C,,,"EN=Reform Movements | FR=Mouvements réformistes | Prerequisites=periodical_print_networks, human_rights | Children=abolitionist_mobilization, early_socialism_cooperativism, labor_movement, political_agitation | Unlocks=loi:law_legacy_slavery | Modifier=no | Développement postérieur à 1776, surtout première industrialisation."
postal_savings,society,era_5,C,,,"EN=Postal Savings | FR=Épargne postale | Prerequisites=institutionalized_public_credit | Children=joint_stock_companies | Unlocks=— | Modifier=yes: building_cash_reserves_mult, state_bureaucrats_investment_pool_efficiency_mult, state_engineers_investment_pool_efficiency_mult, state_farmers_investment_pool_efficiency_mult, state_machinists_investment_pool_efficiency_mult, state_shopkeepers_investment_pool_efficiency_mult | Développement postérieur à 1776, surtout première industrialisation."
specialized_professional_societies,society,era_5,C,,,"EN=Professional Societies | FR=Sociétés savantes | Prerequisites=experimental_research_laboratories | Children=analytical_philosophy | Unlocks=PM:pm_professional_faculties | Modifier=no | Développement postérieur à 1776, surtout première industrialisation."
early_socialism_cooperativism,society,era_6,C,,,"EN=Socialism & Cooperatives | FR=Socialismes coopératifs | Prerequisites=organized_reform_movements, classical_political_economy | Children=anarchism, socialism | Unlocks=loi:law_proportional_taxation | Modifier=no | Développement postérieur à 1776, surtout première industrialisation."
joint_stock_companies,society,era_6,C,DEI,STARTING_ANACHRONISM,"EN=Joint-Stock Companies | FR=Sociétés par actions | Prerequisites=postal_savings, commercial_insurance_markets | Children=mutual_funds | Unlocks=loi:law_laissez_faire | Modifier=yes: country_free_charters_add, country_max_companies_add | Développement postérieur à 1776, surtout première industrialisation."
labor_movement,society,era_6,C,,,"EN=Labor Movement | FR=Mouvement ouvrier | Prerequisites=organized_reform_movements, liberal_constitutionalism | Children=corporatism, socialism | Unlocks=loi:law_compulsory_primary_school, loi:law_old_age_pension, loi:law_worker_protections | Modifier=yes: country_agitator_slots_add, country_institution_workplace_safety_max_investment_add, state_expected_sol_from_literacy | Développement postérieur à 1776, surtout première industrialisation."
mass_circulation_press,society,era_6,C,,,"EN=Mass-Circulation Press | FR=Presse à grand tirage | Prerequisites=mechanized_printing, organized_elementary_schooling | Children=political_agitation | Unlocks=PM:pm_rotary_press, loi:law_public_schools | Modifier=no | Développement postérieur à 1776, surtout première industrialisation."
organized_immunization_campaigns,society,era_6,C,,,"EN=Immunization Campaigns | FR=Campagnes vaccinales | Prerequisites=vaccination, active_principle_pharmacy | Children=antibiotics, malaria_prevention, modern_sewerage, pharmaceuticals | Unlocks=loi:law_public_health_insurance | Modifier=no | Développement postérieur à 1776, surtout première industrialisation."
pharmaceuticals,society,era_6,E,,NO_DIRECT_GAMEPLAY_UNLOCK;LEAF_WITHOUT_DIRECT_UNLOCK,"EN=Pharmaceuticals | FR=Produits pharmaceutiques | Prerequisites=medical_degrees, organized_immunization_campaigns | Children=— | Unlocks=— | Modifier=no | Alias de compatibilité ou nœud non recherchable."
professional_civil_policing,society,era_6,C,,,"EN=Civil Policing | FR=Police civile | Prerequisites=systematic_legal_codification, systematic_administrative_statistics | Children=identification_documents, law_enforcement | Unlocks=loi:law_dedicated_police, loi:law_local_police, loi:law_national_guard, loi:law_secret_police, loi:law_shinsengumi | Modifier=yes: country_institution_police_max_investment_add | Développement postérieur à 1776, surtout première industrialisation."
academia,society,era_7,E,,NO_DIRECT_GAMEPLAY_UNLOCK,EN=Academia | FR=Études universitaires | Prerequisites=rationalism | Children=empiricism | Unlocks=— | Modifier=no | Alias de compatibilité ou nœud non recherchable.
anarchism,society,era_7,D,,,"EN=Anarchism | FR=Anarchisme | Prerequisites=early_socialism_cooperativism, national_sovereignty | Children=— | Unlocks=loi:law_anarchy | Modifier=no | Technologie nettement tardive pour un départ en 1776."
banking,society,era_7,E,,NO_DIRECT_GAMEPLAY_UNLOCK,EN=Banking | FR=Banque | Prerequisites=currency_standards | Children=central_banking | Unlocks=— | Modifier=no | Alias de compatibilité ou nœud non recherchable.
camera,society,era_7,D,,,EN=Camera | FR=Appareil photo | Prerequisites=experimental_research_laboratories | Children=film | Unlocks=PM:pm_photographic_art | Modifier=yes: country_prestige_mult | Technologie nettement tardive pour un départ en 1776.
central_archives,society,era_7,E,,NO_DIRECT_GAMEPLAY_UNLOCK;LEAF_WITHOUT_DIRECT_UNLOCK,EN=Central Archives | FR=Archives centrales | Prerequisites=centralization | Children=— | Unlocks=— | Modifier=no | Alias de compatibilité ou nœud non recherchable.
central_banking,society,era_7,E,,NO_DIRECT_GAMEPLAY_UNLOCK;LEAF_WITHOUT_DIRECT_UNLOCK,EN=Central Banking | FR=Banque centrale | Prerequisites=banking | Children=— | Unlocks=— | Modifier=no | Alias de compatibilité ou nœud non recherchable.
centralization,society,era_7,E,,NO_DIRECT_GAMEPLAY_UNLOCK,"EN=Centralization | FR=Centralisation | Prerequisites=tech_bureaucracy, nationalism | Children=central_archives, currency_standards | Unlocks=— | Modifier=no | Alias de compatibilité ou nœud non recherchable."
currency_standards,society,era_7,E,,NO_DIRECT_GAMEPLAY_UNLOCK,"EN=Currency Standards | FR=Monnaie standardisée | Prerequisites=international_trade, centralization | Children=banking | Unlocks=— | Modifier=no | Alias de compatibilité ou nœud non recherchable."
democracy,society,era_7,E,,NO_DIRECT_GAMEPLAY_UNLOCK,EN=Democracy | FR=Démocratie | Prerequisites=rationalism | Children=mass_communication | Unlocks=— | Modifier=no | Alias de compatibilité ou nœud non recherchable.
dialectics,society,era_7,E,,NO_DIRECT_GAMEPLAY_UNLOCK;LEAF_WITHOUT_DIRECT_UNLOCK,EN=Dialectics | FR=Dialectique | Prerequisites=empiricism | Children=— | Unlocks=— | Modifier=no | Alias de compatibilité ou nœud non recherchable.
empiricism,society,era_7,E,,NO_DIRECT_GAMEPLAY_UNLOCK,"EN=Empiricism | FR=Empirisme | Prerequisites=academia | Children=dialectics, psychiatry | Unlocks=— | Modifier=no | Alias de compatibilité ou nœud non recherchable."
international_trade,society,era_7,E,,NO_DIRECT_GAMEPLAY_UNLOCK,EN=International Trade | FR=Commerce international | Prerequisites=tech_bureaucracy | Children=currency_standards | Unlocks=— | Modifier=no | Alias de compatibilité ou nœud non recherchable.
law_enforcement,society,era_7,E,,NO_DIRECT_GAMEPLAY_UNLOCK;LEAF_WITHOUT_DIRECT_UNLOCK,"EN=Law Enforcement | FR=Maintien de l’ordre public | Prerequisites=tech_bureaucracy, urban_planning, professional_civil_policing | Children=— | Unlocks=— | Modifier=no | Alias de compatibilité ou nœud non recherchable."
mass_communication,society,era_7,E,,NO_DIRECT_GAMEPLAY_UNLOCK;LEAF_WITHOUT_DIRECT_UNLOCK,EN=Mass Communication | FR=Communication de masse | Prerequisites=democracy | Children=— | Unlocks=— | Modifier=no | Alias de compatibilité ou nœud non recherchable.
nationalism,society,era_7,C,,,"EN=Nationalism | FR=Nationalisme | Prerequisites=national_sovereignty | Children=centralization, civilizing_mission, corporatism, organized_sports, pan-nationalism | Unlocks=décret:decree_promote_national_values, loi:law_national_supremacy | Modifier=yes: country_authority_mult, country_voting_power_mult | Développement postérieur à 1776, surtout première industrialisation."
psychiatry,society,era_7,E,,NO_DIRECT_GAMEPLAY_UNLOCK;LEAF_WITHOUT_DIRECT_UNLOCK,EN=Psychiatry | FR=Psychiatrie | Prerequisites=empiricism | Children=— | Unlocks=— | Modifier=no | Alias de compatibilité ou nœud non recherchable.
quinine,society,era_7,D,,,"EN=Quinine | FR=Quinine | Prerequisites=active_principle_pharmacy | Children=civilizing_mission, malaria_prevention | Unlocks=— | Modifier=yes: country_institution_colonial_affairs_max_investment_add, country_institution_health_system_max_investment_add | Technologie nettement tardive pour un départ en 1776."
rationalism,society,era_7,E,,NO_DIRECT_GAMEPLAY_UNLOCK,"EN=Rationalism | FR=Rationalisme | Prerequisites=— | Children=academia, democracy | Unlocks=— | Modifier=no | Alias de compatibilité ou nœud non recherchable."
realism,society,era_7,D,,,"EN=Realism | FR=Réalisme | Prerequisites=romanticism | Children=— | Unlocks=PM:pm_bourgeoisie_patronage, PM:pm_independent_artists, PM:pm_realist_art | Modifier=yes: country_prestige_mult | Technologie nettement tardive pour un départ en 1776."
romanticism,society,era_7,C,AUS;CUB;FRA;GBR;GR5;PRU;USA,STARTING_ANACHRONISM,"EN=Romanticism | FR=Romantisme | Prerequisites=institutionalized_scientific_exchange | Children=realism | Unlocks=bâtiment:building_art_academy, décret:decree_greener_grass_campaign, loi:law_agrarianism, loi:law_industry_banned | Modifier=yes: country_prestige_mult | Développement postérieur à 1776, surtout première industrialisation."
socialism,society,era_7,C,,,"EN=Socialism | FR=Socialisme | Prerequisites=labor_movement, early_socialism_cooperativism | Children=— | Unlocks=loi:law_collectivized_agriculture, loi:law_council_republic, loi:law_factory_councils, loi:law_graduated_taxation, loi:law_state_atheism | Modifier=yes: country_institution_workplace_safety_max_investment_add, state_expected_sol_from_literacy | Développement postérieur à 1776, surtout première industrialisation."
tech_bureaucracy,society,era_7,E,,NO_DIRECT_GAMEPLAY_UNLOCK,"EN=Bureaucracy | FR=Bureaucratie | Prerequisites=urbanization | Children=centralization, international_trade, law_enforcement | Unlocks=— | Modifier=no | Alias de compatibilité ou nœud non recherchable."
urban_planning,society,era_7,E,,NO_DIRECT_GAMEPLAY_UNLOCK,EN=Urban Planning | FR=Urbanisme | Prerequisites=urbanization | Children=law_enforcement | Unlocks=— | Modifier=no | Alias de compatibilité ou nœud non recherchable.
urbanization,society,era_7,E,ABB;ABS;ABU;ACE;ADG;ADR;AGC;AHG;AIR;AIT;AJJ;AJR;ALK;ALW;ANH;ANK;APC;ARB;ARG;ARH;ARM;ARP;ARR;ARS;ASH;ASM;ATB;ATR;AUL;AUS;AWA;AWS;BAD;BAG;BAL;BAS;BAV;BEN;BEO;BER;BGI;BGM;BHN;BHO;BHU;BHV;BHW;BIC;BIK;BLF;BLG;BMB;BMM;BNJ;BNN;BNY;BOL;BOR;BRA;BRD;BRE;BRG;BRK;BRU;BRZ;BST;BTN;BUG;BUK;BUN;BUR;CAM;CHC;CHI;CHK;CHL;CHP;CHT;CIR;CLM;CMB;CMI;COB;COC;COM;CON;COO;CRI;CRO;CUB;DAH;DAI;DEI;DEN;DENNOR;DFR;DGR;DHA;DIN;DLM;DUR;ECU;EGY;ETH;EZO;FRA;FRM;FTJ;FTR;FZN;GAL;GAR;GBR;GEN;GJM;GLD;GNI;GR3;GR4;GR5;GRE;GRW;GWA;GZA;HAI;HAM;HAN;HAR;HAU;HAW;HBC;HDJ;HDY;HEK;HER;HES;HOH;HOL;HUN;HYD;IDA;IND;ION;IQU;IR1;IRC;IREK;ISQ;JAB;JAI;JAP;JAS;JBB;JEY;JHN;JMB;JOD;JOH;JUN;KAB;KAF;KAL;KAN;KAS;KAT;KAU;KBA;KBB;KBD;KBU;KFA;KHI;KHP;KKI;KLN;KLO;KNC;KNG;KNO;KOK;KON;KOR;KOT;KRG;KRI;KRT;KTI;KTU;KUN;KUT;KYN;KZH;KZM;LAD;LAH;LAN;LIB;LIP;LKT;LNG;LOU;LRR;LUA;LUB;LUC;LUO;LUX;MAD;MAH;MAI;MAK;MARATH;MAS;MBB;MBS;MEC;MEI;MEW;MEX;MGD;MGH;MICC;MJT;MKT;MLD;MLT;MNP;MOD;MOL;MON;MOR;MOS;MRA;MRN;MSN;MST;MTB;MUG;MYB;MYS;MZB;NAG;NAR;NAS;NAW;NBB;NBS;NEJ;NEP;NET;NGA;NNG;NOR;NPU;NTO;NTU;NVJ;NVS;NYM;NYP;NZP;OLD;OMA;ONT;ORA;ORG;OUA;OYO;OZH;PAA;PAN;PAP;PAR;PAT;PCO;PDI;PER;PEU;PHI;PHL;PLC;PLP;PLY;PMA;PNI;PON;POR;PRA;PRG;PRK;PRU;PTA;PTN;PUD;PWN;QUE;QWR;RGB;RUS;RWD;RYU;SAH;SAK;SAR;SAT;SAX;SC1;SC2;SC3;SC4;SCH;SCM;SCT;SCW;SD1;SDM;SEL;SEQ;SER;SGU;SHS;SHW;SIA;SIC;SIK;SIL;SIN;SLK;SLS;SMB;SML;SOK;SPA;SPC;SPU;SRK;STG;SUL;SUR;SWE;SWI;SWZ;TBI;TEK;TEX;TGI;TGR;THL;TIB;TID;TIP;TKE;TMN;TRA;TRI;TRM;TRN;TRS;TRZ;TUA;TUG;TUN;TUR;TUS;UBD;UCA;UNT;URU;USA;UTE;UZH;VEN;VND;VNZ;WAD;WAL;WBL;WDJ;WEI;WKB;WLD;WLG;WLT;WRR;WSG;WTI;WTU;WUR;XHO;YGU;YKA;YOG;YUR;ZAI;ZUL;ZWY,COMPATIBILITY_EXCEPTION,"EN=Urbanization | FR=Urbanisation | Prerequisites=— | Children=tech_bureaucracy, urban_planning | Unlocks=bâtiment:building_construction_sector, bâtiment:building_urban_center | Modifier=no | Alias de compatibilité ou nœud non recherchable."
civilizing_mission,society,era_8,D,,,"EN=Civilizing Mission | FR=Mission civilisatrice | Prerequisites=quinine, nationalism, colonization, abolitionist_mobilization | Children=malaria_prevention | Unlocks=bâtiment:building_panama_canal, décret:decree_establish_missions, loi:law_agrarianism, loi:law_interventionism, loi:law_merchant_banking, loi:law_per_capita_based_taxation, loi:law_slavery_banned, loi:law_tenant_farmers | Modifier=yes: country_infamy_generation_against_unrecognized_mult, country_institution_colonial_affairs_max_investment_add | Technologie nettement tardive pour un départ en 1776."
feminism,society,era_8,D,,,"EN=Feminism | FR=Féminisme | Prerequisites=human_rights | Children=egalitarianism | Unlocks=loi:law_women_in_the_workplace, loi:law_womens_suffrage | Modifier=yes: country_institution_social_security_max_investment_add | Technologie nettement tardive pour un départ en 1776."
identification_documents,society,era_8,D,,,"EN=Identification Documents | FR=Documents d’identification | Prerequisites=central_statistical_offices, professional_civil_policing | Children=central_planning | Unlocks=— | Modifier=yes: country_institution_home_affairs_max_investment_add, state_incorporation_speed_mult, state_tax_capacity_add | Technologie nettement tardive pour un départ en 1776."
modern_sewerage,society,era_8,D,,,"EN=Modern Sewerage | FR=Réseau d’assainissement moderne | Prerequisites=organized_immunization_campaigns | Children=steel_frame_buildings | Unlocks=— | Modifier=yes: country_max_weekly_construction_progress_add, state_building_construction_sector_max_level_add, state_harvest_condition_flood_impact_mult, state_infrastructure_from_population_add, state_infrastructure_from_population_max_add, state_pollution_reduction_health_mult | Technologie nettement tardive pour un départ en 1776."
mutual_funds,society,era_8,D,,,"EN=Mutual Funds | FR=Fonds mutuel | Prerequisites=institutionalized_public_credit, joint_stock_companies | Children=investment_banks | Unlocks=PM:pm_financial_district_publicly_traded, loi:law_commercialized_agriculture | Modifier=yes: country_loan_interest_rate_add, country_minting_mult, state_max_trade_advantage_from_capacity_add | Technologie nettement tardive pour un départ en 1776."
organized_sports,society,era_8,D,,,EN=Organized Sports | FR=Sports organisés | Prerequisites=nationalism | Children=mass_propaganda | Unlocks=— | Modifier=yes: country_prestige_mult | Technologie nettement tardive pour un départ en 1776.
pan-nationalism,society,era_8,D,,,"EN=Pan-nationalism | FR=Pan-nationalisme | Prerequisites=nationalism | Children=multilateral_alliances | Unlocks=loi:law_ethnostate | Modifier=yes: country_authority_mult, country_support_separatism_strength_mult, country_voting_power_mult | Technologie nettement tardive pour un départ en 1776."
philosophical_pragmatism,society,era_8,D,,,"EN=Philosophical Pragmatism | FR=Pragmatisme philosophique | Prerequisites=experimental_research_laboratories | Children=behaviorism | Unlocks=— | Modifier=yes: country_diplomatic_play_maneuvers_mult, country_influence_mult, state_bureaucracy_population_base_cost_factor_mult, state_literacy_growth_add | Technologie nettement tardive pour un départ en 1776."
corporatism,society,era_9,D,,,"EN=Corporatism | FR=Corporatisme | Prerequisites=labor_movement, nationalism | Children=— | Unlocks=loi:law_corporate_state, loi:law_corporatized_unions, loi:law_guild_system, loi:law_social_monarchy | Modifier=yes: state_radicals_from_political_movements_mult | Technologie nettement tardive pour un départ en 1776."
egalitarianism,society,era_9,D,,,EN=Egalitarianism | FR=Égalitarisme | Prerequisites=feminism | Children=— | Unlocks=loi:law_multicultural | Modifier=no | Technologie nettement tardive pour un départ en 1776.
