TAG,Country,Highest eras by category,Explicit count,Generic source,Anachronism count,Missing prerequisite count,Priority,Region,Explicit technologies,Starting anachronisms,Missing prerequisite details,Compatibility exception,Source file
SD1,The Sudan,production=1;military=0;society=0,0,tier_6,0,0,P3,Nile Basin,,,,,common/history/countries/sd1 - sudan decentralized africa.txt
SDM,Sidamo,production=1;military=0;society=2,0,tier_5,0,2,P2,East Africa,,,"codified_practical_knowledge <- institutionalized_scientific_exchange,periodical_print_networks",,C:\Games\Victoria 3\game\common\history\countries\sdm - sidamo.txt
SEL,Selangor,production=1;military=3;society=2,0,tier_4,0,3,P1,Indochina,,,"codified_practical_knowledge <- institutionalized_scientific_exchange,periodical_print_networks | regulated_small_arms <- scientific_fortification_siegecraft",,C:\Games\Victoria 3\game\common\history\countries\sel - selangor.txt
SEQ,Indian Territory,production=1;military=3;society=2,0,tier_4,0,3,P1,Great Plains,,,"codified_practical_knowledge <- institutionalized_scientific_exchange,periodical_print_networks | regulated_small_arms <- scientific_fortification_siegecraft",,C:\Games\Victoria 3\game\common\history\countries\seq - indian territory.txt
SER,Serbia,production=1;military=3;society=2,0,tier_4,0,3,P1,Balkans,,,"codified_practical_knowledge <- institutionalized_scientific_exchange,periodical_print_networks | regulated_small_arms <- scientific_fortification_siegecraft",,common/history/countries/ser - serbia.txt
SGU,Segou,production=1;military=0;society=2,0,tier_5,0,2,P2,West Africa,,,"codified_practical_knowledge <- institutionalized_scientific_exchange,periodical_print_networks",,C:\Games\Victoria 3\game\common\history\countries\sgu - segou.txt
SHS,Shan,production=1;military=3;society=2,0,tier_4,0,3,P1,Indochina,,,"codified_practical_knowledge <- institutionalized_scientific_exchange,periodical_print_networks | regulated_small_arms <- scientific_fortification_siegecraft",,C:\Games\Victoria 3\game\common\history\countries\shs - shan.txt
SHW,Shewa,production=1;military=0;society=2,0,tier_5,0,2,P2,East Africa,,,"codified_practical_knowledge <- institutionalized_scientific_exchange,periodical_print_networks",,C:\Games\Victoria 3\game\common\history\countries\shw - shewa.txt
SIA,Siam,production=3;military=0;society=0,1,tier_6,0,0,P2,Indochina,selective_breeding,,,,common/history/countries/sia - siam.txt
SIC,Two Sicilies,production=1;military=3;society=2,0,tier_4,0,3,P1,Southern Europe,,,"codified_practical_knowledge <- institutionalized_scientific_exchange,periodical_print_networks | regulated_small_arms <- scientific_fortification_siegecraft",,common/history/countries/sic - two sicilies.txt
SIK,Sikkim,production=1;military=3;society=2,0,tier_4,0,3,P1,Himalayas,,,"codified_practical_knowledge <- institutionalized_scientific_exchange,periodical_print_networks | regulated_small_arms <- scientific_fortification_siegecraft",,C:\Games\Victoria 3\game\common\history\countries\sik - sikkim.txt
SIL,Sierra Leone,production=1;military=3;society=2,0,tier_4,0,3,P1,West Africa,,,"codified_practical_knowledge <- institutionalized_scientific_exchange,periodical_print_networks | regulated_small_arms <- scientific_fortification_siegecraft",,common/history/countries/sil - sierra leone.txt
SIN,Sindh,production=1;military=3;society=2,0,tier_4,0,3,P1,North India,,,"codified_practical_knowledge <- institutionalized_scientific_exchange,periodical_print_networks | regulated_small_arms <- scientific_fortification_siegecraft",,C:\Games\Victoria 3\game\common\history\countries\sin - sind.txt
SKH,Evenki,production=0;military=0;society=0,0,tier_7,0,0,P3,Northeast Asia,,,,,common/history/countries/skh - sakhalin.txt
SKM,Usukuma,production=0;military=0;society=0,0,tier_7,0,0,P3,East Africa,,,,,C:\Games\Victoria 3\game\common\history\countries\skm - usukuma.txt
SKY,Sakuye,production=0;military=0;society=0,0,tier_7,0,0,P3,East Africa,,,,,C:\Games\Victoria 3\game\common\history\countries\sky - sakuye.txt
SLK,Selk’nam,production=1;military=0;society=0,0,tier_6,0,0,P3,La Plata,,,,,C:\Games\Victoria 3\game\common\history\countries\slk - selknam.txt
SLS,Séliš,production=1;military=0;society=0,0,tier_6,0,0,P3,Great Plains,,,,,C:\Games\Victoria 3\game\common\history\countries\sls - salish.txt
SLW,Sulawesi,production=0;military=0;society=0,0,tier_7,0,0,P3,Indonesia,,,,,C:\Games\Victoria 3\game\common\history\countries\slw - sulawesi.txt
SMB,Sambas,production=1;military=3;society=2,0,tier_4,0,3,P1,Indonesia,,,"codified_practical_knowledge <- institutionalized_scientific_exchange,periodical_print_networks | regulated_small_arms <- scientific_fortification_siegecraft",,C:\Games\Victoria 3\game\common\history\countries\smb - sambas.txt
SML,Yat’siminoli,production=1;military=0;society=0,0,tier_6,0,0,P3,Atlantic Coast,,,,,C:\Games\Victoria 3\game\common\history\countries\sml - seminole.txt
SNG,Sangu,production=0;military=0;society=0,0,tier_7,0,0,P3,East Africa,,,,,C:\Games\Victoria 3\game\common\history\countries\sng - sangu.txt
SOK,Sokoto,production=1;military=0;society=2,0,tier_5,0,2,P2,West Africa,,,"codified_practical_knowledge <- institutionalized_scientific_exchange,periodical_print_networks",,C:\Games\Victoria 3\game\common\history\countries\sok - sokoto.txt
SPA,Spain,production=1;military=3;society=4,2,tier_4,0,3,P1,Southern Europe,colonization;specialized_technical_academies,,"codified_practical_knowledge <- institutionalized_scientific_exchange,periodical_print_networks | regulated_small_arms <- scientific_fortification_siegecraft | specialized_technical_academies <- institutionalized_scientific_exchange",,common/history/countries/spa - spain.txt
SPC,Carlist Spain,production=3;military=3;society=3,3,tier_3,0,4,P1,Southern Europe,atmospheric_engine;periodical_print_networks;stock_exchange,,codified_practical_knowledge <- institutionalized_scientific_exchange | coke_smelting <- organized_forestry | commercial_insurance_markets <- institutionalized_public_credit | medical_degrees <- institutionalized_scientific_exchange | regulated_small_arms <- scientific_fortification_siegecraft | specialized_technical_academies <- institutionalized_scientific_exchange | stock_exchange <- institutionalized_public_credit,,common/history/countries/spc - carlist spain.txt
SPU,South Peru,production=3;military=3;society=3,0,tier_3,0,5,P1,The Andes,,,"codified_practical_knowledge <- institutionalized_scientific_exchange,periodical_print_networks | coke_smelting <- organized_forestry | commercial_insurance_markets <- institutionalized_public_credit | medical_degrees <- institutionalized_scientific_exchange | regulated_small_arms <- scientific_fortification_siegecraft | specialized_technical_academies <- institutionalized_scientific_exchange",,common/history/countries/spu - south peru.txt
SRK,Surakarta,production=1;military=3;society=2,0,tier_4,0,3,P1,Indonesia,,,"codified_practical_knowledge <- institutionalized_scientific_exchange,periodical_print_networks | regulated_small_arms <- scientific_fortification_siegecraft",,C:\Games\Victoria 3\game\common\history\countries\srk - surakarta.txt
SRR,Serer,production=0;military=0;society=0,0,tier_7,0,0,P3,West Africa,,,,,C:\Games\Victoria 3\game\common\history\countries\srr - serer.txt
SSU,Susu,production=0;military=0;society=0,0,tier_7,0,0,P3,West Africa,,,,,C:\Games\Victoria 3\game\common\history\countries\ssu - susu.txt
STG,Sintang,production=1;military=3;society=2,0,tier_4,0,3,P1,Indonesia,,,"codified_practical_knowledge <- institutionalized_scientific_exchange,periodical_print_networks | regulated_small_arms <- scientific_fortification_siegecraft",,C:\Games\Victoria 3\game\common\history\countries\stg - sintang.txt
SUL,Sulu,production=1;military=3;society=2,0,tier_4,0,3,P1,Indonesia,,,"codified_practical_knowledge <- institutionalized_scientific_exchange,periodical_print_networks | regulated_small_arms <- scientific_fortification_siegecraft",,C:\Games\Victoria 3\game\common\history\countries\sul - sulu.txt
SUR,Surguja,production=1;military=3;society=2,0,tier_4,0,3,P1,North India,,,"codified_practical_knowledge <- institutionalized_scientific_exchange,periodical_print_networks | regulated_small_arms <- scientific_fortification_siegecraft",,C:\Games\Victoria 3\game\common\history\countries\sur - surguja.txt
SWE,Sweden,production=1;military=3;society=4,2,tier_4,0,3,P1,Northern Europe,colonization;specialized_technical_academies,,"codified_practical_knowledge <- institutionalized_scientific_exchange,periodical_print_networks | regulated_small_arms <- scientific_fortification_siegecraft | specialized_technical_academies <- institutionalized_scientific_exchange",,common/history/countries/swe - sweden.txt
SWI,Switzerland,production=1;military=3;society=2,0,tier_4,0,3,P1,Central Europe,,,"codified_practical_knowledge <- institutionalized_scientific_exchange,periodical_print_networks | regulated_small_arms <- scientific_fortification_siegecraft",,common/history/countries/swi - switzerland.txt
SWZ,Swaziland,production=1;military=0;society=1,1,tier_6,0,0,P2,Southern Africa,international_relations,,,,common/history/countries/swz - swaziland.txt
TAS,Tasmania,production=4;military=1;society=2,0,tier_2,0,0,P3,Oceania,,,,,C:\Games\Victoria 3\game\common\history\countries\tas - tasmania.txt
TBI,Tubu,production=1;military=0;society=0,0,tier_6,0,0,P3,Equatorial Africa,,,,,C:\Games\Victoria 3\game\common\history\countries\tbi - tibesti.txt
TEK,Tekna,production=1;military=0;society=0,0,tier_6,0,0,P3,North Africa,,,,,C:\Games\Victoria 3\game\common\history\countries\tek - tekna.txt
TEX,Texas,production=3;military=3;society=3,0,tier_3,0,5,P1,Great Plains,,,"codified_practical_knowledge <- institutionalized_scientific_exchange,periodical_print_networks | coke_smelting <- organized_forestry | commercial_insurance_markets <- institutionalized_public_credit | medical_degrees <- institutionalized_scientific_exchange | regulated_small_arms <- scientific_fortification_siegecraft | specialized_technical_academies <- institutionalized_scientific_exchange",,common/history/countries/tex - texas.txt
TGI,Tungi,production=1;military=0;society=2,1,tier_5,0,2,P2,East Africa,international_relations,,"codified_practical_knowledge <- institutionalized_scientific_exchange,periodical_print_networks",,common/history/countries/tgi - tungi.txt
TGR,Tigray,production=1;military=0;society=2,0,tier_5,0,2,P2,East Africa,,,"codified_practical_knowledge <- institutionalized_scientific_exchange,periodical_print_networks",,C:\Games\Victoria 3\game\common\history\countries\tgr - tigray.txt
THL,Tehuelche,production=1;military=0;society=0,0,tier_6,0,0,P3,La Plata,,,,,C:\Games\Victoria 3\game\common\history\countries\thl - tehuelche.txt
TIB,Tibet,production=1;military=0;society=0,0,tier_6,0,0,P3,Himalayas,,,,,common/history/countries/tib - tibet.txt
TID,Tidore,production=1;military=3;society=2,0,tier_4,0,3,P1,Indonesia,,,"codified_practical_knowledge <- institutionalized_scientific_exchange,periodical_print_networks | regulated_small_arms <- scientific_fortification_siegecraft",,C:\Games\Victoria 3\game\common\history\countries\tid - tidore.txt
TIP,Tipperah,production=1;military=0;society=0,0,tier_6,0,0,P3,North India,,,,,C:\Games\Victoria 3\game\common\history\countries\tip - tipperah.txt
TKE,Teke,production=1;military=0;society=0,0,tier_6,0,0,P3,Equatorial Africa,,,,,C:\Games\Victoria 3\game\common\history\countries\tke - teke.txt
TMN,Temne,production=1;military=0;society=0,0,tier_6,0,0,P3,West Africa,,,,,C:\Games\Victoria 3\game\common\history\countries\tmn - temne.txt
TNG,Tonga,production=0;military=0;society=0,0,tier_7,0,0,P3,Oceania,,,,,C:\Games\Victoria 3\game\common\history\countries\tng - tonga.txt
TPS,Toposa,production=0;military=0;society=0,0,tier_7,0,0,P3,Nile Basin,,,,,C:\Games\Victoria 3\game\common\history\countries\tps - toposa.txt
TRA,Travancore,production=1;military=3;society=2,0,tier_4,0,3,P1,South India,,,"codified_practical_knowledge <- institutionalized_scientific_exchange,periodical_print_networks | regulated_small_arms <- scientific_fortification_siegecraft",,C:\Games\Victoria 3\game\common\history\countries\tra - travancore.txt
TRI,Tripolitania,production=1;military=0;society=2,0,tier_5,0,2,P2,North Africa,,,"codified_practical_knowledge <- institutionalized_scientific_exchange,periodical_print_networks",,common/history/countries/tri - tripoli.txt
TRK,Turkana,production=0;military=0;society=0,0,tier_7,0,0,P3,East Africa,,,,,C:\Games\Victoria 3\game\common\history\countries\trk - turkana.txt
TRM,Turkmenia,production=1;military=3;society=2,0,tier_4,0,3,P1,Central Asia,,,"codified_practical_knowledge <- institutionalized_scientific_exchange,periodical_print_networks | regulated_small_arms <- scientific_fortification_siegecraft",,C:\Games\Victoria 3\game\common\history\countries\trm - turkmenia.txt
TRN,Transvaal,production=1;military=3;society=2,0,tier_4,0,3,P1,Southern Africa,,,"codified_practical_knowledge <- institutionalized_scientific_exchange,periodical_print_networks | regulated_small_arms <- scientific_fortification_siegecraft",,common/history/countries/trn - transvaal.txt
TRS,Transylvania,production=1;military=3;society=4,2,tier_4,0,2,P2,Balkans,institutionalized_scientific_exchange;systematic_legal_codification,,codified_practical_knowledge <- periodical_print_networks | regulated_small_arms <- scientific_fortification_siegecraft,,common/history/countries/trs - transylvania.txt
TRZ,Trarza,production=1;military=0;society=0,0,tier_6,0,0,P3,West Africa,,,,,C:\Games\Victoria 3\game\common\history\countries\trz - trarza.txt
TSW,Tswana,production=0;military=0;society=0,0,tier_7,0,0,P3,Southern Africa,,,,,C:\Games\Victoria 3\game\common\history\countries\tsw - botswana.txt
TUA,Tuat,production=1;military=0;society=0,0,tier_6,0,0,P3,North Africa,,,,,C:\Games\Victoria 3\game\common\history\countries\tua - tuat.txt
TUG,Touggourt,production=1;military=0;society=0,0,tier_6,0,0,P3,North Africa,,,,,common/history/countries/tug - touggourt.txt
TUN,Tunis,production=1;military=0;society=0,0,tier_6,0,0,P3,North Africa,,,,,common/history/countries/tun - tunis.txt
TUR,Turkey,production=1;military=3;society=3,1,tier_4,0,3,P1,Balkans,specialized_technical_academies,,"codified_practical_knowledge <- institutionalized_scientific_exchange,periodical_print_networks | regulated_small_arms <- scientific_fortification_siegecraft | specialized_technical_academies <- institutionalized_scientific_exchange",,common/history/countries/tur - ottoman empire.txt
TUS,Tuscany,production=1;military=3;society=2,0,tier_4,0,3,P1,Southern Europe,,,"codified_practical_knowledge <- institutionalized_scientific_exchange,periodical_print_networks | regulated_small_arms <- scientific_fortification_siegecraft",,common/history/countries/tus - tuscany.txt
UBD,United Baltic Provinces,production=1;military=3;society=2,0,tier_4,0,3,P1,Eastern Europe,,,"codified_practical_knowledge <- institutionalized_scientific_exchange,periodical_print_networks | regulated_small_arms <- scientific_fortification_siegecraft",,common/history/countries/ubd - baltic.txt
UCA,Central America,production=1;military=3;society=4,2,tier_4,0,2,P2,Central America,colonization;institutionalized_scientific_exchange,,codified_practical_knowledge <- periodical_print_networks | regulated_small_arms <- scientific_fortification_siegecraft,,common/history/countries/uca - central america.txt
ULT,Ulta,production=0;military=0;society=0,0,tier_7,0,0,P3,Northeast Asia,,,,,common/history/countries/ult - ulta.txt
UNT,United Tribes,production=1;military=0;society=0,0,tier_6,0,0,P3,Oceania,,,,,common/history/countries/unt - united tribes.txt
URU,Uruguay,production=1;military=3;society=4,2,tier_4,0,2,P2,Brazil,colonization;institutionalized_scientific_exchange,,codified_practical_knowledge <- periodical_print_networks | regulated_small_arms <- scientific_fortification_siegecraft,,common/history/countries/uru - uruguay.txt
USA,America,production=1;military=3;society=7,3,tier_4,1,2,P1,Atlantic Coast,colonization;institutionalized_scientific_exchange;romanticism,romanticism,codified_practical_knowledge <- periodical_print_networks | regulated_small_arms <- scientific_fortification_siegecraft,,common/history/countries/usa - usa.txt
UTE,Ute,production=1;military=0;society=0,0,tier_6,0,0,P3,Pacific Coast,,,,,C:\Games\Victoria 3\game\common\history\countries\ute - ute.txt
UZH,Uly Zhuz,production=1;military=3;society=2,0,tier_4,0,3,P1,Central Asia,,,"codified_practical_knowledge <- institutionalized_scientific_exchange,periodical_print_networks | regulated_small_arms <- scientific_fortification_siegecraft",,C:\Games\Victoria 3\game\common\history\countries\uzh - uly zhuz.txt
VEN,Venice,production=1;military=3;society=3,1,tier_4,0,3,P1,Southern Europe,specialized_technical_academies,,"codified_practical_knowledge <- institutionalized_scientific_exchange,periodical_print_networks | regulated_small_arms <- scientific_fortification_siegecraft | specialized_technical_academies <- institutionalized_scientific_exchange",,common/history/countries/ven - venetia.txt
VND,Venda,production=1;military=0;society=0,0,tier_6,0,0,P3,Southern Africa,,,,,C:\Games\Victoria 3\game\common\history\countries\vnd - venda.txt
VNT,Vanuatu,production=0;military=0;society=0,0,tier_7,0,0,P3,Oceania,,,,,C:\Games\Victoria 3\game\common\history\countries\vnt - vanuatu.txt
VNZ,Venezuela,production=1;military=3;society=4,2,tier_4,0,2,P2,Gran Colombia,colonization;institutionalized_scientific_exchange,,codified_practical_knowledge <- periodical_print_networks | regulated_small_arms <- scientific_fortification_siegecraft,,common/history/countries/vnz - venezuela.txt
WAD,Wadai,production=1;military=0;society=2,0,tier_5,0,2,P2,Equatorial Africa,,,"codified_practical_knowledge <- institutionalized_scientific_exchange,periodical_print_networks",,C:\Games\Victoria 3\game\common\history\countries\wad - wadai.txt
WAL,Wallachia,production=3;military=3;society=2,1,tier_4,0,3,P1,Balkans,selective_breeding,,"codified_practical_knowledge <- institutionalized_scientific_exchange,periodical_print_networks | regulated_small_arms <- scientific_fortification_siegecraft",,common/history/countries/wal - wallachia.txt
WAS,Western Australia,production=4;military=1;society=2,0,tier_2,0,0,P3,Oceania,,,,,C:\Games\Victoria 3\game\common\history\countries\was - western australia.txt
WBL,Griqualand,production=1;military=0;society=1,1,tier_6,0,0,P2,Southern Africa,international_relations,,,,common/history/countries/wbl - waterboersland.txt
WDJ,Wiradjuri,production=1;military=0;society=0,0,tier_6,0,0,P3,Oceania,,,,,C:\Games\Victoria 3\game\common\history\countries\wdj - wiradjuri.txt
WEI,Saxe-Weimar,production=1;military=3;society=2,0,tier_4,0,3,P1,Central Europe,,,"codified_practical_knowledge <- institutionalized_scientific_exchange,periodical_print_networks | regulated_small_arms <- scientific_fortification_siegecraft",,common/history/countries/wei - saxe-weimar.txt
WKB,Waka-Gabi,production=1;military=0;society=0,0,tier_6,0,0,P3,Oceania,,,,,C:\Games\Victoria 3\game\common\history\countries\wkb - waka-gabi.txt
WLD,Waldeck,production=1;military=3;society=2,0,tier_4,0,3,P1,Central Europe,,,"codified_practical_knowledge <- institutionalized_scientific_exchange,periodical_print_networks | regulated_small_arms <- scientific_fortification_siegecraft",,common/history/countries/wld - waldeck.txt
WLG,Welega,production=1;military=0;society=2,0,tier_5,0,2,P2,East Africa,,,"codified_practical_knowledge <- institutionalized_scientific_exchange,periodical_print_networks",,common/history/countries/wlg - welega.txt
WLT,Wolaita,production=1;military=0;society=2,0,tier_5,0,2,P2,East Africa,,,"codified_practical_knowledge <- institutionalized_scientific_exchange,periodical_print_networks",,C:\Games\Victoria 3\game\common\history\countries\wlt - wolaita.txt
WRR,Worrorra,production=1;military=0;society=0,0,tier_6,0,0,P3,Oceania,,,,,C:\Games\Victoria 3\game\common\history\countries\wrr - worrorran.txt
WSG,Warsangali,production=1;military=0;society=2,1,tier_5,0,2,P2,East Africa,international_relations,,"codified_practical_knowledge <- institutionalized_scientific_exchange,periodical_print_networks",,common/history/countries/wsg - warsangali.txt
WTI,Anangu,production=1;military=0;society=0,0,tier_6,0,0,P3,Oceania,,,,,C:\Games\Victoria 3\game\common\history\countries\wti - wati.txt
WTU,Witu,production=1;military=0;society=2,1,tier_5,0,2,P2,East Africa,international_relations,,"codified_practical_knowledge <- institutionalized_scientific_exchange,periodical_print_networks",,common/history/countries/wtu - witu.txt
WUR,Württemberg,production=1;military=3;society=2,0,tier_4,0,3,P1,Central Europe,,,"codified_practical_knowledge <- institutionalized_scientific_exchange,periodical_print_networks | regulated_small_arms <- scientific_fortification_siegecraft",,common/history/countries/wur - wurttemberg.txt
XHO,Xhosa,production=1;military=0;society=0,0,tier_6,0,0,P3,Southern Africa,,,,,C:\Games\Victoria 3\game\common\history\countries\xho - xhosa.txt
YGU,Yolngu,production=1;military=0;society=0,0,tier_6,0,0,P3,Oceania,,,,,C:\Games\Victoria 3\game\common\history\countries\ygu - yolngu.txt
YKA,Yaka,production=1;military=0;society=0,0,tier_6,0,0,P3,Equatorial Africa,,,,,C:\Games\Victoria 3\game\common\history\countries\yka - yaka.txt
YOG,Yogyakarta,production=1;military=3;society=2,0,tier_4,0,3,P1,Indonesia,,,"codified_practical_knowledge <- institutionalized_scientific_exchange,periodical_print_networks | regulated_small_arms <- scientific_fortification_siegecraft",,C:\Games\Victoria 3\game\common\history\countries\yog - yogyakarta.txt
YUR,Yura,production=1;military=0;society=0,0,tier_6,0,0,P3,Oceania,,,,,C:\Games\Victoria 3\game\common\history\countries\yur - yura.txt
ZAI,Azal,production=1;military=3;society=2,0,tier_4,0,3,P1,Arabia,,,"codified_practical_knowledge <- institutionalized_scientific_exchange,periodical_print_networks | regulated_small_arms <- scientific_fortification_siegecraft",,C:\Games\Victoria 3\game\common\history\countries\zai - zaidi.txt
ZND,Azande,production=0;military=0;society=0,0,tier_7,0,0,P3,Equatorial Africa,,,,,C:\Games\Victoria 3\game\common\history\countries\znd - zande.txt
ZUL,Zulu,production=1;military=0;society=1,1,tier_6,0,0,P2,Southern Africa,international_relations,,,,common/history/countries/zul - zulu.txt
ZWY,Zuwayya,production=1;military=0;society=0,0,tier_6,0,0,P3,North Africa,,,,,common/history/countries/zwy - zuwayya.txt
