reference_id,scope,production_method_id,production_method_group,building_ids,file,line_or_block,gate_type,gate_expression,technology_id,technology_category,technology_era,technology_status,vanilla_requirement,mod_requirement,vanilla_mod_relationship,hidden_alias,pm_role,frozen_target,frozen_target_source,design_status,notes
PMTG-0001,EFFECTIVE_VANILLA,pm_aeroplane_production,pmg_aeroplanes,building_automotive_industry,common/production_methods/01_industry.txt,2221,UNLOCKING_TECHNOLOGIES,unlocking_technologies = { military_aviation },military_aviation,military,era_10,VISIBLE_POST1836,unlocking_technologies = { military_aviation },INHERITED_FROM_VANILLA: unlocking_technologies = { military_aviation },INHERITED_VANILLA,NO,INTERMEDIATE_PM,,,NO_TRANSFER_REQUIRED,Expanded per effective PMG; no mod override.
PMTG-0157,EFFECTIVE_VANILLA,pm_military_shipbuilding_steam_2,pmg_military_base,NONE_RESOLVED,common/production_methods/01_industry.txt,2129,UNLOCKING_TECHNOLOGIES,unlocking_technologies = { arc_welding },arc_welding,production,era_12,VISIBLE_POST1836,unlocking_technologies = { arc_welding },INHERITED_FROM_VANILLA: unlocking_technologies = { arc_welding },INHERITED_VANILLA,NO,MILITARY_PM,,,NO_TRANSFER_REQUIRED,Expanded per effective PMG; no mod override.
PMTG-0158,EFFECTIVE_VANILLA,pm_atmospheric_engine_pump_building_coal_mine,pmg_mining_equipment_building_coal_mine,building_coal_mine,common/production_methods/03_mines.txt,24,UNLOCKING_TECHNOLOGIES,unlocking_technologies = { atmospheric_engine },atmospheric_engine,production,era_1,VISIBLE_TECH3A_I_VI,unlocking_technologies = { atmospheric_engine },INHERITED_FROM_VANILLA: unlocking_technologies = { atmospheric_engine },INHERITED_VANILLA,NO,INTERMEDIATE_PM,,,NO_TRANSFER_REQUIRED,Expanded per effective PMG; no mod override.
PMTG-0159,EFFECTIVE_VANILLA,pm_condensing_engine_pump_building_coal_mine,pmg_mining_equipment_building_coal_mine,building_coal_mine,common/production_methods/03_mines.txt,55,UNLOCKING_TECHNOLOGIES,unlocking_technologies = { watertube_boiler },watertube_boiler,production,era_7,VISIBLE_POST1836,unlocking_technologies = { watertube_boiler },INHERITED_FROM_VANILLA: unlocking_technologies = { watertube_boiler },INHERITED_VANILLA,NO,INTERMEDIATE_PM,,,NO_TRANSFER_REQUIRED,Expanded per effective PMG; no mod override.
PMTG-0160,EFFECTIVE_VANILLA,pm_diesel_pump_building_coal_mine,pmg_mining_equipment_building_coal_mine,building_coal_mine,common/production_methods/03_mines.txt,86,UNLOCKING_TECHNOLOGIES,unlocking_technologies = { compression_ignition },compression_ignition,production,era_11,VISIBLE_POST1836,unlocking_technologies = { compression_ignition },INHERITED_FROM_VANILLA: unlocking_technologies = { compression_ignition },INHERITED_VANILLA,NO,ADVANCED_PM,,,NO_TRANSFER_REQUIRED,Expanded per effective PMG; no mod override.
PMTG-0161,EFFECTIVE_VANILLA,pm_atmospheric_engine_pump_building_gold_mine,pmg_mining_equipment_building_gold_mine,building_gold_mine,common/production_methods/03_mines.txt,821,UNLOCKING_TECHNOLOGIES,unlocking_technologies = { atmospheric_engine },atmospheric_engine,production,era_1,VISIBLE_TECH3A_I_VI,unlocking_technologies = { atmospheric_engine },INHERITED_FROM_VANILLA: unlocking_technologies = { atmospheric_engine },INHERITED_VANILLA,NO,INTERMEDIATE_PM,,,NO_TRANSFER_REQUIRED,Expanded per effective PMG; no mod override.
PMTG-0162,EFFECTIVE_VANILLA,pm_condensing_engine_pump_building_gold_mine,pmg_mining_equipment_building_gold_mine,building_gold_mine,common/production_methods/03_mines.txt,858,UNLOCKING_TECHNOLOGIES,unlocking_technologies = { watertube_boiler },watertube_boiler,production,era_7,VISIBLE_POST1836,unlocking_technologies = { watertube_boiler },INHERITED_FROM_VANILLA: unlocking_technologies = { watertube_boiler },INHERITED_VANILLA,NO,INTERMEDIATE_PM,,,NO_TRANSFER_REQUIRED,Expanded per effective PMG; no mod override.
PMTG-0163,EFFECTIVE_VANILLA,pm_diesel_pump_building_gold_mine,pmg_mining_equipment_building_gold_mine,building_gold_mine,common/production_methods/03_mines.txt,895,UNLOCKING_TECHNOLOGIES,unlocking_technologies = { compression_ignition },compression_ignition,production,era_11,VISIBLE_POST1836,unlocking_technologies = { compression_ignition },INHERITED_FROM_VANILLA: unlocking_technologies = { compression_ignition },INHERITED_VANILLA,NO,ADVANCED_PM,,,NO_TRANSFER_REQUIRED,Expanded per effective PMG; no mod override.
PMTG-0164,EFFECTIVE_VANILLA,pm_atmospheric_engine_pump_building_iron_mine,pmg_mining_equipment_building_iron_mine,building_iron_mine,common/production_methods/03_mines.txt,240,UNLOCKING_TECHNOLOGIES,unlocking_technologies = { atmospheric_engine },atmospheric_engine,production,era_1,VISIBLE_TECH3A_I_VI,unlocking_technologies = { atmospheric_engine },INHERITED_FROM_VANILLA: unlocking_technologies = { atmospheric_engine },INHERITED_VANILLA,NO,INTERMEDIATE_PM,,,NO_TRANSFER_REQUIRED,Expanded per effective PMG; no mod override.
PMTG-0165,EFFECTIVE_VANILLA,pm_condensing_engine_pump_building_iron_mine,pmg_mining_equipment_building_iron_mine,building_iron_mine,common/production_methods/03_mines.txt,272,UNLOCKING_TECHNOLOGIES,unlocking_technologies = { watertube_boiler },watertube_boiler,production,era_7,VISIBLE_POST1836,unlocking_technologies = { watertube_boiler },INHERITED_FROM_VANILLA: unlocking_technologies = { watertube_boiler },INHERITED_VANILLA,NO,INTERMEDIATE_PM,,,NO_TRANSFER_REQUIRED,Expanded per effective PMG; no mod override.
PMTG-0166,EFFECTIVE_VANILLA,pm_diesel_pump_building_iron_mine,pmg_mining_equipment_building_iron_mine,building_iron_mine,common/production_methods/03_mines.txt,304,UNLOCKING_TECHNOLOGIES,unlocking_technologies = { compression_ignition },compression_ignition,production,era_11,VISIBLE_POST1836,unlocking_technologies = { compression_ignition },INHERITED_FROM_VANILLA: unlocking_technologies = { compression_ignition },INHERITED_VANILLA,NO,ADVANCED_PM,,,NO_TRANSFER_REQUIRED,Expanded per effective PMG; no mod override.
PMTG-0167,EFFECTIVE_VANILLA,pm_atmospheric_engine_pump_building_lead_mine,pmg_mining_equipment_building_lead_mine,building_lead_mine,common/production_methods/03_mines.txt,472,UNLOCKING_TECHNOLOGIES,unlocking_technologies = { atmospheric_engine },atmospheric_engine,production,era_1,VISIBLE_TECH3A_I_VI,unlocking_technologies = { atmospheric_engine },INHERITED_FROM_VANILLA: unlocking_technologies = { atmospheric_engine },INHERITED_VANILLA,NO,INTERMEDIATE_PM,,,NO_TRANSFER_REQUIRED,Expanded per effective PMG; no mod override.
PMTG-0168,EFFECTIVE_VANILLA,pm_condensing_engine_pump_building_lead_mine,pmg_mining_equipment_building_lead_mine,building_lead_mine,common/production_methods/03_mines.txt,503,UNLOCKING_TECHNOLOGIES,unlocking_technologies = { watertube_boiler },watertube_boiler,production,era_7,VISIBLE_POST1836,unlocking_technologies = { watertube_boiler },INHERITED_FROM_VANILLA: unlocking_technologies = { watertube_boiler },INHERITED_VANILLA,NO,INTERMEDIATE_PM,,,NO_TRANSFER_REQUIRED,Expanded per effective PMG; no mod override.
PMTG-0169,EFFECTIVE_VANILLA,pm_diesel_pump_building_lead_mine,pmg_mining_equipment_building_lead_mine,building_lead_mine,common/production_methods/03_mines.txt,534,UNLOCKING_TECHNOLOGIES,unlocking_technologies = { compression_ignition },compression_ignition,production,era_11,VISIBLE_POST1836,unlocking_technologies = { compression_ignition },INHERITED_FROM_VANILLA: unlocking_technologies = { compression_ignition },INHERITED_VANILLA,NO,ADVANCED_PM,,,NO_TRANSFER_REQUIRED,Expanded per effective PMG; no mod override.
PMTG-0170,EFFECTIVE_VANILLA,pm_atmospheric_engine_pump_building_sulfur_mine,pmg_mining_equipment_building_sulfur_mine,building_sulfur_mine,common/production_methods/03_mines.txt,643,UNLOCKING_TECHNOLOGIES,unlocking_technologies = { atmospheric_engine },atmospheric_engine,production,era_1,VISIBLE_TECH3A_I_VI,unlocking_technologies = { atmospheric_engine },INHERITED_FROM_VANILLA: unlocking_technologies = { atmospheric_engine },INHERITED_VANILLA,NO,INTERMEDIATE_PM,,,NO_TRANSFER_REQUIRED,Expanded per effective PMG; no mod override.
PMTG-0171,EFFECTIVE_VANILLA,pm_condensing_engine_pump_building_sulfur_mine,pmg_mining_equipment_building_sulfur_mine,building_sulfur_mine,common/production_methods/03_mines.txt,674,UNLOCKING_TECHNOLOGIES,unlocking_technologies = { watertube_boiler },watertube_boiler,production,era_7,VISIBLE_POST1836,unlocking_technologies = { watertube_boiler },INHERITED_FROM_VANILLA: unlocking_technologies = { watertube_boiler },INHERITED_VANILLA,NO,INTERMEDIATE_PM,,,NO_TRANSFER_REQUIRED,Expanded per effective PMG; no mod override.
PMTG-0172,EFFECTIVE_VANILLA,pm_diesel_pump_building_sulfur_mine,pmg_mining_equipment_building_sulfur_mine,building_sulfur_mine,common/production_methods/03_mines.txt,705,UNLOCKING_TECHNOLOGIES,unlocking_technologies = { compression_ignition },compression_ignition,production,era_11,VISIBLE_POST1836,unlocking_technologies = { compression_ignition },INHERITED_FROM_VANILLA: unlocking_technologies = { compression_ignition },INHERITED_VANILLA,NO,ADVANCED_PM,,,NO_TRANSFER_REQUIRED,Expanded per effective PMG; no mod override.
PMTG-0173,EFFECTIVE_VANILLA,pm_power_of_the_purse,pmg_naval_theory,NONE_RESOLVED,common/production_methods/05_military.txt,342,UNLOCKING_TECHNOLOGIES,unlocking_technologies = { power_of_the_purse },power_of_the_purse,military,era_7,HIDDEN_COMPATIBILITY_ALIAS,unlocking_technologies = { power_of_the_purse },INHERITED_FROM_VANILLA: unlocking_technologies = { power_of_the_purse },INHERITED_VANILLA,YES,NAVAL_PM,state_dockyard_systems,docs/reports/technology/TECH2H_VANILLA_SPLIT_UNLOCK_MATRIX.csv,FROZEN_TARGET_AVAILABLE,Expanded per effective PMG; no mod override.
PMTG-0174,EFFECTIVE_VANILLA,pm_jeune_ecole,pmg_naval_theory,NONE_RESOLVED,common/production_methods/05_military.txt,367,UNLOCKING_TECHNOLOGIES,unlocking_technologies = { jeune_ecole },jeune_ecole,military,era_9,VISIBLE_POST1836,unlocking_technologies = { jeune_ecole },INHERITED_FROM_VANILLA: unlocking_technologies = { jeune_ecole },INHERITED_VANILLA,NO,NAVAL_PM,,,NO_TRANSFER_REQUIRED,Expanded per effective PMG; no mod override.
PMTG-0175,EFFECTIVE_VANILLA,pm_sea_lane_strategies,pmg_naval_theory,NONE_RESOLVED,common/production_methods/05_military.txt,392,UNLOCKING_TECHNOLOGIES,unlocking_technologies = { sea_lane_strategies },sea_lane_strategies,military,era_10,VISIBLE_POST1836,unlocking_technologies = { sea_lane_strategies },INHERITED_FROM_VANILLA: unlocking_technologies = { sea_lane_strategies },INHERITED_VANILLA,NO,NAVAL_PM,,,NO_TRANSFER_REQUIRED,Expanded per effective PMG; no mod override.
PMTG-0176,EFFECTIVE_VANILLA,pm_battlefleet_tactics,pmg_naval_theory,NONE_RESOLVED,common/production_methods/05_military.txt,417,UNLOCKING_TECHNOLOGIES,unlocking_technologies = { battlefleet_tactics },battlefleet_tactics,military,era_12,VISIBLE_POST1836,unlocking_technologies = { battlefleet_tactics },INHERITED_FROM_VANILLA: unlocking_technologies = { battlefleet_tactics },INHERITED_VANILLA,NO,NAVAL_PM,,,NO_TRANSFER_REQUIRED,Expanded per effective PMG; no mod override.
PMTG-0177,EFFECTIVE_VANILLA,pm_bourgeoisie_patronage,pmg_ownership_building_art_academy,building_art_academy,common/production_methods/06_urban_center.txt,361,UNLOCKING_TECHNOLOGIES,unlocking_technologies = { realism },realism,society,era_7,VISIBLE_POST1836,unlocking_technologies = { realism },INHERITED_FROM_VANILLA: unlocking_technologies = { realism },INHERITED_VANILLA,NO,OWNERSHIP_PM,,,NO_TRANSFER_REQUIRED,Expanded per effective PMG; no mod override.
PMTG-0178,EFFECTIVE_VANILLA,pm_independent_artists,pmg_ownership_building_art_academy,building_art_academy,common/production_methods/06_urban_center.txt,382,UNLOCKING_TECHNOLOGIES,unlocking_technologies = { realism },realism,society,era_7,VISIBLE_POST1836,unlocking_technologies = { realism },INHERITED_FROM_VANILLA: unlocking_technologies = { realism },INHERITED_VANILLA,NO,OWNERSHIP_PM,,,NO_TRANSFER_REQUIRED,Expanded per effective PMG; no mod override.
PMTG-0179,EFFECTIVE_VANILLA,pm_financial_district_publicly_traded,pmg_ownership_building_financial_district,building_financial_district,common/production_methods/11_private_infrastructure.txt,474,UNLOCKING_TECHNOLOGIES,unlocking_technologies = { mutual_funds },mutual_funds,society,era_8,VISIBLE_POST1836,unlocking_technologies = { mutual_funds },INHERITED_FROM_VANILLA: unlocking_technologies = { mutual_funds },INHERITED_VANILLA,NO,OWNERSHIP_PM,,,NO_TRANSFER_REQUIRED,Expanded per effective PMG; no mod override.
PMTG-0180,EFFECTIVE_VANILLA,pm_steel_passenger_carriages,pmg_passenger_trains,building_railway,common/production_methods/11_private_infrastructure.txt,331,UNLOCKING_TECHNOLOGIES,unlocking_technologies = { steel_railway_cars },steel_railway_cars,production,era_8,VISIBLE_POST1836,unlocking_technologies = { steel_railway_cars },INHERITED_FROM_VANILLA: unlocking_technologies = { steel_railway_cars },INHERITED_VANILLA,NO,INTERMEDIATE_PM,,,NO_TRANSFER_REQUIRED,Expanded per effective PMG; no mod override.
PMTG-0181,EFFECTIVE_VANILLA,pm_public_trams,pmg_public_transport,building_urban_center,common/production_methods/06_urban_center.txt,158,UNLOCKING_TECHNOLOGIES,unlocking_technologies = { railways },railways,production,era_6,VISIBLE_TECH3A_I_VI,unlocking_technologies = { railways },INHERITED_FROM_VANILLA: unlocking_technologies = { railways },INHERITED_VANILLA,NO,NAVAL_PM,,,NO_TRANSFER_REQUIRED,Expanded per effective PMG; no mod override.
PMTG-0182,EFFECTIVE_VANILLA,pm_public_motor_carriages,pmg_public_transport,building_urban_center,common/production_methods/06_urban_center.txt,185,UNLOCKING_TECHNOLOGIES,unlocking_technologies = { combustion_engine },combustion_engine,production,era_9,VISIBLE_POST1836,unlocking_technologies = { combustion_engine },INHERITED_FROM_VANILLA: unlocking_technologies = { combustion_engine },INHERITED_VANILLA,NO,NAVAL_PM,,,NO_TRANSFER_REQUIRED,Expanded per effective PMG; no mod override.
PMTG-0183,EFFECTIVE_VANILLA,pm_radios,pmg_radios_category,building_electrics_industry,common/production_methods/01_industry.txt,2296,UNLOCKING_TECHNOLOGIES,unlocking_technologies = { radio },radio,production,era_11,VISIBLE_POST1836,unlocking_technologies = { radio },INHERITED_FROM_VANILLA: unlocking_technologies = { radio },INHERITED_VANILLA,NO,INTERMEDIATE_PM,,,NO_TRANSFER_REQUIRED,Expanded per effective PMG; no mod override.
PMTG-0184,EFFECTIVE_VANILLA,vacuum_pan_sugar,pmg_refinement_building_sugar_plantation,building_sugar_plantation,common/production_methods/04_plantations.txt,504,UNLOCKING_TECHNOLOGIES,unlocking_technologies = { watertube_boiler },watertube_boiler,production,era_7,VISIBLE_POST1836,unlocking_technologies = { watertube_boiler },INHERITED_FROM_VANILLA: unlocking_technologies = { watertube_boiler },INHERITED_VANILLA,NO,INTERMEDIATE_PM,,,NO_TRANSFER_REQUIRED,Expanded per effective PMG; no mod override.
PMTG-0185,EFFECTIVE_VANILLA,steam_powered_evaporation_sugar,pmg_refinement_building_sugar_plantation,building_sugar_plantation,common/production_methods/04_plantations.txt,526,UNLOCKING_TECHNOLOGIES,unlocking_technologies = { fractional_distillation },fractional_distillation,production,era_6,VISIBLE_TECH3A_I_VI,unlocking_technologies = { fractional_distillation },INHERITED_FROM_VANILLA: unlocking_technologies = { fractional_distillation },INHERITED_VANILLA,NO,INTERMEDIATE_PM,,,NO_TRANSFER_REQUIRED,Expanded per effective PMG; no mod override.
PMTG-0186,EFFECTIVE_VANILLA,centrifugal_machine_sugar,pmg_refinement_building_sugar_plantation,building_sugar_plantation,common/production_methods/04_plantations.txt,550,UNLOCKING_TECHNOLOGIES,unlocking_technologies = { rotary_valve_engine },rotary_valve_engine,production,era_8,VISIBLE_POST1836,unlocking_technologies = { rotary_valve_engine },INHERITED_FROM_VANILLA: unlocking_technologies = { rotary_valve_engine },INHERITED_VANILLA,NO,ADVANCED_PM,,,NO_TRANSFER_REQUIRED,Expanded per effective PMG; no mod override.
PMTG-0187,EFFECTIVE_VANILLA,pm_refrigerated_storage_building_fishing_wharf,pmg_refrigeration_building_fishing_wharf,building_fishing_wharf,common/production_methods/09_misc_resource.txt,315,UNLOCKING_TECHNOLOGIES,unlocking_technologies = { pasteurization },pasteurization,production,era_10,VISIBLE_POST1836,unlocking_technologies = { pasteurization },INHERITED_FROM_VANILLA: unlocking_technologies = { pasteurization },INHERITED_VANILLA,NO,INTERMEDIATE_PM,,,NO_TRANSFER_REQUIRED,Expanded per effective PMG; no mod override.
PMTG-0188,EFFECTIVE_VANILLA,pm_refrigerated_rail_cars_building_fishing_wharf,pmg_refrigeration_building_fishing_wharf,building_fishing_wharf,common/production_methods/09_misc_resource.txt,343,UNLOCKING_TECHNOLOGIES,unlocking_technologies = { electric_railway },electric_railway,production,era_10,VISIBLE_POST1836,unlocking_technologies = { electric_railway },INHERITED_FROM_VANILLA: unlocking_technologies = { electric_railway },INHERITED_VANILLA,NO,INTERMEDIATE_PM,,,NO_TRANSFER_REQUIRED,Expanded per effective PMG; no mod override.
PMTG-0189,EFFECTIVE_VANILLA,pm_flash_freezing_building_fishing_wharf,pmg_refrigeration_building_fishing_wharf,building_fishing_wharf,common/production_methods/09_misc_resource.txt,366,UNLOCKING_TECHNOLOGIES,unlocking_technologies = { flash_freezing },flash_freezing,production,era_12,VISIBLE_POST1836,unlocking_technologies = { flash_freezing },INHERITED_FROM_VANILLA: unlocking_technologies = { flash_freezing },INHERITED_VANILLA,NO,ADVANCED_PM,,,NO_TRANSFER_REQUIRED,Expanded per effective PMG; no mod override.
PMTG-0190,EFFECTIVE_VANILLA,pm_refrigerated_storage_building_livestock_ranch,pmg_refrigeration_building_livestock_ranch,building_livestock_ranch,common/production_methods/02_agro.txt,634,UNLOCKING_TECHNOLOGIES,unlocking_technologies = { pasteurization },pasteurization,production,era_10,VISIBLE_POST1836,unlocking_technologies = { pasteurization },INHERITED_FROM_VANILLA: unlocking_technologies = { pasteurization },INHERITED_VANILLA,NO,INTERMEDIATE_PM,,,NO_TRANSFER_REQUIRED,Expanded per effective PMG; no mod override.
PMTG-0191,EFFECTIVE_VANILLA,pm_refrigerated_rail_cars_building_livestock_ranch,pmg_refrigeration_building_livestock_ranch,building_livestock_ranch,common/production_methods/02_agro.txt,654,UNLOCKING_TECHNOLOGIES,unlocking_technologies = { electric_railway },electric_railway,production,era_10,VISIBLE_POST1836,unlocking_technologies = { electric_railway },INHERITED_FROM_VANILLA: unlocking_technologies = { electric_railway },INHERITED_VANILLA,NO,ADVANCED_PM,,,NO_TRANSFER_REQUIRED,Expanded per effective PMG; no mod override.
PMTG-0192,EFFECTIVE_VANILLA,pm_refrigerated_storage_building_whaling_station,pmg_refrigeration_building_whaling_station,building_whaling_station,common/production_methods/09_misc_resource.txt,463,UNLOCKING_TECHNOLOGIES,unlocking_technologies = { pasteurization },pasteurization,production,era_10,VISIBLE_POST1836,unlocking_technologies = { pasteurization },INHERITED_FROM_VANILLA: unlocking_technologies = { pasteurization },INHERITED_VANILLA,NO,NAVAL_PM,,,NO_TRANSFER_REQUIRED,Expanded per effective PMG; no mod override.
PMTG-0193,EFFECTIVE_VANILLA,pm_refrigerated_rail_cars_building_whaling_station,pmg_refrigeration_building_whaling_station,building_whaling_station,common/production_methods/09_misc_resource.txt,491,UNLOCKING_TECHNOLOGIES,unlocking_technologies = { electric_railway },electric_railway,production,era_10,VISIBLE_POST1836,unlocking_technologies = { electric_railway },INHERITED_FROM_VANILLA: unlocking_technologies = { electric_railway },INHERITED_VANILLA,NO,NAVAL_PM,,,NO_TRANSFER_REQUIRED,Expanded per effective PMG; no mod override.
PMTG-0194,EFFECTIVE_VANILLA,pm_flash_freezing_building_whaling_station,pmg_refrigeration_building_whaling_station,building_whaling_station,common/production_methods/09_misc_resource.txt,514,UNLOCKING_TECHNOLOGIES,unlocking_technologies = { flash_freezing },flash_freezing,production,era_12,VISIBLE_POST1836,unlocking_technologies = { flash_freezing },INHERITED_FROM_VANILLA: unlocking_technologies = { flash_freezing },INHERITED_VANILLA,NO,NAVAL_PM,,,NO_TRANSFER_REQUIRED,Expanded per effective PMG; no mod override.
PMTG-0195,EFFECTIVE_VANILLA,pm_sugar_beets,pmg_secondary_building_rye_farm,building_rye_farm,common/production_methods/02_agro.txt,156,UNLOCKING_TECHNOLOGIES,unlocking_technologies = { fractional_distillation },fractional_distillation,production,era_6,VISIBLE_TECH3A_I_VI,unlocking_technologies = { fractional_distillation },INHERITED_FROM_VANILLA: unlocking_technologies = { fractional_distillation },INHERITED_VANILLA,NO,SECONDARY_OUTPUT_PM,,,NO_TRANSFER_REQUIRED,Expanded per effective PMG; no mod override.
PMTG-0196,EFFECTIVE_VANILLA,pm_sugar_beets,pmg_secondary_building_wheat_farm,building_wheat_farm,common/production_methods/02_agro.txt,156,UNLOCKING_TECHNOLOGIES,unlocking_technologies = { fractional_distillation },fractional_distillation,production,era_6,VISIBLE_TECH3A_I_VI,unlocking_technologies = { fractional_distillation },INHERITED_FROM_VANILLA: unlocking_technologies = { fractional_distillation },INHERITED_VANILLA,NO,SECONDARY_OUTPUT_PM,,,NO_TRANSFER_REQUIRED,Expanded per effective PMG; no mod override.
PMTG-0197,EFFECTIVE_VANILLA,pm_sheep_farms,pmg_sheep_ranch,building_livestock_ranch,common/production_methods/02_agro.txt,471,UNLOCKING_TECHNOLOGIES,unlocking_technologies = { intensive_agriculture },intensive_agriculture,production,era_5,HIDDEN_COMPATIBILITY_ALIAS,unlocking_technologies = { intensive_agriculture },INHERITED_FROM_VANILLA: unlocking_technologies = { intensive_agriculture },INHERITED_VANILLA,YES,INTERMEDIATE_PM,selective_breeding,docs/reports/technology/TECH2H_VANILLA_SPLIT_UNLOCK_MATRIX.csv,FROZEN_TARGET_AVAILABLE,Expanded per effective PMG; no mod override.
PMTG-0198,EFFECTIVE_VANILLA,pm_intensive_grazing_ranch,pmg_sheep_ranch,building_livestock_ranch,common/production_methods/02_agro.txt,487,UNLOCKING_TECHNOLOGIES,unlocking_technologies = { mechanized_farming },mechanized_farming,production,era_7,VISIBLE_POST1836,unlocking_technologies = { mechanized_farming },INHERITED_FROM_VANILLA: unlocking_technologies = { mechanized_farming },INHERITED_VANILLA,NO,ADVANCED_PM,,,NO_TRANSFER_REQUIRED,Expanded per effective PMG; no mod override.
PMTG-0199,EFFECTIVE_VANILLA,pm_steam_donkey_building_coal_mine,pmg_steam_automation_building_coal_mine,building_coal_mine,common/production_methods/03_mines.txt,187,UNLOCKING_TECHNOLOGIES,unlocking_technologies = { steam_donkey },steam_donkey,production,era_9,VISIBLE_POST1836,unlocking_technologies = { steam_donkey },INHERITED_FROM_VANILLA: unlocking_technologies = { steam_donkey },INHERITED_VANILLA,NO,AUTOMATION_PM,,,NO_TRANSFER_REQUIRED,Expanded per effective PMG; no mod override.
PMTG-0200,EFFECTIVE_VANILLA,pm_steam_donkey_mine,pmg_steam_automation_building_gold_mine,building_gold_mine,common/production_methods/03_mines.txt,400,UNLOCKING_TECHNOLOGIES,unlocking_technologies = { steam_donkey },steam_donkey,production,era_9,VISIBLE_POST1836,unlocking_technologies = { steam_donkey },INHERITED_FROM_VANILLA: unlocking_technologies = { steam_donkey },INHERITED_VANILLA,NO,AUTOMATION_PM,,,NO_TRANSFER_REQUIRED,Expanded per effective PMG; no mod override.
PMTG-0201,EFFECTIVE_VANILLA,pm_steam_donkey_mine,pmg_steam_automation_building_iron_mine,building_iron_mine,common/production_methods/03_mines.txt,400,UNLOCKING_TECHNOLOGIES,unlocking_technologies = { steam_donkey },steam_donkey,production,era_9,VISIBLE_POST1836,unlocking_technologies = { steam_donkey },INHERITED_FROM_VANILLA: unlocking_technologies = { steam_donkey },INHERITED_VANILLA,NO,AUTOMATION_PM,,,NO_TRANSFER_REQUIRED,Expanded per effective PMG; no mod override.
PMTG-0202,EFFECTIVE_VANILLA,pm_steam_donkey_mine,pmg_steam_automation_building_lead_mine,building_lead_mine,common/production_methods/03_mines.txt,400,UNLOCKING_TECHNOLOGIES,unlocking_technologies = { steam_donkey },steam_donkey,production,era_9,VISIBLE_POST1836,unlocking_technologies = { steam_donkey },INHERITED_FROM_VANILLA: unlocking_technologies = { steam_donkey },INHERITED_VANILLA,NO,AUTOMATION_PM,,,NO_TRANSFER_REQUIRED,Expanded per effective PMG; no mod override.
PMTG-0203,EFFECTIVE_VANILLA,pm_steam_donkey_mine,pmg_steam_automation_building_sulfur_mine,building_sulfur_mine,common/production_methods/03_mines.txt,400,UNLOCKING_TECHNOLOGIES,unlocking_technologies = { steam_donkey },steam_donkey,production,era_9,VISIBLE_POST1836,unlocking_technologies = { steam_donkey },INHERITED_FROM_VANILLA: unlocking_technologies = { steam_donkey },INHERITED_VANILLA,NO,AUTOMATION_PM,,,NO_TRANSFER_REQUIRED,Expanded per effective PMG; no mod override.
PMTG-0204,EFFECTIVE_VANILLA,pm_bessemer_process,pmg_steelmaking_process,building_steel_mill,common/production_methods/01_industry.txt,1562,UNLOCKING_TECHNOLOGIES,unlocking_technologies = { bessemer_process },bessemer_process,production,era_7,VISIBLE_POST1836,unlocking_technologies = { bessemer_process },INHERITED_FROM_VANILLA: unlocking_technologies = { bessemer_process },INHERITED_VANILLA,NO,INTERMEDIATE_PM,,,NO_TRANSFER_REQUIRED,Expanded per effective PMG; no mod override.
PMTG-0205,EFFECTIVE_VANILLA,pm_open_hearth_process,pmg_steelmaking_process,building_steel_mill,common/production_methods/01_industry.txt,1595,UNLOCKING_TECHNOLOGIES,unlocking_technologies = { open_hearth_process },open_hearth_process,production,era_8,VISIBLE_POST1836,unlocking_technologies = { open_hearth_process },INHERITED_FROM_VANILLA: unlocking_technologies = { open_hearth_process },INHERITED_VANILLA,NO,INTERMEDIATE_PM,,,NO_TRANSFER_REQUIRED,Expanded per effective PMG; no mod override.
PMTG-0206,EFFECTIVE_VANILLA,pm_electric_arc_process,pmg_steelmaking_process,building_steel_mill,common/production_methods/01_industry.txt,1628,UNLOCKING_TECHNOLOGIES,unlocking_technologies = { electric_arc_process },electric_arc_process,production,era_10,VISIBLE_POST1836,unlocking_technologies = { electric_arc_process },INHERITED_FROM_VANILLA: unlocking_technologies = { electric_arc_process },INHERITED_VANILLA,NO,ADVANCED_PM,,,NO_TRANSFER_REQUIRED,Expanded per effective PMG; no mod override.
PMTG-0207,EFFECTIVE_VANILLA,pm_electric_streetlights,pmg_street_lighting,building_urban_center,common/production_methods/06_urban_center.txt,120,UNLOCKING_TECHNOLOGIES,unlocking_technologies = { electrical_generation },electrical_generation,production,era_9,VISIBLE_POST1836,unlocking_technologies = { electrical_generation },INHERITED_FROM_VANILLA: unlocking_technologies = { electrical_generation },INHERITED_VANILLA,NO,INTERMEDIATE_PM,,,NO_TRANSFER_REQUIRED,Expanded per effective PMG; no mod override.
PMTG-0208,EFFECTIVE_VANILLA,pm_rayon,pmg_synthetic_silk,building_synthetics_plant,common/production_methods/01_industry.txt,1503,UNLOCKING_TECHNOLOGIES,unlocking_technologies = { art_silk },art_silk,production,era_10,VISIBLE_POST1836,unlocking_technologies = { art_silk },INHERITED_FROM_VANILLA: unlocking_technologies = { art_silk },INHERITED_VANILLA,NO,INTERMEDIATE_PM,,,NO_TRANSFER_REQUIRED,Expanded per effective PMG; no mod override.
