tech_id,display_name,branch,era,historical_window,historical_anchor,source_tree,vanilla_equivalent,vanilla_action,vanilla_name_preserved,vanilla_id_preserved,prerequisites,cross_branch_prerequisites,successors,post_1836_bridge,technology_scope,1776_adoption_class,regionalization_status,main_unlocks,goods_involved,buildings_involved,pm_pmg_involved,ship_designer_effect,resource_discovery_effect,ai_base_weight_class,ai_context_tags,economic_chain_id,relative_cost_class,proposed_cost_band,placeholder_icon,final_icon_status,description_concept,implementation_complexity,technical_risk,historical_risk,notes
periodical_print_networks,Periodical Print Networks,Society,I,Presse périodique pré-1700; expansion forte au XVIIIe,Publication régulière et réseaux de distribution de nouvelles,SOCIETY_V1,mass_communication,SPLIT,NO,NO,,,codified_practical_knowledge;constitutional_government;human_rights;national_sovereignty;organized_reform_movements;optical_telegraph_networks;mechanized_printing,PRESERVE_POST_1836_VANILLA_SUCCESSORS_PENDING_ERAS_VII_XII,UNIVERSAL_STARTING_DIFFERENTIAL,regionally established before 1776,UNIVERSAL_STARTING_DIFFERENTIAL,Gazettes; journaux; revues; périodiques savants; circulation régulière des nouvelles,Paper demand,,,NONE,NONE,CONTEXTUAL_STANDARD,TECH_STATE:prerequisites+neighboring_branches;SOCIETY:literacy+universities+bureaucracy+mortality,STATE_INFORMATION_AND_MEDIA,FOUNDATIONAL,BAND_A_LOWEST,gfx/error_manul.dds,REQUIRED_NOT_CREATED,Information diffusion; tech/culture spread; movement reach; ne suppose pas Free Press,MEDIUM,MEDIUM,HIGH,Japon Edo peut avoir forte culture imprimée sans suivre le même chemin typographique européen; réformes ottomanes/égyptiennes peuvent acquérir cette capacité par événements.
systematic_administrative_statistics,Systematic Administrative Statistics,Society,II,XVIIIe siècle; avec antécédents administratifs très anciens,Utilisation régulière et comparée des données pour connaître l'État,SOCIETY_V1,central_archives;tech_bureaucracy,SPLIT,NO,NO,,,logistics;political_economy;systematic_population_registration;systematic_cadastral_surveying;systematic_legal_codification;scientific_metrology;central_statistical_offices;professional_civil_policing,PRESERVE_POST_1836_VANILLA_SUCCESSORS_PENDING_ERAS_VII_XII,UNIVERSAL_STARTING_DIFFERENTIAL,regionally established before 1776,UNIVERSAL_STARTING_DIFFERENTIAL,Rapports standardisés; tableaux fiscaux/économiques/démographiques; comparaison territoriale,Geological Surveying / resource planning,,,NONE,NONE,CONTEXTUAL_STANDARD,TECH_STATE:prerequisites+neighboring_branches;SOCIETY:literacy+universities+bureaucracy+mortality,STATE_INFORMATION_AND_MEDIA,FOUNDATIONAL,BAND_B_LOW,gfx/error_manul.dds,REQUIRED_NOT_CREATED,State information; taxation; census; surveying and planning,MEDIUM,MEDIUM,HIGH,Ne signifie pas 'invention de compter'.
variolation_networks,Variolation Networks,Society,II,Pratiques anciennes en Afrique/Asie/monde ottoman; diffusion documentée au début XVIIIe,Transmission documentée des méthodes vers de nouveaux réseaux médicaux,SOCIETY_V1,NONE,NEW,N/A,N/A,,,vaccination,PRESERVE_POST_1836_VANILLA_SUCCESSORS_PENDING_ERAS_VII_XII,EVENT_ACQUIRED_UNIVERSAL,regionally established before 1776,EVENT_ACQUIRED_UNIVERSAL,Inoculation antivariolique; mortality ↓ avec risques; knowledge-transfer events,,,,NONE,NONE,CONTEXTUAL_STANDARD,TECH_STATE:prerequisites+neighboring_branches;SOCIETY:literacy+universities+bureaucracy+mortality,NONE_DIRECT,FOUNDATIONAL,BAND_B_LOW,gfx/error_manul.dds,REQUIRED_NOT_CREATED,Réduction mortalité avec trade-off risque; prototype de technology transfer régional,MEDIUM,MEDIUM,HIGH,Certains pays/régions commencent avec la capacité; d'autres la débloquent par traduction; médecins; diplomatie ou événements.
codified_practical_knowledge,Codified & Encyclopedic Practical Knowledge,Society,III,Milieu XVIIIe,Systématisation publique de savoirs pratiques et scientifiques,SOCIETY_V1,rationalism,SPLIT,NO,NO,institutionalized_scientific_exchange;periodical_print_networks,,political_economy,PRESERVE_POST_1836_VANILLA_SUCCESSORS_PENDING_ERAS_VII_XII,UNIVERSAL,frontier / limited adoption in 1776,UNIVERSAL,Codification des arts; métiers et sciences; qualifications/tech spread ciblé,All applied branches,,,NONE,NONE,CONTEXTUAL_STANDARD,TECH_STATE:prerequisites+neighboring_branches;SOCIETY:literacy+universities+bureaucracy+mortality,RESEARCH_AND_TECHNICAL_CAPACITY,STANDARD,BAND_C_LOW_MEDIUM,gfx/error_manul.dds,REQUIRED_NOT_CREATED,Tech spread et diffusion de savoir-faire; pas gros bonus d'innovation brute,MEDIUM,MEDIUM,HIGH,
political_economy,Political Economy,Society,III,Milieu XVIIIe,Systematic study of production; circulation; taxation and national wealth,SOCIETY_V1,NONE,NEW,N/A,N/A,systematic_administrative_statistics;codified_practical_knowledge,,classical_political_economy,PRESERVE_POST_1836_VANILLA_SUCCESSORS_PENDING_ERAS_VII_XII,UNIVERSAL,frontier / limited adoption in 1776,UNIVERSAL,Economic-policy doctrines; tax/trade law hooks; analysis of agriculture; commerce and public wealth,Agriculture / industry / trade policy,,,NONE,NONE,CONTEXTUAL_STANDARD,TECH_STATE:prerequisites+neighboring_branches;SOCIETY:literacy+universities+bureaucracy+mortality,FINANCE_AND_INVESTMENT,STANDARD,BAND_C_LOW_MEDIUM,gfx/error_manul.dds,REQUIRED_NOT_CREATED,Unlock/weight economic laws rather than generic GDP buff,MEDIUM,MEDIUM,HIGH,
specialized_technical_academies,Specialized Technical Academies,Society,III,1740s–1790s,Permanent higher education specialized in engineering/mining/naval sciences,SOCIETY_V1,NONE,NEW,N/A,N/A,institutionalized_scientific_exchange,,polytechnical_education;specialized_professional_societies,PRESERVE_POST_1836_VANILLA_SUCCESSORS_PENDING_ERAS_VII_XII,UNIVERSAL,frontier / limited adoption in 1776,UNIVERSAL,Engineering; mining; naval and technical schools; engineer qualifications; targeted applied tech spread,Applied Mineralogy; Professional Civil Engineering; Chemical Works,,,NONE,NONE,CONTEXTUAL_STANDARD,TECH_STATE:prerequisites+neighboring_branches;SOCIETY:literacy+universities+bureaucracy+mortality,NONE_DIRECT,STANDARD,BAND_C_LOW_MEDIUM,gfx/error_manul.dds,REQUIRED_NOT_CREATED,Qualifications + cross-branch research/spread,MEDIUM,MEDIUM,HIGH,Ottoman and other reform paths can directly grant/progress this universal tech.
veterinary_science,Veterinary Science,Society,III,1760s onward,Institutionalized scientific veterinary education,SOCIETY_V1,NONE,NEW,N/A,N/A,institutionalized_scientific_exchange,,military_veterinary_services,PRESERVE_POST_1836_VANILLA_SUCCESSORS_PENDING_ERAS_VII_XII,UNIVERSAL,frontier / limited adoption in 1776,UNIVERSAL,Veterinary profession/schools; livestock health; military-veterinary crosslink,Selective Breeding; livestock,,,NONE,NONE,CONTEXTUAL_STANDARD,TECH_STATE:prerequisites+neighboring_branches;ECONOMY:agriculture+eligible_land+shortage;SOCIETY:literacy+universities+bureaucracy+mortality,MILITARY_SUPPLY_AND_HEALTH,STANDARD,BAND_C_LOW_MEDIUM,gfx/error_manul.dds,REQUIRED_NOT_CREATED,Livestock health and qualifications; military animal attrition link,MEDIUM,MEDIUM,HIGH,
organized_elementary_schooling,Organized Elementary Schooling,Society,III,XVIIe–XVIIIe; institutional intensification mid-late XVIIIe,Dense organized elementary-school networks and/or state systematization,SOCIETY_V1,NONE,NEW,N/A,N/A,,,mass_circulation_press,PRESERVE_POST_1836_VANILLA_SUCCESSORS_PENDING_ERAS_VII_XII,UNIVERSAL_STARTING_DIFFERENTIAL,frontier / limited adoption in 1776,UNIVERSAL_STARTING_DIFFERENTIAL,Broad basic literacy; teacher networks; reading/writing/arithmetic; Education Institution access,,,,NONE,NONE,CONTEXTUAL_STANDARD,TECH_STATE:prerequisites+neighboring_branches;SOCIETY:literacy+universities+bureaucracy+mortality,NONE_DIRECT,FOUNDATIONAL,BAND_C_LOW_MEDIUM,gfx/error_manul.dds,REQUIRED_NOT_CREATED,Literacy / education institution throughput; independent from exact ownership law,MEDIUM,MEDIUM,HIGH,Japan can start advanced in organized schooling without 'state school' tech.
systematic_population_registration,Systematic Population Registration,Society,III,Mid XVIIIe–early XIXe,Regular standardized population registration at large territorial scale,SOCIETY_V1,centralization,SPLIT,NO,NO,systematic_administrative_statistics,,central_statistical_offices,PRESERVE_POST_1836_VANILLA_SUCCESSORS_PENDING_ERAS_VII_XII,UNIVERSAL_STARTING_DIFFERENTIAL,frontier / limited adoption in 1776,UNIVERSAL_STARTING_DIFFERENTIAL,Regular enumeration; household/population registers; demographic totals; manpower/tax information,Workforce planning,,,NONE,NONE,CONTEXTUAL_STANDARD,TECH_STATE:prerequisites+neighboring_branches;SOCIETY:literacy+universities+bureaucracy+mortality,STATE_INFORMATION_AND_MEDIA,STANDARD,BAND_C_LOW_MEDIUM,gfx/error_manul.dds,REQUIRED_NOT_CREATED,Tax; conscription and demographic information; not 'invention of census',MEDIUM,MEDIUM,HIGH,Starting tech assignment must be historically differentiated.
medical_degrees,Medical Degrees,Society,III,Mid XVIIIe,Hospital-based systematic teaching from observed patients,SOCIETY_V1,medical_degrees;modern_nursing;psychiatry,RETIME,YES,YES,institutionalized_scientific_exchange,,permanent_military_hospitals;clinicopathological_medicine,PRESERVE_POST_1836_VANILLA_SUCCESSORS_PENDING_ERAS_VII_XII,UNIVERSAL,frontier / limited adoption in 1776,UNIVERSAL,Bedside teaching; case histories; anatomical dissection PM; surgical/obstetric training PM,,,,NONE,NONE,CONTEXTUAL_STANDARD,TECH_STATE:prerequisites+neighboring_branches;SOCIETY:literacy+universities+bureaucracy+mortality,NONE_DIRECT,STANDARD,BAND_C_LOW_MEDIUM,gfx/error_manul.dds,REQUIRED_NOT_CREATED,Medical qualifications and hospital efficiency; supports Military hospitals,MEDIUM,MEDIUM,HIGH,Anatomy; surgery and obstetrics remain PM/professional specializations; not separate core nodes.
classical_political_economy,Classical Political Economy,Society,IV,1770s–early XIXe,Smith and contemporaries systematize classical analysis of markets; division of labor and public policy,SOCIETY_V1,NONE,NEW,N/A,N/A,political_economy,,liberal_constitutionalism;early_socialism_cooperativism,PRESERVE_POST_1836_VANILLA_SUCCESSORS_PENDING_ERAS_VII_XII,UNIVERSAL,post-1776,UNIVERSAL,Market/trade/tax reform doctrines; investment and labor-market analysis,Trade / market / ownership law hooks,,,NONE,NONE,CONTEXTUAL_STANDARD,TECH_STATE:prerequisites+neighboring_branches;SOCIETY:literacy+universities+bureaucracy+mortality,FINANCE_AND_INVESTMENT,STANDARD,BAND_D_MEDIUM,gfx/error_manul.dds,REQUIRED_NOT_CREATED,Unlock/weight economic law options; does not force laissez-faire,MEDIUM,MEDIUM,HIGH,
constitutional_government,Constitutional Government,Society,IV,1776–1790s,Written constitutional frameworks explicitly defining sovereign institutions and powers,SOCIETY_V1,democracy,SPLIT,NO,NO,periodical_print_networks,,human_rights;national_sovereignty;liberal_constitutionalism,PRESERVE_POST_1836_VANILLA_SUCCESSORS_PENDING_ERAS_VII_XII,UNIVERSAL,post-1776,UNIVERSAL,Written-constitution frameworks; separation of powers; representative-government law hooks,,,,NONE,NONE,CONTEXTUAL_STANDARD,TECH_STATE:prerequisites+neighboring_branches;SOCIETY:literacy+universities+bureaucracy+mortality,NONE_DIRECT,STANDARD,BAND_D_MEDIUM,gfx/error_manul.dds,REQUIRED_NOT_CREATED,Government-law unlocks; no automatic democratization,MEDIUM,MEDIUM,HIGH,Latin American and Haitian constitutional trajectories must not be modeled as mere copies; multiple liberal; conservative and radical constitutional models existed.
human_rights,Human Rights,Society,IV,1770s–1790s,Rights framed as general claims of citizens/humans against privilege and arbitrary power,SOCIETY_V1,egalitarianism;feminism;human_rights,RETIME,YES,YES,constitutional_government;periodical_print_networks,,organized_reform_movements;abolitionist_mobilization;liberal_constitutionalism,PRESERVE_POST_1836_VANILLA_SUCCESSORS_PENDING_ERAS_VII_XII,UNIVERSAL,post-1776,UNIVERSAL,Civil-rights/citizenship law hooks; equality-before-law claims; women's-rights and abolitionist movement hooks,,,,NONE,NONE,CONTEXTUAL_STANDARD,TECH_STATE:prerequisites+neighboring_branches;SOCIETY:literacy+universities+bureaucracy+mortality,NONE_DIRECT,STANDARD,BAND_D_MEDIUM,gfx/error_manul.dds,REQUIRED_NOT_CREATED,Unlocks/strengthens laws and movements; does not apply rights automatically,MEDIUM,MEDIUM,HIGH,Haiti and colonial societies expose the contradiction between universal declarations and racial slavery; women's-rights advocacy is a movement package; not a separate core node before 1836.
national_sovereignty,National & Popular Sovereignty,Society,IV,1770s–early XIXe,Explicit location of sovereignty in the people/nation rather than solely dynastic authority,SOCIETY_V1,nationalism;pan-nationalism,SPLIT,NO,NO,constitutional_government;periodical_print_networks,,,PRESERVE_POST_1836_VANILLA_SUCCESSORS_PENDING_ERAS_VII_XII,UNIVERSAL,post-1776,UNIVERSAL,Independence/unification/national-sovereignty movement hooks; citizen-state legitimacy,,,,NONE,NONE,CONTEXTUAL_STANDARD,TECH_STATE:prerequisites+neighboring_branches;SOCIETY:literacy+universities+bureaucracy+mortality,NONE_DIRECT,STANDARD,BAND_D_MEDIUM,gfx/error_manul.dds,REQUIRED_NOT_CREATED,Enables national/independence movements without assuming one inevitable nation-state path,MEDIUM,MEDIUM,HIGH,Anti-colonial independence movements are EVENT/REGIONAL PATHS enabled by this concept; not a single universal 'anti-colonial tech'.
organized_reform_movements,Organized Reform Movements,Society,IV,Late XVIIIe onward,Durable issue-based organizations using print; subscriptions; petitions and public campaigns,SOCIETY_V1,NONE,NEW,N/A,N/A,periodical_print_networks;human_rights,,abolitionist_mobilization;labor_movement;early_socialism_cooperativism,PRESERVE_POST_1836_VANILLA_SUCCESSORS_PENDING_ERAS_VII_XII,UNIVERSAL,post-1776,UNIVERSAL,Petitions; civic societies; lobbying; public campaigns; movement strength,,,,NONE,NONE,CONTEXTUAL_STANDARD,TECH_STATE:prerequisites+neighboring_branches;SOCIETY:literacy+universities+bureaucracy+mortality,NONE_DIRECT,STANDARD,BAND_D_MEDIUM,gfx/error_manul.dds,REQUIRED_NOT_CREATED,Core movements/IG-pressure capability rather than law itself,MEDIUM,MEDIUM,HIGH,
abolitionist_mobilization,Abolitionist Mobilization,Society,IV,1780s–early XIXe,Organized transnational campaigns plus revolutionary emancipation politics,SOCIETY_V1,NONE,NEW,N/A,N/A,organized_reform_movements;human_rights,,,PRESERVE_POST_1836_VANILLA_SUCCESSORS_PENDING_ERAS_VII_XII,UNIVERSAL,post-1776,UNIVERSAL,Anti-slavery/slave-trade movement strength; emancipation law pressure; diplomatic pressure,,,,NONE,NONE,CONTEXTUAL_STANDARD,TECH_STATE:prerequisites+neighboring_branches;SOCIETY:literacy+universities+bureaucracy+mortality,NONE_DIRECT,STANDARD,BAND_D_MEDIUM,gfx/error_manul.dds,REQUIRED_NOT_CREATED,Movement/law pressure; not instant abolition,MEDIUM,MEDIUM,HIGH,Haitian emancipation must be represented as revolutionary Black agency; not as a British reform export.
systematic_cadastral_surveying,Systematic Cadastral Surveying,Society,IV,1760s–early XIXe,Parcel-level mapped survey tied to ownership/use and regular taxation,SOCIETY_V1,colonization,REWIRE,NO,NO,systematic_administrative_statistics;turnpike_road_networks,,,PRESERVE_POST_1836_VANILLA_SUCCESSORS_PENDING_ERAS_VII_XII,UNIVERSAL,post-1776,UNIVERSAL,Parcel mapping; landowner/use records; land-tax assessment; territorial information,Geological Surveying,,,NONE,NONE,CONTEXTUAL_STANDARD,TECH_STATE:prerequisites+neighboring_branches;SOCIETY:literacy+universities+bureaucracy+mortality,NONE_DIRECT,STANDARD,BAND_D_MEDIUM,gfx/error_manul.dds,REQUIRED_NOT_CREATED,Land tax/admin efficiency and terrain/resource information,MEDIUM,MEDIUM,HIGH,Napoleonic Cadastre is a reform implementation; not the universal tech itself.
systematic_legal_codification,Systematic Legal Codification,Society,IV,Pre-1700 traditions; major XVIIIe/early XIXe codification waves,Systematic; state-wide compilation and promulgation of legal rules,SOCIETY_V1,NONE,NEW,N/A,N/A,systematic_administrative_statistics,,professional_civil_policing,PRESERVE_POST_1836_VANILLA_SUCCESSORS_PENDING_ERAS_VII_XII,UNIVERSAL_STARTING_DIFFERENTIAL,post-1776,UNIVERSAL_STARTING_DIFFERENTIAL,Unified legal codes; jurisdiction clarity; property/contract/civil-status law hooks,,,,NONE,NONE,CONTEXTUAL_STANDARD,TECH_STATE:prerequisites+neighboring_branches;SOCIETY:literacy+universities+bureaucracy+mortality,STATE_INFORMATION_AND_MEDIA,STANDARD,BAND_D_MEDIUM,gfx/error_manul.dds,REQUIRED_NOT_CREATED,Administrative/legal uniformity; not synonymous with liberal law,MEDIUM,MEDIUM,HIGH,Qing can start with this capacity; European reforms are alternative implementations.
scientific_metrology,Scientific Metrology,Society,IV,Late XVIIIe,Scientifically reproducible reference standards and systematic national harmonization,SOCIETY_V1,currency_standards,SPLIT,NO,NO,systematic_administrative_statistics;institutionalized_scientific_exchange,,,PRESERVE_POST_1836_VANILLA_SUCCESSORS_PENDING_ERAS_VII_XII,UNIVERSAL,post-1776,UNIVERSAL,Reference standards; precise measurement; national standardization; trade/science/precision-manufacture efficiency,Precision Machine Tools; Geological Surveying,,,NONE,NONE,CONTEXTUAL_STANDARD,TECH_STATE:prerequisites+neighboring_branches;SOCIETY:literacy+universities+bureaucracy+mortality,RESEARCH_AND_TECHNICAL_CAPACITY,STANDARD,BAND_D_MEDIUM,gfx/error_manul.dds,REQUIRED_NOT_CREATED,Trade/admin/precision-manufacture synergy,MEDIUM,MEDIUM,HIGH,Metric System is a reform implementation; not mandatory universal outcome.
vaccination,Vaccination,Society,IV,1796 onward,Cowpox-based vaccination method,SOCIETY_V1,NONE,NEW,N/A,N/A,variolation_networks,,organized_immunization_campaigns,PRESERVE_POST_1836_VANILLA_SUCCESSORS_PENDING_ERAS_VII_XII,UNIVERSAL,post-1776,UNIVERSAL,Safer smallpox immunization; mortality ↓↓; prepares organized campaigns,,,,NONE,NONE,CONTEXTUAL_STANDARD,TECH_STATE:prerequisites+neighboring_branches;SOCIETY:literacy+universities+bureaucracy+mortality,NONE_DIRECT,STANDARD,BAND_D_MEDIUM,gfx/error_manul.dds,REQUIRED_NOT_CREATED,Safer replacement/upgrade to variolation,MEDIUM,MEDIUM,HIGH,
polytechnical_education,Polytechnical Education,Society,IV,1790s onward,Common advanced scientific foundation before specialized engineering careers,SOCIETY_V1,NONE,NEW,N/A,N/A,specialized_technical_academies,,experimental_research_laboratories,PRESERVE_POST_1836_VANILLA_SUCCESSORS_PENDING_ERAS_VII_XII,UNIVERSAL,post-1776,UNIVERSAL,Advanced common training in mathematics; physics; chemistry and mechanics; multi-branch engineer qualifications,Precision Engineering; Chemical Works; Geological Surveying,,,NONE,NONE,CONTEXTUAL_STANDARD,TECH_STATE:prerequisites+neighboring_branches;SOCIETY:literacy+universities+bureaucracy+mortality,RESEARCH_AND_TECHNICAL_CAPACITY,STANDARD,BAND_D_MEDIUM,gfx/error_manul.dds,REQUIRED_NOT_CREATED,High-level qualifications + broad applied-tech spread,MEDIUM,MEDIUM,HIGH,
optical_telegraph_networks,Optical Telegraph Networks,Society,IV,1790s onward,Networked standardized optical semaphore communication,SOCIETY_V1,electric_telegraph,KEEP,NO,NO,periodical_print_networks,,,electric_telegraph remains distinct and post-1836,UNIVERSAL,post-1776,UNIVERSAL,Semaphore stations; coded long-distance state messages; strategic communication speed ↑,,,,NONE,NONE,CONTEXTUAL_STANDARD,TECH_STATE:prerequisites+neighboring_branches;SOCIETY:literacy+universities+bureaucracy+mortality,STATE_INFORMATION_AND_MEDIA,STANDARD,BAND_D_MEDIUM,gfx/error_manul.dds,REQUIRED_NOT_CREATED,Rapid but expensive state/military information; distinct from public news circulation,MEDIUM,MEDIUM,HIGH,
central_statistical_offices,Central Statistical Offices,Society,V,~1800 onward,Dedicated central offices collecting/processing standardized state data,SOCIETY_V1,military_statistics,KEEP,NO,NO,systematic_administrative_statistics;systematic_population_registration,,,PRESERVE_POST_1836_VANILLA_SUCCESSORS_PENDING_ERAS_VII_XII,UNIVERSAL,post-1776,UNIVERSAL,Permanent statistical offices; detailed demographic/economic reporting; planning efficiency,Resource/industrial planning,,,NONE,NONE,CONTEXTUAL_STANDARD,TECH_STATE:prerequisites+neighboring_branches;SOCIETY:literacy+universities+bureaucracy+mortality,NONE_DIRECT,STANDARD,BAND_E_MEDIUM_HIGH,gfx/error_manul.dds,REQUIRED_NOT_CREATED,State information / planning / census efficiency,MEDIUM,MEDIUM,HIGH,
organized_immunization_campaigns,Organized Immunization Campaigns,Society,V,1800s onward,Institutional organization of large-scale vaccination campaigns,SOCIETY_V1,NONE,NEW,N/A,N/A,vaccination,,,PRESERVE_POST_1836_VANILLA_SUCCESSORS_PENDING_ERAS_VII_XII,UNIVERSAL,post-1776,UNIVERSAL,Vaccination societies/state campaigns; distribution networks; health-institution throughput,,,,NONE,NONE,CONTEXTUAL_STANDARD,TECH_STATE:prerequisites+neighboring_branches;SOCIETY:literacy+universities+bureaucracy+mortality,NONE_DIRECT,STANDARD,BAND_E_MEDIUM_HIGH,gfx/error_manul.dds,REQUIRED_NOT_CREATED,Turns medical knowledge into population-scale mortality reduction,MEDIUM,MEDIUM,HIGH,
mechanized_printing,Mechanized Printing,Society,V,1810s onward,Steam-driven cylinder printing,SOCIETY_V1,NONE,NEW,N/A,N/A,periodical_print_networks,mechanical_tools;rotative_steam_power;continuous_papermaking,mass_circulation_press,PRESERVE_POST_1836_VANILLA_SUCCESSORS_PENDING_ERAS_VII_XII,UNIVERSAL,post-1776,UNIVERSAL,Cylinder/steam press PM; print throughput ↑↑; paper demand ↑,Precision Machine Tools; Rotative Steam; Continuous Papermaking,,,NONE,NONE,CONTEXTUAL_STANDARD,TECH_STATE:prerequisites+neighboring_branches;SOCIETY:literacy+universities+bureaucracy+mortality,STATE_INFORMATION_AND_MEDIA,CONVERGENCE,BAND_E_MEDIUM_HIGH,gfx/error_manul.dds,REQUIRED_NOT_CREATED,Media throughput + paper demand + movement reach,HIGH,HIGH,HIGH,Lithography = PM_ONLY; not separate node.
experimental_research_laboratories,Experimental Research Laboratories,Society,V,1790s–early XIXe,Dedicated institutions where experiment itself produces systematic new knowledge,SOCIETY_V1,NONE,NEW,N/A,N/A,polytechnical_education;institutionalized_scientific_exchange,,specialized_professional_societies;clinicopathological_medicine;active_principle_pharmacy,PRESERVE_POST_1836_VANILLA_SUCCESSORS_PENDING_ERAS_VII_XII,UNIVERSAL,post-1776,UNIVERSAL,Laboratory research; applied chemistry/physics/material testing; Research Center unlock/PM candidate,Industrial Chemicals; metallurgy; machine tools; future industrial knowledge,,,NONE,NONE,CONTEXTUAL_STANDARD,TECH_STATE:prerequisites+neighboring_branches;SOCIETY:literacy+universities+bureaucracy+mortality,RESEARCH_AND_TECHNICAL_CAPACITY,CONVERGENCE,BAND_E_MEDIUM_HIGH,gfx/error_manul.dds,REQUIRED_NOT_CREATED,Historical basis for Research Centers and Industrial Knowledge Loop,HIGH,HIGH,HIGH,
specialized_professional_societies,Specialized Professional Societies,Society,V,1800s–1820s,Disciplinary professional bodies with standards; publications and membership,SOCIETY_V1,NONE,NEW,N/A,N/A,specialized_technical_academies;experimental_research_laboratories,,,PRESERVE_POST_1836_VANILLA_SUCCESSORS_PENDING_ERAS_VII_XII,UNIVERSAL,post-1776,UNIVERSAL,Professional standards; specialist publications; qualification networks; engineer/geologist/scientist organization,Professional Civil Engineering,,,NONE,NONE,CONTEXTUAL_STANDARD,TECH_STATE:prerequisites+neighboring_branches;SOCIETY:literacy+universities+bureaucracy+mortality,RESEARCH_AND_TECHNICAL_CAPACITY,STANDARD,BAND_E_MEDIUM_HIGH,gfx/error_manul.dds,REQUIRED_NOT_CREATED,Qualifications; tech spread; professional standards,MEDIUM,MEDIUM,HIGH,
clinicopathological_medicine,Clinicopathological Medicine,Society,V,~1799–1820s,Systematic correlation of clinical observation with post-mortem lesions/tissues,SOCIETY_V1,NONE,NEW,N/A,N/A,medical_degrees;experimental_research_laboratories,,,PRESERVE_POST_1836_VANILLA_SUCCESSORS_PENDING_ERAS_VII_XII,UNIVERSAL,post-1776,UNIVERSAL,Systematic autopsy; symptom-lesion correlation; pathological anatomy; diagnostic-tool PMs incl. stethoscope,,,,NONE,NONE,CONTEXTUAL_STANDARD,TECH_STATE:prerequisites+neighboring_branches;SOCIETY:literacy+universities+bureaucracy+mortality,RESEARCH_AND_TECHNICAL_CAPACITY,STANDARD,BAND_E_MEDIUM_HIGH,gfx/error_manul.dds,REQUIRED_NOT_CREATED,Medical efficiency / diagnosis / mortality improvements,MEDIUM,MEDIUM,HIGH,
active_principle_pharmacy,Active-Principle Pharmacy,Society,V,1803–1820s,Chemical isolation of active compounds from medicinal materials,SOCIETY_V1,pharmaceuticals;quinine,SPLIT,NO,NO,experimental_research_laboratories,industrial_acids,,pharmaceuticals/quinine successors preserved without a V1 pharmaceutical good,UNIVERSAL,post-1776,UNIVERSAL,Purified active medicines; reproducible dosing; alkaloids incl. morphine/quinine; future Pharmaceuticals chain,pharmaceuticals good DEFERRED,,,NONE,NONE,CONTEXTUAL_STANDARD,TECH_STATE:prerequisites+neighboring_branches;SOCIETY:literacy+universities+bureaucracy+mortality,SALT_CHEMISTRY,STANDARD,BAND_E_MEDIUM_HIGH,gfx/error_manul.dds,REQUIRED_NOT_CREATED,Medicine effectiveness and later Pharmaceuticals good/industry,HIGH,HIGH,HIGH,Cinchona medicinal knowledge is REGIONAL_LEGACY_KNOWLEDGE from the Andes; chemical isolation is a later universal capability.
postal_savings,Postal Savings,Society,V,~1790s–1810s,Institutions explicitly designed for small deposits by lower/middle income households,SOCIETY_V1,mutual_funds;postal_savings,RETIME,YES,YES,institutionalized_public_credit,,,PRESERVE_POST_1836_VANILLA_SUCCESSORS_PENDING_ERAS_VII_XII,UNIVERSAL,post-1776,UNIVERSAL,Small-depositor savings institutions; broader household financial participation; investment/welfare hooks,,,,NONE,NONE,CONTEXTUAL_STANDARD,TECH_STATE:prerequisites+neighboring_branches;SOCIETY:literacy+universities+bureaucracy+mortality,FINANCE_AND_INVESTMENT,STANDARD,BAND_E_MEDIUM_HIGH,gfx/error_manul.dds,REQUIRED_NOT_CREATED,Potential investment-pool / pop saving / self-provision mechanic; keep only if distinct gameplay exists,MEDIUM,MEDIUM,HIGH,May become institution/PM instead of core node after vanilla/economy audit.
professional_civil_policing,Professional Civil Policing,Society,VI,Late XVIIIe antecedents; 1820s frontier,Permanent professional civil force distinct from ordinary military coercion,SOCIETY_V1,law_enforcement,RETIME,NO,NO,systematic_legal_codification;systematic_administrative_statistics,,,PRESERVE_POST_1836_VANILLA_SUCCESSORS_PENDING_ERAS_VII_XII,UNIVERSAL,post-1776,UNIVERSAL,Permanent salaried civil police; standardized territorial organization; Law Enforcement institution upgrade,,,,NONE,NONE,CONTEXTUAL_STANDARD,TECH_STATE:prerequisites+neighboring_branches;SOCIETY:literacy+universities+bureaucracy+mortality,STATE_INFORMATION_AND_MEDIA,STANDARD,BAND_F_HIGH,gfx/error_manul.dds,REQUIRED_NOT_CREATED,Law Enforcement throughput with bureaucracy/wage cost,MEDIUM,MEDIUM,HIGH,Not 'invention of police'.
