Building,Building_Unlock_Tech,Building_Era,Production_Method,PM_Unlock_Techs,PM_Min_Era,Gap,Ancestor_Status,Violation,Decision
building_textile_mill,organized_textile_production,era_1,pm_elastics,vulcanization,era_8,7,NO,NO,DOCUMENTED_LONG_GAP_EXCEPTION
building_textile_mill,organized_textile_production,era_1,pm_no_luxury_clothes,,UNLOCKED,,NO,NO,NOT_APPLICABLE
building_tobacco_plantation,improved_husbandry,era_1,pm_road_carts,,UNLOCKED,,NO,NO,NOT_APPLICABLE
building_tobacco_plantation,improved_husbandry,era_1,pm_steam_rail_transport,railways,era_6,5,NO,NO,DOCUMENTED_LONG_GAP_EXCEPTION
building_tooling_workshop,organized_workshops,era_1,pm_assembly_lines_building_tooling_workshop,conveyors,era_10,9,YES,NO,GUARANTEED_BY_PM_GATE
building_tooling_workshop,organized_workshops,era_1,pm_automation_disabled,,UNLOCKED,,NO,NO,NOT_APPLICABLE
building_tooling_workshop,organized_workshops,era_1,pm_rotary_valve_engine_building_tooling_workshop,rotary_valve_engine,era_8,7,YES,NO,GUARANTEED_BY_PM_GATE
building_tooling_workshop,organized_workshops,era_1,pm_unit_electric_drive_building_tooling_workshop,electrical_capacitors,era_9,8,YES,NO,GUARANTEED_BY_PM_GATE
building_tooling_workshop,organized_workshops,era_1,pm_watertube_boiler_building_tooling_workshop,watertube_boiler,era_7,6,YES,NO,GUARANTEED_BY_PM_GATE
building_tooling_workshop,organized_workshops,era_1,pm_crude_tools,,UNLOCKED,,NO,NO,NOT_APPLICABLE
building_tooling_workshop,organized_workshops,era_1,pm_pig_iron,precision_boring,era_4,3,YES,NO,GUARANTEED_BY_PM_GATE
building_tooling_workshop,organized_workshops,era_1,pm_rubber_grips,vulcanization,era_8,7,YES,NO,GUARANTEED_BY_PM_GATE
building_tooling_workshop,organized_workshops,era_1,pm_steel,mechanical_tools,era_5,4,YES,NO,GUARANTEED_BY_PM_GATE
building_tooling_workshop,organized_workshops,era_1,pm_electrical_precision_machinery,electrical_capacitors,era_9,8,YES,NO,GUARANTEED_BY_PM_GATE
building_tooling_workshop,organized_workshops,era_1,pm_no_precision_machinery,,UNLOCKED,,NO,NO,NOT_APPLICABLE
building_tooling_workshop,organized_workshops,era_1,pm_precision_machine_tools,interchangeable_manufacture,era_6,5,YES,NO,GUARANTEED_BY_PM_GATE
building_tooling_workshop,organized_workshops,era_1,pm_no_scientific_management,,UNLOCKED,,NO,NO,NOT_APPLICABLE
building_tooling_workshop,organized_workshops,era_1,pm_scientific_management,corporate_management,era_10,9,NO,NO,DOCUMENTED_LONG_GAP_EXCEPTION
building_trade_center,,UNLOCKED,pm_trade_center,,UNLOCKED,,NO,NO,NOT_APPLICABLE
building_trade_center,,UNLOCKED,pm_trade_center_principle_external_trade_2,,UNLOCKED,,NO,NO,NOT_APPLICABLE
building_trade_center,,UNLOCKED,pm_trade_center_trade_quantity_high,mechanized_naval_dockyards,era_5,,NO,NO,NOT_APPLICABLE
building_trade_center,,UNLOCKED,pm_trade_center_trade_quantity_limited,,UNLOCKED,,NO,NO,NOT_APPLICABLE
building_trade_center,,UNLOCKED,pm_trade_center_trade_quantity_normal,,UNLOCKED,,NO,NO,NOT_APPLICABLE
building_trade_center,,UNLOCKED,pm_trade_center_trade_quantity_very_high,floating_harbor,era_9,,NO,NO,NOT_APPLICABLE
building_university,specialized_technical_academies,era_3,pm_analytical_philosophy_department,analytical_philosophy,era_11,8,YES,NO,GUARANTEED_BY_PM_GATE
building_university,specialized_technical_academies,era_3,pm_philosophy_department,polytechnical_education,era_4,1,YES,NO,GUARANTEED_BY_PM_GATE
building_university,specialized_technical_academies,era_3,pm_professional_faculties,specialized_professional_societies,era_5,2,YES,NO,GUARANTEED_BY_PM_GATE
building_university,specialized_technical_academies,era_3,pm_scholastic_education,,UNLOCKED,,NO,NO,NOT_APPLICABLE
building_university,specialized_technical_academies,era_3,pm_freedom_of_movement_no_effect,,UNLOCKED,,NO,NO,NOT_APPLICABLE
building_university,specialized_technical_academies,era_3,pm_principle_freedom_of_movement_3,,UNLOCKED,,NO,NO,NOT_APPLICABLE
building_university,specialized_technical_academies,era_3,pm_religious_academia,,UNLOCKED,,NO,NO,NOT_APPLICABLE
building_university,specialized_technical_academies,era_3,pm_secular_academia,,UNLOCKED,,NO,NO,NOT_APPLICABLE
building_urban_center,,UNLOCKED,pm_arcades,elevator,era_9,,NO,NO,NOT_APPLICABLE
building_urban_center,,UNLOCKED,pm_covered_markets,steel_frame_buildings,era_9,,NO,NO,NOT_APPLICABLE
building_urban_center,,UNLOCKED,pm_market_squares,turnpike_road_networks,era_2,,NO,NO,NOT_APPLICABLE
building_urban_center,,UNLOCKED,pm_market_stalls,,UNLOCKED,,NO,NO,NOT_APPLICABLE
building_urban_center,,UNLOCKED,pm_confessional_hospitals,,UNLOCKED,,NO,NO,NOT_APPLICABLE
building_urban_center,,UNLOCKED,pm_no_organized_medical_supply,,UNLOCKED,,NO,NO,NOT_APPLICABLE
building_urban_center,,UNLOCKED,pm_private_pharmacies,,UNLOCKED,,NO,NO,NOT_APPLICABLE
building_urban_center,,UNLOCKED,pm_public_health_services,,UNLOCKED,,NO,NO,NOT_APPLICABLE
building_urban_center,,UNLOCKED,pm_mechanized_typesetting,mechanized_printing,era_5,,NO,NO,NOT_APPLICABLE
building_urban_center,,UNLOCKED,pm_no_printing_services,,UNLOCKED,,NO,NO,NOT_APPLICABLE
building_urban_center,,UNLOCKED,pm_rotary_press,mass_circulation_press,era_6,,NO,NO,NOT_APPLICABLE
building_urban_center,,UNLOCKED,pm_no_public_transport,,UNLOCKED,,NO,NO,NOT_APPLICABLE
building_urban_center,,UNLOCKED,pm_public_motor_carriages,combustion_engine,era_9,,NO,NO,NOT_APPLICABLE
building_urban_center,,UNLOCKED,pm_public_trams,railways,era_6,,NO,NO,NOT_APPLICABLE
building_urban_center,,UNLOCKED,pm_electric_streetlights,electrical_generation,era_9,,NO,NO,NOT_APPLICABLE
building_urban_center,,UNLOCKED,pm_gas_streetlights,coal_gasification,era_5,,NO,NO,NOT_APPLICABLE
building_urban_center,,UNLOCKED,pm_no_street_lighting,,UNLOCKED,,NO,NO,NOT_APPLICABLE
building_urban_center,,UNLOCKED,pm_free_urban_clergy,,UNLOCKED,,NO,NO,NOT_APPLICABLE
building_urban_center,,UNLOCKED,pm_no_urban_clergy,,UNLOCKED,,NO,NO,NOT_APPLICABLE
building_urban_center,,UNLOCKED,pm_state_urban_clergy,,UNLOCKED,,NO,NO,NOT_APPLICABLE
building_vatican_city,,UNLOCKED,pm_default_building_vatican_city,,UNLOCKED,,NO,NO,NOT_APPLICABLE
building_vatican_city,,UNLOCKED,pm_monument_no_effects,,UNLOCKED,,NO,NO,NOT_APPLICABLE
building_vatican_city,,UNLOCKED,pm_monument_prestige_only,,UNLOCKED,,NO,NO,NOT_APPLICABLE
building_vatican_city,,UNLOCKED,pm_monument_prestige_only_vatican_city,,UNLOCKED,,NO,NO,NOT_APPLICABLE
building_victoria_terminus,steel_frame_buildings,era_9,pm_default_building_victoria_terminus,,UNLOCKED,,NO,NO,NOT_APPLICABLE
building_victoria_terminus,steel_frame_buildings,era_9,pm_monument_no_effects,,UNLOCKED,,NO,NO,NOT_APPLICABLE
building_victoria_terminus,steel_frame_buildings,era_9,pm_monument_prestige_only,,UNLOCKED,,NO,NO,NOT_APPLICABLE
building_vineyard,improved_husbandry,era_1,pm_road_carts,,UNLOCKED,,NO,NO,NOT_APPLICABLE
building_vineyard,improved_husbandry,era_1,pm_steam_rail_transport,railways,era_6,5,NO,NO,DOCUMENTED_LONG_GAP_EXCEPTION
building_wat_arun,,UNLOCKED,pm_dummy,,UNLOCKED,,NO,NO,NOT_APPLICABLE
building_whaling_station,marine_chronometry,era_3,pm_simple_whaling,,UNLOCKED,,NO,NO,NOT_APPLICABLE
building_whaling_station,marine_chronometry,era_3,pm_steam_whaling_ships,watertube_boiler,era_7,4,NO,NO,DOCUMENTED_LONG_GAP_EXCEPTION
building_whaling_station,marine_chronometry,era_3,pm_wooden_whaling_ships,,UNLOCKED,,NO,NO,NOT_APPLICABLE
building_whaling_station,marine_chronometry,era_3,pm_flash_freezing_building_whaling_station,flash_freezing,era_12,9,NO,NO,DOCUMENTED_LONG_GAP_EXCEPTION
building_whaling_station,marine_chronometry,era_3,pm_refrigerated_rail_cars_building_whaling_station,electric_railway,era_10,7,NO,NO,DOCUMENTED_LONG_GAP_EXCEPTION
building_whaling_station,marine_chronometry,era_3,pm_refrigerated_storage_building_whaling_station,pasteurization,era_10,7,NO,NO,DOCUMENTED_LONG_GAP_EXCEPTION
building_whaling_station,marine_chronometry,era_3,pm_unrefrigerated,,UNLOCKED,,NO,NO,NOT_APPLICABLE
building_wheat_farm,improved_husbandry,era_1,pm_chemical_fertilizer,nitrogen_fixation,era_11,10,YES,NO,GUARANTEED_BY_PM_GATE
building_wheat_farm,improved_husbandry,era_1,pm_fertilization,improved_fertilizer,era_8,7,YES,NO,GUARANTEED_BY_PM_GATE
building_wheat_farm,improved_husbandry,era_1,pm_herring_meal_farming,,UNLOCKED,,NO,NO,NOT_APPLICABLE
building_wheat_farm,improved_husbandry,era_1,pm_simple_farming,,UNLOCKED,,NO,NO,NOT_APPLICABLE
building_wheat_farm,improved_husbandry,era_1,pm_soil_enriching_farming,advanced_crop_rotations,era_3,2,YES,NO,GUARANTEED_BY_PM_GATE
building_wheat_farm,improved_husbandry,era_1,pm_compression_ignition_tractors,compression_ignition,era_11,10,YES,NO,GUARANTEED_BY_PM_GATE
building_wheat_farm,improved_husbandry,era_1,pm_steam_threshers,threshing_machine,era_4,3,YES,NO,GUARANTEED_BY_PM_GATE
building_wheat_farm,improved_husbandry,era_1,pm_tools,improved_agricultural_implements,era_2,1,YES,NO,GUARANTEED_BY_PM_GATE
building_wheat_farm,improved_husbandry,era_1,pm_tools_disabled,,UNLOCKED,,NO,NO,NOT_APPLICABLE
building_wheat_farm,improved_husbandry,era_1,pm_tractors,mechanized_farming,era_7,6,YES,NO,GUARANTEED_BY_PM_GATE
building_wheat_farm,improved_husbandry,era_1,pm_citrus_orchards,,UNLOCKED,,NO,NO,NOT_APPLICABLE
building_wheat_farm,improved_husbandry,era_1,pm_no_secondary,,UNLOCKED,,NO,NO,NOT_APPLICABLE
building_wheat_farm,improved_husbandry,era_1,pm_sugar_beets,improved_fertilizer,era_8,7,YES,NO,GUARANTEED_BY_PM_GATE
building_white_house,,UNLOCKED,pm_default_building_white_house,,UNLOCKED,,NO,NO,NOT_APPLICABLE
building_white_house,,UNLOCKED,pm_monument_no_effects,,UNLOCKED,,NO,NO,NOT_APPLICABLE
building_white_house,,UNLOCKED,pm_monument_prestige_only,,UNLOCKED,,NO,NO,NOT_APPLICABLE
