TAG,Country,Audit_Region,Research_Region,Research_Coverage,Current_Tier,Regional_Tier_Action,Synthesis_Strategy,Recommended_Tier,Current_Tech_Count,Final_Tech_Count,ADD_Count,REMOVE_Count,Review_Present_Kept_Count,Review_Absent_Left_Absent_Count,ADD_Technologies,REMOVE_Technologies,Tier_Derived_REMOVEs,Explicit_REMOVEs,Final_Technologies,Source_File,Synthesis_Note,Post_Tier_Change_Explicit_Adds,Post_Tier_Change_Tier_Removals
SCH,Schleswig,Central Europe,CENTRAL_EUROPE_GERMAN_ITALY,MATRIX,tier_4,REPLACE_WITH_EXPLICIT_SETUP,KEEP_TIER_AND_PATCH,,11,11,0,0,4,0,,,,,codified_practical_knowledge;distillation;improved_husbandry;international_relations;light_infantry_tactics;organized_textile_production;regulated_small_arms;shaft_mining;standardized_field_artillery;systematic_administrative_statistics;urbanization,common/history/countries/sch - schleswig.txt,"No tier-derived REMOVE; keep current tier grant(s), remove only explicit grants marked REMOVE, and add ADD technologies.",,
SCM,Schaumburg-Lippe,Central Europe,CENTRAL_EUROPE_GERMAN_ITALY,MATRIX,tier_4,REPLACE_WITH_EXPLICIT_SETUP,KEEP_TIER_AND_PATCH,,11,11,0,0,4,0,,,,,codified_practical_knowledge;distillation;improved_husbandry;international_relations;light_infantry_tactics;organized_textile_production;regulated_small_arms;shaft_mining;standardized_field_artillery;systematic_administrative_statistics;urbanization,common/history/countries/scm - schaumburg-lippe.txt,"No tier-derived REMOVE; keep current tier grant(s), remove only explicit grants marked REMOVE, and add ADD technologies.",,
SCT,Sip Song Chau Tai,Indochina,EAST_ASIA_SE_ASIA,MATRIX,tier_6,REPLACE_WITH_EXPLICIT_SETUP,EXPLICIT_SETUP,,2,1,0,1,0,0,,urbanization,urbanization,,improved_husbandry,C:\Games\Victoria 3\game\common\history\countries\sct - sipsong chao tai.txt,At least one tier-derived technology is REMOVE; replace generic tier grant(s) with the exact Final_Technologies list.,,
SCW,Schwarzburg,Central Europe,CENTRAL_EUROPE_GERMAN_ITALY,MATRIX,tier_4,REPLACE_WITH_EXPLICIT_SETUP,KEEP_TIER_AND_PATCH,,11,11,0,0,4,0,,,,,codified_practical_knowledge;distillation;improved_husbandry;international_relations;light_infantry_tactics;organized_textile_production;regulated_small_arms;shaft_mining;standardized_field_artillery;systematic_administrative_statistics;urbanization,common/history/countries/scw - schwarzburg.txt,"No tier-derived REMOVE; keep current tier grant(s), remove only explicit grants marked REMOVE, and add ADD technologies.",,
SD1,The Sudan,Nile Basin,AFRICA,MATRIX,tier_6,REPLACE_WITH_EXPLICIT_SETUP,KEEP_TIER_AND_PATCH,,2,2,0,0,1,0,,,,,improved_husbandry;urbanization,common/history/countries/sd1 - sudan decentralized africa.txt,"No tier-derived REMOVE; keep current tier grant(s), remove only explicit grants marked REMOVE, and add ADD technologies.",,
SDM,Sidamo,East Africa,AFRICA,MATRIX,tier_5,REPLACE_WITH_EXPLICIT_SETUP,KEEP_TIER_AND_PATCH,,6,6,0,0,2,0,,,,,codified_practical_knowledge;improved_husbandry;organized_textile_production;shaft_mining;systematic_administrative_statistics;urbanization,C:\Games\Victoria 3\game\common\history\countries\sdm - sidamo.txt,"No tier-derived REMOVE; keep current tier grant(s), remove only explicit grants marked REMOVE, and add ADD technologies.",,
SEL,Selangor,Indochina,EAST_ASIA_SE_ASIA,MATRIX,tier_4,REVIEW_TIER,EXPLICIT_SETUP,,11,9,0,2,4,0,,light_infantry_tactics;standardized_field_artillery,light_infantry_tactics;standardized_field_artillery,,codified_practical_knowledge;distillation;improved_husbandry;international_relations;organized_textile_production;regulated_small_arms;shaft_mining;systematic_administrative_statistics;urbanization,C:\Games\Victoria 3\game\common\history\countries\sel - selangor.txt,At least one tier-derived technology is REMOVE; replace generic tier grant(s) with the exact Final_Technologies list.,,
SEQ,Indian Territory,Great Plains,AMERICAS_CARIBBEAN,MATRIX,tier_4,REPLACE_WITH_EXPLICIT_SETUP,EXPLICIT_SETUP,,11,5,0,6,2,0,,codified_practical_knowledge;distillation;regulated_small_arms;shaft_mining;standardized_field_artillery;systematic_administrative_statistics,codified_practical_knowledge;distillation;regulated_small_arms;shaft_mining;standardized_field_artillery;systematic_administrative_statistics,,improved_husbandry;international_relations;light_infantry_tactics;organized_textile_production;urbanization,C:\Games\Victoria 3\game\common\history\countries\seq - indian territory.txt,At least one tier-derived technology is REMOVE; replace generic tier grant(s) with the exact Final_Technologies list.,,
SER,Serbia,Balkans,OTTOMAN_MIDDLE_EAST_CENTRAL_ASIA,MATRIX,tier_4,REPLACE_WITH_EXPLICIT_SETUP,EXPLICIT_SETUP,,11,9,0,2,3,0,,standardized_field_artillery;systematic_administrative_statistics,standardized_field_artillery;systematic_administrative_statistics,,codified_practical_knowledge;distillation;improved_husbandry;international_relations;light_infantry_tactics;organized_textile_production;regulated_small_arms;shaft_mining;urbanization,common/history/countries/ser - serbia.txt,At least one tier-derived technology is REMOVE; replace generic tier grant(s) with the exact Final_Technologies list.,,
SGU,Segou,West Africa,AFRICA,MATRIX,tier_5,REPLACE_WITH_EXPLICIT_SETUP,KEEP_TIER_AND_PATCH,,6,6,0,0,2,0,,,,,codified_practical_knowledge;improved_husbandry;organized_textile_production;shaft_mining;systematic_administrative_statistics;urbanization,C:\Games\Victoria 3\game\common\history\countries\sgu - segou.txt,"No tier-derived REMOVE; keep current tier grant(s), remove only explicit grants marked REMOVE, and add ADD technologies.",,
SHS,Shan,Indochina,EAST_ASIA_SE_ASIA,MATRIX,tier_4,REVIEW_TIER,EXPLICIT_SETUP,,11,9,0,2,4,0,,light_infantry_tactics;standardized_field_artillery,light_infantry_tactics;standardized_field_artillery,,codified_practical_knowledge;distillation;improved_husbandry;international_relations;organized_textile_production;regulated_small_arms;shaft_mining;systematic_administrative_statistics;urbanization,C:\Games\Victoria 3\game\common\history\countries\shs - shan.txt,At least one tier-derived technology is REMOVE; replace generic tier grant(s) with the exact Final_Technologies list.,,
SHW,Shewa,East Africa,AFRICA,MATRIX,tier_5,REPLACE_WITH_EXPLICIT_SETUP,KEEP_TIER_AND_PATCH,,6,6,0,0,2,0,,,,,codified_practical_knowledge;improved_husbandry;organized_textile_production;shaft_mining;systematic_administrative_statistics;urbanization,C:\Games\Victoria 3\game\common\history\countries\shw - shewa.txt,"No tier-derived REMOVE; keep current tier grant(s), remove only explicit grants marked REMOVE, and add ADD technologies.",,
SIA,Siam,Indochina,EAST_ASIA_SE_ASIA,MATRIX,tier_6,REPLACE_WITH_EXPLICIT_SETUP,KEEP_TIER_AND_PATCH,,3,8,5,0,1,0,international_relations;organized_textile_production;regulated_small_arms;scientific_fortification_siegecraft;systematic_administrative_statistics,,,,improved_husbandry;international_relations;organized_textile_production;regulated_small_arms;scientific_fortification_siegecraft;selective_breeding;systematic_administrative_statistics;urbanization,common/history/countries/sia - siam.txt,"No tier-derived REMOVE; keep current tier grant(s), remove only explicit grants marked REMOVE, and add ADD technologies.",,
SIC,Two Sicilies,Southern Europe,CENTRAL_EUROPE_GERMAN_ITALY,MATRIX,tier_4,KEEP_TIER,KEEP_TIER_AND_PATCH,,11,13,2,0,1,1,scientific_fortification_siegecraft;specialized_technical_academies,,,,codified_practical_knowledge;distillation;improved_husbandry;international_relations;light_infantry_tactics;organized_textile_production;regulated_small_arms;scientific_fortification_siegecraft;shaft_mining;specialized_technical_academies;standardized_field_artillery;systematic_administrative_statistics;urbanization,common/history/countries/sic - two sicilies.txt,"No tier-derived REMOVE; keep current tier grant(s), remove only explicit grants marked REMOVE, and add ADD technologies.",,
SIK,Sikkim,Himalayas,SOUTH_ASIA,MATRIX,tier_4,REPLACE_WITH_EXPLICIT_SETUP,EXPLICIT_SETUP,,11,7,0,4,2,0,,light_infantry_tactics;regulated_small_arms;shaft_mining;standardized_field_artillery,light_infantry_tactics;regulated_small_arms;shaft_mining;standardized_field_artillery,,codified_practical_knowledge;distillation;improved_husbandry;international_relations;organized_textile_production;systematic_administrative_statistics;urbanization,C:\Games\Victoria 3\game\common\history\countries\sik - sikkim.txt,At least one tier-derived technology is REMOVE; replace generic tier grant(s) with the exact Final_Technologies list.,,
SIL,Sierra Leone,West Africa,AFRICA,MATRIX,tier_4,REPLACE_WITH_EXPLICIT_SETUP,EXPLICIT_SETUP,,11,6,0,5,1,0,,light_infantry_tactics;regulated_small_arms;shaft_mining;standardized_field_artillery;systematic_administrative_statistics,light_infantry_tactics;regulated_small_arms;shaft_mining;standardized_field_artillery;systematic_administrative_statistics,,codified_practical_knowledge;distillation;improved_husbandry;international_relations;organized_textile_production;urbanization,common/history/countries/sil - sierra leone.txt,At least one tier-derived technology is REMOVE; replace generic tier grant(s) with the exact Final_Technologies list.,,
SIN,Sindh,North India,SOUTH_ASIA,MATRIX,tier_4,REPLACE_WITH_EXPLICIT_SETUP,EXPLICIT_SETUP,,11,9,0,2,2,0,,light_infantry_tactics;standardized_field_artillery,light_infantry_tactics;standardized_field_artillery,,codified_practical_knowledge;distillation;improved_husbandry;international_relations;organized_textile_production;regulated_small_arms;shaft_mining;systematic_administrative_statistics;urbanization,C:\Games\Victoria 3\game\common\history\countries\sin - sind.txt,At least one tier-derived technology is REMOVE; replace generic tier grant(s) with the exact Final_Technologies list.,,
SKH,Evenki,Northeast Asia,EAST_ASIA_SE_ASIA,MARKDOWN_ONLY,tier_7,KEEP_TIER,KEEP_TIER_AND_PATCH,,0,0,0,0,0,0,,,,,,common/history/countries/skh - sakhalin.txt,Covered in regional Markdown; tier_7 intentionally empty.,,
SKM,Usukuma,East Africa,AFRICA,MATRIX,tier_7,REPLACE_WITH_EXPLICIT_SETUP,KEEP_TIER_AND_PATCH,,0,1,1,0,0,0,improved_husbandry,,,,improved_husbandry,C:\Games\Victoria 3\game\common\history\countries\skm - usukuma.txt,"No tier-derived REMOVE; keep current tier grant(s), remove only explicit grants marked REMOVE, and add ADD technologies.",,
SKY,Sakuye,East Africa,AFRICA,MATRIX,tier_7,REPLACE_WITH_EXPLICIT_SETUP,KEEP_TIER_AND_PATCH,,0,1,1,0,0,0,improved_husbandry,,,,improved_husbandry,C:\Games\Victoria 3\game\common\history\countries\sky - sakuye.txt,"No tier-derived REMOVE; keep current tier grant(s), remove only explicit grants marked REMOVE, and add ADD technologies.",,
SLK,Selk’nam,La Plata,AMERICAS_CARIBBEAN,MATRIX,tier_6,REVIEW_TIER,KEEP_TIER_AND_PATCH,,2,2,0,0,1,0,,,,,improved_husbandry;urbanization,C:\Games\Victoria 3\game\common\history\countries\slk - selknam.txt,"No tier-derived REMOVE; keep current tier grant(s), remove only explicit grants marked REMOVE, and add ADD technologies.",,
SLS,Séliš,Great Plains,AMERICAS_CARIBBEAN,MATRIX,tier_6,REVIEW_TIER,KEEP_TIER_AND_PATCH,,2,2,0,0,1,0,,,,,improved_husbandry;urbanization,C:\Games\Victoria 3\game\common\history\countries\sls - salish.txt,"No tier-derived REMOVE; keep current tier grant(s), remove only explicit grants marked REMOVE, and add ADD technologies.",,
SLW,Sulawesi,Indonesia,EAST_ASIA_SE_ASIA,MARKDOWN_ONLY,tier_7,KEEP_TIER,KEEP_TIER_AND_PATCH,,0,0,0,0,0,0,,,,,,C:\Games\Victoria 3\game\common\history\countries\slw - sulawesi.txt,Covered in regional Markdown; tier_7 intentionally empty.,,
SMB,Sambas,Indonesia,EAST_ASIA_SE_ASIA,MATRIX,tier_4,REVIEW_TIER,EXPLICIT_SETUP,,11,9,0,2,4,0,,light_infantry_tactics;standardized_field_artillery,light_infantry_tactics;standardized_field_artillery,,codified_practical_knowledge;distillation;improved_husbandry;international_relations;organized_textile_production;regulated_small_arms;shaft_mining;systematic_administrative_statistics;urbanization,C:\Games\Victoria 3\game\common\history\countries\smb - sambas.txt,At least one tier-derived technology is REMOVE; replace generic tier grant(s) with the exact Final_Technologies list.,,
SML,Yat’siminoli,Atlantic Coast,AMERICAS_CARIBBEAN,MATRIX,tier_6,KEEP_TIER,KEEP_TIER_AND_PATCH,,2,2,0,0,0,0,,,,,improved_husbandry;urbanization,C:\Games\Victoria 3\game\common\history\countries\sml - seminole.txt,"No tier-derived REMOVE; keep current tier grant(s), remove only explicit grants marked REMOVE, and add ADD technologies.",,
SNG,Sangu,East Africa,AFRICA,MATRIX,tier_7,REPLACE_WITH_EXPLICIT_SETUP,KEEP_TIER_AND_PATCH,,0,1,1,0,0,0,improved_husbandry,,,,improved_husbandry,C:\Games\Victoria 3\game\common\history\countries\sng - sangu.txt,"No tier-derived REMOVE; keep current tier grant(s), remove only explicit grants marked REMOVE, and add ADD technologies.",,
SOK,Sokoto,West Africa,AFRICA,MATRIX,tier_5,REPLACE_WITH_EXPLICIT_SETUP,KEEP_TIER_AND_PATCH,,6,6,0,0,2,0,,,,,codified_practical_knowledge;improved_husbandry;organized_textile_production;shaft_mining;systematic_administrative_statistics;urbanization,C:\Games\Victoria 3\game\common\history\countries\sok - sokoto.txt,"No tier-derived REMOVE; keep current tier grant(s), remove only explicit grants marked REMOVE, and add ADD technologies.",,
SPA,Spain,Southern Europe,WESTERN_EUROPE,MATRIX,tier_4,KEEP_TIER,KEEP_TIER_AND_PATCH,,13,21,8,0,0,2,applied_mineralogy;enclosed_dock_systems;institutionalized_scientific_exchange;periodical_print_networks;permanent_engineer_services;scientific_fortification_siegecraft;scientific_naval_architecture;state_dockyard_systems,,,,applied_mineralogy;codified_practical_knowledge;colonization;distillation;enclosed_dock_systems;improved_husbandry;institutionalized_scientific_exchange;international_relations;light_infantry_tactics;organized_textile_production;periodical_print_networks;permanent_engineer_services;regulated_small_arms;scientific_fortification_siegecraft;scientific_naval_architecture;shaft_mining;specialized_technical_academies;standardized_field_artillery;state_dockyard_systems;systematic_administrative_statistics;urbanization,common/history/countries/spa - spain.txt,"No tier-derived REMOVE; keep current tier grant(s), remove only explicit grants marked REMOVE, and add ADD technologies.",,
SPC,Carlist Spain,Southern Europe,WESTERN_EUROPE,MATRIX,tier_3,CHANGE_TIER,CHANGE_TIER_AND_PATCH,tier_4,19,22,6,3,2,0,enclosed_dock_systems;institutionalized_scientific_exchange;permanent_engineer_services;scientific_fortification_siegecraft;scientific_naval_architecture;state_dockyard_systems,coke_smelting;commercial_insurance_markets;stock_exchange,coke_smelting;commercial_insurance_markets,stock_exchange,applied_mineralogy;atmospheric_engine;codified_practical_knowledge;distillation;enclosed_dock_systems;improved_husbandry;institutionalized_scientific_exchange;international_relations;light_infantry_tactics;medical_degrees;organized_textile_production;periodical_print_networks;permanent_engineer_services;regulated_small_arms;scientific_fortification_siegecraft;scientific_naval_architecture;shaft_mining;specialized_technical_academies;standardized_field_artillery;state_dockyard_systems;systematic_administrative_statistics;urbanization,common/history/countries/spc - carlist spain.txt,Regional research explicitly recommends changing to tier_4; then apply additions/removals.,applied_mineralogy;atmospheric_engine;enclosed_dock_systems;institutionalized_scientific_exchange;medical_degrees;periodical_print_networks;permanent_engineer_services;scientific_fortification_siegecraft;scientific_naval_architecture;specialized_technical_academies;state_dockyard_systems,
SPU,South Peru,The Andes,AMERICAS_CARIBBEAN,MATRIX,tier_3,REPLACE_WITH_EXPLICIT_SETUP,EXPLICIT_SETUP,,16,14,0,2,5,0,,coke_smelting;specialized_technical_academies,coke_smelting;specialized_technical_academies,,applied_mineralogy;codified_practical_knowledge;commercial_insurance_markets;distillation;improved_husbandry;international_relations;light_infantry_tactics;medical_degrees;organized_textile_production;regulated_small_arms;shaft_mining;standardized_field_artillery;systematic_administrative_statistics;urbanization,common/history/countries/spu - south peru.txt,At least one tier-derived technology is REMOVE; replace generic tier grant(s) with the exact Final_Technologies list.,,
SRK,Surakarta,Indonesia,EAST_ASIA_SE_ASIA,MATRIX,tier_4,REVIEW_TIER,KEEP_TIER_AND_PATCH,,11,11,0,0,4,0,,,,,codified_practical_knowledge;distillation;improved_husbandry;international_relations;light_infantry_tactics;organized_textile_production;regulated_small_arms;shaft_mining;standardized_field_artillery;systematic_administrative_statistics;urbanization,C:\Games\Victoria 3\game\common\history\countries\srk - surakarta.txt,"No tier-derived REMOVE; keep current tier grant(s), remove only explicit grants marked REMOVE, and add ADD technologies.",,
SRR,Serer,West Africa,AFRICA,MATRIX,tier_7,REPLACE_WITH_EXPLICIT_SETUP,KEEP_TIER_AND_PATCH,,0,1,1,0,0,0,improved_husbandry,,,,improved_husbandry,C:\Games\Victoria 3\game\common\history\countries\srr - serer.txt,"No tier-derived REMOVE; keep current tier grant(s), remove only explicit grants marked REMOVE, and add ADD technologies.",,
SSU,Susu,West Africa,AFRICA,MATRIX,tier_7,REPLACE_WITH_EXPLICIT_SETUP,KEEP_TIER_AND_PATCH,,0,1,1,0,0,0,improved_husbandry,,,,improved_husbandry,C:\Games\Victoria 3\game\common\history\countries\ssu - susu.txt,"No tier-derived REMOVE; keep current tier grant(s), remove only explicit grants marked REMOVE, and add ADD technologies.",,
STG,Sintang,Indonesia,EAST_ASIA_SE_ASIA,MATRIX,tier_4,REVIEW_TIER,EXPLICIT_SETUP,,11,9,0,2,4,0,,light_infantry_tactics;standardized_field_artillery,light_infantry_tactics;standardized_field_artillery,,codified_practical_knowledge;distillation;improved_husbandry;international_relations;organized_textile_production;regulated_small_arms;shaft_mining;systematic_administrative_statistics;urbanization,C:\Games\Victoria 3\game\common\history\countries\stg - sintang.txt,At least one tier-derived technology is REMOVE; replace generic tier grant(s) with the exact Final_Technologies list.,,
SUL,Sulu,Indonesia,EAST_ASIA_SE_ASIA,MATRIX,tier_4,REVIEW_TIER,KEEP_TIER_AND_PATCH,,11,11,0,0,4,0,,,,,codified_practical_knowledge;distillation;improved_husbandry;international_relations;light_infantry_tactics;organized_textile_production;regulated_small_arms;shaft_mining;standardized_field_artillery;systematic_administrative_statistics;urbanization,C:\Games\Victoria 3\game\common\history\countries\sul - sulu.txt,"No tier-derived REMOVE; keep current tier grant(s), remove only explicit grants marked REMOVE, and add ADD technologies.",,
SUR,Surguja,North India,SOUTH_ASIA,MATRIX,tier_4,REPLACE_WITH_EXPLICIT_SETUP,EXPLICIT_SETUP,,11,7,0,4,2,0,,light_infantry_tactics;regulated_small_arms;shaft_mining;standardized_field_artillery,light_infantry_tactics;regulated_small_arms;shaft_mining;standardized_field_artillery,,codified_practical_knowledge;distillation;improved_husbandry;international_relations;organized_textile_production;systematic_administrative_statistics;urbanization,C:\Games\Victoria 3\game\common\history\countries\sur - surguja.txt,At least one tier-derived technology is REMOVE; replace generic tier grant(s) with the exact Final_Technologies list.,,
SWE,Sweden,Northern Europe,NORTHERN_EASTERN_EUROPE,MATRIX,tier_4,KEEP_TIER,KEEP_TIER_AND_PATCH,tier_4,13,21,9,1,0,1,applied_mineralogy;enclosed_dock_systems;institutionalized_scientific_exchange;periodical_print_networks;scientific_fortification_siegecraft;scientific_naval_architecture;state_dockyard_systems;systematic_cadastral_surveying;systematic_population_registration,colonization,,colonization,applied_mineralogy;codified_practical_knowledge;distillation;enclosed_dock_systems;improved_husbandry;institutionalized_scientific_exchange;international_relations;light_infantry_tactics;organized_textile_production;periodical_print_networks;regulated_small_arms;scientific_fortification_siegecraft;scientific_naval_architecture;shaft_mining;specialized_technical_academies;standardized_field_artillery;state_dockyard_systems;systematic_administrative_statistics;systematic_cadastral_surveying;systematic_population_registration;urbanization,common/history/countries/swe - sweden.txt,"No tier-derived REMOVE; keep current tier grant(s), remove only explicit grants marked REMOVE, and add ADD technologies.",,
SWI,Switzerland,Central Europe,CENTRAL_EUROPE_GERMAN_ITALY,MATRIX,tier_4,REPLACE_WITH_EXPLICIT_SETUP,KEEP_TIER_AND_PATCH,,11,11,0,0,4,0,,,,,codified_practical_knowledge;distillation;improved_husbandry;international_relations;light_infantry_tactics;organized_textile_production;regulated_small_arms;shaft_mining;standardized_field_artillery;systematic_administrative_statistics;urbanization,common/history/countries/swi - switzerland.txt,"No tier-derived REMOVE; keep current tier grant(s), remove only explicit grants marked REMOVE, and add ADD technologies.",,
SWZ,Swaziland,Southern Africa,AFRICA,MATRIX,tier_6,REPLACE_WITH_EXPLICIT_SETUP,KEEP_TIER_AND_PATCH,,3,3,0,0,1,0,,,,,improved_husbandry;international_relations;urbanization,common/history/countries/swz - swaziland.txt,"No tier-derived REMOVE; keep current tier grant(s), remove only explicit grants marked REMOVE, and add ADD technologies.",,
TAS,Tasmania,Oceania,OCEANIA_PACIFIC,MATRIX,tier_2,REPLACE_WITH_EXPLICIT_SETUP,EXPLICIT_SETUP,,19,3,0,16,2,0,,atmospheric_engine;coke_smelting;commercial_insurance_markets;distillation;enclosed_dock_systems;institutionalized_public_credit;institutionalized_scientific_exchange;organized_forestry;organized_textile_production;periodical_print_networks;precision_boring;scientific_fortification_siegecraft;shaft_mining;state_dockyard_systems;stock_exchange;traditional_papermaking,atmospheric_engine;coke_smelting;commercial_insurance_markets;distillation;enclosed_dock_systems;institutionalized_public_credit;institutionalized_scientific_exchange;organized_forestry;organized_textile_production;periodical_print_networks;precision_boring;scientific_fortification_siegecraft;shaft_mining;state_dockyard_systems;stock_exchange;traditional_papermaking,,improved_husbandry;international_relations;traditional_food_processing,C:\Games\Victoria 3\game\common\history\countries\tas - tasmania.txt,At least one tier-derived technology is REMOVE; replace generic tier grant(s) with the exact Final_Technologies list.,,
TBI,Tubu,Equatorial Africa,AFRICA,MATRIX,tier_6,REVIEW_TIER,KEEP_TIER_AND_PATCH,,2,2,0,0,1,0,,,,,improved_husbandry;urbanization,C:\Games\Victoria 3\game\common\history\countries\tbi - tibesti.txt,"No tier-derived REMOVE; keep current tier grant(s), remove only explicit grants marked REMOVE, and add ADD technologies.",,
TEK,Tekna,North Africa,AFRICA,MATRIX,tier_6,REVIEW_TIER,KEEP_TIER_AND_PATCH,,2,2,0,0,1,0,,,,,improved_husbandry;urbanization,C:\Games\Victoria 3\game\common\history\countries\tek - tekna.txt,"No tier-derived REMOVE; keep current tier grant(s), remove only explicit grants marked REMOVE, and add ADD technologies.",,
TEX,Texas,Great Plains,AMERICAS_CARIBBEAN,MATRIX,tier_3,REPLACE_WITH_EXPLICIT_SETUP,EXPLICIT_SETUP,,16,9,0,7,3,0,,applied_mineralogy;codified_practical_knowledge;coke_smelting;commercial_insurance_markets;medical_degrees;shaft_mining;specialized_technical_academies,applied_mineralogy;codified_practical_knowledge;coke_smelting;commercial_insurance_markets;medical_degrees;shaft_mining;specialized_technical_academies,,distillation;improved_husbandry;international_relations;light_infantry_tactics;organized_textile_production;regulated_small_arms;standardized_field_artillery;systematic_administrative_statistics;urbanization,common/history/countries/tex - texas.txt,At least one tier-derived technology is REMOVE; replace generic tier grant(s) with the exact Final_Technologies list.,,
TGI,Tungi,East Africa,AFRICA,MATRIX,tier_5,REPLACE_WITH_EXPLICIT_SETUP,KEEP_TIER_AND_PATCH,,7,7,0,0,2,0,,,,,codified_practical_knowledge;improved_husbandry;international_relations;organized_textile_production;shaft_mining;systematic_administrative_statistics;urbanization,common/history/countries/tgi - tungi.txt,"No tier-derived REMOVE; keep current tier grant(s), remove only explicit grants marked REMOVE, and add ADD technologies.",,
TGR,Tigray,East Africa,AFRICA,MATRIX,tier_5,REPLACE_WITH_EXPLICIT_SETUP,KEEP_TIER_AND_PATCH,,6,6,0,0,2,0,,,,,codified_practical_knowledge;improved_husbandry;organized_textile_production;shaft_mining;systematic_administrative_statistics;urbanization,C:\Games\Victoria 3\game\common\history\countries\tgr - tigray.txt,"No tier-derived REMOVE; keep current tier grant(s), remove only explicit grants marked REMOVE, and add ADD technologies.",,
THL,Tehuelche,La Plata,AMERICAS_CARIBBEAN,MATRIX,tier_6,REVIEW_TIER,KEEP_TIER_AND_PATCH,,2,2,0,0,1,0,,,,,improved_husbandry;urbanization,C:\Games\Victoria 3\game\common\history\countries\thl - tehuelche.txt,"No tier-derived REMOVE; keep current tier grant(s), remove only explicit grants marked REMOVE, and add ADD technologies.",,
TIB,Tibet,Himalayas,EAST_ASIA_SE_ASIA,MATRIX,tier_6,KEEP_TIER,KEEP_TIER_AND_PATCH,,2,4,2,0,0,0,codified_practical_knowledge;traditional_papermaking,,,,codified_practical_knowledge;improved_husbandry;traditional_papermaking;urbanization,common/history/countries/tib - tibet.txt,"No tier-derived REMOVE; keep current tier grant(s), remove only explicit grants marked REMOVE, and add ADD technologies.",,
TID,Tidore,Indonesia,EAST_ASIA_SE_ASIA,MATRIX,tier_4,REVIEW_TIER,EXPLICIT_SETUP,,11,9,0,2,4,0,,light_infantry_tactics;standardized_field_artillery,light_infantry_tactics;standardized_field_artillery,,codified_practical_knowledge;distillation;improved_husbandry;international_relations;organized_textile_production;regulated_small_arms;shaft_mining;systematic_administrative_statistics;urbanization,C:\Games\Victoria 3\game\common\history\countries\tid - tidore.txt,At least one tier-derived technology is REMOVE; replace generic tier grant(s) with the exact Final_Technologies list.,,
TIP,Tipperah,North India,SOUTH_ASIA,MATRIX,tier_6,REVIEW_TIER,KEEP_TIER_AND_PATCH,,2,2,0,0,1,0,,,,,improved_husbandry;urbanization,C:\Games\Victoria 3\game\common\history\countries\tip - tipperah.txt,"No tier-derived REMOVE; keep current tier grant(s), remove only explicit grants marked REMOVE, and add ADD technologies.",,
TKE,Teke,Equatorial Africa,AFRICA,MATRIX,tier_6,REPLACE_WITH_EXPLICIT_SETUP,KEEP_TIER_AND_PATCH,,2,2,0,0,0,0,,,,,improved_husbandry;urbanization,C:\Games\Victoria 3\game\common\history\countries\tke - teke.txt,"No tier-derived REMOVE; keep current tier grant(s), remove only explicit grants marked REMOVE, and add ADD technologies.",,
TMN,Temne,West Africa,AFRICA,MATRIX,tier_6,KEEP_TIER,KEEP_TIER_AND_PATCH,,2,2,0,0,0,0,,,,,improved_husbandry;urbanization,C:\Games\Victoria 3\game\common\history\countries\tmn - temne.txt,"No tier-derived REMOVE; keep current tier grant(s), remove only explicit grants marked REMOVE, and add ADD technologies.",,
TNG,Tonga,Oceania,OCEANIA_PACIFIC,MATRIX,tier_7,REPLACE_WITH_EXPLICIT_SETUP,KEEP_TIER_AND_PATCH,,0,3,3,0,0,1,improved_husbandry;international_relations;traditional_food_processing,,,,improved_husbandry;international_relations;traditional_food_processing,C:\Games\Victoria 3\game\common\history\countries\tng - tonga.txt,"No tier-derived REMOVE; keep current tier grant(s), remove only explicit grants marked REMOVE, and add ADD technologies.",,
TPS,Toposa,Nile Basin,AFRICA,MATRIX,tier_7,REPLACE_WITH_EXPLICIT_SETUP,KEEP_TIER_AND_PATCH,,0,1,1,0,0,0,improved_husbandry,,,,improved_husbandry,C:\Games\Victoria 3\game\common\history\countries\tps - toposa.txt,"No tier-derived REMOVE; keep current tier grant(s), remove only explicit grants marked REMOVE, and add ADD technologies.",,
TRA,Travancore,South India,SOUTH_ASIA,MATRIX,tier_4,REPLACE_WITH_EXPLICIT_SETUP,EXPLICIT_SETUP,,11,11,1,1,2,0,scientific_fortification_siegecraft,shaft_mining,shaft_mining,,codified_practical_knowledge;distillation;improved_husbandry;international_relations;light_infantry_tactics;organized_textile_production;regulated_small_arms;scientific_fortification_siegecraft;standardized_field_artillery;systematic_administrative_statistics;urbanization,C:\Games\Victoria 3\game\common\history\countries\tra - travancore.txt,At least one tier-derived technology is REMOVE; replace generic tier grant(s) with the exact Final_Technologies list.,,
TRI,Tripolitania,North Africa,AFRICA,MATRIX,tier_5,REPLACE_WITH_EXPLICIT_SETUP,KEEP_TIER_AND_PATCH,,6,10,4,0,1,1,international_relations;regulated_small_arms;scientific_fortification_siegecraft;state_dockyard_systems,,,,codified_practical_knowledge;improved_husbandry;international_relations;organized_textile_production;regulated_small_arms;scientific_fortification_siegecraft;shaft_mining;state_dockyard_systems;systematic_administrative_statistics;urbanization,common/history/countries/tri - tripoli.txt,"No tier-derived REMOVE; keep current tier grant(s), remove only explicit grants marked REMOVE, and add ADD technologies.",,
